WELLNAME = well79
STDEP  =  3940.0000    
ENDEP  =  5121.9375    
LEVEL  =  0.1250       
CURNAMES  AC, CAL, GR, RT, SP

#DEPTH       AC           CAL          GR           RT           SP           
3945.7500    64.1110      24.2439      59.1936      67.4917      110.4895     
3945.8750    62.1760      24.4016      58.2619      68.3671      109.8166     
3946.0000    59.1017      24.5340      57.3059      63.0575      109.2846     
3946.1250    57.0124      24.6417      56.3224      57.1335      108.7371     
3946.2500    51.5422      24.6475      56.3028      49.6277      108.1901     
3946.3750    48.7016      24.6774      60.0837      41.1342      107.6271     
3946.5000    47.2688      25.1149      63.6365      33.3949      106.9232     
3946.6250    46.3570      25.6265      67.6965      28.5248      106.4384     
3946.7500    45.8119      26.5440      70.3118      21.4266      105.9532     
3946.8750    45.4404      28.0450      72.3193      15.8698      105.2172     
3947.0000    45.1663      30.0013      69.0560      12.4574      104.5752     
3947.1250    44.8721      28.2080      65.9453      10.4026      103.9799     
3947.2500    44.6361      26.3386      63.4429      13.2205      103.2749     
3947.3750    44.4585      25.7366      61.0665      20.4767      102.5858     
3947.5000    45.0141      25.3873      31.7086      29.7850      101.9592     
3947.6250    45.7619      25.0639      28.3682      81.1590      101.3952     
3947.7500    46.3561      24.8412      26.5490      498.9332     100.6902     
3947.8750    46.7193      24.6196      23.9953      765.6245     100.0327     
3948.0000    47.1591      24.4723      21.3157      799.9456     99.4853      
3948.1250    47.2894      24.3267      20.0795      902.6065     98.8119      
3948.2500    47.1889      24.2059      19.8079      794.3969     98.1857      
3948.3750    47.1078      24.1604      20.5723      476.0312     97.6383      
3948.5000    47.0837      24.1916      21.8702      394.9270     97.0128      
3948.6250    47.2723      24.2486      21.4708      422.8124     96.4816      
3948.7500    47.5964      24.3044      18.2076      333.7683     95.9032      
3948.8750    48.0555      24.3609      18.6709      337.7868     95.4342      
3949.0000    48.7840      24.3925      19.5113      416.2520     94.9961      
3949.1250    49.4563      24.4731      20.7332      410.3513     94.3540      
3949.2500    50.3597      24.5048      22.7408      440.9793     93.6962      
3949.3750    51.6490      24.5872      22.1895      604.1588     92.9757      
3949.5000    50.9881      24.5912      20.4969      910.8051     92.3646      
3949.6250    50.1728      24.5981      21.1617      994.5313     91.7373      
3949.7500    49.6663      24.6287      18.6593      878.5657     91.0165      
3949.8750    49.2374      24.6345      20.7676      831.8950     90.2957      
3950.0000    48.8466      24.6391      24.3458      673.9702     89.5897      
3950.1250    48.5725      24.6449      28.2278      367.2422     88.8203      
3950.2500    48.2590      24.6765      32.1865      179.4762     87.9405      
3950.3750    48.0037      24.6823      33.9655      146.3520     87.0927      
3950.5000    47.7875      24.6870      34.4277      126.0175     86.3082      
3950.6250    47.6480      24.7192      30.1256      126.9187     85.4604      
3950.7500    47.6428      24.7250      26.7364      133.0907     84.6447      
3950.8750    47.7748      24.7550      27.6803      130.8110     83.9865      
3951.0000    48.0774      24.7613      29.1555      145.6629     83.2175      
3951.1250    48.2103      24.7665      27.1083      184.2763     82.3542      
3951.2500    48.4953      24.7746      25.2897      259.2039     81.7118      
3951.3750    48.8764      24.8040      23.9021      546.8297     81.0856      
3951.5000    49.1812      24.8351      22.9192      2887.9846    80.4436      
3951.6250    49.4667      24.8403      24.7265      3191.5972    79.7703      
3951.7500    49.7908      24.8720      25.3130      2745.5156    79.0811      
3951.8750    50.2105      24.9014      26.6362      2186.8967    78.5168      
3952.0000    50.4578      24.9083      27.3764      1555.0029    77.9057      
3952.1250    50.2991      24.9406      28.4717      995.4014     77.2320      
3952.2500    50.1407      24.9694      29.5664      572.5070     76.5425      
3952.3750    49.9820      25.0005      30.7883      330.5829     75.8692      
3952.5000    49.7842      25.0068      30.0345      261.6081     75.2117      
3952.6250    49.6452      25.0115      28.1905      230.6134     74.6323      
3952.7500    49.4268      25.0201      26.9549      183.0135     74.0691      
3952.8750    49.3272      25.0501      27.8983      154.0836     73.4436      
3953.0000    49.1294      25.0311      28.6379      120.2327     72.9120      
3953.1250    48.8733      25.0352      29.9363      87.3651      72.3962      
3953.2500    48.7356      25.0433      30.9298      69.4655      71.7553      
3953.3750    48.4610      25.0473      26.0959      75.8412      71.2392      
3953.5000    48.1668      25.0519      26.3302      89.1713      70.7853      
3953.6250    47.8914      25.0577      24.1818      122.6239     70.0030      
3953.7500    47.8107      25.0635      22.2872      200.3960     69.4085      
3953.8750    48.2299      25.0198      19.9109      398.0413     69.0333      
3954.0000    48.4588      25.0233      19.4356      567.2147     68.4705      
3954.1250    49.0517      25.0291      20.9108      829.7868     67.8137      
3954.2500    49.5692      25.0343      19.5480      1763.2535    67.2508      
3954.3750    49.9516      25.0418      18.1357      2461.2485    66.7976      
3954.5000    50.1407      25.0458      17.8370      1956.9166    66.2819      
3954.6250    49.3640      25.0274      18.9577      1928.7405    65.6877      
3954.7500    49.0123      25.0321      20.6354      1893.9106    65.0155      
3954.8750    49.4495      25.1132      21.7808      1310.6888    64.5310      
3955.0000    49.6402      25.1196      23.1299      922.9091     64.0469      
3955.1250    49.9643      25.1254      24.0220      579.2894     63.3747      
3955.2500    50.2884      25.1053      22.4066      418.6087     63.0323      
3955.3750    50.6318      25.0857      21.7281      405.7754     62.7371      
3955.5000    50.9747      25.0656      22.7981      441.8590     62.0947      
3955.6250    51.1247      25.0208      23.9434      521.0826     61.3574      
3955.7500    50.9471      24.9765      24.3038      586.3388     60.6686      
3955.8750    50.7497      24.9063      24.9939      412.7824     60.1216      
3956.0000    50.5905      24.8614      27.0515      264.1064     59.4954      
3956.1250    50.3528      24.7901      28.5525      201.7626     58.9322      
3956.2500    50.2344      24.7705      29.9517      139.8223     58.4477      
3956.3750    50.0568      24.6779      30.8185      123.0745     57.8694      
3956.5000    49.8595      24.6555      31.8890      132.1543     57.1489      
3956.6250    49.5841      24.6360      30.5262      134.0157     56.3336      
3956.7500    49.3678      24.5922      29.3913      138.6049     55.7221      
3956.8750    49.1319      24.5480      27.5727      195.4885     55.1420      
3957.0000    48.8565      24.5509      25.1970      248.6957     54.4683      
3957.1250    48.6021      24.5584      23.4291      333.4164     53.7325      
3957.2500    48.3662      24.5636      19.7360      563.3625     53.0746      
3957.3750    48.3421      24.5688      17.1318      1108.8414    52.5420      
3957.5000    48.5490      24.5757      18.2789      1220.8352    51.8841      
3957.6250    48.6425      24.5804      18.1057      1359.3149    51.2112      
3957.7500    48.7530      24.5631      16.1099      1471.5383    50.5696      
3957.8750    48.7885      24.5666      16.9790      1828.1166    49.8646      
3958.0000    48.7652      24.5476      17.5402      2772.3464    49.2532      
3958.1250    48.7981      24.5517      16.6844      3635.9822    48.7047      
3958.2500    48.8911      24.5321      15.2210      4305.8623    48.0627      
3958.3750    49.1191      24.5391      13.8582      4072.8828    47.4682      
3958.5000    49.5002      24.4960      14.6496      3249.0144    46.8903      
3958.6250    50.2300      24.5000      16.9610      2913.6907    46.3907      
3958.7500    49.8011      24.4557      18.5374      1662.7076    46.0170      
3958.8750    49.4107      24.4598      19.8352      1533.6615    45.5970      
3959.0000    49.1362      24.4414      20.6773      1819.5609    45.1618      
3959.1250    49.0735      24.4454      19.0107      1824.0636    44.7734      
3959.2500    49.3585      24.4506      17.3699      2008.0000    44.3843      
3959.3750    49.5866      24.4311      17.9576      2613.3723    44.0268      
3959.5000    49.3892      24.4127      16.9246      2238.8301    43.6848      
3959.6250    49.2305      24.3938      15.8916      1893.0686    43.2180      
3959.7500    49.0331      24.3972      16.4050      1638.6237    42.7821      
3959.8750    48.8156      24.4036      17.6016      1411.7913    42.4236      
3960.0000    48.6766      24.4082      18.5438      1347.3121    41.9251      
3960.1250    48.4981      24.3645      19.9683      1277.4180    41.4889      
3960.2500    48.3788      24.3697      20.9116      1206.5912    41.1465      
3960.3750    48.2008      24.3496      17.7498      1053.3866    40.7275      
3960.5000    47.9648      24.3565      19.8850      1061.4783    40.4330      
3960.6250    47.5539      24.3364      21.2830      1047.8007    40.1698      
3960.7500    47.3772      24.3411      20.8330      935.5725     39.8299      
3960.8750    47.9131      24.3221      22.2575      887.0264     39.5836      
3961.0000    48.3915      24.3014      23.3021      1050.2426    39.3377      
3961.1250    49.2173      24.2830      24.3974      1275.3705    39.0755      
3961.2500    49.0397      24.2900      25.6705      1462.6732    38.8601      
3961.3750    48.7638      24.2952      26.8659      1744.8309    38.6609      
3961.5000    48.6638      24.2779      25.8582      1866.9491    38.4301      
3961.6250    48.5441      24.2555      22.5704      1286.9507    38.1374      
3961.7500    48.5204      24.2348      21.6652      1086.2682    37.8597      
3961.8750    48.5349      24.2164      22.6827      1172.1406    37.6134      
3962.0000    48.6270      24.2216      23.3982      1163.5592    37.4142      
3962.1250    48.7774      24.1779      23.7585      1371.2117    37.1996      
3962.2500    48.9659      24.1808      22.7767      1579.9521    37.0007      
3962.3750    49.1361      24.1653      21.1095      1391.0477    36.8177      
3962.5000    49.4211      24.1677      15.7187      1275.0989    36.5883      
3962.6250    49.7255      24.1522      16.0797      1364.3457    36.4049      
3962.7500    50.0688      24.1551      17.4535      1521.2920    36.2057      
3962.8750    50.4122      24.1597      18.4975      1797.8160    35.9605      
3963.0000    50.6394      24.1413      19.3137      2017.8315    35.7620      
3963.1250    50.3648      24.1465      17.6729      2101.1455    35.5949      
3963.2500    50.0710      24.1534      16.2849      2220.9609    35.4126      
3963.3750    49.6794      24.1558      17.5079      2072.4314    35.2447      
3963.5000    49.4448      24.1650      18.3494      1811.0126    35.0768      
3963.6250    49.1119      24.1691      18.7851      1393.1394    34.8477      
3963.7500    48.9150      24.1507      17.4223      1023.5823    34.6489      
3963.8750    49.1808      24.1530      15.7563      878.6829     34.4961      
3964.0000    49.7351      24.1628      14.9006      826.0934     34.3131      
3964.1250    49.6145      24.1651      15.6661      832.4391     34.0988      
3964.2500    49.4570      24.1732      16.3309      914.3897     33.9007      
3964.3750    49.2408      24.1773      16.8178      1059.5244    33.6878      
3964.5000    49.0045      24.1819      17.1782      1247.4073    33.5354      
3964.6250    48.8075      24.1871      16.1452      1445.3995    33.4138      
3964.7500    49.0154      24.1941      14.8837      1613.1765    33.2312      
3964.8750    50.1503      24.1987      15.6757      1732.5560    33.0338      
3965.0000    52.0768      24.2091      16.7704      1813.2628    32.8674      
3965.1250    51.9180      24.1861      16.8775      1972.9504    32.7466      
3965.2500    50.6388      24.1913      15.5660      2012.0718    32.6261      
3965.3750    49.5535      24.1971      16.2308      2134.4763    32.4906      
3965.5000    48.4878      24.1775      16.9715      2324.6130    32.3396      
3965.6250    48.7715      24.1592      14.4934      2466.0173    32.2045      
3965.7500    49.1346      24.1367      15.0569      2337.3647    32.1164      
3965.8750    49.6131      24.1207      14.7836      2129.8083    32.0287      
3966.0000    50.0731      24.0994      13.6488      1971.9012    31.9109      
3966.1250    51.4391      24.0563      14.5415      1791.7604    31.8070      
3966.2500    52.7477      24.0333      15.2816      1687.1855    31.7333      
3966.3750    51.8557      24.0425      16.0989      1570.9382    31.6614      
3966.5000    50.7892      24.0460      16.7119      1537.2878    31.5738      
3966.6250    49.5490      24.0523      17.0469      1473.6216    31.4857      
3966.7500    47.8445      24.0610      14.5199      1334.0105    31.4146      
3966.8750    47.7638      24.0610      15.3102      1266.8252    31.3589      
3967.0000    47.9922      24.0421      16.5833      1332.5833    31.3029      
3967.1250    48.2966      23.9995      17.5260      1612.0770    31.2458      
3967.2500    48.6386      23.9788      18.4181      1912.1230    31.1886      
3967.3750    48.8096      23.9599      17.4369      2265.8718    31.1330      
3967.5000    48.6509      23.9374      17.9739      2426.2957    31.1082      
3967.6250    48.4913      23.9191      18.5875      2585.9255    31.1155      
3967.7500    48.3334      23.8989      19.2770      2659.5215    31.1231      
3967.8750    48.0194      23.8794      17.3825      2612.3108    31.1301      
3968.0000    47.8032      23.8610      17.1351      2654.0825    31.1528      
3968.1250    47.7602      23.8651      17.5967      2678.8770    31.2075      
3968.2500    47.9483      23.8720      17.9824      2409.2493    31.2616      
3968.3750    48.0987      23.8761      18.4193      2096.7842    31.3638      
3968.5000    48.2877      23.8813      16.6767      1883.9888    31.4984      
3968.6250    48.5526      23.8870      12.9326      1739.4855    31.5845      
3968.7500    48.7425      23.8940      14.0785      1817.7528    31.6561      
3968.8750    48.5833      23.9251      15.0218      1983.2821    31.7263      
3969.0000    48.3868      23.9303      15.7366      2095.9658    31.7793      
3969.1250    48.1698      23.9361      16.5280      2049.1545    31.8186      
3969.2500    47.9334      23.9424      17.2941      1936.8832    31.8575      
3969.3750    47.7751      23.9482      17.9323      1751.8210    31.9130      
3969.5000    47.7132      23.9523      16.0384      1682.4591    31.9519      
3969.6250    47.7667      23.9586      15.7669      1754.8492    32.0063      
3969.7500    48.0132      23.9380      16.6578      2010.3096    32.1089      
3969.8750    48.3373      23.9443      18.0569      2357.5676    32.1784      
3970.0000    48.6806      23.9513      19.2788      -99999.0000  32.2486      
3970.1250    48.8113      23.9300      17.6882      -99999.0000  32.3346      
3970.2500    48.4403      23.9387      17.9978      -99999.0000  32.4052      
3970.3750    47.9908      23.9415      16.4078      -99999.0000  32.5258      
3970.5000    47.7948      23.9473      14.5640      -99999.0000  32.6277      
3970.6250    47.5005      23.9779      12.2891      -99999.0000  32.6795      
3970.7500    47.2256      24.0090      12.0670      -99999.0000  32.7821      
3970.8750    47.0865      24.0660      12.8578      -99999.0000  32.8847      
3971.0000    47.1786      24.0959      13.6745      -99999.0000  32.9542      
3971.1250    47.3869      24.1523      14.3640      -99999.0000  33.0561      
3971.2500    47.5948      24.1846      12.3942      -99999.0000  33.1907      
3971.3750    47.7838      24.2664      13.1602      -99999.0000  33.3087      
3971.5000    47.9719      24.2969      12.1261      -99999.0000  33.4109      
3971.6250    48.0065      24.3786      12.1584      -99999.0000  33.5463      
3971.7500    47.9245      24.4339      13.3037      -99999.0000  33.6643      
3971.8750    47.8623      24.5174      14.3990      -99999.0000  33.7651      
3972.0000    47.9166      24.5727      15.6202      -99999.0000  33.8990      
3972.1250    48.2021      24.6556      16.7914      -99999.0000  34.0332      
3972.2500    48.6222      24.6855      14.0366      -99999.0000  34.1502      
3972.3750    48.2512      24.7443      14.8781      -99999.0000  34.3003      
3972.5000    47.8412      24.7472      15.7189      -99999.0000  34.4345      
3972.6250    47.4127      24.7783      16.6116      -99999.0000  34.5518      
3972.7500    46.8484      24.8088      16.7446      -99999.0000  34.7174      
3972.8750    46.0121      24.8151      14.7241      -99999.0000  34.8505      
3973.0000    45.7200      24.8480      15.6162      -99999.0000  35.0168      
3973.1250    45.9476      24.9027      16.0778      -99999.0000  35.1665      
3973.2500    47.3711      24.9349      15.8799      -99999.0000  35.3169      
3973.3750    47.9460      24.9390      17.0764      -99999.0000  35.4666      
3973.5000    48.0775      24.9707      18.1469      -99999.0000  35.5991      
3973.6250    47.8789      25.0006      19.0890      -99999.0000  35.7808      
3973.7500    47.7600      25.0317      18.3352      -99999.0000  35.9460      
3973.8750    47.5241      25.0381      12.0572      -99999.0000  36.1608      
3974.0000    47.3461      25.0934      12.3416      -99999.0000  36.3267      
3974.1250    47.3802      25.1504      13.1076      -99999.0000  36.4584      
3974.2500    47.6078      25.1567      14.0509      -99999.0000  36.6552      
3974.3750    47.8929      25.1867      15.0443      -99999.0000  36.8204      
3974.5000    48.0433      24.9646      16.3674      -99999.0000  37.0017      
3974.6250    47.5942      24.6918      13.8399      -99999.0000  37.1989      
3974.7500    47.2811      24.5957      14.2008      -99999.0000  37.3957      
3974.8750    46.9680      24.5250      15.6771      -99999.0000  37.6256      
3975.0000    46.6746      24.4801      16.3395      -99999.0000  37.8228      
3975.1250    46.3615      24.4358      17.4854      -99999.0000  38.0031      
3975.2500    46.7045      24.4410      18.7072      -99999.0000  38.2488      
3975.3750    47.3565      24.4232      20.0050      -99999.0000  38.5104      
3975.5000    47.9314      24.4020      21.3787      -99999.0000  38.7716      
3975.6250    48.7764      24.4089      20.4989      -99999.0000  38.9681      
3975.7500    49.5640      24.4141      19.1863      -99999.0000  39.1314      
3975.8750    50.6792      24.4446      18.3053      -99999.0000  39.3923      
3976.0000    51.7176      24.4493      18.5137      -99999.0000  39.6369      
3976.1250    52.6976      24.4815      17.6833      -99999.0000  39.8816      
3976.2500    51.6509      24.4885      16.7516      -99999.0000  40.1424      
3976.3750    50.4875      24.5173      15.6174      -99999.0000  40.4357      
3976.5000    49.6153      24.5495      16.3075      -99999.0000  40.6641      
3976.6250    48.5291      24.5547      16.8192      -99999.0000  40.8275      
3976.7500    47.5985      24.5853      14.3182      -99999.0000  41.1042      
3976.8750    46.8802      24.5905      14.7280      -99999.0000  41.3646      
3977.0000    47.1846      24.5721      15.4935      -99999.0000  41.6089      
3977.1250    47.7981      24.5779      16.3355      -99999.0000  41.9180      
3977.2500    48.4497      24.5578      16.8983      -99999.0000  42.2101      
3977.3750    49.0057      24.5624      17.3346      -99999.0000  42.4695      
3977.5000    49.0789      24.5687      15.7705      -99999.0000  42.8433      
3977.6250    48.7465      24.5745      14.1541      -99999.0000  43.1678      
3977.7500    48.3554      24.6051      14.5403      -99999.0000  43.4592      
3977.8750    48.1576      24.6615      15.8628      -99999.0000  43.7992      
3978.0000    47.9782      24.6932      17.0852      -99999.0000  44.1388      
3978.1250    47.9370      24.7743      17.4461      -99999.0000  44.5108      
3978.2500    47.8563      24.8302      15.7531      -99999.0000  44.8339      
3978.3750    47.9098      24.8112      16.2912      -99999.0000  45.1731      
3978.5000    48.2330      24.6639      17.7168      -99999.0000  45.5282      
3978.6250    48.5382      24.3918      18.8108      -99999.0000  45.8836      
3978.7500    48.8807      24.1685      19.8548      -99999.0000  46.1908      
3978.8750    49.0894      24.6565      18.8979      -99999.0000  46.5455      
3979.0000    48.7162      24.9909      16.5730      -99999.0000  46.9812      
3979.1250    48.4812      25.4778      17.0352      -99999.0000  47.3204      
3979.2500    48.2264      25.9653      16.5593      -99999.0000  47.6115      
3979.3750    47.9137      26.3503      17.1475      -99999.0000  48.0475      
3979.5000    47.4265      26.8884      18.4206      -99999.0000  48.4349      
3979.6250    47.0367      26.9448      19.4899      -99999.0000  48.7745      
3979.7500    46.5500      26.4188      18.9127      -99999.0000  49.1461      
3979.8750    45.8505      25.8917      17.3981      -99999.0000  49.4696      
3980.0000    46.3868      25.4412      16.9228      -99999.0000  49.7930      
3980.1250    47.0775      25.0671      17.9668      -99999.0000  50.0840      
3980.2500    47.7677      25.2502      19.0626      -99999.0000  50.4240      
3980.3750    48.0922      25.4332      17.3955      -99999.0000  50.7967      
3980.5000    48.0483      25.7181      14.2351      -99999.0000  51.1525      
3980.6250    47.9869      25.9005      15.2796      -99999.0000  51.5075      
3980.7500    47.9054      25.9570      16.3236      -99999.0000  51.8792      
3980.8750    47.8431      25.1266      17.3423      -99999.0000  52.2188      
3981.0000    47.8580      24.4481      17.5000      -99999.0000  52.5098      
3981.1250    48.0084      24.6058      15.4790      -99999.0000  52.8810      
3981.2500    48.3311      24.7135      16.5742      -99999.0000  53.3167      
3981.3750    48.5017      24.7440      17.3655      -99999.0000  53.6714      
3981.5000    48.5741      24.7745      17.2954      -99999.0000  54.0265      
3981.6250    48.3965      24.7556      17.3778      -99999.0000  54.3977      
3981.7500    48.2180      24.7107      17.8129      -99999.0000  54.7366      
3981.8750    48.0202      24.6653      18.4776      -99999.0000  55.1557      
3982.0000    47.8623      24.5945      19.0664      -99999.0000  55.6377      
3982.1250    47.7036      24.4490      19.5787      -99999.0000  56.1359      
3982.2500    47.5637      24.2516      20.1421      -99999.0000  56.6341      
3982.3750    47.4821      24.0295      20.6031      -99999.0000  57.2122      
3982.5000    47.6124      23.9334      18.2783      -99999.0000  57.7262      
3982.6250    47.7049      24.0405      19.1203      -99999.0000  58.1439      
3982.7500    47.7786      24.1729      20.2655      -99999.0000  58.6263      
3982.8750    47.8698      24.3565      21.4373      -99999.0000  59.0766      
3983.0000    47.9053      24.5902      22.4312      -99999.0000  59.5749      
3983.1250    47.9965      24.7473      23.5776      -99999.0000  60.2177      
3983.2500    48.0701      24.9050      24.3931      -99999.0000  60.6680      
3983.3750    48.1429      24.9355      25.3864      -99999.0000  61.0058      
3983.5000    48.1964      24.8147      24.6574      -99999.0000  61.5368      
3983.6250    48.2692      24.6179      20.9640      -99999.0000  61.9389      
3983.7500    48.3622      24.3705      22.1352      -99999.0000  62.4206      
3983.8750    48.6275      24.0978      23.7374      -99999.0000  62.9825      
3984.0000    48.8743      23.8239      24.4522      -99999.0000  63.5116      
3984.1250    49.0633      23.8809      22.1014      -99999.0000  64.0728      
3984.2500    49.3874      23.9626      20.3089      -99999.0000  64.7458      
3984.3750    49.7110      24.0438      18.7690      -99999.0000  65.4666      
3984.5000    49.8228      24.1255      19.9908      -99999.0000  66.0914      
3984.6250    49.1988      24.1572      21.8715      -99999.0000  66.6522      
3984.7500    49.0418      24.1618      23.1952      -99999.0000  67.1493      
3984.8750    48.7669      24.1423      24.0112      -99999.0000  67.6943      
3985.0000    48.5305      23.9967      23.3576      -99999.0000  68.2227      
3985.1250    48.3915      24.0025      22.6797      -99999.0000  69.0551      
3985.2500    48.2709      23.9059      23.6477      -99999.0000  69.7428      
3985.3750    48.2674      23.7597      24.5910      -99999.0000  70.3507      
3985.5000    48.3976      23.7160      25.5342      -99999.0000  71.0712      
3985.6250    48.4713      23.8985      26.2744      -99999.0000  71.6798      
3985.7500    48.5822      24.0044      26.1536      -99999.0000  72.2888      
3985.8750    48.6747      24.0861      24.5884      -99999.0000  73.0254      
3986.0000    48.7857      23.9918      19.9329      -99999.0000  73.6337      
3986.1250    48.8208      23.7944      20.6224      -99999.0000  74.1779      
3986.2500    48.6423      23.6978      20.3997      -99999.0000  74.8020      
3986.3750    48.4835      24.0327      18.4547      -99999.0000  75.4570      
3986.5000    48.3248      24.4949      18.2580      -99999.0000  76.4631      
3986.6250    48.1858      24.8045      17.0478      -99999.0000  77.2936      
3986.7500    48.0266      25.1394      17.9905      -99999.0000  78.0601      
3986.8750    47.9455      24.5387      19.3648      -99999.0000  78.9863      
3987.0000    48.0380      24.1117      20.2827      -99999.0000  79.7528      
3987.1250    48.3612      24.7010      21.2760      -99999.0000  80.6315      
3987.2500    48.6664      25.1114      22.1940      -99999.0000  81.4941      
3987.3750    49.0093      25.4716      23.0613      -99999.0000  82.1969      
3987.5000    49.3526      25.3002      21.8500      -99999.0000  82.9317      
3987.6250    49.5995      25.0522      21.6291      -99999.0000  83.7785      
3987.7500    49.1504      24.6275      22.1672      -99999.0000  84.5780      
3987.8750    48.7409      24.3036      22.5258      -99999.0000  85.1697      
3988.0000    48.4475      24.4613      21.7973      -99999.0000  86.0323      
3988.1250    48.5392      24.6702      18.3837      -99999.0000  86.9268      
3988.2500    48.8250      24.8526      19.2498      -99999.0000  87.6778      
3988.3750    49.3416      24.9862      20.3197      -99999.0000  88.5249      
3988.5000    50.0511      24.6369      21.5415      -99999.0000  89.2601      
3988.6250    50.7610      23.9844      22.9935      -99999.0000  89.9784      
3988.7500    51.3367      24.0390      23.1742      -99999.0000  90.9039      
3988.8750    52.3940      24.1208      22.5211      -99999.0000  91.8297      
3989.0000    53.4709      24.1772      23.9201      -99999.0000  92.6919      
3989.1250    54.6632      24.2336      25.3444      -99999.0000  93.5069      
3989.2500    52.9776      24.2400      27.0220      -99999.0000  94.2907      
3989.3750    52.4343      24.2452      28.9533      -99999.0000  94.9626      
3989.5000    51.7160      24.1491      30.4795      -99999.0000  95.5068      
3989.6250    50.9197      24.0542      31.7260      -99999.0000  96.0834      
3989.7500    50.3369      23.9840      32.8718      -99999.0000  96.7409      
3989.8750    49.5603      23.9150      34.2708      -99999.0000  97.3027      
3990.0000    49.1122      23.9197      36.2021      -99999.0000  97.7358      
3990.1250    48.9149      23.9249      32.4582      -99999.0000  98.2333      
3990.2500    48.7364      23.9301      26.7888      -99999.0000  98.8120      
3990.3750    48.6548      23.9612      22.7411      -99999.0000  99.3264      
3990.5000    48.5930      24.0193      19.8846      -99999.0000  99.6962      
3990.6250    48.5105      24.0481      17.8890      -99999.0000  100.1631     
3990.7500    48.4474      24.1045      16.5517      -99999.0000  100.6458     
3990.8750    48.4062      24.1610      17.6975      -99999.0000  101.0159     
3991.0000    48.3242      24.2174      19.4257      -99999.0000  101.3706     
3991.1250    48.2610      24.2738      20.7993      -99999.0000  101.7734     
3991.2500    48.2198      24.3308      21.7679      -99999.0000  102.1763     
3991.3750    48.1759      24.3608      22.9644      -99999.0000  102.5475     
3991.5000    48.1724      24.4437      24.0342      -99999.0000  102.9191     
3991.6250    48.2066      24.5248      23.8369      -99999.0000  103.2267     
3991.7500    48.2408      24.7084      22.2475      -99999.0000  103.5346     
3991.8750    48.2948      24.9179      20.4286      -99999.0000  103.8267     
