WELLNAME = well95
STDEP  =  3000.0000    
ENDEP  =  4137.0313    
LEVEL  =  0.1250       
CURNAMES  AC, CAL, DEN, GR, RT, SP

#DEPTH       AC           CAL          DEN          GR           RT           SP           
3305.5000    51.9924      22.4137      0.0000       24.3267      114.6998     119.5933     
3305.6250    52.0164      22.3670      0.0000       24.7067      113.9034     119.5152     
3305.7500    52.1127      22.3522      0.0000       24.2651      114.9724     119.4371     
3305.8750    52.1848      22.3057      0.0000       25.5302      117.6902     119.4181     
3306.0000    51.8470      22.2433      0.0000       26.6055      122.8701     119.3601     
3306.1250    51.6058      22.2283      0.0000       27.8072      130.0962     119.2820     
3306.2500    51.3886      22.1820      0.0000       27.1128      140.5167     119.2633     
3306.3750    51.2678      22.1195      0.0000       24.1429      146.0797     119.2050     
3306.5000    51.4606      22.0573      0.0000       26.7353      120.5830     119.1271     
3306.6250    52.1115      22.0423      0.0000       29.3277      103.7697     119.1082     
3306.7500    53.0035      22.0433      0.0000       27.1794      89.3592      119.1094     
3306.8750    53.9679      22.0441      0.0000       27.6859      79.2361      119.0511     
3307.0000    54.2330      22.0450      0.0000       24.9057      74.3897      119.0328     
3307.1250    53.8952      21.9984      0.0000       27.4980      78.3026      119.0335     
3307.2500    53.6539      21.9834      0.0000       31.3546      80.9980      119.0349     
3307.3750    53.4367      21.9370      0.0000       34.4526      83.7749      119.0356     
3307.5000    53.5330      21.9221      0.0000       30.1554      82.4223      119.0957     
3307.6250    53.8463      21.9229      0.0000       26.8694      83.9813      119.1166     
3307.7500    54.0149      21.9240      0.0000       24.7844      88.1991      119.1768     
3307.8750    53.7495      21.9722      0.0000       24.7853      95.0155      119.2570     
3308.0000    53.0982      22.0362      0.0000       23.5852      100.1373     120.1620     
3308.1250    52.6640      22.0529      0.0000       25.6719      109.5668     120.5170     
3308.2500    52.3745      22.0065      0.0000       25.2303      119.0007     120.5377     
3308.3750    52.0367      22.0863      0.0000       22.6396      129.0631     120.5981     
3308.5000    51.9642      22.1188      0.0000       21.1867      126.5383     120.6781     
3308.6250    52.2293      22.0722      0.0000       22.5781      121.9141     120.6988     
3308.7500    52.5185      21.9152      0.0000       22.8319      113.5737     120.7595     
3308.8750    52.7836      21.7266      0.0000       24.4129      105.1734     120.7802     
3309.0000    52.7593      21.5851      0.0000       26.7524      95.2759      120.7810     
3309.1250    52.7591      21.6017      0.0000       28.9655      86.2961      120.7820     
3309.2500    53.4100      21.8081      0.0000       31.3684      79.1685      120.8424     
3309.3750    53.8921      21.9196      0.0000       30.3579      73.2994      120.8634     
3309.5000    54.1813      21.8889      0.0000       29.9163      69.3228      120.8643     
3309.6250    54.3258      21.8268      0.0000       27.2624      66.9338      120.8063     
3309.7500    54.2051      21.7644      0.0000       26.3784      70.7053      120.7872     
3309.8750    53.9879      21.7020      0.0000       27.3905      77.2794      120.7291     
3310.0000    53.6260      21.6872      0.0000       26.5696      86.9070      120.6512     
3310.1250    53.1194      21.6880      0.0000       23.7261      99.0329      120.6325     
3310.2500    52.6129      21.7363      0.0000       21.0722      112.1791     120.6334     
3310.3750    51.8892      21.8005      0.0000       22.0845      126.1544     120.6343     
3310.5000    51.4792      21.8646      0.0000       24.2976      137.3391     120.6355     
3310.6250    51.6960      21.9761      0.0000       23.9191      144.8794     120.6959     
3310.7500    51.6958      22.1036      0.0000       23.9832      148.9825     120.7165     
3310.8750    51.5028      22.1360      0.0000       23.4152      151.6082     120.7174     
3311.0000    51.2373      22.1842      0.0000       24.3643      145.7612     120.7186     
3311.1250    51.0442      22.2009      0.0000       21.7735      139.7460     120.7199     
3311.2500    51.0682      22.2018      0.0000       22.7857      138.6135     120.7209     
3311.3750    51.4056      22.2502      0.0000       25.1884      134.3362     120.7218     
3311.5000    51.5984      22.2667      0.0000       26.0112      127.6379     120.7226     
3311.6250    51.6705      22.3151      0.0000       25.6958      120.0036     120.7237     
3311.7500    51.8632      22.3317      0.0000       26.5184      111.3835     120.7249     
3311.8750    52.3212      22.3325      0.0000       27.3410      105.4515     120.7261     
3312.0000    52.7551      22.3336      0.0000       27.0891      101.1161     120.7270     
3312.1250    53.2372      22.3344      0.0000       28.6070      102.9005     120.6689     
3312.2500    53.0924      22.3825      0.0000       30.1248      106.6854     120.6501     
3312.3750    52.7064      22.3993      0.0000       29.9992      110.3524     120.6513     
3312.5000    52.4168      22.3531      0.0000       28.7360      111.6499     120.6521     
3312.6250    52.2479      22.3379      0.0000       30.8227      103.7758     120.6530     
3312.7500    52.5371      22.2916      0.0000       30.0650      94.1202      120.7134     
3312.8750    53.2603      22.2766      0.0000       32.9103      86.6323      120.6750     
3313.0000    53.6701      22.2303      0.0000       32.5319      80.3292      120.6562     
3313.1250    53.7182      22.2151      0.0000       32.4697      76.2092      120.5983     
3313.2500    53.8868      22.2637      0.0000       34.3035      79.8473      120.5792     
3313.3750    54.3206      22.2802      0.0000       32.4713      81.7324      120.5211     
3313.5000    54.2240      22.3288      0.0000       32.5354      86.8457      120.5024     
3313.6250    53.8380      22.3451      0.0000       31.5881      91.6141      120.5035     
3313.7500    53.5244      22.3934      0.0000       29.2502      97.5577      120.5045     
3313.8750    53.1866      22.4100      0.0000       24.5735      99.7363      120.5057     
3314.0000    52.8247      22.4110      0.0000       26.8499      94.2149      120.5064     
3314.1250    52.5834      22.4119      0.0000       27.9885      86.7591      120.5074     
3314.2500    53.0173      22.4129      0.0000       27.7998      79.9530      120.5677     
3314.3750    53.8611      22.3663      0.0000       30.3924      75.5196      120.5886     
3314.5000    54.4155      22.3514      0.0000       30.3299      71.0078      120.5896     
3314.6250    54.4877      22.3047      0.0000       28.3712      68.2448      120.6497     
3314.7500    54.2464      22.2898      0.0000       31.0901      68.5637      120.6707     
3314.8750    54.4150      22.2907      0.0000       27.6776      69.9345      120.7309     
3315.0000    54.6801      22.3864      0.0000       23.8227      70.9194      120.7518     
3315.1250    54.3906      22.5138      0.0000       25.5935      69.6934      120.7528     
3315.2500    54.2216      22.6410      0.0000       25.2150      70.2676      120.6944     
3315.3750    54.3661      22.9106      0.0000       26.9225      72.8520      120.6758     
3315.5000    54.4865      23.1800      0.0000       29.8311      73.5315      120.6768     
3315.6250    54.4140      23.2441      0.0000       32.5501      73.8780      120.6185     
3315.7500    54.0280      23.0082      0.0000       30.2753      79.3279      120.6000     
3315.8750    53.5455      22.8352      0.0000       27.1788      86.1811      120.6011     
3316.0000    53.0630      22.7097      0.0000       26.4844      95.0255      120.6021     
3316.1250    52.5806      22.7263      0.0000       26.6116      107.3858     120.5442     
3316.2500    52.0499      22.9326      0.0000       27.2446      128.5160     120.5253     
3316.3750    51.6639      23.0443      0.0000       26.2343      126.2629     120.5261     
3316.5000    52.6765      23.1084      0.0000       24.2754      111.8668     120.5866     
3316.6250    53.5927      23.2199      0.0000       24.9084      99.2609      120.6071     
3316.7500    54.3160      23.2526      0.0000       28.1330      88.1219      120.6085     
3316.8750    53.5441      23.2533      0.0000       30.7254      90.9198      120.5500     
3317.0000    53.1099      23.3015      0.0000       31.0424      95.4602      120.5313     
3317.1250    52.5310      23.3182      0.0000       28.8941      100.3628     120.5322     
3317.2500    52.1932      23.2717      0.0000       28.9582      105.7685     120.5334     
3317.3750    51.7108      23.2569      0.0000       29.1488      110.1670     120.5344     
3317.5000    52.3376      23.2102      0.0000       29.5288      114.6117     120.5353     
3317.6250    52.4821      23.1480      0.0000       29.7825      110.1739     120.5958     
3317.7500    52.0479      23.0383      0.0000       28.8351      102.9824     120.6166     
3317.8750    52.2406      23.0074      0.0000       31.3645      101.0761     120.6175     
3318.0000    53.0120      22.9609      0.0000       28.3945      102.3798     120.6184     
3318.1250    52.9155      22.8989      0.0000       25.4244      95.0528      120.6196     
3318.2500    52.6741      22.8838      0.0000       24.7932      88.7271      120.6206     
3318.3750    53.1562      22.8846      0.0000       27.2592      88.1072      120.6215     
3318.5000    53.7830      22.8855      0.0000       30.4838      86.0871      120.6227     
3318.6250    53.5899      22.8864      0.0000       29.3469      81.7881      120.6237     
3318.7500    53.1557      22.9350      0.0000       26.5032      81.6100      120.6249     
3318.8750    52.8180      22.9516      0.0000       28.4636      84.4979      120.5666     
3319.0000    52.7213      22.9526      0.0000       25.4936      82.6516      120.5477     
3319.1250    53.0105      23.0008      0.0000       25.1151      86.1121      120.4893     
3319.2500    52.9621      23.0175      0.0000       22.0186      93.3235      120.4707     
3319.3750    52.0938      23.0182      0.0000       24.5480      103.1452     120.4717     
3319.5000    51.5149      23.0190      0.0000       22.8421      114.4163     120.4727     
3319.6250    50.9843      22.9728      0.0000       20.8202      129.3066     120.4739     
3319.7500    50.6947      22.9577      0.0000       21.9589      134.8528     120.4156     
3319.8750    51.0322      22.9113      0.0000       20.1897      123.3911     120.3969     
3320.0000    51.5143      22.8489      0.0000       21.3284      115.1960     120.3980     
3320.1250    52.0446      22.8340      0.0000       21.1396      109.1786     120.3989     
3320.2500    52.4785      22.8348      0.0000       22.5944      104.9474     120.3999     
3320.3750    52.5265      22.7882      0.0000       24.4285      109.6538     120.4010     
3320.5000    52.0441      22.7259      0.0000       23.9236      124.1242     120.3431     
3320.6250    51.5616      22.6637      0.0000       22.6602      142.7144     120.2648     
3320.7500    50.9345      22.6488      0.0000       24.2413      167.1409     120.2460     
3320.8750    50.2591      22.6022      0.0000       24.9375      200.6280     120.1880     
3321.0000    49.7767      22.5398      0.0000       22.4099      221.9557     120.1692     
3321.1250    50.1141      22.5249      0.0000       21.5258      183.7230     120.1702     
3321.2500    50.3550      22.5733      0.0000       26.3307      157.5413     120.1712     
3321.3750    50.8854      22.7323      0.0000       23.6135      135.0040     120.1722     
3321.5000    51.3193      22.8280      0.0000       20.8961      136.2426     120.1731     
3321.6250    51.1744      22.8920      0.0000       23.1727      143.5638     120.2336     
3321.7500    50.4026      22.9561      0.0000       22.3518      153.2462     120.3135     
3321.8750    50.0648      22.9727      0.0000       19.9506      165.8707     120.3937     
3322.0000    49.7753      22.9266      0.0000       20.7732      183.7714     119.6487     
3322.1250    50.4986      22.8642      0.0000       20.3948      199.6011     119.5133     
3322.2500    50.4984      22.8018      0.0000       22.0391      213.0393     119.5536     
3322.3750    49.7748      22.7393      0.0000       19.8907      226.8615     119.6734     
3322.5000    49.5335      22.6772      0.0000       21.0927      261.7267     119.7731     
3322.6250    49.8227      22.6622      0.0000       21.4728      323.3329     119.7939     
3322.7500    49.7502      22.6630      0.0000       25.0136      333.2946     119.8540     
3322.8750    49.5089      22.6639      0.0000       24.0030      280.5831     119.8747     
3323.0000    49.7740      22.7123      0.0000       21.9178      201.1743     119.8757     
3323.1250    51.3653      22.7288      0.0000       23.9415      153.3496     119.8768     
3323.2500    52.7155      22.7298      0.0000       25.9651      121.1679     119.8185     
3323.3750    52.9806      22.7308      0.0000       27.3568      107.3456     119.7407     
3323.5000    52.4258      22.7317      0.0000       27.5472      117.5390     119.6627     
3323.6250    51.8469      22.7799      0.0000       23.8817      129.1987     119.5847     
3323.7500    51.4368      22.7967      0.0000       23.2505      120.5204     119.5066     
3323.8750    51.5330      22.7503      0.0000       23.9466      116.1940     119.4286     
3324.0000    51.8705      22.7352      0.0000       24.8324      116.4626     119.4098     
3324.1250    52.0632      22.6886      0.0000       23.7587      110.9033     119.4110     
3324.2500    51.9907      22.5790      0.0000       21.6103      108.2246     119.4122     
3324.3750    51.7253      22.5482      0.0000       19.9676      120.3524     119.4131     
3324.5000    51.5081      22.5017      0.0000       20.4110      135.3977     119.4141     
3324.6250    51.2427      22.4869      0.0000       19.5900      151.9084     119.4745     
3324.7500    50.9049      22.4876      0.0000       19.2116      169.6388     119.4953     
3324.8750    50.7118      22.4884      0.0000       19.5286      175.8429     119.5557     
3325.0000    50.4705      22.4423      0.0000       23.4486      182.5277     119.5762     
3325.1250    50.2051      22.4273      0.0000       25.5987      188.7858     119.5772     
3325.2500    50.0361      22.3809      0.0000       22.9447      174.2408     119.5783     
3325.3750    50.3253      22.3185      0.0000       20.1009      161.3901     119.5793     
3325.5000    50.9280      22.3034      0.0000       22.9464      158.6488     119.5211     
3325.6250    50.9760      22.2570      0.0000       26.2344      186.2762     119.5024     
3325.7500    50.4936      22.2421      0.0000       26.1719      212.0289     119.5038     
3325.8750    49.9147      22.1954      0.0000       25.4142      239.5583     119.5047     
3326.0000    49.3358      22.1804      0.0000       22.4441      269.1769     119.5057     
3326.1250    48.9016      22.1339      0.0000       24.0884      297.4600     119.5065     
3326.2500    49.1184      22.0717      0.0000       22.1929      244.1159     119.5075     
3326.3750    49.4076      22.0571      0.0000       23.6476      195.3207     119.5087     
3326.5000    49.9138      22.0103      0.0000       22.4475      159.1881     119.4506     
3326.6250    50.5165      21.9482      0.0000       19.7933      134.4906     119.4318     
3326.7500    51.1433      21.9331      0.0000       17.5185      125.5057     119.4328     
3326.8750    50.9502      21.9340      0.0000       18.3412      133.3372     119.4337     
3327.0000    50.5883      21.9348      0.0000       21.3130      137.2742     119.3756     
3327.1250    50.4194      21.9356      0.0000       17.1418      133.8045     119.3568     
3327.2500    50.6603      21.8893      0.0000       16.0680      141.0108     119.4172     
3327.3750    51.0219      21.8744      0.0000       18.6606      149.8266     119.3786     
3327.5000    50.9976      21.8756      0.0000       18.4087      155.8451     119.3599     
3327.6250    50.7080      21.8763      0.0000       16.8290      156.4072     119.3610     
3327.7500    50.3461      21.8770      0.0000       15.6288      176.4394     119.3619     
3327.8750    49.9601      21.8780      0.0000       16.3251      213.0464     119.3628     
3328.0000    49.7188      21.8315      0.0000       17.7166      245.1939     119.4232     
3328.1250    49.5499      21.8164      0.0000       19.2346      273.4886     119.4440     
3328.2500    49.3809      21.8176      0.0000       20.6262      308.7568     119.4450     
3328.3750    49.3084      21.8184      0.0000       21.8914      287.8808     119.5056     
3328.5000    49.5252      21.8192      0.0000       22.7139      215.4723     119.5855     
3328.6250    50.0315      21.8203      0.0000       22.2723      168.6524     119.6657     
3328.7500    50.8511      21.8210      0.0000       23.4743      133.2877     119.6863     
3328.8750    51.6226      21.8219      0.0000       26.4462      108.8790     119.7467     
3329.0000    52.6835      21.7755      0.0000       24.1714      94.0015      119.8268     
3329.1250    53.2620      21.7603      0.0000       21.5172      95.3248      119.8474     
3329.2500    52.3937      21.7612      0.0000       22.6559      119.0401     119.8485     
3329.3750    51.8148      21.7625      0.0000       24.9325      152.1474     119.8496     
3329.5000    51.2118      21.7632      0.0000       26.7033      195.8191     119.8504     
3329.6250    50.8018      21.7166      0.0000       29.5490      240.6792     119.9109     
3329.7500    50.9945      21.7015      0.0000       33.2162      214.2877     119.9316     
3329.8750    51.2596      21.7024      0.0000       32.4586      193.1223     119.9920     
3330.0000    51.6211      21.7032      0.0000       33.2179      187.1689     120.0127     
3330.1250    52.0308      21.7041      0.0000       31.6384      171.3380     120.0139     
3330.2500    52.3441      21.7050      0.0000       29.2371      149.7906     119.9556     
3330.3750    52.6092      21.6585      0.0000       27.1518      132.1863     119.9371     
3330.5000    52.7055      21.6436      0.0000       29.5550      126.7417     119.9381     
3330.6250    52.4883      21.6445      0.0000       32.7797      121.5513     119.9985     
3330.7500    52.0782      21.6927      0.0000       36.3840      114.1600     120.0189     
3330.8750    51.7646      21.8042      0.0000       37.9650      104.6489     120.0199     
3331.0000    52.2225      21.9791      0.0000       39.2302      90.6282      120.0209     
3331.1250    53.0181      22.2645      0.0000       41.3172      70.9285      120.0812     
3331.2500    54.1754      22.6763      0.0000       45.7432      48.5113      120.1614     
3331.3750    55.5015      23.2144      0.0000       57.5023      34.0535      120.1825     
3331.5000    57.2376      23.5945      0.0000       64.5199      27.9226      120.1832     
3331.6250    60.6616      23.1530      0.0000       75.4570      25.1681      120.1844     
3331.7500    65.2672      22.6481      0.0000       63.1309      29.3166      120.1853     
3331.8750    65.2188      22.5858      0.0000       54.8505      40.4829      120.1271     
3332.0000    59.7689      22.6499      0.0000       38.9843      90.5451      120.0492     
3332.1250    52.7515      22.6666      0.0000       30.3879      141.7607     120.0305     
3332.2500    52.4379      22.6203      0.0000       33.9288      131.2149     120.0312     
3332.3750    53.3540      22.6054      0.0000       32.7918      119.4769     120.0322     
3332.5000    53.4744      22.5587      0.0000       33.4880      131.1450     119.9740     
3332.6250    52.3891      22.4963      0.0000       31.9717      144.7703     119.8960     
3332.7500    52.0514      22.4340      0.0000       29.6336      135.3378     119.8776     
3332.8750    52.7023      22.3719      0.0000       31.7838      123.4464     119.8784     
3333.0000    53.3773      22.3095      0.0000       34.6926      117.8192     119.8795     
3333.1250    53.9558      22.1998      0.0000       30.5844      119.1959     119.8804     
3333.2500    54.1727      22.0743      0.0000       29.8898      118.5072     119.8227     
3333.3750    53.7385      21.9487      0.0000       32.4193      117.2726     119.8037     
3333.5000    53.3284      21.8233      0.0000       31.4721      119.7615     119.8045     
3333.6250    53.7622      21.6978      0.0000       33.8118      125.1774     119.7466     
3333.7500    54.0755      21.6670      0.0000       33.6863      132.5568     119.7279     
3333.8750    53.5449      21.6206      0.0000       36.4055      140.1513     119.7288     
3334.0000    52.8936      21.5581      0.0000       33.6247      148.7048     119.7298     
3334.1250    52.1700      21.5431      0.0000       32.2349      158.1891     119.7307     
3334.2500    51.7117      21.4966      0.0000       30.9714      161.2004     119.7317     
3334.3750    52.4349      21.5290      0.0000       29.0758      137.5908     119.6737     
3334.5000    52.6518      21.5457      0.0000       29.0767      118.8234     119.6549     
3334.6250    53.1580      21.5466      0.0000       33.3130      110.9641     119.6557     
3334.7500    54.2429      21.6425      0.0000       33.3138      96.4370      119.6568     
3334.8750    54.7733      21.7698      0.0000       36.4123      79.7357      119.6580     
3335.0000    55.2795      21.8970      0.0000       39.1315      53.5529      119.6589     
3335.1250    56.4850      22.0718      0.0000       38.3105      37.4504      119.7194     
3335.2500    58.2934      22.1675      0.0000       42.6734      30.8038      119.7996     
3335.3750    60.2223      22.1841      0.0000       46.9098      27.4360      119.8203     
3335.5000    62.2959      22.0902      0.0000       46.4049      29.3994      119.8807     
3335.6250    60.4631      21.9172      0.0000       45.0782      35.7169      119.9606     
3335.7500    57.7622      21.7759      0.0000       38.5677      52.4867      119.9816     
3335.8750    55.4953      21.7926      0.0000       35.9767      75.6519      120.0417     
3336.0000    53.5178      21.9515      0.0000       32.0581      105.6914     120.0623     
3336.1250    53.9517      22.1420      0.0000       31.6165      94.1868      120.1228     
3336.2500    55.1089      22.2377      0.0000       32.5024      84.7345      120.2028     
3336.3750    55.7840      22.2544      0.0000       34.9687      71.6764      120.2233     
3336.5000    54.5781      22.2079      0.0000       36.0442      67.1475      120.2839     
3336.6250    53.6134      22.1931      0.0000       33.2635      81.3035      120.3047     
3336.7500    52.6969      22.3836      0.0000       29.7243      100.1499     120.3057     
3336.8750    52.5520      22.5899      0.0000       26.5011      126.8115     120.3658     
3337.0000    53.3717      22.6856      0.0000       25.9329      117.2878     120.3867     
3337.1250    53.9503      22.6075      0.0000       24.1005      104.7053     120.3284     
3337.2500    53.6608      22.4819      0.0000       23.6588      102.6472     120.3097     
3337.3750    53.1782      22.3564      0.0000       22.7747      106.4108     120.3111     
3337.5000    52.9852      22.2783      0.0000       25.5571      107.1567     120.2526     
3337.6250    52.9368      22.2634      0.0000       24.3568      100.1997     120.1748     
3337.7500    53.6601      22.3592      0.0000       26.0013      92.2803      120.1558     
3337.8750    54.7209      22.4391      0.0000       24.4852      83.2678      120.0978     
3338.0000    54.9136      22.5032      0.0000       24.1065      83.9487      120.0198     
3338.1250    54.0935      22.5201      0.0000       28.0900      87.6337      120.0010     
3338.2500    53.7076      22.5683      0.0000       29.2289      90.1145      120.0019     
3338.3750    53.6592      22.5853      0.0000       31.8848      91.8074      119.9440     
3338.5000    54.2377      22.5859      0.0000       31.6961      87.6564      119.9249     
3338.6250    54.5752      22.5396      0.0000       27.9038      78.4100      119.9261     
3338.7500    55.1055      22.5718      0.0000       29.3587      71.6010      119.8678     
3338.8750    55.6840      22.5886      0.0000       28.7906      64.4735      119.8491     
3339.0000    56.1179      22.5420      0.0000       28.8547      60.1972      119.7907     
3339.1250    56.2625      22.5272      0.0000       31.5108      58.7404      119.7720     
3339.2500    55.8282      22.5280      0.0000       32.8391      56.6706      119.7729     
3339.3750    55.6352      22.5287      0.0000       33.7251      56.4001      119.7148     
3339.5000    55.5868      22.5297      0.0000       33.5362      58.4042      119.6960     
3339.6250    55.9242      22.5306      0.0000       36.8876      60.1997      119.6971     
3339.7500    55.8758      22.5316      0.0000       35.7506      62.4090      119.7577     
3339.8750    55.3451      22.5325      0.0000       36.8894      63.2873      119.7784     
3340.0000    54.9591      22.5332      0.0000       36.4477      65.4624      119.7793     
3340.1250    54.8143      22.5340      0.0000       39.4831      66.6905      119.7805     
3340.2500    55.3928      22.5353      0.0000       38.5356      63.8895      119.8408     
3340.3750    55.6820      22.5361      0.0000       37.7146      59.4598      119.8614     
3340.5000    55.7301      22.4896      0.0000       38.0316      55.0047      119.8031     
3340.6250    56.2604      22.4747      0.0000       40.4348      49.9393      119.7846     
3340.7500    57.0319      22.4282      0.0000       42.7747      45.2917      119.7856     
3340.8750    57.5622      22.4131      0.0000       39.8044      42.1351      119.7865     
3341.0000    57.8996      22.4142      0.0000       37.5293      41.8399      119.7286     
3341.1250    57.4172      22.4151      0.0000       35.1279      43.8851      119.7098     
3341.2500    56.7900      22.4635      0.0000       32.4104      47.2221      119.7108     
3341.3750    56.4040      22.4800      0.0000       33.0434      50.0522      119.6525     
3341.5000    55.9216      22.4810      0.0000       34.3719      53.8004      119.6336     
3341.6250    55.1980      22.4818      0.0000       32.7923      55.3780      119.6345     
3341.7500    54.8602      22.4827      0.0000       34.0577      55.8982      119.5764     
3341.8750    55.3906      22.5310      0.0000       35.7652      57.0818      119.5577     
3342.0000    55.9209      22.5478      0.0000       34.8810      55.9004      119.4995     
3342.1250    56.1619      22.5486      0.0000       33.6808      54.8057      119.4807     
3342.2500    56.1858      22.5022      0.0000       34.3140      55.3193      119.4224     
3342.3750    56.0169      22.4872      0.0000       34.3147      56.4925      119.4036     
3342.5000    55.7997      22.4882      0.0000       33.9994      57.4873      119.3456     
3342.6250    55.5342      22.4888      0.0000       34.5692      58.5672      119.3269     
3342.7500    55.4618      22.4423      0.0000       33.5587      59.7382      119.3280     
3342.8750    55.5339      22.4274      0.0000       31.4100      59.2566      119.2699     
3343.0000    55.8231      22.4282      0.0000       33.3708      57.0270      119.1917     
3343.1250    56.1847      22.4293      0.0000       31.4751      55.5855      119.1138     
3343.2500    56.4979      22.3827      0.0000       32.2344      54.3080      119.0949     
3343.3750    56.6666      22.3680      0.0000       34.8273      52.5728      119.0365     
3343.5000    56.6905      22.3212      0.0000       37.6730      51.5426      118.9586     
3343.6250    56.4974      22.3067      0.0000       35.5877      53.0623      118.8807     
3343.7500    55.9908      22.2600      0.0000       34.0714      55.1429      118.8621     
3343.8750    55.6290      22.2450      0.0000       32.5549      57.0335      118.8630     
3344.0000    55.2912      22.2461      0.0000       30.6591      59.5420      118.8642     
3344.1250    55.1223      22.2466      0.0000       32.0510      61.6558      118.8058     
3344.2500    55.5561      22.2478      0.0000       35.2760      60.4502      118.7871     
3344.3750    55.6283      22.2484      0.0000       33.3170      58.7226      118.8474     
3344.5000    55.7005      22.2970      0.0000       34.3293      55.7303      118.8682     
3344.6250    56.0861      22.3134      0.0000       36.3532      52.2774      118.8692     
3344.7500    56.5441      22.3145      0.0000       35.6587      54.5249      118.8702     
3344.8750    56.6886      22.3153      0.0000       39.4527      57.9817      118.8715     
3345.0000    56.0856      22.2689      0.0000       37.8099      61.1063      118.8724     
3345.1250    55.2655      22.2539      0.0000       31.0462      64.7628      118.8735     
3345.2500    54.6867      22.2072      0.0000       28.8344      71.0788      118.8744     
3345.3750    54.1319      22.1449      0.0000       31.3008      76.9328      118.8756     
3345.5000    54.1558      22.0827      0.0000       30.6063      71.4237      118.8765     
3345.6250    54.5415      22.0202      0.0000       31.7450      64.4771      118.9369     
3345.7500    55.3129      22.0052      0.0000       35.0966      55.2048      118.9575     
3345.8750    56.2532      22.0537      0.0000       41.1033      43.7495      118.8993     
3346.0000    57.1211      22.1178      0.0000       47.5526      34.0645      118.8806     
3346.1250    58.4714      22.2292      0.0000       51.2203      26.5727      118.8816     
3346.2500    60.3762      22.4039      0.0000       52.2959      22.3878      118.8828     
3346.3750    61.3406      22.5470      0.0000       48.7566      19.4722      118.8246     
3346.5000    62.3291      22.7692      0.0000       46.8607      17.1886      118.8056     
3346.6250    63.4381      22.8333      0.0000       49.8961      15.7319      118.8066     
3346.7500    64.6919      22.7868      0.0000       48.6958      15.0149      118.8077     
3346.8750    65.1016      22.7245      0.0000       52.9957      15.0853      118.8087     
3347.0000    65.1255      22.7570      0.0000       56.9794      14.8943      118.8097     
3347.1250    65.2459      22.9634      0.0000       55.6527      14.5860      118.8109     
3347.2500    65.5593      23.0750      0.0000       62.4182      14.4511      118.8122     
3347.3750    66.2825      23.0443      0.0000       69.6401      14.6549      118.8724     
3347.5000    66.7888      22.9821      0.0000       66.2132      14.9477      118.8932     
3347.6250    66.7886      22.9196      0.0000       64.1277      15.3533      118.9535     
3347.7500    66.5714      22.8098      0.0000       67.7322      15.5874      118.9741     
3347.8750    66.4265      22.7316      0.0000       69.6297      15.7517      118.9750     
3348.0000    66.4505      22.6693      0.0000       66.7225      15.6973      118.9762     
3348.1250    66.6673      22.6545      0.0000       68.6831      15.5886      118.9773     
3348.2500    67.1494      22.7502      0.0000       67.2931      15.4805      118.9781     
3348.3750    67.6556      22.8302      0.0000       68.2424      15.3198      118.9792     
3348.5000    68.0172      22.8942      0.0000       68.5593      15.2313      118.9803     
3348.6250    67.7035      22.9582      0.0000       70.1408      15.2318      118.9813     
3348.7500    66.8593      22.9749      0.0000       68.6876      15.5004      118.9822     
3348.8750    66.4493      23.0232      0.0000       73.4301      15.6817      118.9834     
3349.0000    66.5938      23.0399      0.0000       77.7299      15.3223      118.9846     
3349.1250    67.2206      23.0885      0.0000       76.4664      14.7977      118.9855     
3349.2500    68.0161      23.1051      0.0000       79.5651      14.2740      118.9866     
3349.3750    68.6911      23.1058      0.0000       77.8590      13.6410      118.9876     
3349.5000    69.1974      23.1542      0.0000       79.3773      13.5782      118.9887     
3349.6250    69.2936      23.1239      0.0000       81.6541      13.8493      119.0488     
3349.7500    68.8353      23.1087      0.0000       78.9364      14.1755      119.0696     
3349.8750    68.3046      23.1094      0.0000       76.0292      14.4422      119.0707     
3350.0000    67.9669      23.1103      0.0000       75.7139      14.7479      119.1316     
3350.1250    68.1355      23.1114      0.0000       78.6862      15.0430      119.1522     
3350.2500    67.9665      23.0649      0.0000       75.7790      15.3078      119.1528     
3350.3750    67.3635      23.0498      0.0000       76.9812      15.5955      119.1538     
3350.5000    67.0981      23.0036      0.0000       77.4878      15.8151      119.1549     
3350.6250    67.0256      22.9885      0.0000       77.6782      15.7605      119.2153     
3350.7500    67.5800      22.9421      0.0000       83.9381      15.4166      119.2366     
3350.8750    68.2791      22.9271      0.0000       86.3414      14.9926      119.2374     
3351.0000    68.9541      22.8805      0.0000       81.8536      14.7680      119.2380     
3351.1250    69.5086      22.8656      0.0000       82.4867      15.0811      119.2394     
3351.2500    69.6531      22.8664      0.0000       86.2177      15.4359      119.2402     
3351.3750    68.9778      22.8675      0.0000       82.6781      15.7631      119.2410     
3351.5000    69.0499      22.8683      0.0000       78.8857      16.2095      119.2423     
3351.6250    69.0015      22.8217      0.0000       80.2775      16.7656      119.1841     
3351.7500    68.6155      22.8069      0.0000       82.2382      16.9424      119.1061     
3351.8750    68.1572      22.7604      0.0000       80.5322      16.4006      119.0280     
3352.0000    67.7712      22.7454      0.0000       77.7514      15.9124      118.9500     
3352.1250    67.5058      22.6990      0.0000       80.3442      15.9496      118.9311     
3352.2500    67.0957      22.6840      0.0000       81.5463      16.1551      118.8728     
