WELLNAME = well77
STDEP  =  3300.0000    
ENDEP  =  3942.0375    
LEVEL  =  0.1250       
CURNAMES  AC, CAL, CGR, GR, K, PE, R1, RM, RT, RXO, SGR, SONPHI, SP, TH, TM, U, VSH1

#DEPTH       AC           CAL          CGR          GR           K            PE           R1           RM           RT           RXO          SGR          SONPHI       SP           TH           TM           U            VSH1         
3360.0000    66.1885      22.1143      0.0000       151.6853     0.0000       0.0000       20.6046      0.0000       49.9822      60.7086      0.0000       0.0000       33.5881      0.0000       0.0000       0.0000       0.0000       
3360.1250    65.5541      22.1654      0.0000       159.7143     0.0000       0.0000       20.2389      0.0000       60.1503      86.3764      0.0000       0.0000       33.2416      0.0000       0.0000       0.0000       0.0000       
3360.2500    65.4566      22.2416      0.0000       156.0549     0.0000       0.0000       20.5046      0.0000       58.8258      92.1935      0.0000       0.0000       32.8637      0.0000       0.0000       0.0000       0.0000       
3360.3750    65.8385      22.3178      0.0000       156.5855     0.0000       0.0000       19.9495      0.0000       50.8355      77.4063      0.0000       0.0000       32.5487      0.0000       0.0000       0.0000       0.0000       
3360.5000    66.2203      22.3688      0.0000       148.1505     0.0000       0.0000       19.3566      0.0000       44.9222      56.5264      0.0000       0.0000       32.2337      0.0000       0.0000       0.0000       0.0000       
3360.6250    66.5064      22.4199      0.0000       135.3213     0.0000       0.0000       18.7257      0.0000       39.2560      47.2394      0.0000       0.0000       31.9030      0.0000       0.0000       0.0000       0.0000       
3360.7500    66.8114      22.5212      0.0000       125.8258     0.0000       0.0000       18.0949      0.0000       37.7541      40.7089      0.0000       0.0000       31.5723      0.0000       0.0000       0.0000       0.0000       
3360.8750    67.1167      22.6477      0.0000       116.3556     0.0000       0.0000       17.3757      0.0000       46.8076      47.1134      0.0000       0.0000       31.2100      0.0000       0.0000       0.0000       0.0000       
3361.0000    62.2834      22.5982      0.0000       109.2090     0.0000       0.0000       16.7954      0.0000       140.3775     57.0156      0.0000       0.0000       30.8477      0.0000       0.0000       0.0000       0.0000       
3361.1250    57.5075      21.9455      0.0000       102.4917     0.0000       0.0000       16.1267      0.0000       842.6575     75.9375      0.0000       0.0000       30.4855      0.0000       0.0000       0.0000       0.0000       
3361.2500    54.9368      21.4436      0.0000       95.2694      0.0000       0.0000       15.9504      0.0000       1222.5730    146.3278     0.0000       0.0000       30.1390      0.0000       0.0000       0.0000       0.0000       
3361.3750    52.9796      21.2684      0.0000       74.6119      0.0000       0.0000       16.2919      0.0000       606.8499     308.5762     0.0000       0.0000       29.8556      0.0000       0.0000       0.0000       0.0000       
3361.5000    52.7286      21.2190      0.0000       68.1587      0.0000       0.0000       16.6334      0.0000       285.6658     252.4202     0.0000       0.0000       29.8091      0.0000       0.0000       0.0000       0.0000       
3361.6250    53.5324      21.2198      0.0000       71.9866      0.0000       0.0000       16.9243      0.0000       200.8004     210.1655     0.0000       0.0000       30.0466      0.0000       0.0000       0.0000       0.0000       
3361.7500    54.3745      21.2205      0.0000       74.7904      0.0000       0.0000       17.2658      0.0000       176.1328     185.3744     0.0000       0.0000       30.5051      0.0000       0.0000       0.0000       0.0000       
3361.8750    55.0823      21.2213      0.0000       77.3669      0.0000       0.0000       17.4683      0.0000       195.6634     170.9732     0.0000       0.0000       31.0583      0.0000       0.0000       0.0000       0.0000       
3362.0000    55.7326      21.1718      0.0000       74.1098      0.0000       0.0000       17.4057      0.0000       261.0877     186.4360     0.0000       0.0000       31.7219      0.0000       0.0000       0.0000       0.0000       
3362.1250    56.0378      21.1224      0.0000       70.8526      0.0000       0.0000       17.4315      0.0000       433.1173     221.2580     0.0000       0.0000       32.5751      0.0000       0.0000       0.0000       0.0000       
3362.2500    56.0361      21.0981      0.0000       66.6863      0.0000       0.0000       17.6720      0.0000       615.1104     250.6500     0.0000       0.0000       33.3809      0.0000       0.0000       0.0000       0.0000       
3362.3750    55.5937      21.0988      0.0000       59.5655      0.0000       0.0000       17.9756      0.0000       950.7565     388.8646     0.0000       0.0000       33.9655      0.0000       0.0000       0.0000       0.0000       
3362.5000    54.7293      21.1247      0.0000       54.1115      0.0000       0.0000       18.0392      0.0000       1511.1512    430.3955     0.0000       0.0000       34.4398      0.0000       0.0000       0.0000       0.0000       
3362.6250    54.8044      21.1256      0.0000       40.3744      0.0000       0.0000       18.0776      0.0000       2351.0164    455.5584     0.0000       0.0000       34.9614      0.0000       0.0000       0.0000       0.0000       
3362.7500    54.7837      21.1514      0.0000       35.5518      0.0000       0.0000       18.3307      0.0000       3028.2046    534.1677     0.0000       0.0000       35.4988      0.0000       0.0000       0.0000       0.0000       
3362.8750    53.0182      21.2026      0.0000       34.3909      0.0000       0.0000       18.6343      0.0000       3640.9836    494.0318     0.0000       0.0000       35.9888      0.0000       0.0000       0.0000       0.0000       
3363.0000    51.5978      21.2033      0.0000       36.4372      0.0000       0.0000       19.0894      0.0000       3614.2700    472.0501     0.0000       0.0000       36.5894      0.0000       0.0000       0.0000       0.0000       
3363.1250    50.7525      21.2292      0.0000       38.4581      0.0000       0.0000       19.4940      0.0000       3392.9517    460.3745     0.0000       0.0000       37.2057      0.0000       0.0000       0.0000       0.0000       
3363.2500    50.4249      21.2301      0.0000       40.2771      0.0000       0.0000       19.8732      0.0000       3854.4700    493.6761     0.0000       0.0000       37.7903      0.0000       0.0000       0.0000       0.0000       
3363.3750    50.3660      21.2056      0.0000       37.4748      0.0000       0.0000       20.1894      0.0000       3912.5823    543.8670     0.0000       0.0000       38.6748      0.0000       0.0000       0.0000       0.0000       
3363.5000    50.3260      21.2065      0.0000       31.3139      0.0000       0.0000       20.5561      0.0000       3801.6533    595.8278     0.0000       0.0000       40.0487      0.0000       0.0000       0.0000       0.0000       
3363.6250    50.3436      21.2073      0.0000       28.9916      0.0000       0.0000       20.9985      0.0000       3905.9253    629.4903     0.0000       0.0000       41.9118      0.0000       0.0000       0.0000       0.0000       
3363.7500    50.3613      21.2080      0.0000       29.5986      0.0000       0.0000       21.4410      0.0000       4437.2295    620.8131     0.0000       0.0000       44.0116      0.0000       0.0000       0.0000       0.0000       
3363.8750    50.2060      21.2339      0.0000       28.9427      0.0000       0.0000       21.8960      0.0000       5300.5903    627.2422     0.0000       0.0000       46.1745      0.0000       0.0000       0.0000       0.0000       
3364.0000    50.0706      21.2348      0.0000       27.5798      0.0000       0.0000       22.2879      0.0000       4662.2319    648.0493     0.0000       0.0000       48.2585      0.0000       0.0000       0.0000       0.0000       
3364.1250    49.8581      21.2858      0.0000       29.1209      0.0000       0.0000       22.5157      0.0000       3892.6191    637.3347     0.0000       0.0000       50.3583      0.0000       0.0000       0.0000       0.0000       
3364.2500    49.6648      21.2865      0.0000       30.6116      0.0000       0.0000       22.3648      0.0000       3667.8950    623.3030     0.0000       0.0000       52.9157      0.0000       0.0000       0.0000       0.0000       
3364.3750    49.4907      21.2873      0.0000       32.2538      0.0000       0.0000       22.2895      0.0000       4124.4063    693.7412     0.0000       0.0000       55.6467      0.0000       0.0000       0.0000       0.0000       
3364.5000    49.3740      21.2881      0.0000       33.9463      0.0000       0.0000       22.6688      0.0000       3832.4314    762.8508     0.0000       0.0000       57.7306      0.0000       0.0000       0.0000       0.0000       
3364.6250    49.3149      21.2386      0.0000       35.8662      0.0000       0.0000       23.0481      0.0000       3193.8457    758.6590     0.0000       0.0000       58.5835      0.0000       0.0000       0.0000       0.0000       
3364.7500    49.3709      21.1640      0.0000       35.5640      0.0000       0.0000       23.4653      0.0000       2285.0039    679.1988     0.0000       0.0000       58.4106      0.0000       0.0000       0.0000       0.0000       
3364.8750    49.4653      21.1395      0.0000       39.5292      0.0000       0.0000       23.8697      0.0000       1780.8683    602.4243     0.0000       0.0000       58.0009      0.0000       0.0000       0.0000       0.0000       
3365.0000    49.6169      21.1404      0.0000       42.0298      0.0000       0.0000       24.3374      0.0000       1492.4249    535.8244     0.0000       0.0000       57.6071      0.0000       0.0000       0.0000       0.0000       
3365.1250    49.7880      21.1915      0.0000       41.8538      0.0000       0.0000       24.7798      0.0000       1373.9236    505.3548     0.0000       0.0000       57.2447      0.0000       0.0000       0.0000       0.0000       
3365.2500    49.9783      21.2676      0.0000       39.2284      0.0000       0.0000       25.1212      0.0000       1289.7898    483.3172     0.0000       0.0000       56.9770      0.0000       0.0000       0.0000       0.0000       
3365.3750    50.1876      21.3941      0.0000       36.2748      0.0000       0.0000       24.8187      0.0000       1208.5527    451.6119     0.0000       0.0000       56.7094      0.0000       0.0000       0.0000       0.0000       
3365.5000    50.3967      21.5961      0.0000       34.6595      0.0000       0.0000       24.6803      0.0000       1128.2290    419.2479     0.0000       0.0000       56.4891      0.0000       0.0000       0.0000       0.0000       
3365.6250    50.5295      21.7980      0.0000       33.1957      0.0000       0.0000       24.8955      0.0000       1128.3126    396.5118     0.0000       0.0000       56.3004      0.0000       0.0000       0.0000       0.0000       
3365.7500    50.5663      22.0251      0.0000       35.2418      0.0000       0.0000       25.1359      0.0000       1320.5359    383.8348     0.0000       0.0000       56.1116      0.0000       0.0000       0.0000       0.0000       
3365.8750    50.4689      22.1014      0.0000       36.8586      0.0000       0.0000       25.3636      0.0000       1736.1102    379.5985     0.0000       0.0000       55.9387      0.0000       0.0000       0.0000       0.0000       
3366.0000    50.2947      21.9009      0.0000       36.4048      0.0000       0.0000       25.4651      0.0000       5010.3184    395.8578     0.0000       0.0000       55.7974      0.0000       0.0000       0.0000       0.0000       
3366.1250    50.1015      21.7006      0.0000       36.8348      0.0000       0.0000       25.6045      0.0000       7371.8193    425.6827     0.0000       0.0000       55.6561      0.0000       0.0000       0.0000       0.0000       
3366.2500    49.7931      21.7265      0.0000       37.2901      0.0000       0.0000       25.7944      0.0000       7971.7451    460.7487     0.0000       0.0000       55.5147      0.0000       0.0000       0.0000       0.0000       
3366.3750    49.6573      21.9033      0.0000       39.2351      0.0000       0.0000       25.8958      0.0000       8243.9541    491.7888     0.0000       0.0000       55.3890      0.0000       0.0000       0.0000       0.0000       
3366.5000    49.8476      22.0550      0.0000       39.2358      0.0000       0.0000       25.7953      0.0000       8415.0732    537.7753     0.0000       0.0000       55.2319      0.0000       0.0000       0.0000       0.0000       
3366.6250    50.1144      22.1815      0.0000       37.8730      0.0000       0.0000       25.8590      0.0000       8510.2793    591.3559     0.0000       0.0000       55.1221      0.0000       0.0000       0.0000       0.0000       
3366.7500    50.1895      22.2577      0.0000       36.1821      0.0000       0.0000       25.9857      0.0000       8534.7393    604.7494     0.0000       0.0000       55.0754      0.0000       0.0000       0.0000       0.0000       
3366.8750    50.0154      22.2836      0.0000       34.4912      0.0000       0.0000       26.1630      0.0000       8535.4658    621.9119     0.0000       0.0000       55.1076      0.0000       0.0000       0.0000       0.0000       
3367.0000    50.0521      22.2844      0.0000       34.1637      0.0000       0.0000       26.3149      0.0000       8504.3945    660.1194     0.0000       0.0000       55.2345      0.0000       0.0000       0.0000       0.0000       
3367.1250    50.2615      22.3606      0.0000       34.4674      0.0000       0.0000       26.2144      0.0000       7466.3301    711.8416     0.0000       0.0000       55.4719      0.0000       0.0000       0.0000       0.0000       
3367.2500    50.4132      22.4117      0.0000       32.8523      0.0000       0.0000       25.9372      0.0000       5477.4790    715.2127     0.0000       0.0000       55.8039      0.0000       0.0000       0.0000       0.0000       
3367.3750    50.2967      22.4628      0.0000       33.5601      0.0000       0.0000       25.6978      0.0000       4264.9580    598.8058     0.0000       0.0000       56.2623      0.0000       0.0000       0.0000       0.0000       
3367.5000    50.1033      22.4636      0.0000       36.4392      0.0000       0.0000       25.9761      0.0000       3723.4949    501.3417     0.0000       0.0000       56.8941      0.0000       0.0000       0.0000       0.0000       
3367.6250    50.3701      22.3640      0.0000       39.3688      0.0000       0.0000       26.5699      0.0000       3699.6125    447.1599     0.0000       0.0000       57.7785      0.0000       0.0000       0.0000       0.0000       
3367.7500    50.7136      22.3647      0.0000       41.8186      0.0000       0.0000       27.1512      0.0000       3558.0913    441.4027     0.0000       0.0000       59.0100      0.0000       0.0000       0.0000       0.0000       
3367.8750    50.9612      22.3654      0.0000       44.0412      0.0000       0.0000       27.3410      0.0000       4440.4487    504.7265     0.0000       0.0000       60.4151      0.0000       0.0000       0.0000       0.0000       
3368.0000    51.0939      22.4165      0.0000       45.6578      0.0000       0.0000       26.7734      0.0000       5947.6729    557.0812     0.0000       0.0000       61.8044      0.0000       0.0000       0.0000       0.0000       
3368.1250    51.0924      22.4928      0.0000       47.0220      0.0000       0.0000       26.1806      0.0000       5087.3594    672.9472     0.0000       0.0000       63.2253      0.0000       0.0000       0.0000       0.0000       
3368.2500    50.8225      22.5438      0.0000       49.1687      0.0000       0.0000       26.4715      0.0000       4575.7261    696.5687     0.0000       0.0000       64.5672      0.0000       0.0000       0.0000       0.0000       
3368.3750    50.4182      22.6202      0.0000       54.3175      0.0000       0.0000       26.8506      0.0000       5078.7285    666.1904     0.0000       0.0000       65.8302      0.0000       0.0000       0.0000       0.0000       
3368.5000    50.3017      22.6963      0.0000       51.8464      0.0000       0.0000       27.3435      0.0000       5801.9585    696.6693     0.0000       0.0000       67.1406      0.0000       0.0000       0.0000       0.0000       
3368.6250    50.4726      22.8228      0.0000       52.5035      0.0000       0.0000       27.8489      0.0000       7048.0186    837.6647     0.0000       0.0000       68.0880      0.0000       0.0000       0.0000       0.0000       
3368.7500    50.5286      22.6476      0.0000       54.4483      0.0000       0.0000       27.3571      0.0000       5928.3975    870.3099     0.0000       0.0000       68.7198      0.0000       0.0000       0.0000       0.0000       
3368.8750    50.5270      22.3466      0.0000       53.3128      0.0000       0.0000       26.6885      0.0000       4611.7148    798.2128     0.0000       0.0000       69.3674      0.0000       0.0000       0.0000       0.0000       
3369.0000    50.4870      21.8444      0.0000       53.8690      0.0000       0.0000       26.0452      0.0000       3661.6521    643.2745     0.0000       0.0000       69.9518      0.0000       0.0000       0.0000       0.0000       
3369.1250    50.4471      21.6440      0.0000       57.2381      0.0000       0.0000       25.4902      0.0000       2896.5063    491.1734     0.0000       0.0000       70.5363      0.0000       0.0000       0.0000       0.0000       
3369.2500    50.4839      21.7203      0.0000       54.2995      0.0000       0.0000       25.8947      0.0000       2877.9253    383.1485     0.0000       0.0000       71.1049      0.0000       0.0000       0.0000       0.0000       
3369.3750    50.5974      21.8217      0.0000       55.2091      0.0000       0.0000       25.9709      0.0000       2867.4568    352.3942     0.0000       0.0000       71.7209      0.0000       0.0000       0.0000       0.0000       
3369.5000    50.8068      21.8979      0.0000       55.2097      0.0000       0.0000       25.5675      0.0000       2801.7302    342.3972     0.0000       0.0000       72.3527      0.0000       0.0000       0.0000       0.0000       
3369.6250    51.0927      21.9993      0.0000       57.3651      0.0000       0.0000       26.1739      0.0000       3325.2048    332.0653     0.0000       0.0000       73.0791      0.0000       0.0000       0.0000       0.0000       
3369.7500    50.1902      22.0252      0.0000       55.2868      0.0000       0.0000       27.1212      0.0000       4375.8916    330.8555     0.0000       0.0000       73.9477      0.0000       0.0000       0.0000       0.0000       
3369.8750    49.4984      22.0513      0.0000       53.4950      0.0000       0.0000       27.8664      0.0000       3728.9915    404.9120     0.0000       0.0000       74.7530      0.0000       0.0000       0.0000       0.0000       
3370.0000    50.2446      22.0269      0.0000       51.9556      0.0000       0.0000       28.7379      0.0000       1991.8037    489.1348     0.0000       0.0000       75.4636      0.0000       0.0000       0.0000       0.0000       
3370.1250    53.0034      22.0025      0.0000       54.8849      0.0000       0.0000       28.6375      0.0000       1673.8214    571.4077     0.0000       0.0000       76.1426      0.0000       0.0000       0.0000       0.0000       
3370.2500    54.3245      21.9278      0.0000       57.0063      0.0000       0.0000       28.5369      0.0000       1878.6810    625.4274     0.0000       0.0000       76.8374      0.0000       0.0000       0.0000       0.0000       
3370.3750    54.4954      21.8280      0.0000       55.5932      0.0000       0.0000       28.7520      0.0000       1356.5679    729.9513     0.0000       0.0000       77.5480      0.0000       0.0000       0.0000       0.0000       
3370.5000    54.2255      21.7031      0.0000       57.8660      0.0000       0.0000       29.0681      0.0000       801.9379     814.7249     0.0000       0.0000       78.3533      0.0000       0.0000       0.0000       0.0000       
3370.6250    53.9748      21.6033      0.0000       59.8611      0.0000       0.0000       29.3715      0.0000       667.0435     804.2383     0.0000       0.0000       79.1902      0.0000       0.0000       0.0000       0.0000       
3370.7500    53.8773      21.5287      0.0000       59.0286      0.0000       0.0000       29.5866      0.0000       571.6104     734.8812     0.0000       0.0000       80.4059      0.0000       0.0000       0.0000       0.0000       
3370.8750    54.0483      21.4791      0.0000       61.8315      0.0000       0.0000       29.4987      0.0000       512.2036     747.3437     0.0000       0.0000       81.3374      0.0000       0.0000       0.0000       0.0000       
3371.0000    54.1234      21.4547      0.0000       68.1436      0.0000       0.0000       29.1710      0.0000       568.5090     629.7824     0.0000       0.0000       82.0477      0.0000       0.0000       0.0000       0.0000       
3371.1250    54.1218      21.4305      0.0000       71.4261      0.0000       0.0000       28.6918      0.0000       746.0602     533.6863     0.0000       0.0000       83.3421      0.0000       0.0000       0.0000       0.0000       
3371.2500    54.0819      21.4311      0.0000       67.4884      0.0000       0.0000       28.0991      0.0000       801.5374     621.1421     0.0000       0.0000       84.6207      0.0000       0.0000       0.0000       0.0000       
3371.3750    53.9653      21.4068      0.0000       60.2941      0.0000       0.0000       27.5568      0.0000       676.7145     548.8715     0.0000       0.0000       85.5837      0.0000       0.0000       0.0000       0.0000       
3371.5000    53.7336      21.4327      0.0000       54.3874      0.0000       0.0000       27.2795      0.0000       645.9899     423.7896     0.0000       0.0000       86.2942      0.0000       0.0000       0.0000       0.0000       
3371.6250    53.4829      21.4586      0.0000       51.1820      0.0000       0.0000       28.2772      0.0000       684.4075     357.7884     0.0000       0.0000       86.9259      0.0000       0.0000       0.0000       0.0000       
3371.7500    53.1746      21.4594      0.0000       48.1532      0.0000       0.0000       29.1234      0.0000       767.4571     326.0205     0.0000       0.0000       87.4629      0.0000       0.0000       0.0000       0.0000       
3371.8750    52.7703      21.4854      0.0000       46.3616      0.0000       0.0000       28.6695      0.0000       3128.0251    302.3681     0.0000       0.0000       87.9841      0.0000       0.0000       0.0000       0.0000       
3372.0000    52.5389      21.5364      0.0000       45.8574      0.0000       0.0000       27.9000      0.0000       4329.3638    316.2021     0.0000       0.0000       88.5053      0.0000       0.0000       0.0000       0.0000       
3372.1250    52.7865      21.5372      0.0000       38.8653      0.0000       0.0000       28.0394      0.0000       5509.7695    349.6572     0.0000       0.0000       88.9949      0.0000       0.0000       0.0000       0.0000       
3372.2500    53.0723      21.5631      0.0000       40.2798      0.0000       0.0000       28.4311      0.0000       6394.8726    371.4879     0.0000       0.0000       89.4846      0.0000       0.0000       0.0000       0.0000       
3372.3750    53.2816      21.5891      0.0000       41.7447      0.0000       0.0000       28.4947      0.0000       7238.0015    405.0963     0.0000       0.0000       89.8638      0.0000       0.0000       0.0000       0.0000       
3372.5000    53.3952      21.6653      0.0000       42.6037      0.0000       0.0000       28.7603      0.0000       7959.3433    436.0302     0.0000       0.0000       90.1641      0.0000       0.0000       0.0000       0.0000       
3372.6250    53.3360      21.7164      0.0000       42.9327      0.0000       0.0000       29.1899      0.0000       7099.0557    477.6985     0.0000       0.0000       90.4643      0.0000       0.0000       0.0000       0.0000       
3372.7500    53.1811      21.7927      0.0000       44.3723      0.0000       0.0000       29.5438      0.0000       6478.6792    547.7692     0.0000       0.0000       90.7961      0.0000       0.0000       0.0000       0.0000       
3372.8750    52.8728      21.8439      0.0000       45.2818      0.0000       0.0000       29.2035      0.0000       6493.3779    619.9814     0.0000       0.0000       91.1753      0.0000       0.0000       0.0000       0.0000       
3373.0000    52.4304      21.9452      0.0000       44.0203      0.0000       0.0000       28.9894      0.0000       6380.0923    689.4195     0.0000       0.0000       91.5229      0.0000       0.0000       0.0000       0.0000       
3373.1250    51.8346      22.0215      0.0000       42.8093      0.0000       0.0000       29.3181      0.0000       5487.6763    729.0594     0.0000       0.0000       91.8232      0.0000       0.0000       0.0000       0.0000       
3373.2500    51.2005      22.0726      0.0000       43.5422      0.0000       0.0000       29.3690      0.0000       4624.4268    765.2631     0.0000       0.0000       92.1550      0.0000       0.0000       0.0000       0.0000       
3373.3750    50.5855      22.0733      0.0000       43.3156      0.0000       0.0000       29.1550      0.0000       4867.6411    794.3441     0.0000       0.0000       92.4552      0.0000       0.0000       0.0000       0.0000       
3373.5000    50.2197      22.0742      0.0000       41.3474      0.0000       0.0000       29.0166      0.0000       5357.7412    822.2318     0.0000       0.0000       92.7713      0.0000       0.0000       0.0000       0.0000       
3373.6250    50.6782      22.0750      0.0000       40.4394      0.0000       0.0000       29.3579      0.0000       4900.2495    848.7259     0.0000       0.0000       93.1031      0.0000       0.0000       0.0000       0.0000       
3373.7500    51.1175      22.0758      0.0000       42.4595      0.0000       0.0000       29.7118      0.0000       5358.6001    837.0188     0.0000       0.0000       93.3876      0.0000       0.0000       0.0000       0.0000       
3373.8750    50.9625      22.0514      0.0000       42.3341      0.0000       0.0000       30.0278      0.0000       6110.4536    844.1229     0.0000       0.0000       93.6563      0.0000       0.0000       0.0000       0.0000       
3374.0000    50.5777      22.0774      0.0000       37.8163      0.0000       0.0000       30.2050      0.0000       5547.2339    860.8424     0.0000       0.0000       93.8777      0.0000       0.0000       0.0000       0.0000       
3374.1250    50.3844      22.0782      0.0000       33.3743      0.0000       0.0000       30.0792      0.0000       5256.1367    808.1126     0.0000       0.0000       94.0359      0.0000       0.0000       0.0000       0.0000       
3374.2500    50.4403      22.0790      0.0000       31.1537      0.0000       0.0000       29.9535      0.0000       5877.6265    772.8622     0.0000       0.0000       94.1784      0.0000       0.0000       0.0000       0.0000       
3374.3750    50.3813      22.1049      0.0000       30.9021      0.0000       0.0000       29.8656      0.0000       6463.4639    778.6964     0.0000       0.0000       94.3525      0.0000       0.0000       0.0000       0.0000       
3374.5000    50.0921      22.1310      0.0000       31.7611      0.0000       0.0000       29.8283      0.0000       6616.0762    883.0026     0.0000       0.0000       94.5108      0.0000       0.0000       0.0000       0.0000       
3374.6250    49.3046      22.1570      0.0000       31.3579      0.0000       0.0000       29.8540      0.0000       6579.7866    938.1317     0.0000       0.0000       94.6216      0.0000       0.0000       0.0000       0.0000       
3374.7500    48.3830      22.1827      0.0000       29.5161      0.0000       0.0000       29.9554      0.0000       6598.6978    858.0172     0.0000       0.0000       94.7325      0.0000       0.0000       0.0000       0.0000       
3374.8750    47.5956      22.1836      0.0000       30.2489      0.0000       0.0000       30.1326      0.0000       6792.3721    805.4543     0.0000       0.0000       94.8435      0.0000       0.0000       0.0000       0.0000       
3375.0000    48.0925      22.2347      0.0000       31.9156      0.0000       0.0000       30.2593      0.0000       7223.2705    768.8888     0.0000       0.0000       94.9071      0.0000       0.0000       0.0000       0.0000       
3375.1250    50.3527      22.2354      0.0000       30.6543      0.0000       0.0000       30.0200      0.0000       7603.2217    803.3254     0.0000       0.0000       94.8602      0.0000       0.0000       0.0000       0.0000       
3375.2500    51.4245      22.2613      0.0000       31.6396      0.0000       0.0000       29.7302      0.0000       7899.6406    877.6483     0.0000       0.0000       94.6083      0.0000       0.0000       0.0000       0.0000       
3375.3750    50.6945      22.3125      0.0000       29.6209      0.0000       0.0000       29.3268      0.0000       8093.7310    946.4363     0.0000       0.0000       94.1039      0.0000       0.0000       0.0000       0.0000       
3375.5000    50.0412      22.3636      0.0000       27.5519      0.0000       0.0000       28.8603      0.0000       8261.8594    933.3814     0.0000       0.0000       93.2052      0.0000       0.0000       0.0000       0.0000       
3375.6250    49.7522      22.4147      0.0000       26.0130      0.0000       0.0000       27.9270      0.0000       8409.8818    843.4040     0.0000       0.0000       91.7701      0.0000       0.0000       0.0000       0.0000       
3375.7500    50.3640      22.4909      0.0000       25.6099      0.0000       0.0000       28.8360      0.0000       8332.6572    781.4860     0.0000       0.0000       88.4103      0.0000       0.0000       0.0000       0.0000       
3375.8750    50.9374      22.5169      0.0000       25.9642      0.0000       0.0000       29.7452      0.0000       8233.0947    732.9319     0.0000       0.0000       82.1478      0.0000       0.0000       0.0000       0.0000       
3376.0000    50.6291      22.5429      0.0000       25.9396      0.0000       0.0000       29.9855      0.0000       8127.2090    730.2700     0.0000       0.0000       75.1439      0.0000       0.0000       0.0000       0.0000       
3376.1250    50.1484      22.5436      0.0000       25.0318      0.0000       0.0000       29.7588      0.0000       8082.5815    736.4571     0.0000       0.0000       68.5660      0.0000       0.0000       0.0000       0.0000       
3376.2500    49.7061      22.5948      0.0000       25.7899      0.0000       0.0000       30.0369      0.0000       8113.4165    699.1075     0.0000       0.0000       62.5560      0.0000       0.0000       0.0000       0.0000       
3376.3750    49.3403      22.6962      0.0000       26.7246      0.0000       0.0000       29.6967      0.0000       7482.9243    635.2441     0.0000       0.0000       57.6820      0.0000       0.0000       0.0000       0.0000       
3376.5000    49.1853      22.5208      0.0000       26.3972      0.0000       0.0000       29.2175      0.0000       5952.1279    544.3455     0.0000       0.0000       53.5811      0.0000       0.0000       0.0000       0.0000       
3376.6250    49.2029      22.0184      0.0000       25.5903      0.0000       0.0000       29.7733      0.0000       2666.1187    481.8971     0.0000       0.0000       49.9218      0.0000       0.0000       0.0000       0.0000       
3376.7500    49.4698      21.6418      0.0000       24.9601      0.0000       0.0000       30.4427      0.0000       2649.0271    431.8101     0.0000       0.0000       46.3573      0.0000       0.0000       0.0000       0.0000       
3376.8750    49.9281      21.5167      0.0000       27.8383      0.0000       0.0000       30.9354      0.0000       2777.9863    401.2235     0.0000       0.0000       42.0986      0.0000       0.0000       0.0000       0.0000       
3377.0000    50.4440      21.4924      0.0000       31.5747      0.0000       0.0000       30.8727      0.0000       2244.9209    373.5031     0.0000       0.0000       37.1459      0.0000       0.0000       0.0000       0.0000       
3377.1250    50.8067      21.4932      0.0000       33.9985      0.0000       0.0000       30.6839      0.0000       1718.8013    353.5699     0.0000       0.0000       30.4264      0.0000       0.0000       0.0000       0.0000       
3377.2500    50.3835      21.4940      0.0000       36.0185      0.0000       0.0000       30.4067      0.0000       1492.1677    334.3890     0.0000       0.0000       23.2022      0.0000       0.0000       0.0000       0.0000       
3377.3750    49.9603      21.4948      0.0000       39.0480      0.0000       0.0000       30.8363      0.0000       1585.3450    334.1020     0.0000       0.0000       18.9122      0.0000       0.0000       0.0000       0.0000       
3377.5000    50.2079      21.5460      0.0000       43.5667      0.0000       0.0000       30.4077      0.0000       1748.2308    356.6166     0.0000       0.0000       16.8465      0.0000       0.0000       0.0000       0.0000       
3377.6250    50.7044      21.5970      0.0000       48.4387      0.0000       0.0000       30.7363      0.0000       2173.7888    429.2101     0.0000       0.0000       15.6169      0.0000       0.0000       0.0000       0.0000       
3377.7500    51.2206      21.5978      0.0000       48.5656      0.0000       0.0000       30.5348      0.0000       2630.9617    569.6168     0.0000       0.0000       15.1288      0.0000       0.0000       0.0000       0.0000       
3377.8750    50.8548      21.6489      0.0000       45.4114      0.0000       0.0000       30.2829      0.0000       4443.4771    674.1815     0.0000       0.0000       15.0823      0.0000       0.0000       0.0000       0.0000       
3378.0000    50.4891      21.6497      0.0000       47.7597      0.0000       0.0000       30.2077      0.0000       4394.5005    751.8007     0.0000       0.0000       15.0988      0.0000       0.0000       0.0000       0.0000       
3378.1250    50.1425      21.6505      0.0000       46.9272      0.0000       0.0000       30.3091      0.0000       4464.9121    743.5003     0.0000       0.0000       15.1786      0.0000       0.0000       0.0000       0.0000       
3378.2500    49.9301      21.6010      0.0000       47.2055      0.0000       0.0000       30.4232      0.0000       5474.8423    798.0581     0.0000       0.0000       15.3057      0.0000       0.0000       0.0000       0.0000       
3378.3750    49.7752      21.6017      0.0000       48.6701      0.0000       0.0000       30.5878      0.0000       6782.3081    946.3184     0.0000       0.0000       15.4484      0.0000       0.0000       0.0000       0.0000       
