WELLNAME = well68
STDEP  =  3000.0000    
ENDEP  =  4946.0000    
LEVEL  =  0.1250       
CURNAMES  AC, CAL, GR, R1, RT, RXO, SONPHI, SP, VSH

#DEPTH       AC           CAL          GR           R1           RT           RXO          SONPHI       SP           VSH          
3078.5000    49.2787      22.1877      28.1229      28.7082      1058.3909    -99999.0000  0.0215       144.8267     0.1294       
3078.6250    49.0088      22.1984      25.7047      28.7576      982.0656     -99999.0000  0.0190       144.8554     0.1122       
3078.7500    48.9132      22.2344      26.6694      28.7947      839.1218     -99999.0000  0.0181       144.8524     0.1191       
3078.8750    49.0211      22.2393      28.1430      28.8189      743.9493     -99999.0000  0.0191       144.8814     0.1296       
3079.0000    49.2840      22.2562      25.9789      28.8430      723.5490     -99999.0000  0.0216       144.9097     0.1141       
3079.1250    49.5857      22.2541      27.1473      28.8549      781.4415     -99999.0000  0.0243       144.9059     0.1225       
3079.2500    49.6840      22.2521      27.1964      28.8536      753.3350     -99999.0000  0.0252       144.9025     0.1228       
3079.3750    49.4916      22.2502      28.0847      28.8397      737.9280     -99999.0000  0.0235       144.9000     0.1292       
3079.5000    49.2022      22.2550      27.5234      28.8256      774.7062     -99999.0000  0.0208       144.8965     0.1252       
3079.6250    48.9808      22.2720      29.3784      28.7987      777.2024     -99999.0000  0.0188       144.8934     0.1384       
3079.7500    48.9726      22.2695      32.0475      28.7977      805.8926     -99999.0000  0.0187       144.8581     0.1575       
3079.8750    49.0319      22.2739      29.6546      28.7963      889.6399     -99999.0000  0.0192       144.8551     0.1404       
3080.0000    49.1108      22.2913      30.3905      28.8335      1065.6995    -99999.0000  0.0200       144.7880     0.1456       
3080.1250    49.1992      22.2959      29.6255      28.8831      1459.0597    -99999.0000  0.0208       144.7530     0.1402       
3080.2500    49.2200      22.3127      28.3519      28.9456      1556.5906    -99999.0000  0.0210       144.7815     0.1311       
3080.3750    49.1535      22.3367      29.2909      28.9952      1693.8846    -99999.0000  0.0204       144.8723     0.1378       
3080.5000    49.0871      22.4427      30.0524      29.0448      1880.4738    -99999.0000  0.0197       144.8701     0.1432       
3080.6250    49.1756      22.5678      30.2033      29.0693      2079.2678    -99999.0000  0.0206       144.8982     0.1443       
3080.7500    49.2641      22.6804      29.9215      29.0681      2113.0132    -99999.0000  0.0214       144.8955     0.1423       
3080.8750    48.8974      22.7489      31.2172      29.0286      2083.3384    -99999.0000  0.0180       144.9239     0.1516       
3081.0000    48.5498      22.8042      29.5619      28.9891      2022.0386    -99999.0000  0.0147       144.9524     0.1397       
3081.1250    48.2896      22.8594      30.3233      28.9497      1677.6039    -99999.0000  0.0123       144.9481     0.1452       
3081.2500    48.1940      22.8766      28.4390      28.8975      1167.3408    -99999.0000  0.0114       144.9145     0.1317       
3081.3750    48.2341      22.9509      29.4038      28.8581      884.6653     -99999.0000  0.0118       144.9112     0.1386       
3081.5000    48.5358      23.0252      32.2000      28.7292      888.5372     -99999.0000  0.0146       144.8436     0.1586       
3081.6250    48.9538      23.0999      29.3239      28.7279      1031.4612    -99999.0000  0.0185       144.8401     0.1380       
3081.7500    49.0426      23.1742      29.2458      28.7780      1310.5991    -99999.0000  0.0193       144.8374     0.1375       
3081.8750    48.7627      23.2292      30.4140      28.8149      1609.6299    -99999.0000  0.0167       144.8337     0.1458       
3082.0000    48.3958      23.2208      27.7668      28.8009      1732.8468    -99999.0000  0.0133       144.8946     0.1269       
3082.1250    48.1549      23.1875      28.8842      28.6851      1510.1743    -99999.0000  0.0110       144.9220     0.1349       
3082.2500    48.1177      23.1346      30.9683      28.5055      1270.8130    -99999.0000  0.0107       144.9516     0.1498       
3082.3750    48.2451      23.0753      27.4307      28.4405      1091.1321    -99999.0000  0.0119       145.0439     0.1245       
3082.5000    48.3625      22.9839      28.2174      28.4776      1021.2185    -99999.0000  0.0130       145.0722     0.1301       
3082.6250    48.5479      22.8736      28.8261      28.5527      1033.6572    -99999.0000  0.0147       145.1324     0.1345       
3082.7500    48.7139      22.8213      30.9101      28.5897      1085.8555    -99999.0000  0.0163       145.1615     0.1494       
3082.8750    48.9091      22.7681      27.2962      28.6265      1187.1365    -99999.0000  0.0181       145.1894     0.1235       
3083.0000    48.9395      22.7210      25.9208      28.6636      1261.1301    -99999.0000  0.0184       145.2171     0.1137       
3083.1250    48.8247      22.7005      28.3099      28.6625      1335.3290    -99999.0000  0.0173       145.2469     0.1308       
3083.2500    48.6614      22.6987      30.0634      28.6612      1321.1381    -99999.0000  0.0158       145.2437     0.1433       
3083.3750    48.5174      22.7033      27.6958      28.5962      1192.2183    -99999.0000  0.0144       145.2406     0.1264       
3083.5000    48.3637      22.7075      25.7608      28.5441      1050.8125    -99999.0000  0.0130       145.2366     0.1126       
3083.6250    48.2199      22.6420      28.9640      28.5684      1048.7264    -99999.0000  0.0116       145.2336     0.1355       
3083.7500    48.1532      22.5509      25.9607      28.6308      1093.9729    -99999.0000  0.0110       145.2302     0.1140       
3083.8750    48.1060      22.4982      28.0701      28.7185      1161.7157    -99999.0000  0.0106       145.1946     0.1291       
3084.0000    48.1170      22.4579      27.1271      28.7936      1243.4854    -99999.0000  0.0107       145.1919     0.1223       
3084.1250    48.1668      22.4558      29.1095      28.8437      1320.1486    -99999.0000  0.0111       145.1880     0.1365       
3084.2500    48.2845      22.4669      29.7181      28.9188      1276.8591    -99999.0000  0.0123       145.1218     0.1408       
3084.3750    48.5282      22.5094      30.7847      28.9686      1309.0010    -99999.0000  0.0145       145.0862     0.1485       
3084.5000    48.7038      22.5264      28.2899      29.0308      1399.8507    -99999.0000  0.0162       145.0518     0.1306       
3084.6250    48.8020      22.5307      30.2215      29.0807      1474.4211    -99999.0000  0.0171       144.9836     0.1444       
3084.7500    48.7548      22.5538      29.6345      29.1432      1428.1829    -99999.0000  0.0167       144.9179     0.1402       
3084.8750    48.6786      22.5844      33.0667      29.2054      1332.2715    -99999.0000  0.0159       144.8190     0.1648       
3085.0000    48.5930      22.6330      31.0554      29.2425      1325.1199    -99999.0000  0.0151       144.7198     0.1504       
3085.1250    48.5264      22.6689      30.3668      29.2668      1360.1420    -99999.0000  0.0145       144.6205     0.1455       
3085.2500    48.4502      22.6612      26.4476      29.2527      1502.2686    -99999.0000  0.0138       144.6170     0.1175       
3085.3750    48.3546      22.6337      26.9545      29.2134      1621.4202    -99999.0000  0.0129       144.6149     0.1211       
3085.5000    48.2881      22.5996      29.2167      29.1228      1804.1858    -99999.0000  0.0123       144.5795     0.1373       
3085.6250    48.2797      22.5533      27.9683      29.0452      1742.3032    -99999.0000  0.0122       144.5445     0.1283       
3085.7500    48.3296      22.5257      27.8139      28.9549      1490.4896    -99999.0000  0.0127       144.5093     0.1272       
3085.8750    48.3894      22.4922      30.2541      28.8135      1379.1438    -99999.0000  0.0132       144.4729     0.1447       
3086.0000    48.4292      22.4391      32.0839      28.6977      1311.4624    -99999.0000  0.0136       144.4710     0.1577       
3086.1250    48.4886      22.3862      26.8164      28.7092      1249.4507    -99999.0000  0.0142       144.4669     0.1201       
3086.2500    48.5385      22.3399      27.4251      28.7329      1334.5923    -99999.0000  0.0146       144.4634     0.1245       
3086.3750    48.5688      22.3190      28.0845      28.7450      1442.3765    -99999.0000  0.0149       144.4930     0.1292       
3086.5000    48.5995      22.3169      30.9827      28.7944      1493.1482    -99999.0000  0.0152       144.5212     0.1499       
3086.6250    48.6200      22.3210      31.1844      28.8312      1369.5714    -99999.0000  0.0154       144.5810     0.1513       
3086.7500    48.6214      22.3509      31.1572      28.8686      1243.4595    -99999.0000  0.0154       144.6101     0.1511       
3086.8750    48.6226      22.3934      31.3589      28.9051      1123.9600    -99999.0000  0.0154       144.7019     0.1526       
3087.0000    48.6337      22.4109      28.4824      28.9551      943.1689     -99999.0000  0.0155       144.6994     0.1320       
3087.1250    48.7028      22.4151      26.0896      29.0047      762.7819     -99999.0000  0.0162       144.7911     0.1149       
3087.2500    48.7915      22.4316      27.6902      29.0290      690.2528     -99999.0000  0.0170       144.7885     0.1264       
3087.3750    48.8896      22.4303      27.2052      29.0532      767.8856     -99999.0000  0.0179       144.8481     0.1229       
3087.5000    48.9976      22.4276      29.4673      29.0644      902.9550     -99999.0000  0.0189       144.9090     0.1391       
3087.6250    49.0764      22.4259      25.1410      29.0637      1025.1686    -99999.0000  0.0196       144.9355     0.1082       
3087.7500    49.0390      22.4303      25.6735      29.0493      1203.1582    -99999.0000  0.0193       144.9341     0.1120       
3087.8750    48.9047      22.4540      24.0945      29.0485      1449.0066    -99999.0000  0.0181       144.9292     0.1007       
3088.0000    48.7122      22.4707      23.5329      29.0343      1672.0387    -99999.0000  0.0163       144.9280     0.0967       
3088.1250    48.5005      22.4759      22.9207      29.0073      1589.3982    -99999.0000  0.0143       144.9233     0.0923       
3088.2500    48.3273      22.4926      23.4021      28.9939      1493.2345    -99999.0000  0.0127       144.9844     0.0957       
3088.3750    48.1833      22.4973      24.7486      28.9670      1536.5388    -99999.0000  0.0113       145.0113     0.1053       
3088.5000    48.0298      22.5147      27.1888      28.9401      1393.6272    -99999.0000  0.0099       145.0419     0.1228       
3088.6250    47.9633      22.5253      26.1695      28.9520      1349.8860    -99999.0000  0.0092       145.1006     0.1155       
3088.7500    47.9450      22.5612      28.7878      28.9761      1566.7742    -99999.0000  0.0090       145.1299     0.1342       
3088.8750    47.9754      22.5657      27.5903      29.0256      1662.0609    -99999.0000  0.0093       145.1899     0.1256       
3089.0000    48.0640      22.5956      32.0911      29.0500      1606.9207    -99999.0000  0.0102       145.2193     0.1578       
3089.1250    48.1234      22.6381      32.7253      29.0745      1775.1401    -99999.0000  0.0107       145.2474     0.1623       
3089.2500    48.2023      22.6615      31.5023      29.0859      2024.8845    -99999.0000  0.0115       145.2768     0.1536       
3089.3750    48.2813      22.6847      28.2190      29.0975      1951.6667    -99999.0000  0.0122       145.3366     0.1301       
3089.5000    48.3310      22.7026      30.5830      29.1215      2060.1748    -99999.0000  0.0127       145.3659     0.1470       
3089.6250    48.4196      22.7002      28.8259      29.1203      2168.6685    -99999.0000  0.0135       145.4559     0.1345       
3089.7500    48.5664      22.6984      29.0530      29.1064      2036.5881    -99999.0000  0.0149       145.4866     0.1361       
3089.8750    48.6065      22.6966      29.7126      29.0796      1938.4064    -99999.0000  0.0153       145.5450     0.1408       
3090.0000    48.6563      22.7012      27.6757      29.0401      1824.5621    -99999.0000  0.0157       145.5756     0.1263       
3090.1250    48.6965      22.7185      26.3764      29.0136      1646.5084    -99999.0000  0.0161       145.6662     0.1170       
3090.2500    48.6879      22.7164      23.8817      28.9741      1517.0234    -99999.0000  0.0160       145.6636     0.0992       
3090.3750    48.6699      22.7210      21.6159      28.9601      1401.2656    -99999.0000  0.0159       145.7241     0.0830       
3090.5000    48.6130      22.7444      24.2088      29.0099      1335.8143    -99999.0000  0.0153       145.7527     0.1015       
3090.6250    48.4206      22.7804      22.8333      29.1103      1531.2419    -99999.0000  0.0135       145.7813     0.0917       
3090.7500    48.2087      22.8481      25.1462      29.1728      1775.7323    -99999.0000  0.0115       145.7781     0.1082       
3090.8750    48.0163      22.8908      24.1778      29.2100      1687.5222    -99999.0000  0.0097       145.7749     0.1013       
3091.0000    47.9305      22.9083      22.5479      29.2595      1893.9886    -99999.0000  0.0089       145.7706     0.0896       
3091.1250    47.8930      22.9065      23.3092      29.2966      2165.9233    -99999.0000  0.0086       145.7686     0.0951       
3091.2500    47.8555      22.9045      22.0102      29.3333      2034.1425    -99999.0000  0.0082       145.7653     0.0858       
3091.3750    47.8182      22.8897      22.8986      29.3323      1967.7317    -99999.0000  0.0078       145.7619     0.0921       
3091.5000    47.8197      22.8368      23.5073      29.3437      2181.0068    -99999.0000  0.0079       145.7272     0.0965       
3091.6250    47.8207      22.7904      24.0906      29.3424      2001.8452    -99999.0000  0.0079       145.6918     0.1006       
3091.7500    47.8223      22.7502      26.9125      29.3287      1826.3953    -99999.0000  0.0079       145.6565     0.1208       
3091.8750    47.8719      22.6906      21.4668      29.3273      1818.7163    -99999.0000  0.0084       145.6219     0.0819       
3092.0000    47.9027      22.6699      23.1438      29.3006      2078.3247    -99999.0000  0.0086       145.5543     0.0939       
3092.1250    47.9136      22.5916      22.3026      29.2867      1504.4292    -99999.0000  0.0087       145.5195     0.0879       
3092.2500    47.9244      22.5195      24.4121      29.1708      1125.4083    -99999.0000  0.0089       145.4846     0.1029       
3092.3750    47.9550      22.4666      24.4356      29.0041      1011.8994    -99999.0000  0.0091       145.4174     0.1031       
3092.5000    47.9853      22.4265      26.3416      28.9519      962.2484     -99999.0000  0.0094       145.4137     0.1167       
3092.6250    48.0155      22.4307      25.6787      29.0907      999.9735     -99999.0000  0.0097       145.3790     0.1120       
3092.7500    48.0364      22.4544      23.3874      29.2041      1540.4219    -99999.0000  0.0099       145.3437     0.0956       
3092.8750    48.0569      22.4776      21.9101      29.2538      1885.7664    -99999.0000  0.0101       145.3407     0.0851       
3093.0000    48.1071      22.4942      21.7811      29.2398      1736.8013    -99999.0000  0.0106       145.3042     0.0842       
3093.1250    48.1276      22.4931      21.0160      29.1876      1579.6899    -99999.0000  0.0108       145.2706     0.0787       
3093.2500    48.1290      22.4972      22.7185      29.1610      1509.0115    -99999.0000  0.0108       145.2356     0.0908       
3093.3750    48.1499      22.5206      23.7853      29.0960      1373.8408    -99999.0000  0.0110       145.2001     0.0985       
3093.5000    48.1510      22.5376      22.8167      29.1203      1258.0734    -99999.0000  0.0110       145.2283     0.0915       
3093.6250    48.1527      22.5424      21.9500      29.2209      1175.5714    -99999.0000  0.0110       145.2242     0.0854       
3093.7500    48.1343      22.5661      21.5919      29.3215      1197.3124    -99999.0000  0.0108       145.2535     0.0828       
3093.8750    48.1262      22.5893      22.6841      29.3586      1317.5631    -99999.0000  0.0108       145.2826     0.0906       
3094.0000    48.0887      22.6195      23.9288      29.2809      1533.6851    -99999.0000  0.0104       145.3099     0.0995       
3094.1250    48.0609      22.6683      22.8330      29.1396      1833.8279    -99999.0000  0.0101       145.3078     0.0917       
3094.2500    48.0042      22.7173      21.7627      29.2147      2170.2852    -99999.0000  0.0096       145.3678     0.0840       
3094.3750    47.9664      22.7600      23.4398      29.2772      1809.3032    -99999.0000  0.0093       145.4279     0.0960       
3094.5000    47.8807      22.7899      26.1601      29.3393      1510.9058    -99999.0000  0.0084       145.4244     0.1154       
3094.6250    47.8431      22.8386      24.7591      29.3636      1416.9377    -99999.0000  0.0081       145.4533     0.1054       
3094.7500    47.7863      22.8873      24.6809      29.3623      1368.4792    -99999.0000  0.0075       145.4501     0.1049       
3094.8750    47.7199      22.9239      24.7808      29.3487      1300.2317    -99999.0000  0.0069       145.4456     0.1056       
3095.0000    47.6729      22.9349      22.7440      29.3217      1246.9414    -99999.0000  0.0065       145.4435     0.0910       
3095.1250    47.6450      22.9838      23.7088      29.2823      1389.9661    -99999.0000  0.0062       145.4401     0.0979       
3095.2500    47.6462      23.0263      26.6580      29.2429      1393.4019    -99999.0000  0.0062       145.4368     0.1190       
3095.3750    47.6186      23.0561      27.8264      29.2032      1301.0442    -99999.0000  0.0059       145.4333     0.1273       
3095.5000    47.5812      23.0989      27.7483      29.2023      1341.9146    -99999.0000  0.0056       145.4309     0.1268       
3095.6250    47.5824      23.1288      25.4823      29.1884      1451.3944    -99999.0000  0.0056       145.3956     0.1106       
3095.7500    47.6419      23.1776      26.4218      29.1743      1471.0439    -99999.0000  0.0062       145.3922     0.1173       
3095.8750    47.8468      23.2133      27.8697      29.1986      1264.5381    -99999.0000  0.0081       145.3890     0.1276       
3096.0000    48.3037      23.2121      29.1147      29.2483      1167.7573    -99999.0000  0.0124       145.3847     0.1365       
3096.1250    48.6055      23.2098      27.9171      29.3236      1294.6052    -99999.0000  0.0153       145.3826     0.1280       
3096.2500    48.7040      23.1953      29.9252      29.4368      1317.5984    -99999.0000  0.0162       145.3784     0.1423       
3096.3750    48.7635      23.1425      24.3266      29.5247      1299.4160    -99999.0000  0.0167       145.4073     0.1023       
3096.5000    48.8229      23.0956      21.0940      29.6122      1676.6605    -99999.0000  0.0173       145.4041     0.0792       
3096.6250    48.8824      23.0559      22.1351      29.6497      1735.6104    -99999.0000  0.0178       145.4648     0.0867       
3096.7500    48.8741      22.9711      22.9220      29.7120      1353.0623    -99999.0000  0.0178       145.4934     0.0923       
3096.8750    48.8368      22.8673      24.8026      29.7491      1188.6892    -99999.0000  0.0174       145.5537     0.1057       
3097.0000    48.7802      22.7697      25.0044      29.7733      1336.0010    -99999.0000  0.0169       145.6142     0.1072       
3097.1250    48.7329      22.6975      24.6718      29.8103      1450.8301    -99999.0000  0.0165       145.6419     0.1048       
3097.2500    48.6952      22.6446      22.8379      29.8470      1557.8964    -99999.0000  0.0161       145.7030     0.0917       
3097.3750    48.6289      22.6044      24.2102      29.8712      1651.0349    -99999.0000  0.0155       145.7630     0.1015       
3097.5000    48.6009      22.5964      26.2436      29.8955      1558.1993    -99999.0000  0.0152       145.8240     0.1160       
3097.6250    48.5541      22.5753      27.4883      29.9199      1338.0833    -99999.0000  0.0148       145.9158     0.1249       
3097.7500    48.5359      22.5727      24.4337      29.9186      1199.7024    -99999.0000  0.0146       145.9766     0.1031       
3097.8750    48.4888      22.5649      27.4338      29.9047      1069.5696    -99999.0000  0.0142       146.0364     0.1245       
3098.0000    48.4706      22.5375      23.7941      29.8270      1113.4966    -99999.0000  0.0140       146.1597     0.0985       
3098.1250    48.4818      22.5165      24.4282      29.6858      1258.5015    -99999.0000  0.0141       146.1895     0.1031       
3098.2500    48.5120      22.5146      25.5711      29.5827      1376.9392    -99999.0000  0.0144       146.2500     0.1112       
3098.3750    48.5327      22.5124      27.2485      29.6960      1487.0085    -99999.0000  0.0146       146.3409     0.1232       
3098.5000    48.5147      22.5104      26.8396      29.8476      1584.8643    -99999.0000  0.0144       146.3703     0.1203       
3098.6250    48.5548      22.5088      29.2036      29.8845      1656.8365    -99999.0000  0.0148       146.4306     0.1372       
3098.7500    48.6629      22.5066      31.1098      29.8705      1576.3652    -99999.0000  0.0158       146.4273     0.1508       
3098.8750    48.7515      22.5042      24.9770      29.7929      1709.0193    -99999.0000  0.0166       146.4552     0.1070       
3099.0000    48.8303      22.5025      21.1083      29.6898      1894.9004    -99999.0000  0.0174       146.4518     0.0793       
3099.1250    48.7734      22.5002      20.5722      29.7649      2075.1802    -99999.0000  0.0168       146.4814     0.0755       
3099.2500    48.4839      22.4989      19.8835      29.8529      2191.8657    -99999.0000  0.0141       146.4776     0.0706       
3099.3750    48.2236      22.4969      21.4844      29.9787      2258.5181    -99999.0000  0.0117       146.5379     0.0820       
3099.5000    48.0797      22.4881      21.8133      30.0539      2170.1665    -99999.0000  0.0103       146.5980     0.0844       
3099.6250    48.0421      22.4484      23.1853      30.0655      2084.1094    -99999.0000  0.0100       146.6580     0.0942       
3099.7500    48.0436      22.3761      22.5981      30.0516      1987.4546    -99999.0000  0.0100       146.7193     0.0900       
3099.8750    48.0351      22.2070      24.1737      29.9994      1943.8982    -99999.0000  0.0099       146.7476     0.1012       
3100.0000    47.9981      21.8179      25.0868      30.0310      1932.8641    -99999.0000  0.0096       146.4298     0.1078       
3100.1250    48.0096      21.8221      26.8664      29.9660      2081.6294    -99999.0000  0.0097       146.6182     0.1205       
3100.2500    48.0104      21.8464      28.9765      29.9524      2325.2397    -99999.0000  0.0097       146.6166     0.1355       
3100.3750    48.0110      21.8580      27.5256      29.9133      2632.2075    -99999.0000  0.0097       146.5191     0.1252       
3100.5000    48.0408      21.8376      27.5755      29.8614      2955.1245    -99999.0000  0.0100       146.5177     0.1255       
3100.6250    48.0804      21.8364      26.0229      29.8225      3005.9050    -99999.0000  0.0103       146.5160     0.1144       
3100.7500    48.1200      21.8351      25.2079      29.7452      3218.9121    -99999.0000  0.0107       146.4821     0.1086       
3100.8750    48.1305      21.8339      24.3420      29.6934      3490.3403    -99999.0000  0.0108       146.4170     0.1024       
3101.0000    48.1312      21.8390      27.5714      29.6543      3749.0195    -99999.0000  0.0108       146.3516     0.1255       
3101.1250    48.1319      21.8570      26.4512      29.6025      3979.9431    -99999.0000  0.0108       146.2861     0.1175       
3101.2500    48.1715      21.8558      27.0606      29.5633      3730.8608    -99999.0000  0.0112       146.2528     0.1219       
3101.3750    48.1723      21.8609      25.5588      29.5244      3135.1362    -99999.0000  0.0112       146.2509     0.1111       
3101.5000    48.1924      21.8852      25.0491      29.4980      2558.2837    -99999.0000  0.0114       146.2493     0.1075       
3101.6250    48.1931      21.9158      23.7507      29.4589      2237.1064    -99999.0000  0.0114       146.2158     0.0982       
3101.7500    48.2036      21.9656      23.0883      29.4835      1777.6235    -99999.0000  0.0115       146.2142     0.0935       
3101.8750    48.2139      22.0025      25.8345      29.5462      1329.4387    -99999.0000  0.0116       146.2120     0.1131       
3102.0000    48.2923      22.0013      25.3502      29.5963      1091.9221    -99999.0000  0.0123       146.2105     0.1096       
3102.1250    48.3902      22.0001      26.5956      29.6591      1137.8857    -99999.0000  0.0132       146.2090     0.1185       
3102.2500    48.4491      21.9989      28.1972      29.6709      1305.3002    -99999.0000  0.0138       146.2390     0.1300       
3102.3750    48.4888      22.0102      26.8733      29.6190      1518.5635    -99999.0000  0.0142       146.2055     0.1205       
3102.5000    48.4506      22.0539      26.3382      29.5418      1833.0352    -99999.0000  0.0138       146.2357     0.1167       
3102.6250    48.3834      22.0847      27.1257      29.4518      2348.4966    -99999.0000  0.0132       146.2977     0.1223       
3102.7500    48.2580      22.1345      27.9896      29.4509      2683.6450    -99999.0000  0.0120       146.3596     0.1285       
3102.8750    48.1616      22.1778      24.0202      29.5010      3027.1956    -99999.0000  0.0111       146.3897     0.1001       
3103.0000    48.1042      22.1957      24.9603      29.5383      3624.6016    -99999.0000  0.0106       146.4198     0.1069       
3103.1250    48.0466      22.1880      24.8575      29.5883      4094.6074    -99999.0000  0.0100       146.4816     0.1061       
3103.2500    47.9310      22.1678      21.2950      29.6510      4018.5132    -99999.0000  0.0089       146.5438     0.0807       
3103.3750    47.8734      22.1601      24.6520      29.6757      4166.0635    -99999.0000  0.0084       146.6693     0.1047       
3103.5000    47.7965      22.1335      23.7860      29.6747      4217.3848    -99999.0000  0.0076       146.7632     0.0985       
3103.6250    47.7390      22.1131      22.7928      29.6230      3829.5259    -99999.0000  0.0071       146.8248     0.0914       
3103.7500    47.6426      22.1117      22.5628      29.5585      3766.8025    -99999.0000  0.0062       146.8871     0.0897       
3103.8750    47.4783      22.1107      23.6302      29.6721      3361.0488    -99999.0000  0.0046       146.8536     0.0974       
3104.0000    47.5470      22.1159      24.4942      29.7221      2210.0498    -99999.0000  0.0053       146.8199     0.1035       
3104.1250    47.7516      22.1401      25.9941      29.7723      1805.7151    -99999.0000  0.0072       146.8183     0.1142       
3104.2500    47.9659      22.1578      27.4686      29.7840      1675.2111    -99999.0000  0.0092       146.7847     0.1248       
3104.3750    48.1219      22.1696      29.3247      29.7833      1596.8519    -99999.0000  0.0107       146.6555     0.1380       
3104.5000    48.2197      22.2192      31.1299      29.7695      1670.8782    -99999.0000  0.0116       146.5585     0.1509       
3104.6250    48.2593      22.2690      32.6046      29.7687      1856.6880    -99999.0000  0.0120       146.6204     0.1615       
3104.7500    48.3280      22.3188      33.2141      29.7679      1827.1023    -99999.0000  0.0127       146.5869     0.1658       
3104.8750    48.3772      22.3558      29.0154      29.7668      1957.8801    -99999.0000  0.0131       146.5534     0.1358       
3105.0000    48.4071      22.3673      30.1847      29.7661      2425.6626    -99999.0000  0.0134       146.5517     0.1442       
3105.1250    48.4369      22.4041      26.7491      29.7524      2844.3079    -99999.0000  0.0137       146.6134     0.1196       
3105.2500    48.4765      22.4096      23.8732      29.7515      3271.9600    -99999.0000  0.0141       146.6756     0.0991       
3105.3750    48.4870      22.4275      25.5258      29.7634      3423.7295    -99999.0000  0.0142       146.7695     0.1109       
3105.5000    48.5071      22.4264      26.8224      29.8389      3524.5769    -99999.0000  0.0143       146.7994     0.1202       
3105.6250    48.5175      22.4252      29.8235      29.8889      2987.5967    -99999.0000  0.0144       146.7342     0.1416       
3105.7500    48.4892      22.4239      28.8048      29.9390      2702.1968    -99999.0000  0.0142       146.6686     0.1343       
3105.8750    48.4898      22.4226      25.0383      29.9889      2590.1343    -99999.0000  0.0142       146.5714     0.1074       
3106.0000    48.4809      22.4214      24.7574      30.0391      2773.1367    -99999.0000  0.0141       146.5061     0.1054       
3106.1250    48.5107      22.4265      24.2984      30.0637      2803.0286    -99999.0000  0.0144       146.4405     0.1021       
3106.2500    48.5309      22.4510      24.1193      30.0883      2441.3423    -99999.0000  0.0146       146.3751     0.1009       
3106.3750    48.5511      22.4753      24.5762      30.1256      2196.4463    -99999.0000  0.0148       146.3732     0.1041       
3106.5000    48.5809      22.4931      27.1958      30.1757      2001.1113    -99999.0000  0.0150       146.3717     0.1228       
3106.6250    48.5816      22.4790      28.1616      30.2639      1737.9846    -99999.0000  0.0150       146.4021     0.1297       
3106.7500    48.6212      22.4270      29.0002      30.3649      1497.4978    -99999.0000  0.0154       146.4001     0.1357       
3106.8750    48.6705      22.3620      26.8111      30.4278      1615.7450    -99999.0000  0.0159       146.3350     0.1201       
3107.0000    48.7004      22.2714      28.3367      30.5032      1681.3789    -99999.0000  0.0162       146.2696     0.1310       
3107.1250    48.7497      22.2257      28.4884      30.5533      1789.8267    -99999.0000  0.0166       146.1723     0.1321       
3107.2500    48.7504      22.2115      29.6068      30.5780      1990.6812    -99999.0000  0.0166       146.1065     0.1400       
3107.3750    48.7607      22.2420      30.8781      30.6025      2155.8667    -99999.0000  0.0167       146.0733     0.1491       
3107.5000    48.8101      22.2856      29.6557      30.6272      1897.4719    -99999.0000  0.0172       145.9762     0.1404       
3107.6250    48.8302      22.3098      27.5682      30.5881      1623.5583    -99999.0000  0.0174       145.8788     0.1255       
3107.7500    48.8115      22.3341      25.2009      30.4470      1447.9939    -99999.0000  0.0172       145.8134     0.1086       
3107.8750    48.7540      22.3586      26.5485      30.2806      1446.8701    -99999.0000  0.0167       145.8119     0.1182       
3108.0000    48.7353      22.3766      28.9901      29.9610      1661.5349    -99999.0000  0.0165       145.8421     0.1356       
3108.1250    48.6390      22.3816      26.6227      30.0369      1962.0537    -99999.0000  0.0156       145.9041     0.1187       
3108.2500    48.5038      22.3996      27.6141      30.1125      2331.5117    -99999.0000  0.0143       145.9342     0.1258       
3108.3750    48.3688      22.3983      24.0507      30.2389      2745.5764    -99999.0000  0.0130       145.9324     0.1004       
3108.5000    48.2724      22.3971      24.1515      30.3526      3274.3687    -99999.0000  0.0121       145.8988     0.1011       
3108.6250    48.1955      22.3957      27.3057      30.4409      3800.4414    -99999.0000  0.0114       145.8016     0.1236       
3108.7500    48.1282      22.3943      25.8797      30.5165      3917.4946    -99999.0000  0.0108       145.7360     0.1134       
3108.8750    48.0901      22.3870      24.9881      30.5538      4120.8091    -99999.0000  0.0104       145.7027     0.1071       
3109.0000    48.1394      22.3667      23.9947      30.5911      4177.7803    -99999.0000  0.0109       145.6370     0.1000       
3109.1250    48.2178      22.3656      23.4593      30.6029      3308.8396    -99999.0000  0.0116       145.6036     0.0961       
3109.2500    48.2767      22.3642      25.3667      30.6021      2302.2759    -99999.0000  0.0122       145.5702     0.1098       
3109.3750    48.3553      22.3567      23.9152      30.5885      1263.6953    -99999.0000  0.0129       145.5046     0.0994       
3109.5000    48.4239      22.3300      26.5349      30.5112      980.2114     -99999.0000  0.0136       145.3756     0.1181       
3109.6250    48.5120      22.3095      28.5189      30.3702      847.9471     -99999.0000  0.0144       145.3102     0.1323       
3109.7500    48.5806      22.3084      29.0778      30.2165      782.9363     -99999.0000  0.0150       145.3087     0.1363       
3109.8750    48.6299      22.3008      28.1352      30.0499      747.3621     -99999.0000  0.0155       145.3388     0.1295       
