WELLNAME = well68
STDEP  =  3000.0000    
ENDEP  =  4946.0000    
LEVEL  =  0.1250       
CURNAMES  AC, CAL, GR, R1, RT, RXO, SONPHI, SP, VSH

#DEPTH       AC           CAL          GR           R1           RT           RXO          SONPHI       SP           VSH          
4078.7500    48.3873      22.8606      24.5966      26.2780      8612.9648    -99999.0000  0.0000       111.6208     0.1043       
4078.8750    48.6600      22.8973      24.3648      26.0355      8600.3359    -99999.0000  0.0000       111.5559     0.1026       
4079.0000    48.9324      22.9025      24.8689      25.8312      8579.6836    -99999.0000  0.0000       111.4585     0.1062       
4079.1250    49.2439      22.9263      27.1728      25.6906      8563.0840    -99999.0000  0.0023       111.4248     0.1227       
4079.2500    49.4679      22.9502      29.8830      25.5752      8542.5088    -99999.0000  0.0043       111.3905     0.1420       
4079.3750    49.6726      22.9681      32.7194      25.5109      8541.8867    -99999.0000  0.0062       111.3577     0.1623       
4079.5000    49.8774      22.9668      34.7701      25.4463      8537.2891    -99999.0000  0.0081       111.3237     0.1769       
4079.6250    50.0434      22.9650      35.7052      25.4205      8532.7363    -99999.0000  0.0096       111.3221     0.1836       
4079.7500    49.8799      22.9640      32.7096      25.3561      8536.1201    -99999.0000  0.0081       111.3205     0.1622       
4079.8750    49.5133      22.9754      33.1879      25.3171      8539.5127    -99999.0000  0.0047       111.2864     0.1656       
4080.0000    49.3013      23.0376      32.1708      25.3165      8542.8496    -99999.0000  0.0028       111.2528     0.1584       
4080.1250    49.1962      23.1506      30.8996      25.3159      8550.3008    -99999.0000  0.0018       111.2193     0.1493       
4080.2500    49.2168      23.2764      29.2474      25.3402      8541.7520    -99999.0000  0.0020       111.2170     0.1375       
4080.3750    49.3150      23.3195      31.5523      25.3525      8561.1592    -99999.0000  0.0029       111.2157     0.1539       
4080.5000    49.5102      23.3371      28.9368      25.4027      8754.8672    -99999.0000  0.0047       111.2132     0.1353       
4080.6250    49.7247      23.3167      28.5026      25.4527      9201.0996    -99999.0000  0.0067       111.2439     0.1322       
4080.7500    49.9875      23.2137      27.4850      25.5156      8641.2686    -99999.0000  0.0091       111.2738     0.1249       
4080.8750    50.2793      23.0343      24.9713      25.6040      7672.2061    -99999.0000  0.0117       111.3037     0.1069       
4081.0000    50.6003      22.8678      24.7649      25.7304      7678.5508    -99999.0000  0.0146       111.3653     0.1055       
4081.1250    50.9405      22.7521      26.9172      25.7808      8597.6250    -99999.0000  0.0177       111.3957     0.1208       
4081.2500    51.0871      22.7061      28.2073      25.8691      8608.9824    -99999.0000  0.0190       111.3938     0.1301       
4081.3750    50.8657      22.7745      25.4144      25.8938      8604.4316    -99999.0000  0.0170       111.4235     0.1101       
4081.5000    50.5764      22.8940      21.8609      25.9184      8615.8516    -99999.0000  0.0144       111.4215     0.0847       
4081.6250    50.3451      22.9686      22.4661      25.9177      8619.2793    -99999.0000  0.0123       111.4201     0.0890       
4081.7500    50.2690      22.9609      25.4045      25.8915      8626.7168    -99999.0000  0.0116       111.4181     0.1100       
4081.8750    50.4543      22.8899      23.5498      25.8526      8638.1660    -99999.0000  0.0133       111.4155     0.0968       
4082.0000    50.6786      22.6915      25.4486      25.8138      8645.7754    -99999.0000  0.0153       111.4142     0.1103       
4082.1250    50.8057      22.5185      23.6194      25.7622      8649.2119    -99999.0000  0.0164       111.4116     0.0973       
4082.2500    50.6716      22.3900      24.6558      25.7360      8648.4980    -99999.0000  0.0152       111.4110     0.1047       
4082.3750    50.4403      22.3633      21.3305      25.6845      8639.8369    -99999.0000  0.0132       111.4084     0.0809       
4082.5000    50.1993      22.4254      22.1893      25.6709      8639.2822    -99999.0000  0.0110       111.4389     0.0871       
4082.6250    49.8715      22.5257      24.5950      25.8101      8630.4375    -99999.0000  0.0080       111.5005     0.1043       
4082.7500    49.6305      22.6323      24.0593      26.0001      8633.9902    -99999.0000  0.0058       111.5305     0.1004       
4082.8750    49.4768      22.7389      26.1354      26.0759      8625.2842    -99999.0000  0.0044       111.5285     0.1153       
4083.0000    49.4684      22.8013      23.5962      26.1006      8616.6494    -99999.0000  0.0043       111.5590     0.0971       
4083.1250    49.5181      22.8951      25.6215      26.0871      8603.9512    -99999.0000  0.0048       111.5570     0.1116       
4083.2500    49.4709      22.9700      24.7303      26.0990      8587.1914    -99999.0000  0.0043       111.5542     0.1052       
4083.3750    49.1333      23.0256      27.5677      26.0984      8562.5869    -99999.0000  0.0012       111.5535     0.1255       
4083.5000    48.7762      23.0245      28.8323      26.0850      8546.0762    -99999.0000  0.0000       111.5183     0.1345       
4083.6250    48.4674      23.0040      28.3980      26.0588      8533.5059    -99999.0000  0.0000       111.5174     0.1314       
4083.7500    48.2460      22.9200      31.3111      26.0836      8532.9219    -99999.0000  0.0000       111.5158     0.1522       
4083.8750    48.1699      22.8171      29.0507      26.1718      8544.2979    -99999.0000  0.0000       111.4498     0.1361       
4084.0000    48.4424      22.7140      28.8192      26.2602      8551.7383    -99999.0000  0.0000       111.4165     0.1344       
4084.1250    48.6858      22.6297      31.0474      26.3613      8555.0801    -99999.0000  0.0000       111.3508     0.1503       
4084.2500    48.4450      22.5966      28.5336      26.3223      8578.5547    -99999.0000  0.0000       111.3177     0.1324       
4084.3750    48.2428      22.5574      27.3635      26.0290      8526.0850    -99999.0000  0.0000       111.2515     0.1240       
4084.5000    48.6510      22.5558      31.4435      26.0155      8387.0762    -99999.0000  0.0000       111.2508     0.1532       
4084.6250    49.1560      22.5542      29.0054      26.0402      8374.6553    -99999.0000  0.0014       111.2165     0.1358       
4084.7500    49.3510      22.5530      25.8576      26.0649      8374.0840    -99999.0000  0.0032       111.1835     0.1133       
4084.8750    49.2459      22.5516      26.2853      26.0769      8381.2930    -99999.0000  0.0023       111.2134     0.1163       
4085.0000    49.0437      22.5630      23.7460      26.0633      8384.6279    -99999.0000  0.0004       111.2113     0.0982       
4085.1250    48.8998      22.6122      26.1265      26.0373      8388.0684    -99999.0000  0.0000       111.2094     0.1152       
4085.2500    48.8236      22.6550      25.8696      25.9729      8375.6475    -99999.0000  0.0000       111.1433     0.1134       
4085.3750    48.8153      22.6733      27.5402      25.9087      8367.3086    -99999.0000  0.0000       111.1419     0.1253       
4085.5000    48.8068      22.6719      26.9536      25.8443      8351.0352    -99999.0000  0.0000       111.0443     0.1211       
4085.6250    48.8179      22.6834      27.9391      25.8309      8338.7734    -99999.0000  0.0000       111.0435     0.1281       
4085.7500    48.8482      22.7202      27.6063      25.9320      8365.5059    -99999.0000  0.0000       110.9452     0.1258       
4085.8750    48.9560      22.7250      29.6571      26.0585      8408.1006    -99999.0000  0.0000       110.8802     0.1404       
4086.0000    49.0929      22.7618      31.1503      26.1723      8526.3516    -99999.0000  0.0009       110.8788     0.1511       
4086.1250    49.3267      22.8240      31.1724      26.2097      8888.8027    -99999.0000  0.0030       110.8130     0.1512       
4086.2500    49.5895      22.8544      32.3356      26.1835      8610.8418    -99999.0000  0.0054       110.7796     0.1595       
4086.3750    50.1139      22.8976      30.6585      26.0810      7672.9131    -99999.0000  0.0102       110.7137     0.1476       
4086.5000    51.1420      22.9088      30.7058      26.0167      6759.8638    -99999.0000  0.0194       110.7122     0.1479       
4086.6250    52.5189      22.8880      32.4780      26.0286      6160.6289    -99999.0000  0.0315       110.6471     0.1606       
4086.7500    51.3965      22.8807      34.9600      26.1679      6036.9463    -99999.0000  0.0217       110.6131     0.1783       
4086.8750    49.9157      22.8475      32.3191      26.3580      6599.9287    -99999.0000  0.0084       110.5474     0.1594       
4087.0000    48.5609      22.7890      32.7978      26.2045      7468.2881    -99999.0000  0.0000       110.5141     0.1628       
4087.1250    48.3880      22.7304      30.1315      25.9495      8158.8472    -99999.0000  0.0000       110.4485     0.1438       
4087.2500    48.6508      22.7481      28.4541      25.6561      8222.8770    -99999.0000  0.0000       110.4148     0.1318       
4087.3750    48.9814      22.8101      27.4873      25.5282      8183.9751    -99999.0000  0.0000       110.3176     0.1249       
4087.5000    49.1861      22.8277      27.3825      25.5529      8160.4941    -99999.0000  0.0017       110.2522     0.1242       
4087.6250    49.1293      22.8327      28.2162      25.7684      8175.1152    -99999.0000  0.0012       110.1868     0.1301       
4087.7500    48.9563      22.8633      26.5895      26.0221      8232.1230    -99999.0000  0.0000       110.1210     0.1185       
4087.8750    49.0641      22.9062      25.2166      26.2377      8347.8301    -99999.0000  0.0006       110.0881     0.1087       
4088.0000    49.2204      22.9304      27.1154      26.2497      8548.8711    -99999.0000  0.0020       110.0221     0.1223       
4088.1250    48.9699      22.9545      25.5905      26.1599      8192.3086    -99999.0000  0.0000       109.9559     0.1114       
4088.2500    48.8646      22.9719      27.0328      26.1973      6502.2544    -99999.0000  0.0000       109.9234     0.1217       
4088.3750    49.0693      22.9707      27.5368      26.2983      5097.3164    -99999.0000  0.0006       109.8888     0.1253       
4088.5000    49.3322      22.9755      25.9104      25.9288      4020.2109    -99999.0000  0.0031       109.8239     0.1136       
4088.6250    49.0817      22.9930      28.5701      25.5463      3208.7422    -99999.0000  0.0008       109.8227     0.1326       
4088.7500    48.8214      22.9983      29.0741      25.6602      2833.0000    -99999.0000  0.0000       109.7888     0.1362       
4088.8750    48.9390      23.0161      29.0961      26.2446      2568.5508    -99999.0000  0.0000       109.7225     0.1364       
4089.0000    49.4246      23.0211      30.4371      26.2821      2455.2212    -99999.0000  0.0039       109.6900     0.1460       
4089.1250    50.2299      23.0387      32.7163      25.8742      2596.0605    -99999.0000  0.0113       109.6236     0.1623       
4089.2500    51.1997      23.0307      35.3762      26.0516      2972.2573    -99999.0000  0.0200       109.5585     0.1813       
4089.3750    51.7047      23.0169      31.5177      26.2033      3511.9524    -99999.0000  0.0244       109.5254     0.1537       
4089.5000    50.3791      23.0347      34.2283      26.2918      4417.4756    -99999.0000  0.0126       109.4278     0.1731       
4089.6250    49.3053      23.0395      33.4896      26.3800      4893.3750    -99999.0000  0.0028       109.3298     0.1678       
4089.7500    48.8513      23.0506      32.8520      26.4431      5054.9795    -99999.0000  0.0000       109.2967     0.1632       
4089.8750    49.6178      23.0114      29.7799      26.4804      4979.6973    -99999.0000  0.0057       109.2630     0.1413       
4090.0000    50.2293      22.9273      29.3706      26.3780      4821.4121    -99999.0000  0.0113       109.2300     0.1384       
4090.1250    50.3856      22.8307      28.9108      26.1864      4577.4111    -99999.0000  0.0127       109.1957     0.1351       
4090.2500    49.6895      22.7532      26.0415      25.9949      4284.1045    -99999.0000  0.0064       109.1307     0.1146       
4090.3750    49.3712      22.6692      29.0312      25.9687      3885.9771    -99999.0000  0.0034       109.0652     0.1359       
4090.5000    49.6535      22.5724      24.7666      26.1461      3479.2515    -99999.0000  0.0060       109.0634     0.1055       
4090.6250    50.1585      22.4947      27.2490      26.3998      3160.9690    -99999.0000  0.0106       109.0297     0.1232       
4090.7500    50.6246      22.4233      29.0212      26.5136      2896.1919    -99999.0000  0.0148       108.9325     0.1359       
4090.8750    50.7228      22.3775      27.3434      26.2711      2731.1621    -99999.0000  0.0157       108.8991     0.1239       
4091.0000    50.0654      22.3507      24.1445      26.3340      2686.7693    -99999.0000  0.0098       108.8335     0.1010       
4091.1250    50.1636      22.3302      24.6230      26.3587      2820.2212    -99999.0000  0.0107       108.7999     0.1045       
4091.2500    50.1842      22.3349      25.4824      26.2944      2804.2288    -99999.0000  0.0109       108.7024     0.1106       
4091.3750    49.6626      22.3594      26.8480      26.1791      2697.3862    -99999.0000  0.0061       108.7003     0.1203       
4091.5000    49.3056      22.3898      25.1460      25.9876      2695.9338    -99999.0000  0.0028       108.6991     0.1082       
4091.6250    49.1906      22.4330      27.7803      25.7579      2697.1128    -99999.0000  0.0018       108.6656     0.1270       
4091.7500    49.1919      22.4442      28.2593      25.6172      2573.5840    -99999.0000  0.0018       108.6628     0.1304       
4091.8750    49.3772      22.4172      30.4878      25.6420      2770.0269    -99999.0000  0.0035       108.6617     0.1463       
4092.0000    49.7176      22.3907      30.6875      25.3359      2987.4678    -99999.0000  0.0066       108.6913     0.1478       
4092.1250    50.1837      22.3575      28.3254      25.5261      3213.2075    -99999.0000  0.0108       108.7534     0.1309       
4092.2500    50.5531      22.3115      26.8763      26.2376      3441.6411    -99999.0000  0.0142       108.8149     0.1205       
4092.3750    49.9151      22.2912      28.2681      26.1352      3692.6460    -99999.0000  0.0084       108.8453     0.1305       
4092.5000    49.1612      22.2961      28.4929      25.9564      3934.6106    -99999.0000  0.0015       108.9068     0.1321       
4092.6250    48.5813      22.3203      27.1962      25.7012      4040.2163    -99999.0000  0.0000       108.9687     0.1228       
4092.7500    48.2046      22.3443      29.0443      25.6241      3882.8472    -99999.0000  0.0000       108.9982     0.1360       
4092.8750    47.8380      22.3747      28.5845      25.6997      3576.4741    -99999.0000  0.0000       109.0284     0.1327       
4093.0000    47.7715      22.4305      27.8710      25.9279      3226.1875    -99999.0000  0.0000       109.0267     0.1277       
4093.1250    48.3055      22.4990      30.4549      26.1690      2773.1851    -99999.0000  0.0000       109.0564     0.1461       
4093.2500    49.0914      22.5549      27.5347      26.4100      2526.2197    -99999.0000  0.0008       109.0868     0.1252       
4093.3750    49.7997      22.6233      28.4192      26.5365      2432.3198    -99999.0000  0.0074       109.1484     0.1316       
4093.5000    49.5105      22.6854      27.5535      26.4085      2314.6213    -99999.0000  0.0047       109.2102     0.1254       
4093.6250    48.9306      22.7794      27.9813      26.1788      2176.1104    -99999.0000  0.0000       109.2400     0.1284       
4093.7500    48.4670      22.8605      29.1956      25.8600      2019.2356    -99999.0000  0.0000       109.1744     0.1371       
4093.8750    48.2940      22.9545      29.2683      25.5159      1877.1250    -99999.0000  0.0000       109.1414     0.1376       
4094.0000    48.3244      23.0297      29.6199      25.1462      1740.1250    -99999.0000  0.0000       109.0121     0.1401       
4094.1250    48.4418      23.0663      30.9359      24.7639      1584.1951    -99999.0000  0.0000       108.8832     0.1495       
4094.2500    48.7434      22.9697      33.8744      24.8395      1453.9368    -99999.0000  0.0000       108.7542     0.1705       
4094.3750    49.1806      22.8031      35.5965      25.0420      1399.0459    -99999.0000  0.0017       108.5931     0.1828       
4094.5000    49.9085      22.6110      35.4665      25.1687      1420.0583    -99999.0000  0.0083       108.4004     0.1819       
4094.6250    50.7136      22.5586      35.4378      25.3080      1509.0883    -99999.0000  0.0156       108.2079     0.1817       
4094.7500    51.0732      22.8560      34.0902      25.4726      1684.6179    -99999.0000  0.0188       107.9835     0.1721       
4094.8750    50.7936      23.2359      34.1629      25.5991      1894.5979    -99999.0000  0.0163       107.8226     0.1726       
4095.0000    50.8821      23.3999      34.7178      25.6874      2070.4797    -99999.0000  0.0171       107.6935     0.1766       
4095.1250    51.1062      23.3540      34.9935      25.7376      2182.3398    -99999.0000  0.0191       107.5006     0.1785       
4095.2500    50.4489      23.2701      32.8592      25.6860      1797.0371    -99999.0000  0.0132       107.4038     0.1633       
4095.3750    49.6850      23.2433      35.8495      25.3290      1242.6495    -99999.0000  0.0063       107.2745     0.1846       
4095.5000    49.3958      23.2483      37.5457      24.8957      753.1880     -99999.0000  0.0037       107.1775     0.1968       
4095.6250    51.0049      23.3612      36.9081      24.4498      462.0610     -99999.0000  0.0182       107.0475     0.1922       
4095.7500    52.6820      23.4996      39.5685      23.5204      353.2230     -99999.0000  0.0329       107.0146     0.2112       
4095.8750    53.6517      23.6000      42.6092      22.1332      314.9240     -99999.0000  0.0412       106.9805     0.2329       
4096.0000    54.3406      23.6685      44.5339      22.6922      315.9042     -99999.0000  0.0470       106.9156     0.2467       
4096.1250    54.3420      23.5781      42.4252      22.9204      330.4064     -99999.0000  0.0470       106.8503     0.2316       
4096.2500    54.1012      23.2972      40.8236      22.2963      355.2752     -99999.0000  0.0450       106.7849     0.2202       
4096.3750    54.2284      23.0668      40.0340      21.6850      397.4908     -99999.0000  0.0461       106.7192     0.2145       
4096.5000    54.6170      23.0907      38.4581      21.5062      445.3668     -99999.0000  0.0493       106.6219     0.2033       
4096.6250    54.7927      23.4265      37.6684      22.5359      492.2758     -99999.0000  0.0508       106.5246     0.1976       
4096.7500    53.1765      23.8000      35.8387      23.2603      555.3541     -99999.0000  0.0372       106.4590     0.1846       
4096.8750    51.6378      24.1861      39.3868      23.3104      625.8475     -99999.0000  0.0238       106.4259     0.2099       
4097.0000    48.8983      24.4201      38.4196      23.6532      669.4342     -99999.0000  0.0000       106.3921     0.2030       
4097.1250    48.5992      24.5840      40.5979      24.0341      634.4688     -99999.0000  0.0000       106.3581     0.2186       
4097.2500    49.4431      24.6843      40.1127      23.5245      599.3383     -99999.0000  0.0041       106.3568     0.2151       
4097.3750    50.0837      24.6766      42.5193      22.8114      606.4822     -99999.0000  0.0099       106.3549     0.2323       
4097.5000    51.0342      24.4528      45.3568      22.3527      579.2427     -99999.0000  0.0185       106.3529     0.2525       
4097.6250    52.3722      24.0446      47.3327      22.3265      594.5911     -99999.0000  0.0302       106.3508     0.2667       
4097.7500    53.6519      24.2212      49.4349      21.9569      612.5811     -99999.0000  0.0412       106.2859     0.2817       
4097.8750    55.5611      24.2771      46.5906      21.4981      600.4146     -99999.0000  0.0571       106.2520     0.2614       
4098.0000    54.7780      23.5766      48.5653      22.0063      589.2174     -99999.0000  0.0507       106.2500     0.2755       
4098.1250    52.5323      23.2638      43.8696      22.5781      631.3784     -99999.0000  0.0316       106.2486     0.2419       
4098.2500    50.7805      23.6056      47.0881      23.0735      668.4334     -99999.0000  0.0162       106.2147     0.2649       
4098.3750    48.8932      23.9347      47.3639      22.2840      720.5942     -99999.0000  0.0000       106.2126     0.2669       
4098.5000    47.2189      23.9080      50.6332      22.5886      772.5416     -99999.0000  0.0000       106.2112     0.2902       
4098.6250    46.2517      24.6692      47.7124      23.3766      734.5536     -99999.0000  0.0000       106.2091     0.2694       
4098.7500    46.2821      25.3033      44.5889      22.4981      551.9291     -99999.0000  0.0000       106.1753     0.2471       
4098.8750    50.7580      25.2765      46.0570      21.7214      416.9293     -99999.0000  0.0160       106.1739     0.2575       
4099.0000    54.3332      25.0527      45.2672      20.9065      361.4551     -99999.0000  0.0470       106.1719     0.2519       
4099.1250    57.7243      24.6763      43.1077      20.1044      305.1125     -99999.0000  0.0745       106.1698     0.2365       
4099.2500    58.8975      24.3763      40.2633      19.2640      254.3423     -99999.0000  0.0836       106.1367     0.2162       
4099.3750    57.9013      24.5337      43.1267      18.5001      226.3450     -99999.0000  0.0759       106.1029     0.2366       
4099.5000    58.6580      24.7613      41.8550      17.8761      208.5919     -99999.0000  0.0818       106.0687     0.2275       
4099.6250    60.0830      24.5628      46.0884      17.4174      226.2667     -99999.0000  0.0927       106.0675     0.2578       
4099.7500    60.3264      24.2501      45.9834      17.9255      239.0790     -99999.0000  0.0945       106.0650     0.2570       
4099.8750    57.6933      24.4711      42.5808      18.1283      250.0204     -99999.0000  0.0742       106.0638     0.2327       
4100.0000    54.2177      24.2537      45.1399      17.9494      259.1564     -99999.0000  0.0460       106.0621     0.2510       
4100.1250    52.3207      24.8878      41.9400      17.0074      266.2541     -99999.0000  0.0298       106.0918     0.2281       
4100.2500    54.6852      26.0113      39.7043      16.8922      269.2349     -99999.0000  0.0499       106.1220     0.2122       
4100.3750    58.2894      26.3213      38.7371      17.2604      259.8531     -99999.0000  0.0789       106.1835     0.2053       
4100.5000    60.7604      26.9173      38.4039      17.2215      240.9417     -99999.0000  0.0978       106.2136     0.2029       
4100.6250    62.2435      26.0325      42.3582      16.8646      215.5736     -99999.0000  0.1087       106.3070     0.2311       
4100.7500    59.2037      24.8809      40.2494      16.2787      190.5577     -99999.0000  0.0860       106.4008     0.2161       
4100.8750    55.8442      24.9812      35.9331      15.6164      168.6518     -99999.0000  0.0594       106.5573     0.1852       
4101.0000    51.9618      25.0560      37.9342      15.0051      152.6994     -99999.0000  0.0267       106.6195     0.1995       
4101.1250    51.4498      24.9720      37.0937      14.3557      145.0078     -99999.0000  0.0222       106.6498     0.1935       
4101.2500    56.0031      25.7587      38.4097      14.9274      145.2682     -99999.0000  0.0607       106.7429     0.2029       
4101.3750    56.8664      25.7446      38.9392      15.5754      148.8327     -99999.0000  0.0677       106.8050     0.2067       
4101.5000    58.5819      25.7942      40.0268      15.9945      153.8492     -99999.0000  0.0812       106.8984     0.2145       
4101.6250    61.9729      26.3774      38.8565      16.3118      161.9603     -99999.0000  0.1068       106.9922     0.2061       
4101.7500    64.9669      26.7701      41.9738      16.5146      173.4776     -99999.0000  0.1282       107.0860     0.2284       
4101.8750    66.2273      26.2921      37.2770      16.5139      192.6065     -99999.0000  0.1369       107.2429     0.1948       
4102.0000    63.9139      25.2164      40.1913      16.6149      209.0984     -99999.0000  0.1208       107.3680     0.2157       
4102.1250    59.7603      25.0808      40.4162      16.7923      232.8741     -99999.0000  0.0902       107.4618     0.2173       
4102.2500    56.5268      25.4046      41.3516      16.4609      285.1824     -99999.0000  0.0649       107.4919     0.2239       
4102.3750    54.9495      26.0450      44.3926      16.3965      349.2730     -99999.0000  0.0521       107.5537     0.2457       
4102.5000    54.3892      24.7472      47.1298      17.3117      408.9470     -99999.0000  0.0474       107.5836     0.2652       
4102.6250    53.7803      24.1485      49.7393      17.9598      449.7136     -99999.0000  0.0423       107.6129     0.2839       
4102.7500    52.7161      25.2465      47.8844      17.4501      486.4165     -99999.0000  0.0332       107.6754     0.2706       
4102.8750    51.3422      25.3786      46.1814      16.5971      536.3311     -99999.0000  0.0212       107.7055     0.2584       
4103.0000    50.6946      24.1697      46.0766      16.6600      598.1669     -99999.0000  0.0155       107.7987     0.2577       
4103.1250    51.5191      23.3676      44.1958      17.2063      711.8833     -99999.0000  0.0228       107.8924     0.2443       
4103.2500    53.0119      23.7793      43.1523      18.0452      925.5891     -99999.0000  0.0358       107.9856     0.2368       
4103.3750    53.3715      24.2927      44.8997      18.7314      1360.6105    -99999.0000  0.0388       108.0480     0.2493       
4103.5000    51.5618      24.1960      47.3829      19.3794      2070.3220    -99999.0000  0.0232       108.1733     0.2670       
4103.6250    50.1492      24.3788      42.8382      19.8748      3024.2075    -99999.0000  0.0105       108.2667     0.2346       
4103.7500    50.1505      25.1211      45.0421      20.3575      2346.5422    -99999.0000  0.0105       108.3603     0.2503       
4103.8750    49.9194      25.9904      47.5761      20.7384      1512.8594    -99999.0000  0.0084       108.4539     0.2684       
4104.0000    49.2911      25.5251      45.9745      20.2797      935.4871     -99999.0000  0.0027       108.5475     0.2570       
4104.1250    48.7694      25.8859      43.5100      19.4648      545.8004     -99999.0000  0.0000       108.7044     0.2394       
4104.2500    49.7393      24.8805      44.2172      18.3065      386.7504     -99999.0000  0.0068       108.8616     0.2444       
4104.3750    50.8542      23.6716      44.7976      18.7129      306.1485     -99999.0000  0.0169       108.9872     0.2486       
4104.5000    52.2501      23.9117      45.3017      19.5898      282.6595     -99999.0000  0.0292       109.1445     0.2522       
4104.6250    52.1159      23.6562      42.8627      20.3015      321.1918     -99999.0000  0.0280       109.3335     0.2347       
4104.7500    50.7032      23.2353      38.8762      20.3899      395.3386     -99999.0000  0.0155       109.5543     0.2063       
4104.8750    49.5714      23.4564      39.1773      20.6435      655.4247     -99999.0000  0.0053       109.7115     0.2084       
4105.0000    48.9723      23.6581      32.5773      20.8464      1169.7418    -99999.0000  0.0000       109.9322     0.1613       
4105.1250    49.3416      25.3401      32.7517      20.7820      2375.2937    -99999.0000  0.0032       110.1213     0.1625       
4105.2500    49.4107      25.0029      33.9407      20.6923      3242.3838    -99999.0000  0.0038       110.2466     0.1710       
4105.3750    48.6760      23.8958      33.4809      20.7042      3118.2231    -99999.0000  0.0000       110.4356     0.1677       
4105.5000    48.9388      23.2398      35.4817      20.8689      2362.2778    -99999.0000  0.0000       110.5928     0.1820       
4105.6250    49.4631      23.2384      32.8652      20.9827      1962.5093    -99999.0000  0.0043       110.7499     0.1633       
4105.7500    49.8227      23.3642      35.7799      20.9310      1349.4619    -99999.0000  0.0076       110.8752     0.1841       
4105.8750    49.7079      22.9815      38.4912      20.7777      1107.1722    -99999.0000  0.0065       111.0004     0.2035       
4106.0000    49.7478      22.7640      37.6255      20.3953      994.1542     -99999.0000  0.0069       111.0942     0.1973       
4106.1250    50.1560      22.8706      33.2323      20.4455      960.4681     -99999.0000  0.0106       111.2193     0.1659       
4106.2500    50.3220      23.1490      32.3922      21.0299      1025.0116    -99999.0000  0.0121       111.3760     0.1599       
4106.3750    49.5484      23.1921      32.8454      21.3854      1135.0000    -99999.0000  0.0051       111.4067     0.1632       
4106.5000    48.6199      22.7331      33.7812      21.5373      1079.4106    -99999.0000  0.0000       111.5321     0.1699       
4106.6250    47.9822      22.9033      36.2390      21.1931      934.9155     -99999.0000  0.0000       111.5617     0.1874       
4106.7500    48.5743      23.1433      34.6119      20.8235      829.5942     -99999.0000  0.0000       111.6234     0.1758       
4106.8750    49.1275      23.4086      38.1100      20.8227      776.0854     -99999.0000  0.0012       111.6538     0.2008       
4107.0000    49.6712      23.5851      36.2292      20.7203      804.5349     -99999.0000  0.0062       111.7150     0.1874       
4107.1250    49.4014      23.5715      35.7184      21.2411      827.2859     -99999.0000  0.0037       111.7455     0.1837       
4107.2500    48.9668      23.4175      38.1255      21.2913      819.5405     -99999.0000  0.0000       111.7434     0.2009       
4107.3750    48.6388      23.1937      40.9892      21.5831      799.4576     -99999.0000  0.0000       111.8046     0.2214       
4107.5000    49.0275      23.0397      40.6563      21.3280      782.0200     -99999.0000  0.0003       111.8352     0.2190       
4107.6250    49.5614      23.1210      41.3125      20.9965      950.6899     -99999.0000  0.0052       111.8650     0.2237       
4107.7500    49.6402      23.4310      38.5946      21.3774      1227.9211    -99999.0000  0.0059       111.8951     0.2042       
4107.8750    49.2833      23.6903      40.1645      21.6565      1866.5046    -99999.0000  0.0026       111.9251     0.2155       
4108.0000    49.0230      23.9240      38.1566      21.7322      4471.6641    -99999.0000  0.0002       111.9235     0.2011       
4108.1250    49.2568      23.9227      37.3161      21.8332      6711.1216    -99999.0000  0.0024       111.9533     0.1951       
4108.2500    50.1781      23.5400      33.2783      22.0105      7858.1396    -99999.0000  0.0108       111.9833     0.1663       
4108.3750    51.6030      23.0937      33.3511      22.1625      7964.4409    -99999.0000  0.0235       112.0453     0.1668       
4108.5000    52.5825      23.1876      34.1091      22.3396      8019.8940    -99999.0000  0.0321       112.1068     0.1722       
4108.6250    51.6444      23.3706      36.6433      22.4152      8106.1387    -99999.0000  0.0239       112.2003     0.1903       
4108.7500    49.6507      23.3883      32.5040      22.4653      8277.9033    -99999.0000  0.0060       112.2303     0.1607       
4108.8750    48.4705      23.3106      32.7290      22.5283      6023.2061    -99999.0000  0.0000       112.3239     0.1623       
4109.0000    48.0652      23.2202      30.7718      22.5658      4106.9219    -99999.0000  0.0000       112.4175     0.1484       
4109.1250    48.2601      23.0790      32.8238      22.5524      3263.0818    -99999.0000  0.0000       112.4794     0.1630       
4109.2500    48.6877      22.9123      31.5262      22.4245      2826.6135    -99999.0000  0.0000       112.6041     0.1538       
4109.3750    49.0956      22.7903      32.7159      22.2585      2643.1152    -99999.0000  0.0009       112.6664     0.1623       
4109.5000    49.4552      22.6870      34.3111      22.2322      2529.7192    -99999.0000  0.0042       112.7280     0.1737       
4109.6250    49.5341      22.6027      35.8811      22.2823      2368.0957    -99999.0000  0.0049       112.7583     0.1849       
4109.7500    49.4192      22.5763      39.3794      22.3452      2251.1846    -99999.0000  0.0039       112.8195     0.2099       
4109.8750    49.2657      22.5558      47.0395      22.4716      2211.3347    -99999.0000  0.0025       112.8817     0.2646       
4110.0000    49.0926      22.5544      45.2346      22.5855      2172.3271    -99999.0000  0.0009       112.9119     0.2517       
4110.1250    48.9194      22.5658      45.5357      22.7120      2097.3767    -99999.0000  0.0000       113.0053     0.2538       
4110.2500    48.7077      22.6154      47.1312      22.8258      1970.2927    -99999.0000  0.0000       113.0353     0.2652       
