WELLNAME = well118
STDEP  =  3000.0000    
ENDEP  =  4458.8371    
LEVEL  =  0.1250       
CURNAMES  AC, CAL, CNC, CNL, DEN, GR, RT, SP

#DEPTH       AC           CAL          CNC          CNL          DEN          GR           RT           SP           
3410.2500    55.0914      25.9980      0.0404       4.0417       2.8127       41.8078      28.6565      106.2777     
3410.3750    53.2782      25.9980      0.0569       5.6950       2.8299       44.4233      42.8849      106.2777     
3410.5000    52.3956      25.9980      0.0835       8.3498       2.8479       49.3242      60.4425      106.2776     
3410.6250    53.0949      25.9725      0.1284       12.8437      2.8582       53.0317      63.4466      106.2776     
3410.7500    55.3218      25.9725      0.1571       15.7123      2.8624       56.3836      38.2107      106.2775     
3410.8750    58.3664      25.9724      0.1687       16.8685      2.8553       58.6690      19.2791      106.2775     
3411.0000    62.0301      25.9215      0.1743       17.4310      2.8320       60.5988      14.1137      106.2775     
3411.1250    66.6967      25.9215      0.1799       17.9923      2.8151       55.9264      11.4177      106.2774     
3411.2500    67.7957      25.8961      0.1807       18.0690      2.8074       54.3265      9.8854       106.2774     
3411.3750    68.0212      25.8706      0.1780       17.8022      2.7946       52.3203      9.0872       106.3091     
3411.5000    68.8734      25.8451      0.1715       17.1532      2.7846       49.8825      8.6031       106.3091     
3411.6250    69.0868      25.8451      0.1600       16.0006      2.7808       48.2065      8.3193       106.3408     
3411.7500    68.9098      25.8197      0.1492       14.9210      2.7753       47.0637      8.1101       106.3407     
3411.8750    68.6743      25.7942      0.1425       14.2473      2.7663       45.7432      8.1463       106.3724     
3412.0000    68.1930      25.7687      0.1300       12.9966      2.7542       44.5243      8.6247       106.4041     
3412.1250    67.3194      25.7687      0.1169       11.6938      2.7471       43.5085      10.4021      106.4041     
3412.2500    65.6117      25.7178      0.1070       10.7042      2.7475       41.9848      12.2404      106.4358     
3412.3750    62.7566      25.6924      0.0934       9.3355       2.7484       44.8034      14.4037      106.4675     
3412.5000    59.7540      25.6669      0.0892       8.9224       2.7554       46.4286      19.5760      106.4992     
3412.6250    57.2220      25.6669      0.1054       10.5395      2.7758       48.1553      25.8376      106.4992     
3412.7500    55.9437      25.6414      0.1276       12.7597      2.7976       49.9074      30.5223      106.5309     
3412.8750    56.6357      25.6160      0.1374       13.7373      2.8148       50.7200      29.8822      106.5308     
3413.0000    58.2247      25.5905      0.1391       13.9104      2.8206       51.8373      23.6299      106.5308     
3413.1250    59.3850      25.5905      0.1364       13.6376      2.8139       51.8626      19.4544      106.5308     
3413.2500    60.1022      25.5651      0.1316       13.1600      2.8040       51.1008      18.0233      106.5307     
3413.3750    60.6814      25.5142      0.1306       13.0580      2.7887       50.4659      17.2876      106.5624     
3413.5000    60.5980      25.4887      0.1253       12.5303      2.7780       49.8310      17.2557      106.5624     
3413.6250    60.4189      25.4633      0.1187       11.8698      2.7652       51.1768      16.5013      106.5623     
3413.7500    60.9535      25.4379      0.1142       11.4150      2.7516       52.9035      15.0063      106.5941     
3413.8750    62.3025      25.3870      0.1096       10.9604      2.7491       53.9700      12.3710      106.5940     
3414.0000    63.9508      25.3870      0.1005       10.0528      2.7478       55.2142      10.1644      106.5940     
3414.1250    65.4537      25.3615      0.0895       8.9491       2.7403       44.1934      8.5196       106.5939     
3414.2500    66.7697      25.3107      0.0806       8.0619       2.7296       40.3335      7.6341       106.6256     
3414.3750    67.5901      25.3106      0.0704       7.0432       2.7284       36.6260      8.0500       106.6256     
3414.5000    66.7856      25.2852      0.0583       5.8342       2.7357       32.1059      9.3234       106.6256     
3414.6250    64.5092      25.2343      0.0427       4.2706       2.7446       27.1541      11.7541      106.6572     
3414.7500    61.4543      25.2343      0.0296       2.9564       2.7526       24.1322      17.5655      106.6890     
3414.8750    58.2058      25.2088      0.0217       2.1706       2.7576       21.9737      23.8658      106.7524     
3415.0000    54.9876      25.1834      0.0194       1.9442       2.7638       20.1961      33.0266      106.7524     
3415.1250    52.4434      25.1325      0.0258       2.5783       2.8078       21.2626      58.9163      106.8475     
3415.2500    51.2863      25.1325      0.0372       3.7201       2.8517       21.7958      87.1040      106.8792     
3415.3750    51.0252      25.1324      0.0445       4.4510       2.8850       21.8974      100.9973     106.9109     
3415.5000    50.9467      25.1070      0.0498       4.9789       2.9089       21.7958      103.6326     106.9427     
3415.6250    51.0122      25.0815      0.0542       5.4198       2.9169       21.7703      100.3587     106.9744     
3415.7500    51.3130      25.0815      0.0546       5.4622       2.9159       29.2360      79.4650      107.0378     
3415.8750    51.7055      25.0560      0.0525       5.2501       2.9103       32.9434      64.1824      107.1012     
3416.0000    52.1937      25.0306      0.0521       5.2118       2.9039       35.7620      58.3166      107.1647     
3416.1250    52.7909      25.0305      0.0555       5.5525       2.8995       37.8443      53.0063      107.2281     
3416.2500    53.2278      25.0305      0.0586       5.8622       2.8963       39.9265      51.1488      107.2599     
3416.3750    53.1598      25.0304      0.0590       5.8971       2.8916       41.5263      53.3909      107.3867     
3416.5000    53.1320      25.0304      0.0617       6.1669       2.8838       43.3291      53.9023      107.3867     
3416.6250    53.0508      25.0303      0.0709       7.0892       2.8718       44.9035      53.2327      107.4184     
3416.7500    52.9105      25.0303      0.0919       9.1916       2.8538       45.7668      52.7061      107.4819     
3416.8750    53.1650      25.0302      0.1118       11.1802      2.8395       46.9349      49.5766      107.5770     
3417.0000    53.9687      25.0555      0.1255       12.5479      2.8334       48.1029      41.3185      107.5770     
3417.1250    55.4166      25.0809      0.1380       13.8047      2.8224       48.8139      34.2600      107.6722     
3417.2500    57.3332      25.1316      0.1481       14.8096      2.8046       49.7280      24.0603      107.7356     
3417.3750    59.0422      25.1824      0.1457       14.5678      2.7800       50.6929      16.6924      107.7356     
3417.5000    59.8704      25.2839      0.1376       13.7615      2.7537       51.5563      14.7753      107.7991     
3417.6250    60.0735      25.3346      0.1311       13.1115      2.7263       51.0230      14.0861      107.8942     
3417.7500    60.0574      25.4361      0.1284       12.8350      2.7108       48.6359      14.5182      107.9577     
3417.8750    59.5537      25.5884      0.1258       12.5783      2.7104       46.8329      15.5997      108.0211     
3418.0000    59.0048      25.6900      0.1188       11.8828      2.7149       45.8172      17.6913      108.0846     
3418.1250    58.8482      25.8930      0.1184       11.8414      2.7163       46.1980      20.4614      108.1480     
3418.2500    58.5654      26.2485      0.1204       12.0406      2.7132       47.8231      24.0028      108.2749     
3418.3750    57.8591      26.4770      0.1194       11.9438      2.7106       48.5341      26.8445      108.3067     
3418.5000    57.6072      26.7055      0.1227       12.2745      2.7083       49.6006      28.5060      108.4018     
3418.6250    57.9992      27.0101      0.1308       13.0805      2.7079       50.6925      28.4410      108.4335     
3418.7500    58.7364      27.3148      0.1435       14.3517      2.7074       51.5050      25.7714      108.5287     
3418.8750    59.3184      27.4163      0.1566       15.6618      2.7020       52.6477      22.4608      108.5604     
3419.0000    59.8983      27.0354      0.1625       16.2511      2.7052       52.8508      18.9373      108.6239     
3419.1250    61.5415      26.7306      0.1584       15.8360      2.7196       50.7431      15.3815      108.6873     
3419.2500    63.4434      26.3496      0.1494       14.9353      2.7228       48.8639      12.8400      108.7825     
3419.3750    65.3723      26.1972      0.1374       13.7411      2.7172       46.9340      10.7726      108.8777     
3419.5000    67.6317      25.9686      0.1279       12.7942      2.7148       43.3789      8.8309       108.8777     
3419.6250    69.6598      25.7400      0.1166       11.6642      2.7147       41.3220      7.4787       108.9728     
3419.7500    71.2320      25.5368      0.1056       10.5617      2.7134       38.0462      6.5381       109.0046     
3419.8750    72.4585      25.4098      0.0929       9.2875       2.7104       34.7196      6.3056       109.0680     
3420.0000    73.3247      25.2066      0.0774       7.7438       2.7030       31.4438      6.8721       109.1632     
3420.1250    70.3202      25.0542      0.0650       6.5006       2.6939       26.0096      8.1405       109.2901     
3420.2500    65.4775      24.9272      0.0499       4.9903       2.6859       22.6576      10.3967      109.3218     
3420.3750    61.4032      24.8255      0.0350       3.4990       2.6953       20.1690      15.4496      109.5122     
3420.5000    57.5628      24.7493      0.0297       2.9720       2.7099       18.2645      26.8115      109.5757     
3420.6250    52.7396      24.6731      0.0296       2.9621       2.7180       17.4265      50.4673      109.7026     
3420.7500    49.9331      24.6222      0.0277       2.7737       2.7215       17.8581      90.8486      109.8295     
3420.8750    49.6382      24.5714      0.0262       2.6174       2.7240       18.3152      118.8921     109.9882     
3421.0000    49.8004      24.5713      0.0274       2.7414       2.7287       17.5533      120.6975     110.0834     
3421.1250    49.8758      24.5205      0.0284       2.8402       2.7341       16.8930      122.2671     110.4007     
3421.2500    49.8131      24.5204      0.0272       2.7208       2.7371       16.2582      134.0013     110.4007     
3421.3750    49.6579      24.4950      0.0271       2.7112       2.7386       15.5217      147.6871     110.4959     
3421.5000    49.5056      24.4695      0.0260       2.6021       2.7359       15.1662      158.3680     110.6546     
3421.6250    49.3480      24.4695      0.0278       2.7841       2.7287       14.6075      168.0696     110.7815     
3421.7500    49.2029      24.4694      0.0311       3.1130       2.7273       15.4708      178.6954     111.0354     
3421.8750    49.1067      24.4693      0.0314       3.1400       2.7336       16.3595      185.6136     111.1623     
3422.0000    49.0240      24.4693      0.0316       3.1560       2.7408       16.6134      184.3214     111.3210     
3422.1250    48.9541      24.4692      0.0341       3.4061       2.7434       17.1467      178.6349     111.4479     
3422.2500    49.0449      24.4692      0.0363       3.6280       2.7456       17.7306      167.7447     111.7018     
3422.3750    49.2927      24.4691      0.0367       3.6666       2.7425       18.0100      147.6128     111.7018     
3422.5000    49.6968      24.4691      0.0360       3.5998       2.7344       18.3908      130.2311     111.7969     
3422.6250    50.2458      24.4690      0.0337       3.3728       2.7290       17.6797      113.5273     111.9239     
3422.7500    50.7624      24.4943      0.0330       3.3005       2.7300       17.4766      97.7110      112.1143     
3422.8750    50.8854      24.5197      0.0313       3.1297       2.7340       17.1464      90.6163      112.2729     
3423.0000    50.6029      24.5450      0.0272       2.7166       2.7282       16.5877      90.1140      112.2729     
3423.1250    50.2156      24.5703      0.0240       2.3968       2.7218       16.2068      93.0812      112.4316     
3423.2500    49.8796      24.5703      0.0220       2.2040       2.7262       15.8512      100.5574     112.6220     
3423.3750    49.6161      24.5703      0.0207       2.0722       2.7356       15.5211      116.3302     112.6854     
3423.5000    49.4292      24.5702      0.0195       1.9518       2.7433       15.0640      133.9714     112.7489     
3423.6250    49.2784      24.5956      0.0193       1.9270       2.7444       14.8608      146.0444     112.9710     
3423.7500    49.1054      24.5955      0.0202       2.0231       2.7445       15.5210      155.5049     113.0662     
3423.8750    48.8957      24.5954      0.0216       2.1630       2.7423       16.3843      178.9658     113.1297     
3424.0000    48.7389      24.5954      0.0234       2.3392       2.7382       16.8921      207.6912     113.4152     
3424.1250    48.6154      24.5954      0.0265       2.6456       2.7285       17.6793      227.0595     113.4152     
3424.2500    48.5944      24.5699      0.0305       3.0464       2.7181       18.2379      229.7030     113.5739     
3424.3750    48.8102      24.5698      0.0333       3.3348       2.7131       18.4664      216.3551     113.8278     
3424.5000    49.0351      24.5444      0.0345       3.4472       2.7070       17.8315      206.7814     113.8278     
3424.6250    49.2025      24.5443      0.0357       3.5695       2.7028       17.3998      205.1326     114.0182     
3424.7500    49.3802      24.5189      0.0382       3.8152       2.7027       18.5171      201.0864     114.1133     
3424.8750    49.5582      24.4934      0.0417       4.1718       2.7038       19.5581      187.9749     114.2085     
3425.0000    49.8098      24.4680      0.0445       4.4542       2.7112       20.2691      176.3379     114.4306     
3425.1250    50.1415      24.4679      0.0473       4.7308       2.7220       20.9039      171.9191     114.4306     
3425.2500    50.4615      24.4679      0.0472       4.7225       2.7287       21.6656      152.4507     114.5258     
3425.3750    50.8840      24.4678      0.0438       4.3769       2.7278       21.7164      124.5396     114.7162     
3425.5000    51.4169      24.4678      0.0407       4.0700       2.7191       20.9292      109.0248     114.8749     
3425.6250    51.7992      24.4677      0.0378       3.7820       2.7122       20.1673      103.4216     114.8749     
3425.7500    51.4569      24.4677      0.0332       3.3209       2.7126       19.5579      102.4130     115.0018     
3425.8750    50.8180      24.4676      0.0265       2.6538       2.7122       18.9992      105.3880     115.0970     
3426.0000    50.3115      24.4929      0.0214       2.1422       2.7172       18.1865      115.5942     115.2239     
3426.1250    49.8440      24.5183      0.0178       1.7839       2.7285       17.6279      137.3806     115.2873     
3426.2500    49.4810      24.5690      0.0162       1.6199       2.7367       17.1454      166.7619     115.3508     
3426.3750    49.2429      24.5944      0.0166       1.6580       2.7442       16.5613      199.3687     115.5729     
3426.5000    48.8937      24.6197      0.0177       1.7662       2.7524       16.0534      233.5016     115.5729     
3426.6250    48.5485      24.6958      0.0198       1.9815       2.7587       17.5261      255.0339     115.6681     
3426.7500    48.3119      24.7211      0.0212       2.1228       2.7610       17.8054      277.4666     115.7315     
3426.8750    48.1440      24.7465      0.0233       2.3304       2.7557       18.3894      297.5287     115.8267     
3427.0000    48.1289      24.7718      0.0265       2.6452       2.7484       18.8211      300.3979     115.8584     
3427.1250    48.2419      24.8479      0.0293       2.9261       2.7446       17.7291      288.5770     115.9218     
3427.2500    48.4508      24.8479      0.0289       2.8875       2.7414       17.4498      263.2932     115.9853     
3427.3750    48.8717      24.8986      0.0293       2.9325       2.7343       16.8403      220.0664     116.0487     
3427.5000    49.4360      24.9240      0.0280       2.7956       2.7298       16.2308      189.0611     116.0804     
3427.6250    50.1861      24.9747      0.0238       2.3826       2.7300       15.6213      170.2817     116.1439     
3427.7500    50.8565      25.0254      0.0222       2.2197       2.7340       14.6309      153.9204     116.1755     
3427.8750    50.7632      25.0254      0.0203       2.0297       2.7338       14.3262      149.6142     116.2707     
3428.0000    50.2495      25.0761      0.0171       1.7111       2.7389       13.6659      159.5952     116.2707     
3428.1250    49.8308      25.1268      0.0146       1.4629       2.7475       12.8025      182.0270     116.3659     
3428.2500    49.3995      25.1268      0.0136       1.3648       2.7490       12.5232      219.8509     116.3976     
3428.3750    48.9257      25.1267      0.0131       1.3148       2.7435       11.9899      265.9469     116.5245     
3428.5000    48.8048      25.1267      0.0134       1.3431       2.7371       11.5074      319.6260     116.5879     
3428.6250    48.9181      25.1266      0.0143       1.4337       2.7354       11.0757      343.2614     116.6197     
3428.7500    48.9092      25.1266      0.0141       1.4110       2.7346       10.4916      330.1210     116.7783     
3428.8750    48.8743      25.1265      0.0131       1.3118       2.7352       9.9837       321.1644     116.7783     
3429.0000    48.8743      25.1265      0.0133       1.3273       2.7410       10.9486      331.9782     116.8735     
3429.1250    48.7872      25.1010      0.0151       1.5060       2.7456       11.3294      346.7530     116.9687     
3429.2500    48.7173      25.1009      0.0161       1.6109       2.7469       11.9896      347.1828     117.1273     
3429.3750    48.7173      25.0755      0.0161       1.6105       2.7408       12.5482      349.1767     117.1273     
3429.5000    48.8041      25.0754      0.0165       1.6525       2.7283       12.7513      351.6778     117.1907     
3429.6250    49.0045      25.0246      0.0169       1.6877       2.7148       13.1068      333.0738     117.3176     
3429.7500    49.0666      25.0246      0.0165       1.6474       2.7141       12.1672      315.5432     117.4128     
3429.8750    49.0747      25.0245      0.0148       1.4783       2.7240       11.5324      313.3499     117.4445     
3430.0000    48.9801      25.0245      0.0137       1.3677       2.7283       10.6690      330.6692     117.4762     
3430.1250    48.7879      25.0244      0.0133       1.3263       2.7293       10.0087      357.6990     117.5714     
3430.2500    48.7173      25.0244      0.0127       1.2671       2.7368       10.6181      363.0754     117.5714     
3430.3750    48.8467      25.0243      0.0135       1.3509       2.7480       11.9131      347.8192     117.6031     
3430.5000    48.8236      25.0496      0.0141       1.4100       2.7511       12.3955      337.6518     117.6348     
3430.6250    48.8465      25.0496      0.0138       1.3757       2.7464       13.2588      347.1751     117.6664     
3430.7500    48.9959      25.1003      0.0133       1.3310       2.7440       14.0460      359.2278     117.6664     
3430.8750    49.0744      25.1256      0.0125       1.2536       2.7489       14.6554      383.8875     117.6664     
3431.0000    49.0241      25.1256      0.0117       1.1725       2.7556       14.9855      410.3157     117.6981     
3431.1250    48.9529      25.1763      0.0107       1.0658       2.7517       13.2079      408.4605     117.7298     
3431.2500    48.8672      25.2017      0.0108       1.0764       2.7371       12.8778      410.7559     117.7297     
3431.3750    48.7530      25.3031      0.0118       1.1760       2.7233       12.3953      429.8603     117.7297     
3431.5000    48.7173      25.3031      0.0124       1.2424       2.7123       11.6588      448.0395     117.7614     
3431.6250    48.7173      25.3539      0.0130       1.2966       2.7003       11.2779      458.4285     117.7931     
3431.7500    48.8027      25.4046      0.0136       1.3553       2.6902       11.1509      447.9390     117.7931     
3431.8750    49.0449      25.4807      0.0149       1.4936       2.6829       10.7953      437.1703     117.7930     
3432.0000    49.3163      25.5060      0.0166       1.6625       2.6787       10.6430      417.6266     117.8247     
3432.1250    49.7221      25.5568      0.0176       1.7606       2.6809       10.3382      370.2497     117.8247     
3432.2500    50.2715      25.6329      0.0182       1.8174       2.6868       9.9065       345.9812     117.8564     
3432.3750    50.7360      25.6329      0.0184       1.8424       2.6903       9.8049       345.9322     117.8881     
3432.5000    51.0011      25.6836      0.0184       1.8421       2.6876       10.7444      346.0161     117.9198     
3432.6250    50.9885      25.6835      0.0177       1.7737       2.6830       12.8265      363.8229     117.9832     
3432.7500    50.7891      25.7088      0.0165       1.6533       2.6777       13.2074      371.9519     118.0149     
3432.8750    50.3844      25.7342      0.0161       1.6107       2.6751       13.9438      376.1087     118.0466     
3433.0000    49.9618      25.7595      0.0167       1.6729       2.6796       12.4709      388.6589     118.0783     
3433.1250    49.7745      25.7594      0.0180       1.7979       2.6813       11.4298      393.6541     118.1100     
3433.2500    49.7804      25.7848      0.0195       1.9458       2.6828       12.7502      390.1900     118.1734     
3433.3750    50.0275      25.7594      0.0209       2.0941       2.6882       13.8420      384.8002     118.2369     
3433.5000    50.4621      25.7593      0.0222       2.2226       2.6931       13.6389      375.7412     118.2686     
3433.6250    50.9331      25.7593      0.0224       2.2428       2.6987       13.0040      353.8325     118.3003     
3433.7500    51.3200      25.7338      0.0211       2.1095       2.7020       13.3849      336.4444     118.3954     
3433.8750    51.5500      25.7084      0.0191       1.9138       2.7074       14.2736      319.1162     118.3954     
3434.0000    51.5811      25.6829      0.0172       1.7221       2.7200       14.0704      304.4118     118.4271     
3434.1250    51.5445      25.6829      0.0155       1.5492       2.7332       13.3847      303.1077     118.4905     
3434.2500    51.4608      25.6574      0.0148       1.4753       2.7384       12.9784      309.8383     118.5857     
3434.3750    51.3874      25.6319      0.0147       1.4750       2.7363       12.3435      315.6777     118.5857     
3434.5000    51.1785      25.6065      0.0153       1.5345       2.7350       12.0642      318.9966     118.6174     
3434.6250    50.9530      25.5811      0.0168       1.6817       2.7355       12.7244      321.5677     118.6491     
3434.7500    50.9579      25.5556      0.0185       1.8501       2.7328       13.4607      323.0196     118.7760     
3434.8750    51.1198      25.5047      0.0200       2.0039       2.7280       13.2068      324.2703     118.7760     
3435.0000    51.2720      25.4793      0.0193       1.9288       2.7235       12.4449      328.5313     118.8077     
3435.1250    51.3089      25.4539      0.0170       1.6953       2.7153       11.5054      338.0473     118.8394     
3435.2500    51.3504      25.4030      0.0160       1.5970       2.7051       10.8197      347.6410     118.9028     
3435.3750    51.3044      25.4030      0.0153       1.5346       2.7019       10.5658      356.6238     118.9028     
3435.5000    51.1889      25.4029      0.0148       1.4768       2.7109       12.1654      372.1979     118.9662     
3435.6250    51.0276      25.3775      0.0153       1.5269       2.7181       12.4701      392.9070     118.9662     
3435.7500    50.8749      25.3774      0.0169       1.6866       2.7167       12.0384      404.6486     118.9661     
3435.8750    50.7550      25.3520      0.0176       1.7562       2.7121       10.8449      414.4144     118.9979     
3436.0000    50.6393      25.3265      0.0159       1.5932       2.7073       9.9053       428.0477     119.0613     
3436.1250    50.5608      25.3265      0.0147       1.4697       2.7031       9.1689       433.9674     119.0930     
3436.2500    50.4823      25.3264      0.0147       1.4728       2.7020       8.4579       434.1074     119.0929     
3436.3750    50.4038      25.3009      0.0158       1.5795       2.7072       9.9306       429.2689     119.0929     
3436.5000    50.4076      25.3009      0.0178       1.7774       2.7094       10.4638      423.3120     119.0928     
3436.6250    50.4039      25.3008      0.0191       1.9126       2.7038       10.9970      432.7987     119.1245     
3436.7500    50.3665      25.3008      0.0195       1.9497       2.6960       12.1143      450.7758     119.1245     
3436.8750    50.3255      25.3007      0.0195       1.9494       2.6876       12.4951      471.1736     119.1245     
3437.0000    50.2880      25.3007      0.0199       1.9886       2.6824       11.7079      497.3993     119.1562     
3437.1250    50.4107      25.3006      0.0207       2.0691       2.6784       10.3621      507.7844     119.1879     
3437.2500    50.6053      25.3006      0.0215       2.1483       2.6761       9.6003       504.6798     119.1878     
3437.3750    50.8032      25.3005      0.0212       2.1237       2.6758       9.8034       497.1156     119.2195     
3437.5000    50.9570      25.3004      0.0199       1.9949       2.6772       10.9460      479.3694     119.2195     
3437.6250    50.9948      25.3004      0.0185       1.8496       2.6799       11.3268      464.5806     119.2512     
3437.7500    50.9133      25.3004      0.0173       1.7262       2.6781       12.0378      464.7320     119.2512     
3437.8750    50.7970      25.3003      0.0164       1.6389       2.6724       12.6726      464.5896     119.3145     
3438.0000    50.6372      25.3002      0.0161       1.6051       2.6721       13.2058      473.5295     119.3145     
3438.1250    50.4830      25.3002      0.0159       1.5939       2.6761       12.6979      482.8433     119.3463     
3438.2500    50.5261      25.3001      0.0153       1.5295       2.6823       11.9107      480.5671     119.3779     
3438.3750    50.6426      25.3255      0.0147       1.4718       2.6915       11.2758      467.6910     119.4414     
3438.5000    50.6806      25.3255      0.0148       1.4772       2.6964       10.5394      445.8279     119.4414     
3438.6250    50.5998      25.3508      0.0154       1.5380       2.6950       11.5043      421.9774     119.4413     
3438.7500    50.4832      25.3507      0.0160       1.6047       2.6890       11.9867      377.9187     119.4730     
3438.8750    50.3643      25.3761      0.0144       1.4435       2.6841       11.0979      337.0534     119.5364     
3439.0000    50.1267      25.4014      0.0117       1.1727       2.6881       10.0568      327.3566     119.5364     
3439.1250    50.0141      25.4013      0.0098       0.9787       2.6916       9.8028       339.2936     119.5681     
3439.2500    50.0926      25.4267      0.0093       0.9318       2.6905       8.9394       365.8328     119.5680     
3439.3750    50.1309      25.4520      0.0098       0.9780       2.6975       9.1933       390.6038     119.5998     
3439.5000    50.1710      25.4520      0.0101       1.0144       2.7094       9.8281       395.2863     119.6314     
3439.6250    50.2094      25.5027      0.0112       1.1151       2.7160       9.8281       391.9999     119.6632     
3439.7500    50.0892      25.5026      0.0110       1.1021       2.7186       8.6600       389.3236     119.6631     
3439.8750    49.9338      25.5026      0.0106       1.0636       2.7189       8.3298       382.7520     119.7265     
3440.0000    49.8153      25.5279      0.0094       0.9404       2.7157       9.6248       386.1932     119.7265     
3440.1250    49.6583      25.5532      0.0076       0.7581       2.7060       10.2088      414.5974     119.7582     
3440.2500    49.5014      25.5532      0.0069       0.6902       2.6984       10.4881      471.0582     119.7899     
3440.3750    49.2646      25.5785      0.0062       0.6209       2.7101       10.9705      537.7640     119.8533     
3440.5000    49.0303      25.5784      0.0056       0.5591       2.7341       10.4118      591.7792     119.8851     
3440.6250    48.7938      25.6037      0.0052       0.5170       2.7545       10.8181      639.2690     119.9167     
3440.7500    48.5195      25.6037      0.0050       0.5047       2.7640       11.5036      699.9779     119.9485     
3440.8750    48.4031      25.6545      0.0053       0.5335       2.7701       12.0876      764.5229     120.0119     
3441.0000    48.4031      25.6545      0.0059       0.5918       2.7713       12.3669      793.3021     120.0119     
3441.1250    48.4824      25.6798      0.0062       0.6247       2.7620       10.8941      757.9714     120.0753     
3441.2500    48.5602      25.6797      0.0068       0.6799       2.7504       10.5640      704.1431     120.1387     
3441.3750    48.5207      25.6796      0.0080       0.8014       2.7356       10.0307      711.7355     120.1387     
3441.5000    48.5212      25.6796      0.0091       0.9094       2.7189       9.6244       762.8087     120.2021     
3441.6250    48.5997      25.6796      0.0100       1.0036       2.7085       10.9193      763.6135     120.2655     
3441.7500    48.7176      25.6795      0.0113       1.1340       2.7075       11.5033      672.1387     120.2972     
3441.8750    48.9533      25.7048      0.0121       1.2064       2.7095       12.2650      587.6776     120.2972     
3442.0000    49.2279      25.7048      0.0117       1.1674       2.7103       12.4428      545.3516     120.3607     
3442.1250    49.4241      25.7047      0.0100       1.0048       2.7064       12.3412      505.0704     120.3924     
3442.2500    49.6596      25.7047      0.0088       0.8772       2.6966       11.7063      471.2626     120.4241     
3442.3750    49.9736      25.7046      0.0089       0.8934       2.6907       11.1730      442.6158     120.5192     
3442.5000    50.2875      25.7046      0.0096       0.9597       2.6905       10.7413      420.0570     120.5192     
3442.6250    50.5233      25.6791      0.0105       1.0454       2.6886       11.4015      400.2665     120.5191     
3442.7500    50.6021      25.6790      0.0110       1.1011       2.6864       12.1632      383.2063     120.5826     
3442.8750    50.6802      25.6789      0.0115       1.1547       2.6862       12.8234      364.2253     120.6460     
3443.0000    50.7982      25.6789      0.0133       1.3254       2.6897       13.5089      347.2497     120.6460     
3443.1250    50.9156      25.6789      0.0157       1.5737       2.7015       12.9757      331.2642     120.6777     
3443.2500    51.2283      25.6788      0.0171       1.7061       2.7155       12.4932      313.5371     120.7094     
3443.3750    51.8158      25.6788      0.0168       1.6776       2.7249       11.7060      294.9355     120.7411     
3443.5000    52.4834      25.6787      0.0158       1.5762       2.7348       11.3504      286.9251     120.7728     
3443.6250    52.7622      26.0787      0.0147       1.4738       2.7453       11.0306      304.3899     120.9538     
3443.7500    52.4125      26.0791      0.0134       1.3358       2.7436       11.8171      328.6701     121.0498     
3443.8750    51.7846      26.0794      0.0123       1.2314       2.7377       12.2991      355.2106     121.1136     
3444.0000    51.1179      26.0796      0.0119       1.1909       2.7395       12.9841      389.2482     121.1775     
3444.1250    50.4888      26.0798      0.0122       1.2171       2.7366       13.7198      409.9295     121.2096     
3444.2500    50.0165      26.0294      0.0137       1.3715       2.7333       14.2273      421.2901     121.2102     
3444.3750    49.7782      26.0296      0.0144       1.4359       2.7384       14.8362      439.0196     121.2106     
3444.5000    49.6997      26.0044      0.0136       1.3565       2.7489       15.3690      466.9300     121.1794     
3444.6250    49.5443      25.9794      0.0128       1.2834       2.7553       15.3187      491.1903     121.1797     
3444.7500    49.2320      25.9543      0.0124       1.2358       2.7577       14.3047      511.0061     121.1487     
3444.8750    48.8779      25.9040      0.0119       1.1888       2.7577       14.1783      552.3380     121.1492     
3445.0000    48.6022      25.9040      0.0126       1.2614       2.7573       15.2691      600.2599     121.1179     
3445.1250    48.5966      25.8789      0.0137       1.3730       2.7626       15.3961      617.0609     121.1187     
3445.2500    48.7555      25.8791      0.0137       1.3737       2.7612       14.4329      598.5714     121.1187     
3445.3750    48.7958      25.8287      0.0137       1.3744       2.7604       13.7232      572.9846     121.1194     
3445.5000    48.7958      25.8036      0.0138       1.3750       2.7678       14.4590      568.7426     121.1197     
3445.6250    48.7958      25.7533      0.0134       1.3367       2.7758       15.1947      573.4701     121.1201     
3445.7500    48.7577      25.7280      0.0125       1.2478       2.7757       15.6768      565.1194     121.1208     
3445.8750    48.6412      25.7030      0.0114       1.1403       2.7739       15.3728      563.6501     121.1211     
3446.0000    48.5982      25.6525      0.0105       1.0489       2.7789       14.7899      587.9931     121.1215     
3446.1250    48.6767      25.6021      0.0118       1.1832       2.7764       13.7254      606.9270     121.1219     
3446.2500    48.6793      25.6025      0.0143       1.4286       2.7716       13.3706      615.1429     121.1544     
3446.3750    48.6766      25.5773      0.0150       1.5004       2.7728       13.4470      632.2399     121.1548     
3446.5000    48.8308      25.5774      0.0149       1.4862       2.7743       14.6645      627.5653     121.1551     
3446.6250    48.9529      25.5271      0.0157       1.5695       2.7633       15.6031      599.9130     121.1555     
3446.7500    48.8773      25.5272      0.0165       1.6508       2.7504       16.0598      597.7620     121.1245     
3446.8750    48.7958      25.5275      0.0162       1.6238       2.7522       15.5277      571.7852     121.1249     
3447.0000    48.7958      25.5025      0.0159       1.5921       2.7576       14.9701      510.9418     121.1252     
