WELLNAME = well123
STDEP  =  3500.0000    
ENDEP  =  4513.9375    
LEVEL  =  0.1250       
CURNAMES  AC, CAL, CNL, GR, RT

#DEPTH       AC           CAL          CNL          GR           RT           
3996.6250    49.2899      22.7399      1.5767       24.8085      1630.0042    
3996.7500    48.3217      22.7419      1.5754       25.1920      1577.8380    
3996.8750    47.8365      22.6811      1.5743       25.6720      1541.6691    
3997.0000    49.3809      22.5564      1.5730       27.6718      1623.2220    
3997.1250    49.3305      22.4635      1.5413       28.6267      1646.3737    
3997.2500    49.6182      22.4345      1.5099       26.6323      1616.2729    
3997.3750    49.0849      22.4365      1.4776       24.4483      1733.7358    
3997.5000    49.4209      22.4704      1.4466       22.1682      1921.6877    
3997.6250    50.2407      22.5364      1.4453       21.7911      2023.2769    
3997.7500    49.2239      22.6021      1.4435       24.1724      2071.3530    
3997.8750    49.3666      22.6359      1.4425       22.4636      2014.5133    
3998.0000    50.4279      22.6384      1.4417       21.1354      1922.9161    
3998.1250    49.6042      22.6093      1.4705       22.7554      1760.0109    
3998.2500    48.7809      22.4849      1.4997       20.5710      1566.3225    
3998.3750    47.5219      22.3284      1.5288       24.6645      1293.6523    
3998.5000    48.5354      22.2671      1.4974       21.7192      1088.6084    
3998.6250    49.2099      22.3014      1.4354       22.8647      937.6688     
3998.7500    49.8360      22.4941      1.4342       24.9600      785.3442     
3998.8750    50.7038      22.7500      1.4936       28.4828      494.7459     
3999.0000    51.4751      22.8476      1.5533       30.9593      243.3451     
3999.1250    52.3912      22.8183      1.6127       27.4429      204.7697     
3999.2500    51.1811      22.7571      1.6116       29.9195      205.7655     
3999.3750    49.5357      22.6960      1.4888       29.5427      210.6538     
3999.5000    48.5194      22.6348      1.3053       26.2165      242.3684     
3999.6250    48.2757      22.5742      0.9998       23.6513      634.2913     
3999.7500    48.9987      22.5132      0.8468       21.6575      913.1326     
3999.8750    48.7068      22.4840      0.8757       23.0877      1050.6139    
4000.0000    50.0573      22.4865      0.9658       22.9956      1142.9275    
4000.1250    49.3309      22.5201      1.0558       24.3307      1237.6245    
4000.2500    48.8937      22.6496      1.1456       22.2414      1284.8838    
4000.3750    50.4384      22.7787      1.2052       22.9103      1340.2375    
4000.5000    49.2767      22.8440      1.2648       24.6258      1365.7388    
4000.6250    49.8062      22.8147      1.3243       25.1048      1372.3669    
4000.7500    48.6925      22.6902      1.2928       28.0570      1328.5088    
4000.8750    48.0625      22.5975      1.3523       30.4385      1244.6104    
4001.0000    48.5437      22.5368      1.5032       30.1565      1133.8153    
4001.1250    48.5900      22.5074      1.5323       28.8281      1004.3635    
4001.2500    49.0714      22.5098      1.3791       30.8295      865.1257     
4001.3750    50.6157      22.5120      1.3171       31.7838      791.7993     
4001.5000    49.4537      22.5141      1.4374       34.3555      806.8781     
4001.6250    49.6933      22.5166      1.4361       34.3586      906.9124     
4001.7500    48.5317      22.5190      1.1614       31.1277      1053.2548    
4001.8750    50.5594      22.5219      1.1601       28.9433      1189.4175    
4002.0000    50.2191      22.5244      1.2500       28.2811      1293.9330    
4002.1250    50.7487      22.5261      1.4008       26.4764      1099.0249    
4002.2500    51.1816      22.4964      1.6426       24.5773      785.3589     
4002.3750    51.0829      22.4040      1.7934       27.3393      561.2129     
4002.5000    52.6274      22.3432      1.8835       27.0577      494.8097     
4002.6250    51.1274      22.3453      1.9734       25.0634      463.5822     
4002.7500    52.0918      22.3796      2.0026       24.0197      472.3861     
4002.8750    51.0264      22.4137      1.9403       25.3549      582.9485     
4003.0000    51.5079      22.4472      1.8782       24.1216      835.3479     
4003.1250    50.6360      22.5133      1.7859       23.4591      961.1125     
4003.2500    48.5560      22.5793      1.7236       21.4648      1075.2782    
4003.3750    50.1970      22.6450      1.7229       19.7556      1175.2426    
4003.5000    50.4366      22.6472      1.7216       19.4736      1290.5129    
4003.6250    51.6912      22.6176      1.7202       19.0964      1260.9684    
4003.7500    51.4476      22.6204      1.7795       18.5290      1181.3696    
4003.8750    50.9138      22.6227      1.8697       17.7717      1096.4883    
4004.0000    50.0423      22.6564      1.9900       18.0598      1022.4681    
4004.1250    50.0403      22.7859      2.1106       19.6803      962.4241     
4004.2500    50.2313      23.0736      2.2912       20.3499      944.7906     
4004.3750    49.3596      23.4244      2.3512       21.7806      944.9520     
4004.5000    51.1936      23.4588      2.4713       23.5907      906.1837     
4004.6250    52.1587      23.2393      2.5311       22.8330      762.5062     
4004.7500    52.0117      23.0829      2.5907       24.4536      659.8513     
4004.8750    52.1546      22.9584      2.6501       24.5518      598.3146     
4005.0000    52.3938      22.8025      2.6489       24.6503      565.7941     
4005.1250    52.5372      22.7098      2.5563       26.3660      550.2536     
4005.2500    52.2935      22.7435      2.5249       27.9866      550.3464     
4005.3750    51.2768      22.8409      2.3717       28.1802      593.1431     
4005.5000    51.2265      22.8433      2.1881       24.8544      669.8294     
4005.6250    51.1278      22.6554      2.0652       22.5740      770.7204     
4005.7500    51.1741      22.4675      2.0033       20.9601      803.9267     
4005.8750    51.8003      22.3431      2.0016       18.6807      815.3938     
4006.0000    52.1849      22.2502      2.0007       19.4451      846.5769     
4006.1250    51.3132      22.1576      2.0301       20.5897      899.7336     
4006.2500    51.2629      22.0654      2.0588       19.9268      960.6716     
4006.3750    50.4876      22.0358      2.0882       21.3572      1020.9755    
4006.5000    51.0653      22.0377      2.1174       21.5508      970.0167     
4006.6250    51.9817      22.1034      2.1766       23.3620      891.9456     
4006.7500    51.0129      22.2329      2.2060       25.7434      827.8539     
4006.8750    50.2862      22.3939      2.2354       22.4171      757.7033     
4007.0000    50.0423      22.5228      2.2645       24.0381      709.8564     
4007.1250    49.7024      22.5254      2.3237       22.3284      658.8704     
4007.2500    48.4913      22.4644      2.3228       20.9047      655.9114     
4007.3750    48.8284      22.3713      2.3518       20.6231      716.9188     
4007.5000    49.5513      22.2472      2.3507       19.9601      740.8182     
4007.6250    50.2740      22.1860      2.3496       21.0103      791.0078     
4007.7500    50.9490      22.1883      2.3179       21.6793      794.8728     
4007.8750    52.0101      22.1909      2.2255       20.4459      748.2144     
4008.0000    51.8146      22.1612      2.1330       19.3077      731.0196     
4008.1250    50.9429      22.1315      2.1621       19.7864      697.7704     
4008.2500    50.0226      22.1339      2.2521       19.5995      666.0445     
4008.3750    50.3591      22.1367      2.3420       18.7470      647.7385     
4008.5000    50.5020      22.1711      2.3105       18.1788      675.6595     
4008.6250    50.1617      22.2372      2.1268       18.8482      666.3828     
4008.7500    51.2229      22.2710      2.0345       21.0396      698.3855     
4008.8750    50.3993      22.3049      2.0939       21.2336      721.6925     
4009.0000    49.2373      22.3391      2.2752       21.5221      752.8018     
4009.1250    49.9119      22.3730      2.3955       19.8133      785.2391     
4009.2500    51.5050      22.4069      2.3639       18.5799      760.0985     
4009.3750    52.9528      22.4406      2.2105       20.0097      698.9417     
4009.5000    52.8541      22.4748      2.0574       21.5352      636.7080     
4009.6250    51.9339      22.4771      2.1475       20.7775      585.4684     
4009.7500    51.9804      22.3843      2.2069       24.1107      551.0626     
4009.8750    51.6884      22.2599      2.1754       25.3508      582.9274     
4010.0000    52.1696      22.1677      1.9917       21.6435      622.4221     
4010.1250    51.4910      22.1066      1.9601       23.0739      655.3571     
4010.2500    49.9905      22.0767      2.0500       25.3606      686.8077     
4010.3750    50.4235      22.0476      2.2007       24.5078      699.8543     
4010.5000    51.4368      22.0499      2.3212       24.0355      703.2617     
4010.6250    51.5797      22.0521      2.4414       21.1847      693.5820     
4010.7500    53.0276      22.0867      2.4099       22.5200      655.9006     
4010.8750    51.6240      22.1205      2.3781       24.3307      623.1592     
4011.0000    52.3953      22.1542      2.4985       26.0466      600.3859     
4011.1250    52.6349      22.2201      2.7404       25.4791      623.3488     
4011.2500    52.2948      22.2543      2.8913       23.7700      603.4106     
4011.3750    51.0361      22.2882      3.0116       25.1053      586.8344     
4011.5000    51.3724      22.3227      2.8584       23.3010      603.6041     
4011.6250    52.5787      22.3252      2.8571       22.4478      606.5532     
4011.7500    50.7884      22.3270      2.8864       24.7345      603.8185     
4011.8750    51.0280      22.3291      2.8851       23.3108      615.2887     
4012.0000    49.9627      22.2999      2.8836       22.8388      621.1683     
4012.1250    47.9309      22.2706      2.8825       21.6050      587.4094     
4012.2500    48.3639      22.2730      2.9117       19.7052      560.6986     
4012.3750    49.6668      22.2755      2.9105       19.8988      568.6970     
4012.5000    49.8581      22.2776      2.9396       21.5196      547.9407     
4012.6250    47.9228      22.2803      2.9384       23.8068      585.0575     
4012.7500    50.6757      22.2828      2.9371       24.5709      636.4801     
4012.8750    46.4204      22.2846      2.9357       25.2410      689.2084     
4013.0000    49.5119      22.3188      2.9346       26.4805      725.6553     
4013.1250    50.9598      22.3527      2.8726       25.6276      753.4116     
4013.2500    52.0692      22.3551      2.8715       22.6816      753.5266     
4013.3750    50.9560      22.4528      2.8399       22.8749      722.6412     
4013.5000    49.6973      22.6454      2.8385       24.9714      750.3204     
4013.6250    47.1336      22.8382      2.8374       26.2117      768.1281     
4013.7500    47.7115      23.0627      2.9577       23.5510      790.0942     
4013.8750    50.4645      23.2551      3.0476       24.0298      723.1190     
4014.0000    51.2358      23.3840      2.8945       25.5565      643.5197     
4014.1250    52.4907      23.4816      2.7413       26.0346      583.4922     
4014.2500    50.6036      23.4206      2.9832       24.1351      580.8712     
4014.3750    48.9582      23.0741      3.1035       23.5676      559.6604     
4014.5000    47.0229      22.6642      3.0110       25.2836      557.1461     
4014.6250    48.3742      22.4761      2.8272       26.5235      575.7616     
4014.7500    49.3869      22.6052      2.7351       24.3385      544.4684     
4014.8750    48.5632      22.5760      2.6122       23.6759      522.1329     
4015.0000    47.2564      22.2612      2.5199       25.7725      576.0531     
4015.1250    47.7862      22.1368      2.3969       25.9661      620.8499     
4015.2500    47.2525      22.1709      2.3046       26.8262      672.2973     
4015.3750    48.1688      22.3000      2.2426       28.8276      697.9904     
4015.5000    47.6834      22.3974      2.2108       27.2129      711.2752     
4015.6250    48.0198      22.3680      2.2402       25.9793      708.0685     
4015.7500    48.7913      22.2753      2.3301       26.8390      660.2659     
4015.8750    48.6926      22.1509      2.4200       29.0308      609.9651     
4016.0000    48.3522      22.0582      2.4796       28.8439      566.1346     
4016.1250    49.0267      22.0287      2.5087       30.4648      522.9955     
4016.2500    49.6524      22.1263      2.4769       31.8003      442.1257     
4016.3750    49.6510      22.2871      2.4759       34.5626      351.7326     
4016.5000    49.5527      22.3211      2.6570       36.5641      133.7611     
4016.6250    48.3906      22.2284      2.9597       37.3287      108.4182     
4016.7500    50.4670      22.1356      3.2319       42.1847      93.8174      
4016.8750    49.9330      22.1063      3.3525       47.3262      90.8140      
4017.0000    50.0279      22.1406      3.1383       53.1338      101.1310     
4017.1250    48.9141      22.1746      2.8635       61.3204      142.2501     
4017.2500    47.7522      22.2084      2.6191       61.6090      290.7507     
4017.3750    47.7017      22.2426      2.4052       57.4258      357.1559     
4017.5000    47.0713      22.2770      2.1608       50.0076      345.7239     
4017.6250    48.2295      22.3110      2.2203       41.5423      367.4310     
4017.7500    49.1940      22.3131      2.3406       39.9281      369.2193     
4017.8750    48.8540      22.3476      2.3091       42.5006      365.8409     
4018.0000    48.4653      22.3499      2.1252       38.9838      418.9860     
4018.1250    47.8349      22.3203      2.0027       33.3726      554.6251     
4018.2500    47.3009      22.3233      1.8189       29.9505      737.6135     
4018.3750    47.8308      22.2937      1.7874       27.1945      813.7803     
4018.5000    49.1820      22.2322      1.7863       25.1994      881.1769     
4018.6250    50.1471      22.1080      1.5721       27.2961      972.1699     
4018.7500    48.9850      21.9519      1.3886       31.4862      1067.5601    
4018.8750    49.0313      21.8588      1.5393       30.9186      1129.3079    
4019.0000    48.0142      21.8608      1.7203       26.7353      1053.0627    
4019.1250    48.0605      21.9265      1.9014       26.1678      963.7856     
4019.2500    47.0917      22.0558      1.9307       25.4096      886.1921     
4019.3750    47.9597      22.2172      1.7168       23.4147      838.0367     
4019.5000    47.3778      22.2831      1.6851       22.5617      886.4938     
4019.6250    47.6656      22.3170      1.9573       23.8973      1039.2939    
4019.7500    48.0022      22.3511      1.9561       25.6134      1218.4115    
4019.8750    48.0001      22.3533      1.8028       27.3292      1356.8285    
4020.0000    47.2245      22.3554      1.8626       25.2392      1389.1329    
4020.1250    47.0776      22.3582      1.8310       26.5748      1357.3173    
4020.2500    46.3024      22.3606      1.5560       25.2463      1338.6110    
4020.3750    47.0254      22.3626      1.5853       22.9656      1504.7306    
4020.5000    46.1045      22.3334      1.7663       21.3510      1739.5199    
4020.6250    45.5226      22.3046      1.8867       20.7835      1964.4847    
4020.7500    46.8743      22.3066      1.8855       19.7401      1919.4600    
4020.8750    48.0326      22.3091      1.8538       22.1224      1339.7594    
4021.0000    48.1272      22.2798      1.8222       24.1244      1031.5101    
4021.1250    48.0285      22.2186      2.0033       24.6983      917.9612     
4021.2500    46.9147      22.1892      2.2452       27.9370      984.7645     
4021.3750    46.0909      22.1595      2.4872       25.1805      1133.1171    
4021.5000    45.9438      22.1302      2.6380       22.9002      1717.6166    
4021.6250    46.5219      22.0691      2.7584       21.9520      2702.7795    
4021.7500    46.6167      21.9766      2.7571       19.5767      4394.3945    
4021.8750    47.0497      21.9153      2.5431       17.5811      4962.9072    
4022.0000    45.5491      21.8543      2.9976       15.8717      4963.6919    
4022.1250    45.6438      21.8247      3.1486       17.3027      4964.6514    
4022.2500    46.5602      21.8269      2.9650       19.0186      4942.2930    
4022.3750    47.2833      21.8927      2.9028       21.3061      4920.0352    
4022.5000    47.1364      22.0219      2.9319       23.1175      4920.8994    
4022.6250    48.2460      22.1830      2.9916       25.0237      5429.3179    
4022.7500    48.9208      22.3121      3.1120       26.9302      5878.9497    
4022.8750    47.5170      22.4098      3.2932       26.7430      3248.4937    
4023.0000    48.3370      22.5074      3.5653       24.7483      745.7695     
4023.1250    47.8032      22.5414      3.7770       22.5627      508.5156     
4023.2500    48.0429      22.5439      4.1404       24.7551      384.2554     
4023.3750    50.3129      22.5460      4.6863       27.3278      214.3192     
4023.5000    52.3898      22.5167      5.4146       29.7098      161.9532     
4023.6250    53.4029      22.4873      6.5987       32.7584      158.9782     
4023.7500    52.6752      22.4265      7.9046       35.5214      136.9238     
4023.8750    52.0451      22.3655      10.0001      39.7119      117.3790     
4024.0000    51.4146      22.3359      9.6043       45.7104      98.2990      
4024.1250    52.3796      22.3067      8.8431       48.6638      65.1719      
4024.2500    53.9731      22.3088      8.3857       46.8592      46.5616      
4024.3750    54.5995      22.3427      8.4151       49.6220      44.6515      
4024.5000    54.1137      22.3768      8.1099       46.1996      50.9004      
4024.6250    52.3230      22.3480      8.6254       49.6288      71.2668      
4024.7500    50.3877      22.3188      8.1983       49.0613      145.0078     
4024.8750    51.5942      22.3207      7.9237       44.4014      183.1974     
4025.0000    52.4142      22.3231      7.7098       38.5999      156.3148     
4025.1250    51.6870      22.3255      7.6478       36.0339      163.8159     
4025.2500    52.2168      22.3277      7.8289       37.5600      184.1434     
4025.3750    51.6830      22.3299      7.5541       38.9908      238.1396     
4025.5000    50.6658      22.3325      6.9754       40.5165      355.9684     
4025.6250    49.5035      22.3349      6.3663       36.1424      464.6722     
4025.7500    49.8884      22.3370      6.6385       33.1005      522.3347     
4025.8750    50.4663      22.3076      7.0627       33.7701      373.1824     
4026.0000    50.7062      22.2466      7.3047       34.4396      292.7310     
4026.1250    51.3324      22.1859      6.6349       35.6798      322.9640     
4026.2500    50.7988      22.1566      7.3631       36.7304      338.4688     
4026.3750    49.7816      22.1266      7.8786       39.2077      252.2035     
4026.5000    50.6499      22.0654      7.2695       43.1129      141.3168     
4026.6250    53.7419      22.0363      7.8762       40.6420      55.5155      
4026.7500    56.7854      22.0388      9.3034       38.2663      46.7100      
4026.8750    58.4758      22.1044      10.6397      45.5023      43.3516      
4027.0000    57.3135      22.2337      11.5806      51.4060      51.7828      
4027.1250    53.9758      22.3311      10.5764      57.0242      66.9675      
4027.2500    50.3962      22.4286      8.9946       53.1259      103.9163     
4027.3750    51.2159      22.5261      7.2000       50.8450      384.5513     
4027.5000    51.4074      22.5602      6.4995       44.0916      664.4325     
4027.6250    52.0335      22.5630      6.4377       39.4318      569.5850     
4027.7500    51.9352      22.5653      5.9501       42.3854      511.6241     
4027.8750    51.2082      22.5674      5.5842       38.2011      506.9505     
4028.0000    51.6410      22.5380      5.5525       37.6335      519.0213     
4028.1250    51.0107      22.5087      5.1864       34.3060      493.1011     
4028.2500    51.1535      22.5111      5.1854       32.0251      507.2066     
4028.3750    52.6986      22.4817      5.3361       34.1222      438.8763     
4028.5000    51.3914      22.4526      5.4868       34.6966      352.4010     
4028.6250    50.0357      22.4547      5.6071       38.2212      328.6017     
4028.7500    50.7107      22.4251      5.6968       38.7008      316.6030     
4028.8750    50.4186      22.3960      5.8175       39.7507      295.2112     
4029.0000    52.3021      22.3669      6.1503       36.9946      275.2739     
4029.1250    51.6712      22.3056      6.4532       38.1397      283.1480     
4029.2500    51.0892      22.2760      6.7560       38.9044      234.9155     
4029.3750    51.4254      22.2784      6.9979       39.7640      193.9870     
4029.5000    51.4723      22.2491      6.7536       41.2905      150.0500     
4029.6250    52.2438      22.2517      6.8739       39.6757      126.2469     
4029.7500    53.0153      22.2858      7.5107       45.9603      107.7174     
4029.8750    53.2552      22.3197      8.0568       43.6797      93.6415      
4030.0000    53.9295      22.2714      8.6634       47.2996      76.2510      
4030.1250    54.8254      22.2875      8.5538       56.2153      51.7970      
4030.2500    56.8085      22.4172      8.8561       60.0288      34.6814      
4030.3750    59.6145      22.4823      9.1886       63.7471      24.6730      
4030.5000    63.3402      22.5473      9.4910       68.8948      18.6506      
4030.6250    68.3242      22.5810      9.7025       73.3750      16.7544      
4030.7500    67.7906      22.5826      9.7318       79.2847      17.9716      
4030.8750    64.1578      22.5840      8.9117       83.6699      20.7704      
4031.0000    57.7706      22.5539      7.8792       77.3841      28.2646      
4031.1250    53.5125      22.4922      6.8164       69.9547      81.5288      
4031.2500    49.6415      22.4620      5.7838       54.5224      148.1725     
4031.3750    49.3921      22.4635      4.9334       44.1397      222.4010     
4031.5000    49.7780      22.4332      4.1435       38.1395      308.3603     
4031.6250    48.5183      22.3712      3.9300       34.2356      356.4075     
4031.7500    47.1133      22.3412      3.7167       32.9040      402.4426     
4031.8750    47.1605      22.3110      3.2605       33.1923      395.0602     
4032.0000    47.7884      22.2808      2.8041       33.6711      335.5852     
4032.1250    48.5132      22.2825      2.5605       30.8153      314.3991     
4032.2500    48.8994      22.2523      2.4987       35.2005      321.8692     
4032.3750    47.0589      22.2540      2.4672       39.0141      351.7645     
4032.5000    47.9288      22.2556      2.1628       35.4911      515.8421     
4032.6250    47.7338      22.2255      2.1008       32.4447      796.2944     
4032.7500    48.8945      22.2271      2.1909       29.5889      1024.6837    
4032.8750    49.9096      22.2607      2.2504       30.4488      508.8985     
4033.0000    48.6983      22.2943      2.2798       32.3569      368.8416     
4033.1250    48.5035      22.2959      2.3090       31.5971      401.2257     
4033.2500    47.7278      22.3292      2.3381       29.9796      448.8486     
4033.3750    47.8233      22.3626      2.3372       28.0766      538.5455     
4033.5000    48.3546      22.3961      2.0933       27.1265      661.4061     
4033.6250    48.5951      22.4296      2.3350       28.3676      488.4098     
4033.7500    48.6909      22.4309      2.5462       30.9423      377.8860     
4033.8750    48.8348      22.4322      2.6057       33.9934      303.4991     
4034.0000    49.0756      22.4341      2.5744       37.6164      285.6780     
4034.1250    49.9941      22.4039      2.5127       34.7606      303.5891     
4034.2500    51.6868      22.3100      2.4509       37.3355      215.9575     
4034.3750    52.8956      22.1847      2.9050       38.3861      134.8014     
4034.5000    51.5875      22.0912      3.3287       40.2943      83.3596      
4034.6250    50.0858      22.0610      3.0239       43.0596      91.1047      
4034.7500    48.7778      22.0308      2.7195       42.1091      102.8712     
4034.8750    48.0022      21.9694      2.4454       39.1580      171.9267     
4035.0000    48.8238      21.9391      2.3836       35.4446      296.8852     
4035.1250    48.0965      21.9090      2.2002       33.4463      431.3582     
4035.2500    47.9015      21.8788      2.0476       33.5441      402.2433     
4035.3750    47.2712      21.9121      1.7430       32.6888      462.7787     
4035.5000    47.5119      21.9458      1.5294       29.6424      666.1568     
4035.6250    47.3656      21.9788      1.5283       28.3110      1298.8336    
4035.7500    48.5259      22.0121      1.7397       26.3127      3560.7527    
4035.8750    49.0571      22.0454      1.8903       25.6480      1374.1235    
4036.0000    48.6686      22.0787      2.0408       30.1285      476.2890     
4036.1250    48.1350      22.0804      2.1004       30.8934      402.6647     
4036.2500    47.0205      22.0820      2.1298       30.9909      365.1178     
4036.3750    48.4714      22.0519      2.0072       31.6603      414.2285     
4036.5000    48.5669      21.9901      1.8240       28.3286      538.0786     
4036.6250    49.2917      21.9283      1.6712       26.8059      739.2379     
4036.7500    48.3708      21.8979      1.7004       29.9526      792.9873     
4036.8750    47.9823      21.8679      1.7903       30.0506      533.3258     
4037.0000    47.2067      21.8379      1.8500       28.3378      399.3399     
4037.1250    46.4309      21.8075      1.7579       32.3419      468.1095     
4037.2500    45.6066      21.8096      1.5746       28.7239      594.0598     
4037.3750    46.2834      21.8429      1.4520       25.6775      839.3536     
4037.5000    46.2335      21.8446      1.4207       22.6309      3132.0530    
4037.6250    46.0389      21.8781      1.4802       23.1097      7225.4639    
4037.7500    46.3764      21.9110      1.5701       23.0172      5884.7231    
4037.8750    47.1981      21.9129      1.6600       24.6391      3777.1204    
4038.0000    46.8579      21.9461      1.7502       27.4044      2249.8547    
4038.1250    46.8568      21.9798      1.8704       24.5486      1866.8507    
4038.2500    45.5487      22.0134      1.9300       26.8379      1630.7086    
4038.3750    45.8861      22.0462      2.0502       26.8402      1661.7312    
4038.5000    46.1270      22.0795      2.1100       26.2710      1824.6996    
4038.6250    45.7385      22.1130      2.2302       28.0837      1791.2382    
4038.7500    45.9310      22.1467      2.3810       25.7043      2051.3347    
4038.8750    47.0914      22.1800      2.5013       22.8482      2438.6226    
4039.0000    49.3165      22.1819      2.6217       25.1373      2004.6450    
4039.1250    52.6066      22.1835      2.8026       24.5681      601.0125     
4039.2500    53.2830      22.1846      2.9232       28.9534      129.9427     
4039.3750    53.5721      22.2180      3.1346       33.2433      74.9029      
4039.5000    48.5372      22.2513      3.4067       37.3427      57.9446      
4039.6250    47.5194      22.2528      3.3145       41.1562      56.3502      
4039.7500    46.5503      22.2547      2.6756       40.4915      71.5128      
4039.8750    46.8394      22.2566      2.2799       32.0144      138.8162     
4040.0000    46.4024      22.2263      1.9451       25.4427      1889.1071    
4040.1250    46.1593      22.1961      1.5189       20.8717      6216.6333    
4040.2500    46.1582      22.1979      1.2142       21.4458      7185.8394    
4040.3750    45.8665      22.1996      1.2434       18.2089      5690.4517    
4040.5000    46.2524      22.1693      1.5458       17.6397      4833.1401    
4040.6250    46.2027      22.1390      1.6662       19.4522      5088.8428    
4040.7500    46.1531      22.1408      1.4829       19.9313      5113.5903    
4040.8750    46.7325      22.1426      1.4819       21.7438      5911.4033    
4041.0000    46.3926      22.1440      1.5111       22.7943      6224.4092    
4041.1250    46.2947      22.1458      1.6314       20.6055      6167.5576    
4041.2500    46.8737      22.1475      1.6910       20.4174      6082.6343    
4041.3750    47.1148      22.1806      1.7507       20.8010      5971.2578    
4041.5000    46.4360      22.2456      1.7192       20.8985      5861.6987    
4041.6250    46.4350      22.3428      1.6266       22.4254      5754.2573    
4041.7500    45.9497      22.4081      1.5652       20.6181      5648.7817    
4041.8750    45.7548      22.4413      1.4425       18.6193      5545.2334    
4042.0000    47.7380      22.4744      1.3808       20.6228      5443.5869    
4042.1250    47.1559      22.4441      1.3797       20.8156      5343.8940    
4042.2500    46.9127      22.3824      1.4088       19.5792      5319.6670    
4042.3750    45.7015      22.3208      1.4989       19.9628      5787.3315    
4042.5000    46.5715      22.2906      1.5890       22.4425      5761.4165    
4042.6250    46.3281      22.2605      1.7396       23.9694      4540.8774    
4042.7500    45.6492      22.1986      1.9207       23.4002      3732.6187    
4042.8750    45.1157      22.1367      2.1321       23.2121      3768.3242    
4043.0000    44.5819      22.0749      2.2831       21.6899      3513.8813    
4043.1250    44.6292      22.0447      2.4641       24.6460      4138.8296    
4043.2500    45.3055      22.0464      2.5541       26.7446      4587.5449    
4043.3750    45.9820      22.0163      2.5531       24.5557      4482.6030    
4043.5000    45.6903      21.9544      2.4001       23.1290      4359.4097    
4043.6250    45.3019      21.9240      2.2166       24.3698      4279.5488    
4043.7500    46.8494      21.9254      2.2461       24.8487      4240.4351    
4043.8750    46.6063      21.9271      2.1538       23.9937      4201.7529    
4044.0000    48.5410      21.9289      2.0007       24.6634      4182.9932    
4044.1250    46.8458      21.9303      1.8479       25.2373      4144.6846    
4044.2500    46.4573      21.9320      2.1809       23.2389      4087.8035    
4044.3750    44.8103      21.9338      2.4835       22.9553      4031.6323    
4044.5000    44.2284      21.9038      2.8774       26.3878      3939.1777    
4044.6250    45.5825      21.8734      3.3623       23.4369      3866.7986    
4044.7500    45.8231      21.8749      3.9079       22.4864      3795.8809    
4044.8750    46.5963      21.8767      4.5142       26.5858      3778.8606    
4045.0000    46.4983      21.8781      4.9993       30.6851      4035.0886    
4045.1250    47.1261      21.8798      5.7575       35.0703      4288.4595    
4045.2500    47.5607      21.8815      6.5462       38.5981      3492.1218    
4045.3750    47.6563      21.8831      7.4565       41.2683      2553.9507    
4045.5000    47.5581      21.9165      8.2150       40.3178      2614.8159    
4045.6250    48.9605      21.9500      9.3075       38.2242      2766.0466    
4045.7500    51.0404      21.9836      10.7646      36.3211      2939.7319    
4045.8750    52.8786      22.0167      12.6471      37.9433      1507.3019    
4046.0000    54.9586      22.0500      15.2890      43.0907      802.2567     
4046.1250    57.4741      22.0834      19.3891      48.7145      250.6539     
4046.2500    59.9897      22.1167      20.5426      55.3864      152.7651     
4046.3750    62.3602      22.1501      20.8759      60.6291      99.8654      
4046.5000    65.0694      22.1517      20.5105      63.2993      72.3506      
4046.6250    66.7623      22.1534      21.4818      73.2105      52.4169      
4046.7500    66.4706      22.1551      23.4556      79.0249      45.7798      
4046.8750    67.1954      22.1569      24.3054      75.3116      44.3116      
4047.0000    69.1301      22.1585      23.2413      76.4574      39.9875      
4047.1250    71.5006      22.1602      23.9088      77.9840      35.0875      
4047.2500    73.5806      22.1936      25.3662      79.4157      33.3331      
4047.3750    73.3857      22.2587      26.4896      83.9914      35.0957      
4047.5000    74.1102      22.2917      25.9419      88.5672      32.1186      
4047.6250    73.8673      22.2932      26.5487      85.1397      31.2336      
4047.7500    73.8661      22.3272      25.5755      84.4753      34.1383      
4047.8750    73.7195      22.3606      25.3620      80.3806      35.9431      
4048.0000    74.6378      22.3305      25.2093      85.1469      32.8928      
4048.1250    74.5399      22.3005      24.6008      81.3383      31.3947      
4048.2500    73.5706      22.3017      24.1442      79.1494      31.3986      
4048.3750    73.8115      22.3032      23.1102      76.4842      30.1089      
4048.5000    72.5034      22.3048      22.0460      82.6796      28.3371      
4048.6250    71.7762      22.3064      20.3433      84.3973      26.5459      
4048.7500    70.3229      22.3080      19.4614      85.3521      25.2186      
4048.8750    68.9180      22.3096      18.3058      87.7365      24.4095      
4049.0000    66.9323      22.2798      17.4844      81.2601      25.2243      
4049.1250    64.9949      22.2497      16.7239      76.1177      28.8893      
4049.2500    64.4614      22.2191      16.0241      71.8325      32.9326      
4049.3750    65.7185      22.1889      16.0839      66.7853      30.7061      
4049.5000    66.9274      22.1588      15.8094      69.0744      27.9695      
4049.6250    66.1033      22.1292      16.2642      66.8855      26.5706      
4049.7500    61.2620      22.1309      15.3517      66.2208      27.3296      
4049.8750    56.8562      22.1005      14.1960      67.2713      34.2078      
4050.0000    53.1281      22.0710      12.4020      62.9864      46.7940      
4050.1250    54.7242      22.0728      10.4865      57.3675      70.9444      
4050.2500    59.5630      22.0737      11.0933      56.1311      85.5417      
