WELLNAME = well123
STDEP  =  3500.0000    
ENDEP  =  4513.9375    
LEVEL  =  0.1250       
CURNAMES  AC, CAL, CNL, GR, RT

#DEPTH       AC           CAL          CNL          GR           RT           
3589.1250    55.4197      22.0083      9.5152       51.4603      47.7228      
3589.2500    55.4170      22.0110      8.8448       50.4166      44.4997      
3589.3750    54.7859      22.0135      8.1741       50.6095      42.8756      
3589.5000    53.8645      22.0159      7.6251       47.4724      50.2692      
3589.6250    53.1856      22.0184      7.1065       51.2814      58.1164      
3589.7500    52.4578      21.9887      6.5577       45.6702      69.0991      
3589.8750    51.8267      21.9591      6.0391       46.5292      80.6346      
3590.0000    51.6306      21.9614      5.4899       40.6323      99.9977      
3590.1250    51.1925      21.9326      5.0017       35.4014      113.9974     
3590.2500    50.7067      21.9038      4.6351       37.3071      129.3460     
3590.3750    50.2689      21.9062      4.3297       33.7890      155.9632     
3590.5000    49.7827      21.9080      4.4800       34.9337      188.9394     
3590.6250    49.4902      21.9108      4.6610       30.2735      221.5274     
3590.7500    49.1482      21.9136      4.7202       30.9421      250.1953     
3590.8750    48.9521      21.9470      4.8099       31.0400      253.7827     
3591.0000    48.9018      21.9815      4.8993       32.7557      267.2278     
3591.1250    49.0924      21.9836      5.0802       31.9974      256.2719     
3591.2500    49.3798      22.0170      5.2612       32.5708      224.8885     
3591.3750    49.2323      22.0511      5.2595       30.6700      197.3565     
3591.5000    49.4229      22.0856      5.0754       32.4811      178.1120     
3591.6250    49.7102      22.1519      5.1042       31.7223      169.2124     
3591.7500    49.9492      22.1854      5.2244       33.0574      161.5208     
3591.8750    49.8500      22.1872      4.6753       31.1570      166.1495     
3592.0000    49.5572      22.2214      4.6739       30.5881      193.9056     
3592.1250    49.0215      22.2874      4.7937       28.1164      226.2846     
3592.2500    48.8268      22.3538      4.5488       25.7397      261.6143     
3592.3750    48.5339      22.3878      4.3343       28.6928      299.6465     
3592.5000    48.1927      22.4213      4.2721       29.7424      348.0701     
3592.6250    47.8999      22.4554      4.3313       32.3146      391.2892     
3592.7500    47.6067      22.4583      4.5730       29.1765      382.3360     
3592.8750    47.8460      22.4289      5.0275       31.4638      260.6725     
3593.0000    48.5201      22.3675      5.5730       31.9421      187.9711     
3593.1250    49.2913      22.3066      5.9672       33.6581      130.5761     
3593.2500    50.2556      22.2458      6.4519       36.8970      98.2006      
3593.3750    50.9298      22.1528      6.3897       32.7115      89.0382      
3593.5000    51.3141      22.0279      5.9319       35.2842      88.6432      
3593.6250    50.5861      21.9036      5.5959       32.7173      95.5485      
3593.7500    49.8097      21.8106      5.8984       34.8141      106.9093     
3593.8750    50.2422      21.7809      6.0184       37.3869      125.3503     
3594.0000    50.6746      21.8469      5.2849       39.6738      141.5784     
3594.1250    49.8015      22.0713      4.9796       36.3448      160.6537     
3594.2500    48.9286      22.3274      5.1909       32.5401      189.2536     
3594.3750    49.0709      22.3937      6.1016       32.4476      209.7922     
3594.5000    49.5517      22.3326      6.4346       36.5435      192.9041     
3594.6250    49.5006      22.3030      6.7372       37.4033      165.3642     
3594.7500    49.0143      22.2740      7.3135       35.3113      136.5494     
3594.8750    49.2536      22.2132      8.1634       37.3140      106.1095     
3595.0000    50.7016      22.1834      9.0437       39.4107      79.8004      
3595.1250    52.0046      22.1855      9.1945       41.4123      62.0092      
3595.2500    53.2592      22.1564      8.7366       43.7948      50.9655      
3595.3750    54.4174      22.1274      8.2786       46.7490      44.0989      
3595.5000    54.5598      22.1294      7.8818       49.6075      49.1155      
3595.6250    53.5415      22.1313      7.5456       45.2310      57.8594      
3595.7500    52.8137      22.1337      7.7266       42.3779      65.9604      
3595.8750    51.6503      22.1361      7.3296       39.4295      77.7021      
3596.0000    51.9374      22.1069      6.9630       41.8121      91.5379      
3596.1250    51.9350      22.0778      6.6876       44.5758      101.4707     
3596.2500    50.9156      22.0805      6.5035       41.3420      118.4221     
3596.3750    50.4786      22.1155      6.3193       39.0597      146.1810     
3596.5000    49.7507      22.1491      6.1658       39.1577      194.4631     
3596.6250    48.7801      22.1187      6.3467       40.7790      262.3475     
3596.7500    48.6328      22.1219      7.0139       40.6863      246.9258     
3596.8750    49.5490      22.1560      7.5293       37.8332      156.1984     
3597.0000    50.5139      22.1579      7.9540       39.8351      118.0185     
3597.1250    51.5752      22.1604      7.8915       42.8849      102.1122     
3597.2500    51.0402      22.1627      7.4337       43.8395      118.6188     
3597.3750    50.1668      22.1655      7.0366       40.9858      149.8864     
3597.5000    49.4869      22.1678      7.1872       39.9413      194.7894     
3597.6250    48.9527      22.1695      7.2768       37.3733      236.0000     
3597.7500    49.3850      22.1722      7.3967       36.9953      259.1898     
3597.8750    49.5273      22.1747      7.6994       40.1398      250.8986     
3598.0000    49.6216      22.1771      7.7892       38.6192      240.6118     
3598.1250    49.6189      22.2109      7.8484       35.7658      241.7919     
3598.2500    49.5678      22.2446      8.3639       35.9587      259.4155     
3598.3750    49.5169      22.2471      9.2444       37.2948      210.2327     
3598.5000    50.4332      22.2814      9.8511       40.4393      119.9776     
3598.6250    52.6072      22.3472      10.9142      38.1568      74.4831      
3598.7500    54.4913      22.3810      11.2776      41.1117      58.1457      
3598.8750    55.0207      22.3833      10.3937      45.3993      52.7170      
3599.0000    53.5668      22.3223      9.7231       46.2594      55.2518      
3599.1250    52.0159      22.2294      9.4173       43.5008      82.2342      
3599.2500    50.7557      22.1687      9.1725       41.3132      144.1586     
3599.3750    50.1244      22.1077      9.0492       39.1256      185.6086     
3599.5000    49.5895      22.0463      9.9905       40.8430      201.0092     
3599.6250    49.2479      22.0172      10.9623      41.9880      156.9180     
3599.7500    49.9710      22.0194      11.8732      46.0856      116.8986     
3599.8750    51.9031      22.0214      12.6321      49.9929      92.9791      
3600.0000    53.7365      22.0240      13.2086      56.9475      77.1326      
3600.1250    52.7662      21.9949      12.8114      61.9980      66.4258      
3600.2500    51.8927      21.9335      12.2619      58.1912      68.6489      
3600.3750    52.4224      21.9041      12.7170      54.4801      72.9668      
3600.5000    53.5808      21.9064      13.8713      52.0073      74.3599      
3600.6250    55.3198      21.9087      15.4213      59.7239      61.1117      
3600.7500    56.7688      21.9428      17.5186      65.9175      48.3784      
3600.8750    59.0881      21.9770      19.0988      70.4916      38.4783      
3601.0000    60.6823      21.9799      19.2188      74.0187      31.9203      
3601.1250    62.1797      22.0140      18.6697      77.7358      27.6172      
3601.2500    61.1124      22.0481      18.1207      82.0248      23.5631      
3601.3750    60.0454      22.0505      17.3891      82.8848      24.1234      
3601.5000    59.9462      22.0529      16.6878      77.3641      24.2412      
3601.6250    61.6854      22.0551      17.7205      72.7004      23.4650      
3601.7500    63.1345      22.0572      18.6317      76.5133      24.2511      
3601.8750    62.7449      22.0595      18.5995      79.7547      24.1417      
3602.0000    61.6778      22.0623      18.6285      79.5674      22.7220      
3602.1250    60.2228      22.0328      17.9578      75.5700      24.1525      
3602.2500    59.4468      22.0026      16.5263      72.2395      25.4321      
3602.3750    60.1699      22.0054      15.4602      69.2900      26.2826      
3602.5000    61.1834      22.0082      14.2722      65.6734      25.6796      
3602.6250    62.1004      22.0110      14.6965      64.1525      24.0566      
3602.7500    62.3397      22.0131      14.6342      68.4417      23.0694      
3602.8750    60.6435      22.0147      13.5371      65.3965      24.1788      
3603.0000    58.8989      22.0169      12.5014      58.3510      29.1592      
3603.1250    55.8961      22.0196      11.3439      57.0207      36.6776      
3603.2500    52.8933      22.0224      10.3082      51.4035      51.3759      
3603.3750    51.9231      22.0245      10.8235      45.0241      63.4228      
3603.5000    51.4365      22.0266      11.0653      47.2181      80.1508      
3603.6250    51.3853      22.0289      11.1551      49.8879      97.1177      
3603.7500    51.5759      21.9993      11.5490      52.6532      104.6849     
3603.8750    51.8154      21.9704      11.9430      55.0373      98.9911      
3604.0000    52.2963      21.9732      12.3977      52.7541      86.4512      
3604.1250    52.8265      21.9752      13.2781      52.1854      75.8522      
3604.2500    53.5013      21.9771      13.6113      54.5699      66.8658      
3604.3750    54.4664      21.9796      14.2182      55.7163      57.8536      
3604.5000    55.0931      22.0149      14.9469      60.1965      54.1948      
3604.6250    54.4129      22.0488      14.5496      63.2477      52.7044      
3604.7500    54.1199      22.0503      14.3352      61.5359      46.2432      
3604.8750    57.0693      22.0849      15.8544      61.9197      38.9011      
3605.0000    60.4062      22.1194      17.0092      64.8760      32.1186      
3605.1250    62.5330      22.1532      18.2246      68.0228      28.4446      
3605.2500    61.8044      22.2188      17.7664      68.5978      24.7248      
3605.3750    60.3015      22.2851      16.9740      70.1249      22.1040      
3605.5000    59.0891      22.3189      16.1205      72.3192      24.9679      
3605.6250    57.5378      22.3527      15.3283      69.4639      29.2773      
3605.7500    55.6470      22.4190      14.0792      60.8926      34.6548      
3605.8750    54.4349      22.4528      13.1042      59.8473      41.2115      
3606.0000    53.0286      22.4550      12.4333      56.5158      51.1177      
3606.1250    52.8807      22.4901      13.3749      53.3747      60.2248      
3606.2500    55.4919      22.5245      14.4686      53.7588      53.5878      
3606.3750    57.3284      22.5258      15.5012      57.7633      44.0365      
3606.5000    59.0198      22.5284      16.4429      62.2443      37.3915      
3606.6250    60.5176      22.5309      16.2283      63.6761      31.1617      
3606.7500    61.7253      22.5327      16.5918      69.0148      27.9874      
3606.8750    62.9811      22.5351      16.7729      72.6385      24.6717      
3607.0000    62.3009      22.5376      15.9499      69.7832      23.5472      
3607.1250    60.2169      22.5400      14.8530      64.7364      28.2666      
3607.2500    57.9877      22.5105      13.5736      60.4515      33.3028      
3607.3750    54.7900      22.4492      14.2413      50.2592      40.7329      
3607.5000    53.6259      22.3883      14.8179      45.2118      49.8210      
3607.6250    54.7852      22.3274      14.9380      47.1203      52.4631      
3607.7500    54.2985      22.2983      15.3015      51.4114      52.4747      
3607.8750    53.1340      22.3004      14.8436      52.9386      53.9787      
3608.0000    52.1148      22.3022      15.1464      49.3206      51.2799      
3608.1250    53.9034      22.3365      17.1831      53.5162      43.5428      
3608.2500    58.3542      22.4024      18.2465      58.8553      35.1180      
3608.3750    61.6917      22.4365      19.9183      64.3851      30.2390      
3608.5000    64.2065      22.4068      20.7686      70.5821      24.7323      
3608.6250    63.1389      22.3138      19.8541      74.8737      21.9029      
3608.7500    62.0713      22.2526      19.8833      73.2562      21.2012      
3608.8750    62.2139      22.2867      19.3644      72.6876      22.7477      
3609.0000    61.3886      22.5117      18.6631      69.8318      24.1782      
3609.1250    60.4178      22.7999      17.9921      67.7384      26.0631      
3609.2500    59.3014      22.8972      18.0515      69.8377      27.7033      
3609.3750    59.3474      22.8685      19.0236      68.2208      29.1725      
3609.5000    60.1194      22.8394      19.8129      71.1781      29.8690      
3609.6250    59.6323      22.8414      19.7810      69.2752      31.0164      
3609.7500    59.6302      22.8117      18.9884      70.1360      31.6068      
3609.8750    60.1115      22.7820      18.5610      74.4277      32.3609      
3610.0000    60.1115      22.9464      18.5610      73.6681      31.1778      
3610.1250    61.0583      23.0162      18.5246      75.3160      28.9877      
3610.2500    62.6512      22.8606      18.4324      75.0335      26.9023      
3610.3750    63.4230      22.7670      18.2179      75.9868      25.0839      
3610.5000    63.9048      22.6734      17.7899      75.6090      23.9408      
3610.6250    64.0968      22.5486      17.0872      73.8045      23.0642      
3610.7500    62.6947      22.4551      16.0183      72.9515      22.8518      
3610.8750    60.1331      22.3930      14.6748      70.1011      25.0930      
3611.0000    57.3784      22.3630      13.0872      67.1558      28.6034      
3611.1250    55.2999      22.3331      11.4690      59.4556      35.4662      
3611.2500    53.8010      22.3352      11.5293      49.9489      47.6115      
3611.3750    53.0270      22.3685      11.7117      47.9545      69.8503      
3611.5000    52.2047      22.3697      11.6194      49.9540      86.6103      
3611.6250    51.4305      22.3714      11.8628      53.9503      95.9966      
3611.7500    52.4437      22.3731      12.4724      53.0019      91.6230      
3611.8750    54.7612      22.3748      13.2344      56.6180      68.5832      
3612.0000    57.5618      22.3765      14.1797      56.7157      47.8623      
3612.1250    59.9760      22.3782      15.4301      60.9024      38.2492      
3612.2500    61.8104      22.3799      16.4973      66.0399      32.4810      
3612.3750    61.2294      22.3817      17.3205      72.8892      28.5002      
3612.5000    59.9723      22.3833      15.4888      71.9408      25.7183      
3612.6250    61.4686      22.3849      14.5421      67.5692      23.8678      
3612.7500    62.5785      22.4183      14.9075      63.1972      22.8869      
3612.8750    60.5967      22.4517      14.2660      68.7154      22.8891      
3613.0000    58.0835      22.4849      13.1363      65.1993      24.3251      
3613.1250    55.5703      22.5501      11.8845      58.7357      31.1644      
3613.2500    53.3952      22.5834      10.8464      54.0785      48.3583      
3613.3750    52.0897      22.6485      10.0522      46.1885      66.7647      
3613.5000    51.1706      22.7136      9.6549       49.4242      87.5587      
3613.6250    50.9279      22.7151      9.7457       45.7182      93.0520      
3613.7500    51.6029      22.6851      9.7754       44.7696      99.3531      
3613.8750    52.3263      22.5915      10.0799      47.5299      94.3844      
3614.0000    52.5184      22.5297      10.2928      44.8699      88.4150      
3614.1250    51.6959      22.7217      10.0479      48.1056      89.6730      
3614.2500    52.0328      22.9771      9.9252       45.1606      92.6640      
3614.3750    52.4181      23.0422      9.8634       46.6844      94.4208      
3614.5000    52.6100      23.0121      9.8017       46.2115      95.3179      
3614.6250    52.5605      22.9506      9.4960       43.3611      95.3292      
3614.7500    51.9313      22.8889      8.8546       42.7934      94.8913      
3614.8750    51.7369      22.8586      8.8233       39.6578      97.1433      
3615.0000    51.7840      22.8288      8.4565       36.3319      102.7566     
3615.1250    51.7344      22.7674      8.1507       42.3253      107.6832     
3615.2500    51.3952      22.7691      8.2720       44.8002      102.7770     
3615.3750    51.0075      22.8024      8.4239       46.6095      104.7276     
3615.5000    51.7307      22.8357      8.2706       43.7594      108.2187     
3615.6250    51.2466      22.8690      7.9649       42.2405      109.7585     
3615.7500    50.6655      22.9024      7.9031       45.5716      119.4034     
3615.8750    50.2295      22.9354      8.0855       46.5246      130.5018     
3616.0000    50.0353      22.9371      8.0238       42.5333      146.0037     
3616.1250    50.3721      22.9705      8.2672       44.0577      160.3235     
3616.2500    50.6608      23.0039      8.6020       45.8667      150.1838     
3616.3750    51.0460      22.9739      8.9369       42.4463      131.1627     
3616.5000    51.5761      22.9438      8.9971       45.9672      114.0164     
3616.6250    52.1546      22.9137      8.9660       46.8254      98.6506      
3616.7500    52.6848      22.8836      9.2093       48.7295      88.1912      
3616.8750    53.3114      22.8538      8.9951       46.5450      75.5966      
3617.0000    53.3586      22.8236      8.7808       46.4526      71.1464      
3617.1250    52.4394      22.7936      8.3835       47.4060      75.9650      
3617.2500    51.4722      22.7320      7.6812       43.9851      84.9887      
3617.3750    50.2632      22.6703      7.1010       43.7025      100.5698     
3617.5000    49.2960      22.6403      6.9782       40.7573      120.6876     
3617.6250    49.2947      22.6416      7.2520       38.7630      145.5083     
3617.7500    49.9698      22.6434      7.7699       37.6245      146.2029     
3617.8750    50.7414      22.6451      8.1963       34.7741      115.2106     
3618.0000    51.4648      22.6471      7.7380       37.8196      87.8661      
3618.1250    52.1881      22.6805      7.4324       40.9602      72.2136      
3618.2500    52.8148      22.7139      7.1266       46.0976      65.1652      
3618.3750    53.2003      22.7156      7.1259       41.8212      61.6169      
3618.5000    52.4262      22.7167      6.5152       43.1550      67.0309      
3618.6250    51.4104      22.7503      5.7214       41.5411      81.1951      
3618.7500    50.4915      22.7838      5.0497       41.3532      97.4374      
3618.8750    49.7656      22.7854      4.4696       38.5032      130.1973     
3619.0000    48.9915      22.7870      3.9199       36.9843      173.9716     
3619.1250    48.5557      22.7887      3.6142       32.1374      212.7126     
3619.2500    48.5542      22.7904      3.3085       27.1951      266.2294     
3619.3750    48.1184      22.7922      3.0639       27.8633      327.0401     
3619.5000    47.6823      22.7623      2.8497       25.4887      394.2968     
3619.6250    47.5844      22.7320      2.6356       28.2489      468.7717     
3619.7500    47.7765      22.7018      2.4215       24.4479      495.8711     
3619.8750    47.9687      22.6719      2.2073       24.9260      464.5044     
3620.0000    48.1124      22.6737      2.0237       23.7875      431.0822     
3620.1250    48.0145      22.6752      1.8400       23.6948      447.5536     
3620.2500    47.5785      22.6770      1.7174       25.1237      473.4074     
3620.3750    47.4324      22.6789      1.5948       22.9393      510.2141     
3620.5000    47.5761      22.6807      1.5026       23.8928      449.7815     
3620.6250    47.5265      22.6821      1.4105       25.7018      484.7462     
3620.7500    47.1390      22.6836      1.3488       23.2326      555.1581     
3620.8750    46.8962      22.6854      1.3177       24.5659      624.0230     
3621.0000    46.9433      22.6870      1.3170       26.5654      734.9885     
3621.1250    47.0868      22.7204      1.3774       23.5252      1156.6816    
3621.2500    47.0857      22.7538      1.4683       21.1503      1481.8688    
3621.3750    46.8429      22.7873      1.6811       18.7757      1509.9845    
3621.5000    46.6002      22.8208      1.8329       17.6373      1589.8003    
3621.6250    46.4057      22.8222      2.0762       20.0171      1737.5814    
3621.7500    46.2113      22.8238      2.3805       20.3052      1971.4856    
3621.8750    46.2585      22.8252      2.7457       22.8749      2195.4060    
3622.0000    46.7403      22.8270      3.1719       25.3498      1532.0542    
3622.1250    47.0773      22.8289      3.5983       23.5458      1282.8997    
3622.2500    47.0759      22.8308      4.2380       25.1646      1115.1885    
3622.3750    47.1714      22.8325      4.9996       22.8851      947.0121     
3622.5000    47.9431      22.8339      5.8528       26.5011      742.7704     
3622.6250    49.4393      22.8352      6.9498       27.7398      480.9977     
3622.7500    51.0805      22.8369      8.1079       32.0213      190.6843     
3622.8750    52.9630      22.8386      9.5403       34.8763      116.7473     
3623.0000    54.3627      22.8404      10.3934      38.2072      74.5495      
3623.1250    53.5403      22.8105      9.7523       38.7801      71.4859      
3623.2500    51.8967      22.7485      9.3553       44.2027      68.5483      
3623.3750    52.8131      22.6556      10.1168      41.2576      65.1199      
3623.5000    53.9711      22.5939      10.8174      42.7816      62.4432      
3623.6250    54.8877      22.5639      10.8472      45.3515      58.7694      
3623.7500    55.6113      22.5339      10.2975      48.3021      56.0910      
3623.8750    54.4023      22.5037      9.9005       51.2521      54.0369      
3624.0000    53.4834      22.4738      9.3509       48.1166      59.0604      
3624.1250    53.2889      22.4436      8.9234       44.2206      67.6400      
3624.2500    52.4667      22.4136      8.5263       41.0853      77.1040      
3624.3750    51.3062      22.4149      8.2511       42.6093      89.5499      
3624.5000    51.1116      22.4165      8.3420       44.1330      106.4647     
3624.6250    51.6418      22.4503      8.0364       42.6142      120.7939     
3624.7500    50.9158      22.5154      8.1882       43.1874      113.1559     
3624.8750    51.1560      22.5801      8.2179       43.5703      105.0136     
3625.0000    51.6380      22.6451      8.6745       42.4318      100.6972     
3625.1250    52.1199      22.6785      8.9787       44.0512      101.1810     
3625.2500    52.5535      22.6485      8.5207       43.6729      96.5687      
3625.3750    51.8759      22.5868      8.0322       45.4821      90.0397      
3625.5000    52.1163      22.5250      7.9400       43.7732      85.5355      
3625.6250    51.9218      22.4314      7.7563       41.4937      98.4192      
3625.7500    51.0511      22.3380      7.2679       40.6405      113.7740     
3625.8750    50.1321      22.3080      6.7794       44.1613      136.5364     
3626.0000    49.4547      22.2783      6.1994       40.2654      156.3697     
3626.1250    49.4051      22.2483      6.1378       39.1267      177.4162     
3626.2500    49.9348      22.2498      6.4725       36.3718      204.1377     
3626.3750    50.3202      22.2516      6.7767       35.8041      181.6453     
3626.5000    50.8022      22.2534      6.9589       38.5639      156.4320     
3626.6250    51.0910      22.2549      6.7143       41.7041      141.1599     
3626.7500    50.3168      22.2880      6.2867       39.5197      135.3577     
3626.8750    49.5910      22.3215      5.9508       41.7098      170.2070     
3627.0000    48.9617      22.3233      5.6149       40.4758      206.1762     
3627.1250    48.5260      22.3570      5.2484       35.3438      246.2696     
3627.2500    48.4764      22.3903      4.9733       32.6837      306.7968     
3627.3750    48.4270      22.3916      4.7288       36.2045      411.8756     
3627.5000    48.3774      22.3933      4.6366       33.5449      595.8781     
3627.6250    48.3761      22.3949      4.6664       30.0291      666.6755     
3627.7500    48.4233      22.3649      4.8182       26.6086      682.5138     
3627.8750    48.4703      22.3350      5.1222       28.7029      679.3935     
3628.0000    48.5174      22.3368      5.3960       30.9875      670.0089     
3628.1250    48.5643      22.3383      5.7001       31.6560      657.6598     
3628.2500    48.6117      22.3085      6.0956       29.9470      676.4311     
3628.3750    48.6587      22.2787      6.4913       32.8019      705.5544     
3628.5000    48.7058      22.2802      6.9783       32.3291      729.0927     
3628.6250    48.8012      22.2817      7.6177       33.7577      732.5897     
3628.7500    49.0413      22.2833      8.3790       34.0461      667.2695     
3628.8750    49.6198      22.3169      9.2622       34.1433      426.0793     
3629.0000    50.6328      22.3506      10.3283      36.4279      270.8003     
3629.1250    51.7910      22.3524      11.6991      39.1880      194.3465     
3629.2500    53.1905      22.3540      12.7652      42.3286      142.1108     
3629.3750    54.4936      22.3551      13.6179      45.0884      89.0626      
3629.5000    55.4585      22.3565      14.2267      46.2323      70.1813      
3629.6250    55.6022      22.3584      13.6772      46.8049      62.4483      
3629.7500    54.4899      22.3288      13.0974      50.4207      59.0475      
3629.8750    54.0057      22.2985      12.7006      53.6562      61.3031      
3630.0000    53.9562      22.2684      12.9132      48.7143      68.5874      
3630.1250    53.2786      22.2386      12.5467      46.5300      75.6664      
3630.2500    53.3742      22.2083      13.0945      50.6212      81.9318      
3630.3750    54.7254      22.1150      13.6119      49.1022      68.9291      
3630.5000    56.4630      22.0217      13.5196      51.0067      60.4794      
3630.6250    57.6694      21.9914      13.5799      53.3862      52.5723      
3630.7500    56.2673      21.9613      12.3906      55.1954      48.3343      
3630.8750    54.2374      21.9312      11.3841      58.0505      50.8897      
3631.0000    52.6906      21.9013      10.7129      53.2991      59.1046      
3631.1250    51.6267      21.8717      10.6817      49.6880      71.9308      
3631.2500    52.3983      21.8732      11.5038      46.4577      87.9505      
3631.3750    53.7977      21.8750      11.8688      49.6932      84.7311      
3631.5000    54.8592      21.8768      11.6852      53.0237      73.6534      
3631.6250    55.7758      21.8779      10.9530      54.5476      65.2314      
3631.7500    54.9535      21.8797      10.0686      50.2715      58.0437      
3631.8750    53.5998      21.9131      9.1842       47.3262      58.3213      
3632.0000    52.9706      21.9465      8.4825       48.3747      63.7436      
3632.1250    52.5830      21.9165      7.9333       45.6199      74.0342      
3632.2500    51.7605      21.8865      7.4145       47.7143      89.6830      
3632.3750    50.9381      21.8881      7.0178       44.3887      99.4012      
3632.5000    50.0674      21.9213      6.7123       40.4929      119.2892     
3632.6250    49.5834      21.9546      6.4983       38.9742      137.2568     
3632.7500    49.7268      21.9880      6.2843       35.4587      163.9494     
3632.8750    50.1606      22.0214      6.0094       37.5531      194.0109     
3633.0000    50.9319      22.0549      5.6736       38.0309      152.1666     
3633.1250    51.6070      22.1198      5.2158       34.9911      122.7415     
3633.2500    51.7025      22.1531      4.6666       35.8492      103.7436     
3633.3750    50.3005      22.1866      4.0870       38.7042      92.7437      
3633.5000    49.3333      22.2519      3.5074       37.3759      98.1036      
3633.6250    48.4144      22.2852      2.9276       34.4307      115.5506     
3633.7500    47.8818      22.2868      2.6834       31.6756      164.0786     
3633.8750    47.3974      22.2883      2.5913       27.9703      266.8068     
3634.0000    47.1548      22.2899      2.6516       25.7857      698.8515     
3634.1250    47.2502      22.2919      2.8642       24.7424      685.9768     
3634.2500    48.1182      22.2617      3.2291       23.5087      446.2771     
3634.3750    48.8415      22.1999      3.6246       27.1244      251.1763     
3634.5000    49.2270      22.1383      4.1115       26.4615      195.1691     
3634.6250    48.8393      22.1082      4.5373       28.8411      167.2883     
3634.7500    48.5966      22.0780      4.7499       30.9355      154.5260     
3634.8750    49.3680      22.0796      4.6883       32.7447      170.4810     
3635.0000    50.3326      22.1134      5.1445       32.2719      180.3321     
3635.1250    49.8970      22.1468      5.3268       29.9923      178.6720     
3635.2500    49.3161      22.2118      5.3261       31.8965      185.4996     
3635.3750    48.9768      22.2451      5.0207       34.1811      197.1359     
3635.5000    48.8308      22.2782      4.8373       34.2788      217.4905     
3635.6250    49.1192      22.2802      4.6842       31.6191      243.3301     
3635.7500    49.4562      22.2502      4.6835       30.8608      276.0867     
3635.8750    49.7931      22.2199      4.8657       28.9617      220.6256     
3636.0000    50.0816      22.1583      5.0783       27.6332      177.9613     
3636.1250    50.3219      22.0964      5.0167       32.0095      160.5860     
3636.2500    50.0793      22.0347      4.8637       31.2515      153.9863     
3636.3750    49.5949      21.9732      4.8629       32.4904      144.9229     
3636.5000    49.2074      21.9115      4.9232       29.8302      158.3989     
3636.6250    49.0131      21.8496      5.0139       28.5017      169.9179     
3636.7500    49.6397      21.8197      4.7696       31.2616      168.3537     
3636.8750    50.1214      21.8214      4.7080       33.7366      169.9536     
3637.0000    49.6854      21.7917      4.8597       32.9783      183.1670     
3637.1250    49.0079      21.7616      4.7676       32.6009      199.2638     
3637.2500    48.6205      21.7632      5.2541       31.6521      228.2097     
3637.3750    49.0058      21.7651      5.4974       28.9924      199.3016     
3637.5000    50.2603      21.7664      5.9536       26.8082      184.9592     
3637.6250    51.0802      21.7679      6.3489       29.7586      173.2593     
3637.7500    51.9484      21.8013      6.6224       32.2330      135.2557     
3637.8750    52.7201      21.8346      6.3780       34.8979      103.1490     
3638.0000    53.7331      21.8363      6.6210       36.2314      79.4016      
3638.1250    53.4421      21.8380      6.0720       36.2340      66.7984      
3638.2500    52.1368      21.8397      5.1879       38.5185      66.8050      
3638.3750    50.8313      21.8096      4.3343       38.6162      87.2080      
3638.5000    49.6225      21.7480      3.7550       34.1500      128.5528     
3638.6250    48.0758      21.7181      3.4496       30.3494      191.2788     
3638.7500    47.9781      21.6877      3.6622       28.6402      262.8717     
3638.8750    48.7495      21.6578      4.1487       30.8297      318.4299     
3639.0000    49.3763      21.6279      4.4224       29.2159      271.6691     
3639.1250    49.7615      21.5980      4.7263       34.4480      238.3647     
3639.2500    49.0839      21.5999      5.1824       35.7817      212.0984     
3639.3750    49.0344      21.5700      5.6082       32.6464      204.3364     
3639.5000    49.8542      21.5399      6.2167       36.0719      195.0229     
3639.6250    50.7225      21.5728      6.6424       35.8843      132.3247     
3639.7500    51.9772      21.6060      7.2508       36.7429      105.2500     
3639.8750    53.1352      21.6079      7.6462       35.6043      95.4184      
3640.0000    52.7956      21.6097      7.6150       40.2658      80.2727      
3640.1250    52.4566      21.6113      7.0965       38.9373      69.7764      
3640.2500    52.9866      21.6128      6.6695       37.7036      62.9641      
3640.3750    53.3236      21.6460      6.8820       41.0340      55.7644      
3640.5000    52.7910      21.6796      6.5768       38.2792      62.1008      
3640.6250    51.6787      21.6814      6.0582       36.7606      65.3824      
3640.7500    50.5666      21.6829      5.5398       34.4813      79.5714      
3640.8750    49.5510      21.7164      5.1737       34.1033      111.9402     
3641.0000    48.9222      21.7498      5.2339       32.8698      149.5843     
3641.1250    49.3073      21.7512      5.7815       27.2627      193.4535     
3641.2500    50.6585      21.7530      6.3899       29.7374      168.9473     
3641.3750    52.4927      21.7548      7.2722       33.7336      118.4454     
3641.5000    54.1336      21.7879      7.8807       36.3031      80.3656      
3641.6250    54.6154      21.8211      8.3977       37.8267      59.8723      
3641.7500    53.5517      21.8546      8.3666       40.4915      50.8417      
3641.8750    52.5844      21.8881      7.8177       41.7302      50.1387      
3642.0000    52.4866      21.9216      7.6039       39.5462      54.5466      
3642.1250    53.3545      21.9551      7.5727       42.9714      59.3392      
3642.2500    53.5466      21.9882      7.1456       46.5872      63.0617      
3642.3750    52.9657      22.0532      6.7185       43.2618      62.7750      
3642.5000    52.3365      22.1186      6.3218       38.3200      66.7130      
3642.6250    51.8039      22.1519      6.1083       37.9423      75.6950      
3642.7500    51.4167      22.1849      5.6812       34.1418      84.6895      
3642.8750    51.6082      22.1868      5.2845       35.2853      92.1315      
3643.0000    51.8972      22.1251      4.9490       37.9501      96.5487      
3643.1250    51.8961      22.0632      4.5220       32.9133      94.7697      
3643.2500    50.9285      21.9698      4.0948       31.5848      99.3154      
