WELLNAME = well90
STDEP  =  3000.0000    
ENDEP  =  4255.9688    
LEVEL  =  0.1250       
CURNAMES  AC, CAL, CGR, GR, K, MSFL, PE, R1, RT, RXO, SONPHI, SP, TH, U, VSH1

#DEPTH       AC           CAL          CGR          GR           K            MSFL         PE           R1           RT           RXO          SONPHI       SP           TH           U            VSH1         
3393.1250    52.7826      24.3378      0.0000       29.2442      0.0000       0.0000       0.0000       24.5168      172.5951     171.0780     0.0000       172.0302     0.0000       0.0000       0.0000       
3393.2500    52.9014      24.3840      0.0000       29.3667      0.0000       0.0000       0.0000       24.6787      154.7815     163.9599     0.0000       172.0328     0.0000       0.0000       0.0000       
3393.3750    53.1357      24.4541      0.0000       28.3775      0.0000       0.0000       0.0000       24.7846      128.5314     140.4363     0.0000       172.0273     0.0000       0.0000       0.0000       
3393.5000    53.6109      24.5138      0.0000       27.6411      0.0000       0.0000       0.0000       25.0034      107.8096     111.3627     0.0000       171.9993     0.0000       0.0000       0.0000       
3393.6250    54.3173      24.5980      0.0000       28.2433      0.0000       0.0000       0.0000       25.1722      94.0298      96.0277      0.0000       171.9624     0.0000       0.0000       0.0000       
3393.7500    54.8308      24.6695      0.0000       27.8349      0.0000       0.0000       0.0000       25.3913      85.7225      92.8438      0.0000       171.9725     0.0000       0.0000       0.0000       
3393.8750    54.3238      24.7273      0.0000       26.9723      0.0000       0.0000       0.0000       25.6230      86.5466      93.7893      0.0000       172.0227     0.0000       0.0000       0.0000       
3394.0000    53.6049      24.7362      0.0000       28.3320      0.0000       0.0000       0.0000       25.8672      98.0115      100.8548     0.0000       172.0799     0.0000       0.0000       0.0000       
3394.1250    53.0111      24.7692      0.0000       26.8882      0.0000       0.0000       0.0000       26.0989      114.8396     118.2614     0.0000       172.1156     0.0000       0.0000       0.0000       
3394.2500    52.5905      24.7907      0.0000       26.8083      0.0000       0.0000       0.0000       25.7559      144.9323     154.3954     0.0000       172.1894     0.0000       0.0000       0.0000       
3394.3750    52.2857      24.8244      0.0000       25.9205      0.0000       0.0000       0.0000       24.8510      193.4582     192.7597     0.0000       172.2792     0.0000       0.0000       0.0000       
3394.5000    52.1059      24.8196      0.0000       27.7348      0.0000       0.0000       0.0000       23.8895      215.8647     212.9996     0.0000       172.3690     0.0000       0.0000       0.0000       
3394.6250    52.0033      24.8411      0.0000       27.3010      0.0000       0.0000       0.0000       23.7612      213.4387     214.9318     0.0000       172.5285     0.0000       0.0000       0.0000       
3394.7500    51.9968      24.8368      0.0000       26.2871      0.0000       0.0000       0.0000       24.1760      207.9247     208.6106     0.0000       172.6428     0.0000       0.0000       0.0000       
3394.8750    52.0674      24.8075      0.0000       27.4953      0.0000       0.0000       0.0000       24.5338      201.5156     200.2975     0.0000       172.7804     0.0000       0.0000       0.0000       
3395.0000    52.2730      24.7275      0.0000       27.8697      0.0000       0.0000       0.0000       24.6330      192.7963     190.4754     0.0000       172.9335     0.0000       0.0000       0.0000       
3395.1250    52.5075      24.6600      0.0000       28.3199      0.0000       0.0000       0.0000       24.6499      175.5305     178.8023     0.0000       173.0630     0.0000       0.0000       0.0000       
3395.2500    52.6166      24.5672      0.0000       29.1497      0.0000       0.0000       0.0000       24.6795      161.1631     165.2361     0.0000       173.2535     0.0000       0.0000       0.0000       
3395.3750    52.6872      24.4239      0.0000       29.2469      0.0000       0.0000       0.0000       24.8291      152.3712     158.0663     0.0000       173.3519     0.0000       0.0000       0.0000       
3395.5000    52.7867      24.3058      0.0000       28.8892      0.0000       0.0000       0.0000       24.9219      145.3600     156.1355     0.0000       173.4344     0.0000       0.0000       0.0000       
3395.6250    52.8478      24.3011      0.0000       30.9561      0.0000       0.0000       0.0000       24.8694      141.1947     159.4839     0.0000       173.5698     0.0000       0.0000       0.0000       
3395.7500    52.8405      24.2846      0.0000       30.4721      0.0000       0.0000       0.0000       25.1452      147.0820     163.6738     0.0000       173.6290     0.0000       0.0000       0.0000       
3395.8750    52.8438      24.2929      0.0000       29.6598      0.0000       0.0000       0.0000       25.4969      157.6199     172.1545     0.0000       173.7036     0.0000       0.0000       0.0000       
3396.0000    52.7318      24.2885      0.0000       28.4688      0.0000       0.0000       0.0000       25.5897      169.1308     179.3982     0.0000       173.8391     0.0000       0.0000       0.0000       
3396.1250    52.6386      24.2843      0.0000       27.9597      0.0000       0.0000       0.0000       25.3540      180.7983     185.3001     0.0000       173.8746     0.0000       0.0000       0.0000       
3396.2500    52.5072      24.2674      0.0000       26.3135      0.0000       0.0000       0.0000       25.2511      189.6435     192.1118     0.0000       173.9407     0.0000       0.0000       0.0000       
3396.3750    52.3949      24.1869      0.0000       24.9207      0.0000       0.0000       0.0000       25.2681      197.7070     199.4604     0.0000       173.9812     0.0000       0.0000       0.0000       
3396.5000    52.2829      24.0946      0.0000       23.1996      0.0000       0.0000       0.0000       25.3923      207.0765     206.7849     0.0000       174.0095     0.0000       0.0000       0.0000       
3396.6250    52.2469      23.9636      0.0000       24.1300      0.0000       0.0000       0.0000       25.5167      216.4028     213.3898     0.0000       174.0595     0.0000       0.0000       0.0000       
3396.7500    52.2310      23.8207      0.0000       24.7824      0.0000       0.0000       0.0000       25.5274      228.0360     219.9037     0.0000       174.1179     0.0000       0.0000       0.0000       
3396.8750    52.1186      23.6898      0.0000       24.3997      0.0000       0.0000       0.0000       25.2350      237.6338     227.5647     0.0000       174.1291     0.0000       0.0000       0.0000       
3397.0000    51.9296      23.6223      0.0000       25.8348      0.0000       0.0000       0.0000       25.0626      247.2881     234.8426     0.0000       174.1232     0.0000       0.0000       0.0000       
3397.1250    51.7978      23.6051      0.0000       27.2193      0.0000       0.0000       0.0000       25.4773      257.2055     241.4495     0.0000       174.1183     0.0000       0.0000       0.0000       
3397.2500    51.6855      23.6644      0.0000       28.2514      0.0000       0.0000       0.0000       25.6710      265.8051     248.4665     0.0000       174.0884     0.0000       0.0000       0.0000       
3397.3750    51.6312      23.7482      0.0000       28.9541      0.0000       0.0000       0.0000       25.8838      275.9537     254.2692     0.0000       174.0523     0.0000       0.0000       0.0000       
3397.5000    51.6726      23.9330      0.0000       27.8390      0.0000       0.0000       0.0000       26.1722      283.9798     259.6061     0.0000       174.0407     0.0000       0.0000       0.0000       
3397.6250    51.7724      24.1438      0.0000       28.0622      0.0000       0.0000       0.0000       26.2334      289.2636     263.8196     0.0000       174.0121     0.0000       0.0000       0.0000       
3397.7500    51.8526      24.4170      0.0000       29.1441      0.0000       0.0000       0.0000       26.1556      284.6826     264.0220     0.0000       173.9512     0.0000       0.0000       0.0000       
3397.8750    51.8369      24.5391      0.0000       27.4984      0.0000       0.0000       0.0000       26.2357      275.6526     260.5645     0.0000       173.9072     0.0000       0.0000       0.0000       
3398.0000    51.7627      24.5981      0.0000       25.1964      0.0000       0.0000       0.0000       26.4926      267.8998     257.3978     0.0000       173.8708     0.0000       0.0000       0.0000       
3398.1250    51.7278      24.5426      0.0000       23.7276      0.0000       0.0000       0.0000       26.7747      261.8194     253.0858     0.0000       173.8106     0.0000       0.0000       0.0000       
3398.2500    51.7500      24.4755      0.0000       21.2233      0.0000       0.0000       0.0000       26.9497      258.0311     249.8855     0.0000       173.7888     0.0000       0.0000       0.0000       
3398.3750    51.7922      24.3451      0.0000       20.6638      0.0000       0.0000       0.0000       27.0484      256.0784     249.2672     0.0000       173.7844     0.0000       0.0000       0.0000       
3398.5000    51.8916      24.2398      0.0000       20.4324      0.0000       0.0000       0.0000       27.0908      255.3225     250.0388     0.0000       173.7800     0.0000       0.0000       0.0000       
3398.6250    52.0679      24.2977      0.0000       21.8679      0.0000       0.0000       0.0000       27.0761      254.9290     248.4928     0.0000       173.7748     0.0000       0.0000       0.0000       
3398.7500    51.9943      24.3697      0.0000       23.1264      0.0000       0.0000       0.0000       26.9732      253.3549     243.4292     0.0000       173.8169     0.0000       0.0000       0.0000       
3398.8750    51.8240      24.4537      0.0000       24.2588      0.0000       0.0000       0.0000       26.9587      242.6522     235.2716     0.0000       173.8512     0.0000       0.0000       0.0000       
3399.0000    51.8852      24.4622      0.0000       24.6589      0.0000       0.0000       0.0000       27.1649      225.0849     226.2265     0.0000       173.8539     0.0000       0.0000       0.0000       
3399.1250    52.1393      24.4570      0.0000       22.9625      0.0000       0.0000       0.0000       27.3462      213.4141     216.5215     0.0000       173.8494     0.0000       0.0000       0.0000       
3399.2500    52.3730      24.4405      0.0000       22.9587      0.0000       0.0000       0.0000       27.5021      201.8089     205.3191     0.0000       173.8676     0.0000       0.0000       0.0000       
3399.3750    52.7038      24.3974      0.0000       23.7881      0.0000       0.0000       0.0000       27.6705      189.2761     196.4871     0.0000       173.8926     0.0000       0.0000       0.0000       
3399.5000    53.1312      24.3933      0.0000       24.5668      0.0000       0.0000       0.0000       27.7948      169.9560     187.5420     0.0000       173.8956     0.0000       0.0000       0.0000       
3399.6250    53.5004      24.3771      0.0000       24.7640      0.0000       0.0000       0.0000       27.9254      157.9525     180.3160     0.0000       173.8898     0.0000       0.0000       0.0000       
3399.7500    53.8502      24.3840      0.0000       25.9726      0.0000       0.0000       0.0000       28.1000      149.6944     172.8274     0.0000       173.9102     0.0000       0.0000       0.0000       
3399.8750    54.1615      24.3683      0.0000       27.4333      0.0000       0.0000       0.0000       28.2752      142.2016     163.1125     0.0000       173.9377     0.0000       0.0000       0.0000       
3400.0000    54.3768      24.3506      0.0000       28.7422      0.0000       0.0000       0.0000       28.4751      135.2266     155.3893     0.0000       173.9408     0.0000       0.0000       0.0000       
3400.1250    54.5724      24.3716      0.0000       30.1273      0.0000       0.0000       0.0000       28.5616      127.4994     149.5470     0.0000       173.9343     0.0000       0.0000       0.0000       
3400.2500    54.3445      24.3552      0.0000       31.8148      0.0000       0.0000       0.0000       28.3007      133.1883     161.0818     0.0000       173.9272     0.0000       0.0000       0.0000       
3400.3750    53.8276      24.3120      0.0000       33.3515      0.0000       0.0000       0.0000       27.9389      143.9388     171.5758     0.0000       173.9237     0.0000       0.0000       0.0000       
3400.5000    52.9258      24.3090      0.0000       34.0544      0.0000       0.0000       0.0000       27.8928      166.2301     186.1820     0.0000       173.9196     0.0000       0.0000       0.0000       
3400.6250    52.1780      24.3044      0.0000       34.4292      0.0000       0.0000       0.0000       28.1307      193.7529     204.4368     0.0000       173.9151     0.0000       0.0000       0.0000       
3400.7500    51.7188      24.2739      0.0000       35.5616      0.0000       0.0000       0.0000       27.6931      235.6323     237.5245     0.0000       173.8870     0.0000       0.0000       0.0000       
3400.8750    51.5871      24.2452      0.0000       33.4109      0.0000       0.0000       0.0000       27.1293      265.7199     263.3764     0.0000       173.8493     0.0000       0.0000       0.0000       
3401.0000    51.9374      24.2413      0.0000       34.2397      0.0000       0.0000       0.0000       26.6729      271.1398     270.2587     0.0000       173.8363     0.0000       0.0000       0.0000       
3401.1250    52.3449      24.2365      0.0000       33.6048      0.0000       0.0000       0.0000       26.8411      265.1116     268.5888     0.0000       173.8308     0.0000       0.0000       0.0000       
3401.2500    52.6755      24.2325      0.0000       30.8225      0.0000       0.0000       0.0000       27.1487      260.1877     262.6211     0.0000       173.8267     0.0000       0.0000       0.0000       
3401.3750    52.6985      24.2656      0.0000       29.0259      0.0000       0.0000       0.0000       27.4245      252.9890     255.8328     0.0000       173.8683     0.0000       0.0000       0.0000       
3401.5000    52.5861      24.1858      0.0000       27.9356      0.0000       0.0000       0.0000       27.6369      251.7946     251.1872     0.0000       173.8802     0.0000       0.0000       0.0000       
3401.6250    52.4929      24.0049      0.0000       28.9163      0.0000       0.0000       0.0000       27.7235      262.3870     264.9821     0.0000       173.9228     0.0000       0.0000       0.0000       
3401.7500    52.4189      24.1772      0.0000       30.5792      0.0000       0.0000       0.0000       27.7468      276.3801     280.6623     0.0000       173.9801     0.0000       0.0000       0.0000       
3401.8750    52.3067      24.1605      0.0000       32.2167      0.0000       0.0000       0.0000       27.7134      292.5927     296.2963     0.0000       174.0143     0.0000       0.0000       0.0000       
3402.0000    52.2910      24.0424      0.0000       32.0358      0.0000       0.0000       0.0000       27.7995      303.8953     303.3396     0.0000       174.0179     0.0000       0.0000       0.0000       
3402.1250    52.4291      23.9244      0.0000       31.5258      0.0000       0.0000       0.0000       27.9744      283.5445     280.3958     0.0000       174.0122     0.0000       0.0000       0.0000       
3402.2500    52.6633      23.8060      0.0000       30.7146      0.0000       0.0000       0.0000       28.1996      251.0608     236.7220     0.0000       173.9836     0.0000       0.0000       0.0000       
3402.3750    53.1484      23.7895      0.0000       30.1550      0.0000       0.0000       0.0000       28.4188      215.7828     200.9488     0.0000       173.9713     0.0000       0.0000       0.0000       
3402.5000    53.5364      23.7848      0.0000       31.2868      0.0000       0.0000       0.0000       28.7068      181.3914     171.9286     0.0000       173.9651     0.0000       0.0000       0.0000       
3402.6250    54.0795      23.7928      0.0000       30.6014      0.0000       0.0000       0.0000       28.9135      148.2072     145.2800     0.0000       173.9602     0.0000       0.0000       0.0000       
3402.7500    54.4291      23.8141      0.0000       31.6320      0.0000       0.0000       0.0000       29.1326      128.2114     130.4998     0.0000       173.9540     0.0000       0.0000       0.0000       
3402.8750    54.8561      23.8215      0.0000       33.7743      0.0000       0.0000       0.0000       29.3957      112.0329     123.0888     0.0000       173.9506     0.0000       0.0000       0.0000       
3403.0000    55.0903      23.8180      0.0000       35.7397      0.0000       0.0000       0.0000       29.6967      104.4378     118.2951     0.0000       173.9465     0.0000       0.0000       0.0000       
3403.1250    55.0745      23.9150      0.0000       37.2009      0.0000       0.0000       0.0000       29.9852      100.1346     114.9160     0.0000       173.9180     0.0000       0.0000       0.0000       
3403.2500    54.9238      24.2890      0.0000       34.5453      0.0000       0.0000       0.0000       29.8758      102.0533     114.2044     0.0000       173.8817     0.0000       0.0000       0.0000       
3403.3750    54.7732      24.2975      0.0000       34.9706      0.0000       0.0000       0.0000       29.5709      108.6577     120.1874     0.0000       173.8206     0.0000       0.0000       0.0000       
3403.5000    54.5654      24.2174      0.0000       35.1179      0.0000       0.0000       0.0000       29.2850      116.3780     127.0618     0.0000       173.7753     0.0000       0.0000       0.0000       
3403.6250    54.3569      24.0743      0.0000       37.0329      0.0000       0.0000       0.0000       28.8222      123.5553     134.3931     0.0000       173.7145     0.0000       0.0000       0.0000       
3403.7500    54.1193      24.0701      0.0000       36.7761      0.0000       0.0000       0.0000       28.0374      131.7165     140.9735     0.0000       173.6474     0.0000       0.0000       0.0000       
3403.8750    53.9486      24.3432      0.0000       37.9591      0.0000       0.0000       0.0000       27.6631      138.9974     148.7609     0.0000       173.5795     0.0000       0.0000       0.0000       
3404.0000    53.6832      24.5915      0.0000       39.7226      0.0000       0.0000       0.0000       27.4337      148.0468     157.0546     0.0000       173.5347     0.0000       0.0000       0.0000       
3404.1250    53.5413      24.6631      0.0000       37.6732      0.0000       0.0000       0.0000       27.2043      156.9655     164.7303     0.0000       173.5219     0.0000       0.0000       0.0000       
3404.2500    53.3528      24.5322      0.0000       37.4670      0.0000       0.0000       0.0000       27.0068      166.3319     172.0564     0.0000       173.5168     0.0000       0.0000       0.0000       
3404.3750    53.2303      24.3004      0.0000       38.5989      0.0000       0.0000       0.0000       26.7209      176.1782     178.4716     0.0000       173.4882     0.0000       0.0000       0.0000       
3404.5000    53.1179      24.0944      0.0000       35.9941      0.0000       0.0000       0.0000       26.4411      184.5260     186.0676     0.0000       173.4509     0.0000       0.0000       0.0000       
3404.6250    52.9957      23.9892      0.0000       33.9952      0.0000       0.0000       0.0000       26.1488      191.1276     191.8438     0.0000       173.4155     0.0000       0.0000       0.0000       
3404.7500    52.8735      24.0728      0.0000       32.4761      0.0000       0.0000       0.0000       25.8565      195.7742     196.5945     0.0000       173.4032     0.0000       0.0000       0.0000       
3404.8750    52.8382      24.2575      0.0000       31.4621      0.0000       0.0000       0.0000       25.6902      196.7469     196.9324     0.0000       173.3742     0.0000       0.0000       0.0000       
3405.0000    52.9957      24.3797      0.0000       31.8369      0.0000       0.0000       0.0000       25.6127      179.2318     185.5560     0.0000       173.3133     0.0000       0.0000       0.0000       
3405.1250    53.2011      24.4390      0.0000       31.1258      0.0000       0.0000       0.0000       25.7305      164.7592     170.0616     0.0000       173.2696     0.0000       0.0000       0.0000       
3405.2500    53.4551      24.4596      0.0000       31.8791      0.0000       0.0000       0.0000       25.9432      154.7635     160.0405     0.0000       173.2088     0.0000       0.0000       0.0000       
3405.3750    53.6699      24.3798      0.0000       32.1529      0.0000       0.0000       0.0000       26.1053      151.0385     153.0254     0.0000       173.1651     0.0000       0.0000       0.0000       
3405.5000    53.7212      24.2864      0.0000       31.4922      0.0000       0.0000       0.0000       26.2422      150.1031     153.1389     0.0000       173.1048     0.0000       0.0000       0.0000       
3405.6250    53.5513      24.2069      0.0000       31.6394      0.0000       0.0000       0.0000       26.3414      156.7951     159.7453     0.0000       173.0362     0.0000       0.0000       0.0000       
3405.7500    53.3045      24.1267      0.0000       33.2516      0.0000       0.0000       0.0000       26.3646      169.6676     168.7288     0.0000       173.0148     0.0000       0.0000       0.0000       
3405.8750    53.1246      24.1096      0.0000       31.3537      0.0000       0.0000       0.0000       26.3248      181.9362     184.3638     0.0000       173.0106     0.0000       0.0000       0.0000       
3406.0000    52.9547      24.1179      0.0000       29.8599      0.0000       0.0000       0.0000       26.2345      198.2585     205.2942     0.0000       173.0056     0.0000       0.0000       0.0000       
3406.1250    52.8421      24.1389      0.0000       30.3353      0.0000       0.0000       0.0000       26.0810      218.4941     219.4755     0.0000       172.9763     0.0000       0.0000       0.0000       
3406.2500    52.7585      24.1597      0.0000       30.8113      0.0000       0.0000       0.0000       25.9022      237.1636     233.7318     0.0000       172.9158     0.0000       0.0000       0.0000       
3406.3750    52.8775      24.1304      0.0000       31.2363      0.0000       0.0000       0.0000       25.7803      255.5596     240.7521     0.0000       172.8472     0.0000       0.0000       0.0000       
3406.5000    52.8614      24.0627      0.0000       29.9191      0.0000       0.0000       0.0000       25.8480      267.2698     244.4263     0.0000       172.8037     0.0000       0.0000       0.0000       
3406.6250    52.6623      24.0202      0.0000       29.3598      0.0000       0.0000       0.0000       26.0730      257.6278     236.2322     0.0000       172.7908     0.0000       0.0000       0.0000       
3406.7500    52.7138      23.9778      0.0000       29.0022      0.0000       0.0000       0.0000       26.2732      231.6750     214.9588     0.0000       172.8095     0.0000       0.0000       0.0000       
3406.8750    52.9963      23.9234      0.0000       30.4118      0.0000       0.0000       0.0000       26.5425      188.2235     195.2118     0.0000       172.8357     0.0000       0.0000       0.0000       
3407.0000    53.5005      23.7929      0.0000       31.2665      0.0000       0.0000       0.0000       26.8873      150.8129     164.3813     0.0000       172.8860     0.0000       0.0000       0.0000       
3407.1250    54.1395      23.9270      0.0000       32.2469      0.0000       0.0000       0.0000       27.0816      121.7527     130.8994     0.0000       172.9198     0.0000       0.0000       0.0000       
3407.2500    54.8175      24.0352      0.0000       33.8591      0.0000       0.0000       0.0000       27.3447      112.0384     120.8570     0.0000       172.9234     0.0000       0.0000       0.0000       
3407.3750    54.0014      24.0953      0.0000       33.5266      0.0000       0.0000       0.0000       27.5952      116.2791     127.2022     0.0000       172.9422     0.0000       0.0000       0.0000       
3407.5000    53.2147      24.1903      0.0000       31.9821      0.0000       0.0000       0.0000       27.7702      128.2018     136.8893     0.0000       172.9442     0.0000       0.0000       0.0000       
3407.6250    52.5537      24.2377      0.0000       33.8214      0.0000       0.0000       0.0000       27.3263      144.1834     165.5851     0.0000       172.9162     0.0000       0.0000       0.0000       
3407.7500    52.2678      24.2589      0.0000       33.6660      0.0000       0.0000       0.0000       26.6741      185.8090     203.7047     0.0000       172.9030     0.0000       0.0000       0.0000       
3407.8750    52.3579      24.2415      0.0000       33.3083      0.0000       0.0000       0.0000       26.2114      232.4921     243.4831     0.0000       172.8747     0.0000       0.0000       0.0000       
3408.0000    52.6693      24.2001      0.0000       34.5161      0.0000       0.0000       0.0000       25.9002      273.3254     265.9001     0.0000       172.8389     0.0000       0.0000       0.0000       
3408.1250    52.9326      24.0823      0.0000       33.8557      0.0000       0.0000       0.0000       25.8918      272.1173     265.1218     0.0000       172.8012     0.0000       0.0000       0.0000       
3408.2500    53.0610      24.0399      0.0000       31.1497      0.0000       0.0000       0.0000       26.0855      244.3093     249.0053     0.0000       172.7646     0.0000       0.0000       0.0000       
3408.3750    53.0934      24.0981      0.0000       30.7668      0.0000       0.0000       0.0000       26.3610      220.4903     222.8906     0.0000       172.7286     0.0000       0.0000       0.0000       
3408.5000    53.1545      24.1323      0.0000       29.8288      0.0000       0.0000       0.0000       26.6367      197.6058     197.1100     0.0000       172.7161     0.0000       0.0000       0.0000       
3408.6250    53.1770      24.1649      0.0000       27.0222      0.0000       0.0000       0.0000       26.7804      181.6077     180.3370     0.0000       172.6625     0.0000       0.0000       0.0000       
3408.7500    53.1511      24.1742      0.0000       26.5887      0.0000       0.0000       0.0000       26.9046      172.7514     173.3942     0.0000       172.6417     0.0000       0.0000       0.0000       
3408.8750    52.8173      24.1435      0.0000       26.0798      0.0000       0.0000       0.0000       27.0352      178.8249     178.1594     0.0000       172.6373     0.0000       0.0000       0.0000       
3409.0000    52.5412      24.1141      0.0000       27.8682      0.0000       0.0000       0.0000       27.1722      196.4050     191.6714     0.0000       172.6329     0.0000       0.0000       0.0000       
3409.1250    52.3711      24.1103      0.0000       26.2227      0.0000       0.0000       0.0000       27.3028      211.7203     198.7138     0.0000       172.6272     0.0000       0.0000       0.0000       
3409.2500    52.3071      24.0681      0.0000       25.8403      0.0000       0.0000       0.0000       27.3639      224.7670     204.3028     0.0000       172.6224     0.0000       0.0000       0.0000       
3409.3750    52.3198      24.0128      0.0000       27.8303      0.0000       0.0000       0.0000       27.2168      231.5017     205.3195     0.0000       172.6172     0.0000       0.0000       0.0000       
3409.5000    52.3810      23.9955      0.0000       29.0641      0.0000       0.0000       0.0000       27.0191      221.2864     198.2562     0.0000       172.6597     0.0000       0.0000       0.0000       
3409.6250    52.5478      24.0174      0.0000       30.5748      0.0000       0.0000       0.0000       27.0802      204.6034     187.9123     0.0000       172.7184     0.0000       0.0000       0.0000       
3409.7500    52.8113      24.1141      0.0000       31.4794      0.0000       0.0000       0.0000       27.3180      188.3907     174.8759     0.0000       172.7765     0.0000       0.0000       0.0000       
3409.8750    53.1035      24.4633      0.0000       32.8389      0.0000       0.0000       0.0000       27.5938      168.8046     162.9344     0.0000       172.8345     0.0000       0.0000       0.0000       
3410.0000    53.4728      24.9009      0.0000       34.5014      0.0000       0.0000       0.0000       27.8821      144.8961     144.9700     0.0000       172.8687     0.0000       0.0000       0.0000       
3410.1250    53.8612      25.4520      0.0000       33.7146      0.0000       0.0000       0.0000       28.1201      132.0646     132.2414     0.0000       172.9432     0.0000       0.0000       0.0000       
3410.2500    54.3942      26.2300      0.0000       32.9781      0.0000       0.0000       0.0000       28.1245      120.9165     121.3621     0.0000       173.0329     0.0000       0.0000       0.0000       
3410.3750    55.1391      26.7056      0.0000       35.2208      0.0000       0.0000       0.0000       28.0279      111.5409     112.1768     0.0000       173.2164     0.0000       0.0000       0.0000       
3410.5000    56.1151      25.9815      0.0000       37.2874      0.0000       0.0000       0.0000       28.0828      102.9141     102.7115     0.0000       173.3616     0.0000       0.0000       0.0000       
3410.6250    57.5149      25.2957      0.0000       38.7982      0.0000       0.0000       0.0000       28.3080      90.8120      89.9575      0.0000       173.5064     0.0000       0.0000       0.0000       
3410.7500    59.1170      24.7860      0.0000       40.0060      0.0000       0.0000       0.0000       28.3502      79.4164      76.6816      0.0000       173.6362     0.0000       0.0000       0.0000       
3410.8750    61.2200      24.6934      0.0000       39.6989      0.0000       0.0000       0.0000       28.2221      64.5407      63.1329      0.0000       173.8033     0.0000       0.0000       0.0000       
3411.0000    62.5812      24.6513      0.0000       41.2855      0.0000       0.0000       0.0000       27.9737      53.2347      57.5566      0.0000       173.8932     0.0000       0.0000       0.0000       
3411.1250    59.9647      24.6091      0.0000       43.3263      0.0000       0.0000       0.0000       27.7003      54.6172      61.6567      0.0000       173.9993     0.0000       0.0000       0.0000       
3411.2500    55.8648      24.3018      0.0000       45.7461      0.0000       0.0000       0.0000       27.2568      73.8997      72.8011      0.0000       174.1429     0.0000       0.0000       0.0000       
3411.3750    52.2177      24.0450      0.0000       47.3828      0.0000       0.0000       0.0000       26.0871      119.2735     98.6372      0.0000       174.2256     0.0000       0.0000       0.0000       
3411.5000    51.6238      24.4696      0.0000       48.5652      0.0000       0.0000       0.0000       24.2421      158.7431     153.3070     0.0000       174.3311     0.0000       0.0000       0.0000       
3411.6250    52.0030      25.3613      0.0000       49.5461      0.0000       0.0000       0.0000       20.5919      233.5354     203.2095     0.0000       174.4755     0.0000       0.0000       0.0000       
3411.7500    52.3430      24.9030      0.0000       47.6232      0.0000       0.0000       0.0000       20.5837      214.6159     201.9574     0.0000       174.6040     0.0000       0.0000       0.0000       
3411.8750    52.7416      23.6238      0.0000       46.9374      0.0000       0.0000       0.0000       21.5979      210.0725     194.7243     0.0000       174.7259     0.0000       0.0000       0.0000       
3412.0000    53.0047      23.1522      0.0000       42.6159      0.0000       0.0000       0.0000       22.0567      217.1963     194.4167     0.0000       174.8701     0.0000       0.0000       0.0000       
3412.1250    53.1137      23.1479      0.0000       34.0530      0.0000       0.0000       0.0000       21.9409      221.2338     195.0225     0.0000       174.9521     0.0000       0.0000       0.0000       
3412.2500    53.0978      23.1683      0.0000       30.7669      0.0000       0.0000       0.0000       21.8319      220.1720     194.1761     0.0000       175.0804     0.0000       0.0000       0.0000       
3412.3750    53.0722      23.1140      0.0000       27.7583      0.0000       0.0000       0.0000       21.9053      215.4761     192.3457     0.0000       175.1639     0.0000       0.0000       0.0000       
3412.5000    53.1046      23.0462      0.0000       28.1330      0.0000       0.0000       0.0000       22.0739      210.0001     189.8271     0.0000       175.2674     0.0000       0.0000       0.0000       
3412.6250    53.2138      22.9656      0.0000       27.1443      0.0000       0.0000       0.0000       22.2865      202.5797     186.4733     0.0000       175.3188     0.0000       0.0000       0.0000       
3412.7500    53.3130      22.9494      0.0000       29.2861      0.0000       0.0000       0.0000       22.5494      195.2493     181.0525     0.0000       175.3938     0.0000       0.0000       0.0000       
3412.8750    53.4608      22.8945      0.0000       30.3677      0.0000       0.0000       0.0000       22.7876      186.0638     173.3789     0.0000       175.4588     0.0000       0.0000       0.0000       
3413.0000    53.4833      22.8396      0.0000       31.0198      0.0000       0.0000       0.0000       23.0824      177.4911     165.9890     0.0000       175.5174     0.0000       0.0000       0.0000       
3413.1250    53.1495      22.8225      0.0000       32.2025      0.0000       0.0000       0.0000       23.4022      183.7781     174.8836     0.0000       175.5988     0.0000       0.0000       0.0000       
3413.2500    52.9311      22.8308      0.0000       33.2082      0.0000       0.0000       0.0000       23.6778      195.1396     190.2719     0.0000       175.6654     0.0000       0.0000       0.0000       
3413.3750    52.8189      22.8645      0.0000       32.8762      0.0000       0.0000       0.0000       23.7835      209.2355     199.7691     0.0000       175.7233     0.0000       0.0000       0.0000       
3413.5000    52.8126      22.9229      0.0000       32.8720      0.0000       0.0000       0.0000       23.8761      224.9247     205.9605     0.0000       175.7584     0.0000       0.0000       0.0000       
3413.6250    52.9507      22.9433      0.0000       30.9997      0.0000       0.0000       0.0000       23.9687      234.4779     208.2363     0.0000       175.8310     0.0000       0.0000       0.0000       
3413.7500    53.2524      22.9650      0.0000       29.3294      0.0000       0.0000       0.0000       24.0738      228.0928     203.7082     0.0000       175.8502     0.0000       0.0000       0.0000       
3413.8750    53.3911      22.9732      0.0000       31.3701      0.0000       0.0000       0.0000       24.1858      220.7504     198.8940     0.0000       175.8457     0.0000       0.0000       0.0000       
3414.0000    53.3072      22.9553      0.0000       31.5427      0.0000       0.0000       0.0000       24.3414      225.5963     202.6945     0.0000       175.8409     0.0000       0.0000       0.0000       
