WELLNAME = well52
STDEP  =  3835.0000    
ENDEP  =  4631.8750    
LEVEL  =  0.1250       
CURNAMES  AC, CAL, CNL, DEN, GR, RT, SP

#DEPTH       AC           CAL          CNL          DEN          GR           RT           SP           
3941.5000    48.2480      7.6190       1.3735       2.6989       51.6983      3227.9658    182.7466     
3941.6250    48.2480      7.6262       1.4273       2.6892       51.8268      3570.7527    182.7151     
3941.7500    48.2480      7.6190       1.3196       2.6806       49.2811      3755.5642    182.6995     
3941.8750    48.2480      7.6082       1.2119       2.6925       47.8178      4224.8594    182.6840     
3942.0000    48.3288      7.6154       1.2119       2.7065       46.2911      3692.9219    182.6526     
3942.1250    48.2480      7.6190       1.3196       2.7118       44.9552      3264.3630    182.6212     
3942.2500    48.1671      7.6082       1.2657       2.6978       44.2557      4131.1523    182.6057     
3942.3750    47.8437      7.6226       1.4273       2.6710       43.5562      3376.0479    182.6061     
3942.5000    48.0054      7.6442       1.3196       2.6806       42.6659      3972.1477    182.5748     
3942.6250    48.1671      7.6587       1.4273       2.6774       42.0941      3319.7363    182.5434     
3942.7500    48.4097      7.6442       1.4273       2.6774       43.1144      3319.7363    182.5279     
3942.8750    48.7332      7.6298       1.4812       2.6871       44.7710      3949.9395    182.4965     
3943.0000    48.8140      7.6370       1.4273       2.6860       46.0454      3631.3228    182.4492     
3943.1250    48.8140      7.6262       1.4273       2.6935       45.5375      2984.2615    182.3861     
3943.2500    48.8140      7.6406       1.4273       2.6839       44.5833      3264.3630    182.3388     
3943.3750    48.7332      7.6334       1.3735       2.7000       43.1838      3138.7256    182.2916     
3943.5000    48.4097      7.6226       1.5889       2.7108       41.9752      2885.5325    182.2285     
3943.6250    48.4097      7.6154       1.6427       2.7108       41.0214      3357.1741    182.1812     
3943.7500    48.3288      7.6262       1.6966       2.7021       40.0672      2805.7686    182.1181     
3943.8750    48.3288      7.6298       1.8043       2.7140       39.1134      2934.4800    182.0549     
3944.0000    48.3288      7.6118       1.7505       2.6989       38.2232      2790.0747    182.0235     
3944.1250    48.7332      7.6154       1.7505       2.6946       37.2057      1423.6675    181.9603     
3944.2500    48.8949      7.6154       1.8043       2.7032       36.5703      1051.7561    181.8654     
3944.3750    49.1375      7.6010       1.9659       2.7097       37.2719      1011.2754    181.7547     
3944.5000    49.5418      7.5938       2.1814       2.7247       37.2097      914.1943     181.6598     
3944.6250    49.4609      7.5974       2.0736       2.7538       36.4466      869.2065     181.5807     
3944.7500    49.1375      7.6010       1.9120       2.7602       35.2381      1439.7217    181.4859     
3944.8750    49.1375      7.5938       1.8582       2.7452       33.8390      1531.3157    181.4227     
3945.0000    49.1375      7.5901       1.5889       2.7527       33.2666      1447.8176    181.3596     
3945.1250    49.0566      7.5865       1.6966       2.7387       32.4401      1959.7810    181.2806     
3945.2500    48.9758      7.5938       1.8043       2.7344       32.3140      2358.1121    181.2175     
3945.3750    49.2183      7.5865       1.6966       2.7441       33.5253      1905.5984    181.1544     
3945.5000    49.1375      7.5938       1.7505       2.7409       34.5455      1852.9224    181.1230     
3945.6250    48.9758      7.5974       1.9120       2.7247       33.4638      2331.8125    181.1074     
3945.7500    49.2992      7.5829       1.9120       2.7140       31.4277      2180.0864    181.0761     
3945.8750    49.7035      7.5901       1.7505       2.7129       30.3466      2292.9204    181.0606     
3946.0000    49.8652      7.5865       1.8043       2.7419       31.6215      2522.2324    181.0768     
3946.1250    49.6227      7.5685       1.7505       2.7387       32.3864      3734.5698    181.1090     
3946.2500    49.7035      7.5757       1.6427       2.7280       30.5413      3452.6260    181.1252     
3946.3750    49.2992      7.5865       1.5889       2.7204       28.9506      3840.7393    181.1572     
3946.5000    48.8949      7.5938       1.4273       2.7108       25.5776      3651.7373    181.2053     
3946.6250    48.8949      7.5901       1.5350       2.7258       24.1782      3570.7527    181.2374     
3946.7500    49.3801      7.5901       1.5350       2.7183       24.6251      3376.0479    181.2853     
3946.8750    49.2992      7.5757       1.8043       2.6978       25.5177      4248.6133    181.3492     
3947.0000    49.6227      7.5721       1.6427       2.6914       26.8563      3797.9087    181.4131     
3947.1250    49.9461      7.5649       1.6966       2.7021       27.7485      3797.9087    181.4770     
3947.2500    49.6227      7.5649       1.5889       2.7054       28.6411      3755.5642    181.5250     
3947.3750    49.2992      7.5829       1.5350       2.6849       27.9420      3884.0588    181.6047     
3947.5000    49.2183      7.5865       1.4273       2.6925       26.8610      3755.5642    181.7321     
3947.6250    49.0566      7.5974       1.4273       2.7118       28.9641      4468.5078    181.8595     
3947.7500    48.6523      7.6226       1.2657       2.6946       29.4101      3376.0479    181.9709     
3947.8750    48.4906      7.6442       1.3735       2.7097       30.4299      3472.0371    182.1460     
3948.0000    48.5714      7.6406       1.5350       2.7140       31.8318      3550.7900    182.3528     
3948.1250    48.4097      7.6442       1.4812       2.6989       33.1063      3994.4871    182.6072     
3948.2500    48.9758      7.6514       1.4812       2.6828       34.3808      3692.9219    182.8775     
3948.3750    49.0566      7.6334       1.5350       2.6839       35.9099      3949.9395    183.0524     
3948.5000    49.3801      7.6406       1.5889       2.7000       37.5027      4039.5352    183.2274     
3948.6250    49.2992      7.6298       1.4812       2.6860       36.8670      4344.9727    183.3865     
3948.7500    49.2183      7.6370       1.5350       2.7355       38.0781      3570.7527    183.5139     
3948.8750    48.5714      7.6406       1.6427       2.7419       38.9703      3927.8589    183.6255     
3949.0000    48.5714      7.6767       1.6966       2.7043       39.1625      3611.0161    183.6734     
3949.1250    48.6523      7.6623       1.5350       2.7247       36.4899      3209.9136    183.6737     
3949.2500    48.6523      7.6731       1.5350       2.7473       39.1013      3376.0479    183.6740     
3949.3750    49.1375      7.6875       1.4812       2.7473       40.5667      3927.8589    183.6427     
3949.5000    48.8949      7.6947       1.4812       2.7452       40.8862      3840.7393    183.5954     
3949.6250    48.5714      7.6911       1.5889       2.7387       40.3145      3651.7373    183.5641     
3949.7500    48.4906      7.6731       1.6427       2.7538       39.6157      3819.2700    183.5327     
3949.8750    47.9245      7.6731       1.6427       2.7419       39.1713      3590.8262    183.4854     
3950.0000    47.6011      7.6659       1.5889       2.7419       38.9813      3734.5698    183.4381     
3950.1250    47.1968      7.6695       1.5889       2.7258       39.1098      3376.0479    183.3909     
3950.2500    47.5202      7.6875       1.6966       2.7204       38.5381      3491.5562    183.3436     
3950.3750    48.0054      7.6803       1.6966       2.7032       37.9661      3491.5562    183.3282     
3950.5000    48.1671      7.7055       1.8043       2.7032       37.3307      3611.0161    183.3127     
3950.6250    48.0863      7.7127       1.9120       2.6946       36.4410      3713.6917    183.2812     
3950.7500    48.0054      7.7308       1.9659       2.6849       35.9963      3414.1223    183.2657     
3950.8750    47.9245      7.6983       1.9659       2.6968       38.3529      3282.7222    183.2661     
3951.0000    47.5202      7.6767       1.9659       2.6860       39.3727      2869.4038    183.2664     
3951.1250    47.1159      7.6731       1.9659       2.6882       37.9101      3121.1709    183.2669     
3951.2500    47.2776      7.6587       1.9659       2.6925       36.1289      3227.9658    183.2672     
3951.3750    47.5202      7.6767       1.9120       2.6806       34.7293      3319.7363    183.2834     
3951.5000    47.8437      7.6839       1.8043       2.6839       33.4574      3138.7256    183.2997     
3951.6250    47.8437      7.6767       1.8582       2.6731       33.4587      3590.8262    183.3001     
3951.7500    48.0863      7.6767       1.8043       2.6634       34.6057      3631.3228    183.3004     
3951.8750    48.0863      7.6695       1.8043       2.6925       36.3894      3191.9695    183.3008     
3952.0000    48.3288      7.6442       1.6966       2.6903       37.3454      2950.9841    183.3170     
3952.1250    48.9758      7.6370       1.7505       2.6774       36.7738      2837.4036    183.3333     
3952.2500    49.3801      7.6478       1.7505       2.6581       35.6925      2821.5393    183.3178     
3952.3750    48.8949      7.6478       1.6427       2.6677       34.3570      2712.9414    183.2863     
3952.5000    48.6523      7.6478       1.6427       2.6903       33.4034      2565.0161    183.2708     
3952.6250    48.2480      7.6803       1.6427       2.6989       32.3225      2869.4038    183.2553     
3952.7500    47.6819      7.6731       1.5350       2.7075       31.1779      3246.1118    183.2398     
3952.8750    47.9245      7.6731       1.5889       2.7172       30.6699      3452.6260    183.2243     
3953.0000    47.9245      7.6767       1.8043       2.7151       30.8621      3570.7527    183.1930     
3953.1250    47.8437      7.6731       1.9120       2.7312       31.4999      3611.0161    183.1616     
3953.2500    48.4097      7.6731       2.0736       2.7194       30.9283      3862.3423    183.1302     
3953.3750    49.1375      7.6659       2.0736       2.7290       30.2290      2790.0747    183.1146     
3953.5000    49.7035      7.6442       2.0736       2.7237       30.5486      2358.1121    183.0833     
3953.6250    49.4609      7.6623       1.9659       2.6774       32.9686      2305.8098    183.0202     
3953.7500    49.3801      7.6406       1.9120       2.6677       33.9247      2384.7009    182.9889     
3953.8750    48.9758      7.6406       1.7505       2.6871       33.4804      2371.3689    182.9892     
3954.0000    47.7628      7.6659       1.5350       2.6925       32.7817      2743.5361    182.9736     
3954.1250    47.2776      7.6514       1.6427       2.7054       33.1009      3121.1709    182.9581     
3954.2500    47.4394      7.6334       1.6966       2.6989       34.5662      3570.7527    182.9426     
3954.3750    47.4394      7.6442       1.6427       2.7032       35.9678      3511.1919    182.9112     
3954.5000    47.7628      7.6442       1.6427       2.7000       37.5603      3319.7363    182.8798     
3954.6250    47.8437      7.6262       1.6427       2.7194       38.7709      3264.3630    182.8485     
3954.7500    47.7628      7.6334       1.7505       2.7312       40.0452      3433.3145    182.8171     
3954.8750    47.7628      7.6370       1.5350       2.7151       39.5375      3138.7256    182.7698     
3955.0000    47.6819      7.6298       1.6427       2.7108       38.8382      3301.1753    182.7384     
3955.1250    47.6819      7.6406       1.8043       2.7151       39.0940      3357.1741    182.7228     
3955.2500    47.6819      7.6442       1.7505       2.7333       39.8591      3511.1919    182.6915     
3955.3750    48.0863      7.6298       1.8043       2.7237       39.4147      3209.9136    182.6284     
3955.5000    48.4906      7.6226       1.8043       2.7344       37.5064      2901.7612    182.5494     
3955.6250    48.2480      7.6010       1.6966       2.7366       36.4253      2869.4038    182.4863     
3955.7500    48.4097      7.5938       1.8582       2.7312       35.3445      2837.4036    182.4073     
3955.8750    48.4906      7.5793       1.7505       2.7237       33.8181      2743.5361    182.2964     
3956.0000    48.5714      7.5865       1.9659       2.7097       32.4191      2425.1565    182.1380     
3956.1250    48.1671      7.5865       1.8582       2.7237       31.0200      2280.0974    181.9003     
3956.2500    48.3288      7.5793       1.8582       2.7140       31.0849      2229.5286    181.6626     
3956.3750    48.4097      7.5793       1.6966       2.6989       30.7043      2049.6880    181.5042     
3956.5000    48.2480      7.5613       1.5889       2.6935       30.1963      2217.0659    181.3299     
3956.6250    48.4097      7.5469       1.5350       2.6925       30.9617      2637.9438    181.1715     
3956.7500    48.4097      7.5577       1.3735       2.6925       31.3442      2712.9414    181.0131     
3956.8750    48.4097      7.5757       1.4273       2.7075       30.2640      3376.0479    180.8071     
3957.0000    48.3288      7.5901       1.3735       2.7021       29.5649      3395.0352    180.6169     
3957.1250    48.4906      7.5505       1.3196       2.7032       28.6111      3511.1919    180.4427     
3957.2500    48.5714      7.5469       1.2657       2.7011       27.4667      3530.9297    180.2844     
3957.3750    48.5714      7.6010       1.2119       2.6882       26.7678      3338.3970    180.1577     
3957.5000    48.4906      7.6550       1.1580       2.7011       26.0690      3590.8262    180.0469     
3957.6250    48.4906      7.6659       1.2657       2.7312       26.5794      3357.1741    179.9679     
3957.7500    48.3288      7.6550       1.1580       2.7484       27.5990      3631.3228    179.9048     
3957.8750    48.1671      7.6623       1.1580       2.7452       27.2184      3840.7393    179.8257     
3958.0000    48.1671      7.6623       1.4273       2.7280       26.2653      3776.6782    179.7468     
3958.1250    48.3288      7.6478       1.3196       2.7065       25.8840      3590.8262    179.6837     
3958.2500    48.2480      7.6478       1.3735       2.7301       25.4398      3086.3657    179.6205     
3958.3750    48.5714      7.6478       1.4273       2.7344       25.7593      3357.1741    179.5733     
3958.5000    48.1671      7.6659       1.5889       2.7269       25.8242      2712.9414    179.5577     
3958.6250    48.4097      7.6550       1.6427       2.7366       24.6162      3246.1118    179.5264     
3958.7500    48.2480      7.6659       1.4812       2.7312       23.5994      3209.9136    179.4950     
3958.8750    48.1671      7.6550       1.2657       2.7172       23.7277      3376.0479    179.4795     
3959.0000    48.0863      7.6623       1.4812       2.7226       24.1108      2918.0762    179.4482     
3959.1250    48.3288      7.6947       1.4812       2.7247       23.9212      4085.0835    179.4009     
3959.2500    48.4906      7.6839       1.6427       2.7194       24.6225      3395.0352    179.3695     
3959.3750    48.8949      7.6875       1.8043       2.7054       25.6421      3357.1741    179.3381     
3959.5000    48.9758      7.6767       1.8043       2.7161       27.1075      3069.1096    179.3068     
3959.6250    49.2183      7.6695       1.6966       2.7183       27.4266      2984.2615    179.2596     
3959.7500    49.2992      7.6695       1.6427       2.7280       26.6002      3338.3970    179.2282     
3959.8750    49.4609      7.6334       1.6427       2.7183       26.1560      3570.7527    179.1967     
3960.0000    48.8949      7.6442       1.5889       2.7237       27.0486      3246.1118    179.3467     
3960.1250    48.8140      7.7127       1.5889       2.7409       27.5394      3174.1165    179.4972     
3960.2500    48.8140      7.6947       1.6966       2.7516       26.9045      3319.7363    179.4506     
3960.3750    48.5714      7.6803       1.7505       2.7602       26.5246      3174.1165    179.4197     
3960.5000    48.2480      7.6587       1.6427       2.7473       25.9540      3472.0371    179.3887     
3960.6250    48.3288      7.6623       1.5889       2.7419       26.0834      3103.7214    179.3575     
3960.7500    48.1671      7.6478       1.5889       2.7441       26.9146      2682.6926    179.3265     
3960.8750    48.2480      7.6226       1.8043       2.7312       27.4908      3884.0588    179.2954     
3961.0000    48.3288      7.5938       1.7505       2.7269       28.3220      3631.3228    179.2327     
3961.1250    48.4906      7.5974       1.7505       2.7387       27.4959      3611.0161    179.1857     
3961.2500    48.8140      7.5793       1.7505       2.7258       26.7329      3776.6782    179.1545     
3961.3750    49.0566      7.5974       1.8582       2.7161       25.6517      3672.2769    179.0918     
3961.5000    49.0566      7.5974       1.9120       2.7054       25.4630      3319.7363    179.0450     
3961.6250    49.0566      7.5974       1.9659       2.6968       26.4217      3797.9087    178.9980     
3961.7500    49.3801      7.6190       1.9659       2.6957       27.3804      3103.7214    178.9669     
3961.8750    49.7035      7.6010       1.8043       2.6763       26.4268      2984.2615    178.9202     
3962.0000    49.7035      7.5938       1.7505       2.6645       24.9631      3590.8262    178.8732     
3962.1250    49.7035      7.5721       1.6427       2.6935       23.8820      3338.3970    178.8578     
3962.2500    49.7035      7.5613       1.6966       2.7075       23.4377      3264.3630    178.8427     
3962.3750    49.4609      7.4964       1.5350       2.7140       22.6752      3672.2769    178.8276     
3962.5000    49.0566      7.4856       1.6427       2.7194       21.9128      3797.9087    178.7966     
3962.6250    48.7332      7.5072       1.5350       2.7312       21.9791      3069.1096    178.7654     
3962.7500    48.4906      7.4928       1.5350       2.7237       22.3641      3338.3970    178.7345     
3962.8750    48.4906      7.5108       1.4812       2.7258       22.7497      3395.0352    178.7035     
3963.0000    48.8140      7.5180       1.6427       2.7183       23.2622      3611.0161    178.6882     
3963.1250    48.6523      7.5000       1.6427       2.6935       23.5822      3069.1096    178.6730     
3963.2500    48.5714      7.5072       1.7505       2.6860       24.3496      3138.7256    178.6579     
3963.3750    48.6523      7.5072       1.7505       2.7032       25.8821      2758.9663    178.6427     
3963.5000    49.1375      7.5108       1.8043       2.7194       26.3315      3246.1118    178.6275     
3963.6250    48.7332      7.4639       1.7505       2.7183       25.3772      3156.3711    178.6124     
3963.7500    48.8140      7.4423       1.5889       2.6806       24.8060      3069.1096    178.5972     
3963.8750    48.6523      7.4567       1.7505       2.7065       24.2985      3086.3657    178.5980     
3964.0000    48.5714      7.4820       1.5889       2.7161       24.5560      3227.9658    178.5989     
3964.1250    48.4097      7.4639       1.5350       2.7538       24.7498      3570.7527    178.5837     
3964.2500    48.4097      7.4495       1.6427       2.7462       24.8161      3395.0352    178.5685     
3964.3750    48.3288      7.3990       1.6966       2.7054       24.3730      3209.9136    178.5533     
3964.5000    48.1671      7.4495       1.7505       2.7097       24.3105      3017.9153    178.5223     
3964.6250    48.0863      7.4928       1.8582       2.7129       23.9311      2728.1958    178.4912     
3964.7500    48.3288      7.5216       1.6966       2.7161       23.6780      3017.9153    178.4601     
3964.8750    48.1671      7.5288       1.6427       2.7172       23.3618      2652.7729    178.4449     
3965.0000    47.9245      7.5216       1.5889       2.7097       26.1055      3034.8899    178.4140     
3965.1250    48.0863      7.5397       1.5889       2.7129       28.8493      3227.9658    178.3829     
3965.2500    48.1671      7.5433       1.4273       2.7043       28.0868      2774.4771    178.3676     
3965.3750    48.2480      7.5541       1.5350       2.7226       28.4081      3511.1919    178.3367     
3965.5000    48.3288      7.5613       1.6966       2.7161       29.4306      3209.9136    178.3057     
3965.6250    48.2480      7.5505       1.7505       2.7118       29.6882      3209.9136    178.2745     
3965.7500    48.5714      7.5216       1.6966       2.7280       28.5438      3138.7256    178.2593     
3965.8750    48.9758      7.5180       1.5889       2.7043       27.8445      3301.1753    178.2600     
3966.0000    49.0566      7.4964       1.5350       2.7065       27.2095      3357.1741    178.2449     
3966.1250    48.8949      7.4928       1.4812       2.7065       26.8926      3797.9087    178.2457     
3966.2500    48.6523      7.4820       1.4812       2.7043       28.2339      3755.5642    178.2623     
3966.3750    48.4097      7.4315       1.6427       2.6968       27.4083      3713.6917    178.2631     
3966.5000    47.8437      7.4351       1.4812       2.7000       26.7727      3357.1741    178.2637     
3966.6250    48.0863      7.4423       1.5350       2.6774       26.2009      3550.7900    178.2645     
3966.7500    48.0863      7.4423       1.5889       2.6731       25.5021      3121.1709    178.2654     
3966.8750    47.7628      7.4387       1.5889       2.6763       24.9946      3209.9136    178.2660     
3967.0000    47.8437      7.4495       1.5889       2.6860       24.3603      3001.0457    178.2666     
3967.1250    47.7628      7.4567       1.7505       2.6882       23.9797      2358.1121    178.2674     
3967.2500    47.9245      7.4748       1.7505       2.6957       23.4722      2254.6741    178.2682     
3967.3750    48.0054      7.4856       1.6427       2.7032       30.6786      2084.4583    178.2689     
3967.5000    47.5202      7.4856       1.5350       2.7032       30.8724      2318.7786    178.2698     
3967.6250    47.6819      7.4856       1.4812       2.7011       30.8750      2452.5027    178.2705     
3967.7500    47.7628      7.5216       1.4273       2.7011       31.0050      2652.7729    178.2711     
3967.8750    47.8437      7.5829       1.3735       2.6989       30.6250      3651.7373    178.2720     
3968.0000    48.0863      7.5829       1.4273       2.6935       30.3088      3414.1223    178.2728     
3968.1250    48.1671      7.5685       1.2657       2.6849       30.1201      3264.3630    178.2736     
3968.2500    48.1671      7.5541       1.3196       2.6957       30.2495      2869.4038    178.2742     
3968.3750    48.0863      7.5433       1.2657       2.7021       31.7821      2743.5361    178.2591     
3968.5000    48.1671      7.5288       1.4273       2.7032       33.8248      2608.5278    178.2600     
3968.6250    47.9245      7.5072       1.4273       2.6978       34.4011      2667.6948    178.2764     
3968.7500    48.0054      7.5216       1.4273       2.7075       34.0849      3017.9153    178.2771     
3968.8750    47.8437      7.5216       1.3735       2.7215       35.4900      2984.2615    178.2777     
3969.0000    47.9245      7.5144       1.4812       2.7258       36.8314      3301.1753    178.2784     
3969.1250    47.9245      7.5288       1.5350       2.7280       35.8783      3550.7900    178.2951     
3969.2500    48.0863      7.5144       1.6427       2.7161       35.5614      3452.6260    178.3117     
3969.3750    48.2480      7.5180       1.6427       2.7140       36.0740      3376.0479    178.3126     
3969.5000    48.4906      7.5144       1.6966       2.7000       37.2241      3433.3145    178.2975     
3969.6250    48.6523      7.5216       1.6427       2.6978       38.5662      3264.3630    178.2822     
3969.7500    49.0566      7.5180       1.7505       2.6720       39.2050      3301.1753    178.2829     
3969.8750    49.2992      7.5216       1.6966       2.6559       38.6344      3103.7214    178.2680     
3970.0000    49.2183      7.5216       1.5350       2.6817       38.1900      3472.0371    178.2527     
3970.1250    49.1375      7.5144       1.6427       2.6796       37.7463      3376.0479    178.2373     
3970.2500    48.8949      7.4567       1.5350       2.7065       37.4938      3611.0161    178.2063     
3970.3750    48.5714      7.4459       1.5889       2.7054       38.5165      3246.1118    178.1912     
3970.5000    48.3288      7.4784       1.6427       2.7011       39.0291      2885.5325    178.1920     
3970.6250    48.2480      7.5072       1.8582       2.6763       38.3947      2984.2615    178.1768     
3970.7500    48.0054      7.5541       1.8043       2.6860       37.9510      2837.4036    178.1456     
3970.8750    48.0863      7.5541       1.7505       2.7183       37.8247      3491.5562    178.0986     
3971.0000    48.2480      7.5577       1.8043       2.7215       38.0186      3051.9529    178.0676     
3971.1250    48.4097      7.5469       1.6966       2.7161       39.6788      3138.7256    178.0365     
3971.2500    48.2480      7.5397       1.8043       2.7430       41.6578      3209.9136    177.9896     
3971.3750    48.1671      7.5505       1.6966       2.7452       44.8482      3138.7256    177.9585     
3971.5000    48.0863      7.5361       1.8043       2.7581       47.6561      3452.6260    177.9274     
3971.6250    47.9245      7.5180       1.8043       2.7699       50.0177      3227.9658    177.8964     
3971.7500    47.6011      7.4675       1.6427       2.7505       51.5505      2869.4038    177.8654     
3971.8750    47.7628      7.4567       1.5889       2.7323       52.3819      2918.0762    177.8342     
3972.0000    48.0054      7.4856       1.6966       2.7269       53.9784      2885.5325    177.7872     
3972.1250    47.9245      7.5072       1.6427       2.7290       56.1488      3001.0457    177.7405     
3972.2500    47.9245      7.5072       1.6966       2.7323       54.1749      3156.3711    177.7252     
3972.3750    48.0863      7.5216       1.8043       2.7204       52.4567      2950.9841    177.6940     
3972.5000    47.9245      7.5361       1.7505       2.7129       50.8659      2821.5393    177.6471     
3972.6250    47.9245      7.5469       1.6966       2.7108       50.4209      3086.3657    177.6159     
3972.7500    48.2480      7.5577       1.9120       2.7344       49.6578      2821.5393    177.6009     
3972.8750    48.6523      7.5433       1.8043       2.7323       49.4691      3034.8899    177.6015     
3973.0000    48.4906      7.5505       1.8043       2.7215       48.2602      3227.9658    177.6022     
3973.1250    48.6523      7.5505       1.6966       2.7075       46.5413      3433.3145    177.6030     
3973.2500    48.8949      7.5685       1.5889       2.7194       44.6949      3611.0161    177.6196     
3973.3750    48.4906      7.5613       1.6427       2.7140       42.2739      3209.9136    177.6840     
3973.5000    48.3288      7.5361       1.5350       2.7086       39.9174      3530.9297    177.7642     
3973.6250    48.1671      7.5072       1.5889       2.7129       37.7521      3755.5642    177.8603     
3973.7500    48.1671      7.5036       1.5350       2.7021       39.7950      3611.0161    178.0042     
3973.8750    47.9245      7.5000       1.4812       2.6860       41.6466      3570.7527    178.1481     
3974.0000    47.9245      7.4964       1.5889       2.6742       39.9276      3884.0588    178.3239     
3974.1250    48.4906      7.4928       1.6427       2.6925       37.7624      3156.3711    178.4995     
3974.2500    48.3288      7.5036       1.7505       2.6903       36.4253      3755.5642    178.6592     
3974.3750    48.2480      7.4820       1.7505       2.6957       35.2802      3734.5698    178.8350     
3974.5000    48.4097      7.4856       1.6427       2.6860       33.6249      3611.0161    179.0267     
3974.6250    48.3288      7.5036       1.6966       2.6968       32.2885      3433.3145    179.1864     
3974.7500    48.1671      7.5144       1.6427       2.6978       31.3984      3511.1919    179.3461     
3974.8750    48.2480      7.5108       1.6427       2.6828       31.0177      3301.1753    179.5377     
3975.0000    48.3288      7.5144       1.5889       2.6925       30.8290      3590.8262    179.7294     
3975.1250    48.4097      7.5180       1.5889       2.6914       32.4262      3121.1709    179.9051     
3975.2500    48.4097      7.5180       1.6966       2.6978       32.8744      3017.9153    180.0489     
3975.3750    48.8949      7.5216       1.8582       2.6968       33.0682      3191.9695    180.2246     
3975.5000    49.4609      7.5216       1.9120       2.6989       32.3056      2774.4771    180.4004     
3975.6250    50.0270      7.5433       2.1275       2.6892       33.7747      2901.7612    180.5760     
3975.7500    50.5930      7.5325       2.2352       2.6710       36.0727      2821.5393    180.7518     
3975.8750    50.8356      7.5505       2.1814       2.6581       36.0115      3376.0479    180.8958     
3976.0000    50.8356      7.5288       2.0736       2.6355       34.9951      3264.3630    181.0397     
3976.1250    50.5930      7.5397       2.0198       2.6505       34.6776      3611.0161    181.1677     
3976.2500    50.1078      7.5180       2.1814       2.6516       37.1037      3452.6260    181.2639     
3976.3750    50.5121      7.5144       2.2352       2.6387       38.1259      3840.7393    181.3601     
3976.5000    50.9973      7.5433       2.1814       2.6398       39.5950      3755.5642    181.4405     
3976.6250    51.2399      7.5433       2.2352       2.6376       38.1303      3994.4871    181.4889     
3976.7500    51.3208      7.5433       2.2352       2.6387       36.3482      3905.8977    181.5213     
3976.8750    51.1590      7.5144       2.2352       2.6516       35.7762      3840.7393    181.5698     
3977.0000    50.7547      7.5072       2.2891       2.6559       35.2055      3776.6782    181.6184     
3977.1250    51.1590      7.5252       2.3968       2.6495       34.7611      3692.9219    181.6510     
3977.2500    51.8868      7.5433       2.4507       2.6505       34.8274      4248.6133    181.6834     
3977.3750    52.3720      7.5469       2.5584       2.6634       34.3836      3570.7527    181.7320     
3977.5000    52.3720      7.5505       2.7200       2.6559       33.7478      3884.0588    181.7646     
3977.6250    52.2911      7.5649       2.5584       2.6677       32.7939      3755.5642    181.7812     
3977.7500    51.4825      7.5829       2.0198       2.6656       31.7775      3797.9087    181.8297     
3977.8750    50.1078      7.6046       1.9120       2.6742       31.2686      3395.0352    181.8623     
3978.0000    49.0566      7.6190       1.5889       2.6806       30.6973      3862.3423    181.8791     
3978.1250    48.3288      7.6190       1.5889       2.6892       30.1259      3692.9219    181.9116     
3978.2500    48.4906      7.5938       1.5889       2.6871       29.6177      3672.2769    181.9281     
3978.3750    49.1375      7.5938       1.5889       2.6882       29.1101      3692.9219    181.9448     
3978.5000    49.8652      7.5901       1.5889       2.6914       31.7908      3570.7527    181.9615     
3978.6250    49.7844      7.5469       1.4812       2.6763       34.0252      3301.1753    181.9624     
3978.7500    49.9461      7.5036       1.4812       2.6903       35.1755      3570.7527    181.9631     
3978.8750    50.3504      7.4928       1.5889       2.6828       35.7519      3414.1223    181.9796     
3979.0000    50.1078      7.4712       1.3196       2.6710       35.8820      3651.7373    181.9962     
3979.1250    49.2183      7.5036       1.3196       2.6882       34.6730      3862.3423    181.9970     
3979.2500    49.0566      7.5397       1.3735       2.6817       35.5689      3672.2769    181.9979     
3979.3750    48.9758      7.5469       1.5350       2.6946       35.1889      3590.8262    181.9987     
3979.5000    48.4097      7.5685       1.6966       2.7032       34.1067      3651.7373    182.0153     
3979.6250    48.1671      7.5938       1.8043       2.7086       32.9608      3511.1919    182.0637     
3979.7500    48.4097      7.5721       1.9120       2.7194       31.4336      3264.3630    182.0963     
3979.8750    48.0054      7.5721       1.8582       2.7323       30.6065      2637.9438    182.1133     
3980.0000    48.2480      7.5649       1.8582       2.7247       29.5888      2950.9841    182.1013     
3980.1250    48.4906      7.5685       1.8582       2.7204       26.9754      2593.9382    182.0729     
3980.2500    48.7332      7.5829       1.6966       2.7108       28.1876      2805.7686    182.0731     
3980.3750    49.2183      7.5685       1.7505       2.6914       29.2723      3138.7256    182.0733     
3980.5000    49.1375      7.5469       1.4273       2.6753       30.9947      3511.1919    182.0575     
3980.6250    49.3801      7.5469       1.5889       2.7032       30.4851      3357.1741    182.0417     
3980.7500    49.3801      7.5216       1.6966       2.7247       29.7205      3631.3228    182.0260     
3980.8750    49.3801      7.4928       1.7505       2.7290       29.2110      3227.9658    182.0102     
3981.0000    48.8949      7.5216       1.6966       2.7312       30.1683      3776.6782    181.9945     
3981.1250    48.8949      7.5613       1.8582       2.7215       30.7426      3264.3630    181.9946     
3981.2500    48.7332      7.5252       1.9120       2.6968       30.2967      3001.0457    181.9948     
3981.3750    48.8949      7.5649       1.6427       2.7172       29.4047      3174.1165    181.9949     
3981.5000    48.9758      7.5685       1.7505       2.7161       29.2138      3282.7222    182.0269     
3981.6250    48.7332      7.5685       1.6427       2.7204       29.7246      3138.7256    182.0589     
