WELLNAME = well52
STDEP  =  3835.0000    
ENDEP  =  4631.8750    
LEVEL  =  0.1250       
CURNAMES  AC, CAL, CNL, DEN, GR, RT, SP

#DEPTH       AC           CAL          CNL          DEN          GR           RT           SP           
4245.1250    48.5714      7.4964       1.3196       2.6645       33.9485      3319.7363    164.6287     
4245.2500    48.6523      7.5000       1.2657       2.6495       34.2682      3227.9658    165.1397     
4245.3750    48.6523      7.5144       1.3735       2.6409       35.2918      3755.5642    165.6187     
4245.5000    48.4097      7.5361       1.5889       2.6269       36.3794      3734.5698    166.0977     
4245.6250    48.3288      7.5829       1.9120       2.6355       37.7228      3949.9395    166.6246     
4245.7500    47.9245      7.6298       1.6966       2.6591       38.2985      3338.3970    167.0239     
4245.8750    47.5202      7.6406       1.6427       2.6473       39.0023      3713.6917    167.2639     
4246.0000    47.5202      7.6514       1.6427       2.6613       40.2818      3611.0161    167.4081     
4246.1250    47.5202      7.6767       1.6427       2.6817       40.9856      3433.3145    167.5204     
4246.2500    47.6011      7.6406       1.5889       2.6849       41.8173      3174.1165    167.5689     
4246.3750    47.5202      7.6370       1.5350       2.6882       40.3450      3174.1165    167.5537     
4246.5000    47.6819      7.6298       1.4812       2.6785       39.0645      3570.7527    167.5226     
4246.6250    47.8437      7.6190       1.3735       2.6860       38.2963      3631.3228    167.4913     
4246.7500    48.1671      7.5901       1.4273       2.6849       36.7598      3472.0371    167.4602     
4246.8750    48.0863      7.5397       1.4273       2.6774       36.1194      3755.5642    167.4131     
4247.0000    48.1671      7.5505       1.4273       2.6720       37.8472      4154.3789    167.3659     
4247.1250    47.8437      7.5757       1.3735       2.6720       38.7429      3631.3228    167.3348     
4247.2500    48.0863      7.5793       1.3196       2.6839       39.2546      3103.7214    167.3035     
4247.3750    48.0054      7.5613       1.3196       2.6796       38.8703      3611.0161    167.2724     
4247.5000    48.0054      7.5433       1.1042       2.6882       38.2298      3472.0371    167.2414     
4247.6250    47.8437      7.5433       1.1042       2.7075       37.4613      3395.0352    167.2261     
4247.7500    47.9245      7.5288       1.2657       2.7204       37.9091      3472.0371    167.2267     
4247.8750    48.0054      7.5144       1.3196       2.7011       39.0608      3376.0479    167.2115     
4248.0000    48.0863      7.5108       1.4273       2.6946       39.4447      3433.3145    167.1962     
4248.1250    47.6819      7.5000       1.4812       2.6839       39.3164      3631.3228    167.1970     
4248.2500    47.5202      7.4820       1.3735       2.6538       38.6119      3338.3970    167.1977     
4248.3750    47.6819      7.4856       1.4273       2.6280       39.8278      2885.5325    167.2145     
4248.5000    48.1671      7.4856       1.1580       2.6118       41.0438      3491.5562    167.2152     
4248.6250    48.0863      7.4675       0.9964       2.5989       42.3879      3692.9219    167.1999     
4248.7500    48.0863      7.4531       0.8349       2.5935       43.5399      3927.8589    167.2006     
4248.8750    48.1671      7.4459       0.9426       2.6108       43.0915      3840.7393    167.2173     
4249.0000    48.3288      7.3846       0.8887       2.6237       43.6033      4248.6133    167.2340     
4249.1250    48.0054      7.3630       0.8887       2.6452       43.4750      3797.9087    167.2347     
4249.2500    47.9245      7.3089       1.1042       2.6376       41.9381      3511.1919    167.2353     
4249.3750    48.0054      7.3017       1.4273       2.6333       40.5934      3631.3228    167.2360     
4249.5000    47.8437      7.3413       1.4273       2.6527       39.8890      3590.8262    167.2367     
4249.6250    47.9245      7.3630       1.4812       2.6613       39.0564      3927.8589    167.2377     
4249.7500    47.6819      7.4171       1.5889       2.6634       39.1200      3191.9695    167.2384     
4249.8750    47.6011      7.5108       1.4273       2.6301       39.5678      3651.7373    167.2389     
4250.0000    47.8437      7.4964       1.4812       2.6462       39.8877      4016.9429    167.1125     
4250.1250    48.0863      7.4495       1.4273       2.6387       37.9519      3452.6260    167.0011     
4250.2500    48.5714      7.4531       1.3196       2.6527       36.7358      3651.7373    167.0003     
4250.3750    48.5714      7.4207       1.4273       2.6634       37.3117      3376.0479    166.9520     
4250.5000    48.3288      7.3882       1.4812       2.6645       38.0155      4418.6758    166.9195     
4250.6250    48.2480      7.4099       1.4273       2.6581       38.6554      4201.2305    166.9029     
4250.7500    48.2480      7.4531       1.2657       2.6473       39.1672      3949.9395    166.8701     
4250.8750    48.0863      7.4748       1.3735       2.6430       39.4231      4296.5195    166.8535     
4251.0000    48.0863      7.4856       1.3196       2.6656       39.1670      4177.7422    166.8371     
4251.1250    48.3288      7.4748       1.5889       2.6527       39.6149      3651.7373    166.8204     
4251.2500    48.1671      7.5577       1.5350       2.6462       40.5107      3884.0588    166.8039     
4251.3750    48.0863      7.6406       1.6966       2.6495       41.2785      4108.0586    166.7873     
4251.5000    48.0863      7.7272       1.9120       2.6441       41.2784      3734.5698    166.7866     
4251.6250    48.0863      7.7200       1.9120       2.6301       42.4942      4016.9429    166.7701     
4251.7500    48.2480      7.7127       1.8043       2.6054       44.7979      3797.9087    166.7533     
4251.8750    48.3288      7.7019       1.7505       2.6021       44.0298      3734.5698    166.7526     
4252.0000    48.4906      7.6767       1.5889       2.5871       46.7175      4131.1523    166.7200     
4252.1250    49.0566      7.7019       1.6427       2.5720       48.8932      3927.8589    166.6874     
4252.2500    49.0566      7.6947       1.6427       2.5882       47.8692      3819.2700    166.6711     
4252.3750    48.5714      7.7091       1.4812       2.5839       46.9091      3414.1223    166.6385     
4252.5000    48.4097      7.6911       1.3735       2.6183       45.6930      3156.3711    166.6058     
4252.6250    48.1671      7.6046       1.8043       2.6237       44.3489      3692.9219    166.5733     
4252.7500    47.7628      7.5108       1.9120       2.6355       42.5569      3734.5698    166.5408     
4252.8750    47.6819      7.5325       1.9120       2.6516       43.8367      3905.8977    166.5242     
4253.0000    47.5202      7.5649       1.9659       2.6634       43.0686      3905.8977    166.4918     
4253.1250    47.5202      7.6442       1.9120       2.6785       41.1486      3357.1741    166.4432     
4253.2500    47.1159      7.7668       1.9659       2.6935       39.8686      3414.1223    166.4107     
4253.3750    47.1968      7.7488       1.9659       2.6839       38.9085      3840.7393    166.3782     
4253.5000    47.2776      7.7596       1.9120       2.6882       40.7002      3884.0588    166.3457     
4253.6250    47.4394      7.7452       1.7505       2.6946       42.7479      3949.9395    166.3133     
4253.7500    47.6011      7.7200       1.6966       2.6978       45.4355      3550.7900    166.2967     
4253.8750    47.7628      7.7091       1.5350       2.6860       47.3552      3246.1118    166.2800     
4254.0000    48.0054      7.7200       1.4812       2.6914       48.1869      3395.0352    166.2475     
4254.1250    47.9245      7.7091       1.2657       2.6806       49.0827      3651.7373    166.2150     
4254.2500    47.7628      7.7200       1.3196       2.6699       51.0662      3631.3228    166.1825     
4254.3750    47.1968      7.6875       1.2657       2.6505       52.7299      3338.3970    166.1658     
4254.5000    47.1159      7.6731       1.3735       2.6634       57.7851      3511.1919    166.1332     
4254.6250    47.2776      7.6226       1.3735       2.6817       59.4487      3530.9297    166.0848     
4254.7500    47.5202      7.6370       1.3735       2.6849       58.0407      3905.8977    166.0522     
4254.8750    47.6011      7.6514       1.4273       2.6989       56.9527      3376.0479    166.0357     
4255.0000    47.6819      7.7127       1.4812       2.6892       55.9286      4016.9429    166.0033     
4255.1250    47.6011      7.7560       1.4273       2.6710       58.1041      3994.4871    165.9548     
4255.2500    47.9245      7.7488       1.5350       2.6774       57.0801      3530.9297    165.9223     
4255.3750    47.7628      7.7560       1.6966       2.6957       55.8001      3734.5698    165.8898     
4255.5000    47.5202      7.7344       1.6427       2.6817       53.8162      3692.9219    165.8571     
4255.6250    47.6011      7.7488       1.6966       2.6753       51.7043      3376.0479    165.8245     
4255.7500    48.1671      7.7776       1.6427       2.6796       49.2085      3264.3630    165.8080     
4255.8750    48.0863      7.7921       1.4273       2.6720       49.9762      4085.0835    165.7913     
4256.0000    47.6011      7.8029       1.3735       2.6634       51.5118      3611.0161    165.7747     
4256.1250    47.1968      7.7740       1.3196       2.6667       52.8554      3452.6260    165.7742     
4256.2500    47.0350      7.7308       1.3196       2.6839       53.9431      3301.1753    165.7416     
4256.3750    47.1968      7.7163       1.3735       2.6763       53.8789      3264.3630    165.6931     
4256.5000    46.9542      7.7055       1.3735       2.6624       51.4471      2901.7612    165.6765     
4256.6250    47.2776      7.6947       1.2657       2.6796       49.0154      3414.1223    165.6757     
4256.7500    47.2776      7.6911       1.3196       2.7043       47.5435      3001.0457    165.6591     
4256.8750    47.6011      7.7127       1.3735       2.6806       46.1996      2967.5732    165.6266     
4257.0000    47.7628      7.7380       1.5350       2.6613       49.3348      3051.9529    165.5941     
4257.1250    47.6819      7.7380       1.6427       2.6516       50.2945      3301.1753    165.5617     
4257.2500    47.9245      7.7416       1.6966       2.6473       50.3583      4108.0586    165.4971     
4257.3750    48.0863      7.7596       1.5350       2.6462       49.0784      3414.1223    165.4485     
4257.5000    47.9245      7.7921       1.6427       2.6441       47.7985      3734.5698    165.4322     
4257.6250    48.0863      7.7993       1.4812       2.6559       45.8787      3972.1477    165.3679     
4257.7500    47.9245      7.7813       1.4273       2.6505       45.4947      3611.0161    165.3034     
4257.8750    47.5202      7.7704       1.3735       2.6699       47.0942      3570.7527    165.2551     
4258.0000    47.2776      7.7488       1.3196       2.6581       48.2458      3472.0371    165.2066     
4258.1250    47.4394      7.7344       1.5889       2.6742       49.5253      3511.1919    165.1422     
4258.2500    47.5202      7.7344       1.5350       2.6624       49.5892      3472.0371    165.0619     
4258.3750    47.0350      7.7488       1.6427       2.6774       47.6694      3338.3970    165.0133     
4258.5000    47.5202      7.7560       1.5889       2.6763       45.6857      3884.0588    164.9809     
4258.6250    47.9245      7.7813       1.4273       2.6774       46.2614      3819.2700    164.9325     
4258.7500    48.5714      7.7704       1.5889       2.6731       48.8847      3017.9153    164.8679     
4258.8750    48.8949      7.7632       1.5350       2.6699       47.8607      3103.7214    164.8195     
4259.0000    48.5714      7.7596       1.4273       2.6677       46.1970      3819.2700    164.7710     
4259.1250    48.4906      7.7452       1.5350       2.6624       44.8531      3530.9297    164.7385     
4259.2500    48.8140      7.7308       1.4273       2.6624       43.1894      3491.5562    164.6742     
4259.3750    48.8949      7.7272       1.4273       2.6763       41.3337      3264.3630    164.6098     
4259.5000    49.0566      7.7055       1.3735       2.6871       39.0302      3570.7527    164.5614     
4259.6250    49.1375      7.6911       1.3735       2.6688       37.4944      3414.1223    164.4970     
4259.7500    48.9758      7.6875       1.3735       2.6774       37.5583      4248.6133    164.4326     
4259.8750    48.7332      7.6983       1.3735       2.6892       36.9823      4224.8594    164.3362     
4260.0000    48.6523      7.6911       1.3735       2.7043       35.2547      3472.0371    164.2719     
4260.1250    48.1671      7.7163       1.3196       2.7075       40.3092      4108.0586    164.2236     
4260.2500    48.0863      7.7272       1.5350       2.6806       43.0603      3692.9219    164.1591     
4260.3750    48.4097      7.7127       1.5350       2.6914       44.4038      3491.5562    164.0948     
4260.5000    48.4097      7.7019       1.5350       2.6925       42.9960      3972.1477    164.0145     
4260.6250    48.5714      7.6623       1.5889       2.6634       41.5883      3590.8262    163.9342     
4260.7500    48.4906      7.6442       1.5350       2.6452       40.1805      4443.5234    163.8698     
4260.8750    48.1671      7.6334       1.6427       2.6452       38.2610      3797.9087    163.8054     
4261.0000    48.2480      7.6731       1.8582       2.6441       36.0215      3651.7373    163.7090     
4261.1250    48.4906      7.6983       1.6427       2.6634       34.6778      3797.9087    163.6128     
4261.2500    48.8949      7.7055       1.6427       2.6667       33.1421      3862.3423    163.5324     
4261.3750    48.8140      7.7452       1.4812       2.6656       31.4145      3692.9219    163.4520     
4261.5000    48.8140      7.7776       1.3735       2.6624       30.1348      3884.0588    163.3878     
4261.6250    48.8949      7.7921       1.4273       2.6495       28.5352      3570.7527    163.3235     
4261.7500    48.6523      7.7704       1.3196       2.6871       26.2318      3734.5698    163.2432     
4261.8750    48.2480      7.7885       1.3196       2.6871       27.8952      3994.4871    163.1469     
4262.0000    48.0054      7.7849       1.2657       2.6882       29.3666      3862.3423    163.0824     
4262.1250    48.0863      7.7740       1.2657       2.6720       31.2220      3692.9219    163.0659     
4262.2500    48.2480      7.7776       1.3196       2.6591       33.3971      4272.4961    163.0334     
4262.3750    48.2480      7.7704       1.4273       2.6538       34.6126      3862.3423    162.9849     
4262.5000    48.4097      7.7849       1.4273       2.6419       31.6055      4016.9429    162.9682     
4262.6250    48.3288      7.7849       1.4812       2.6194       29.5581      3491.5562    162.9517     
4262.7500    48.1671      7.7957       1.5889       2.6108       31.3494      3776.6782    162.9351     
4262.8750    47.9245      7.7560       1.7505       2.6484       33.0127      3550.7900    162.9345     
4263.0000    47.8437      7.7632       1.5889       2.6613       33.7164      3927.8589    162.9337     
4263.1250    48.0054      7.7957       1.6427       2.6667       34.6119      3905.8977    162.9012     
4263.2500    48.0054      7.8209       1.5889       2.6398       34.9957      4108.0586    162.8528     
4263.3750    48.2480      7.8281       1.5889       2.6387       35.5074      3734.5698    162.8362     
4263.5000    48.1671      7.8425       1.5350       2.6366       36.2110      4272.4961    162.8195     
4263.6250    48.6523      7.8462       1.5889       2.6462       35.6351      3776.6782    162.8029     
4263.7500    48.9758      7.8642       1.5350       2.6720       37.2344      3530.9297    162.7703     
4263.8750    49.2183      7.8750       1.5350       2.6753       38.2579      3776.6782    162.7378     
4264.0000    48.8949      7.8822       1.4273       2.6656       39.0255      3797.9087    162.7372     
4264.1250    49.1375      7.8786       1.4273       2.6828       38.3856      4108.0586    162.7365     
4264.2500    49.6227      7.8570       1.4273       2.6828       37.9377      4320.6758    162.7359     
4264.3750    49.7035      7.8750       1.3735       2.6925       37.0419      4108.0586    162.7511     
4264.5000    49.3801      7.8317       1.3735       2.7129       36.0181      3905.8977    162.7822     
4264.6250    48.8949      7.7885       1.4273       2.7129       35.5062      3905.8977    162.7975     
4264.7500    48.8949      7.7776       1.4812       2.6839       40.3042      3570.7527    162.8287     
4264.8750    48.6523      7.7776       1.5350       2.6817       43.0550      3905.8977    162.8918     
4265.0000    48.7332      7.7849       1.5889       2.6882       44.5263      4177.7422    162.9867     
4265.1250    49.0566      7.7849       1.7505       2.6742       45.2298      4131.1523    163.1612     
4265.2500    49.2183      7.7776       1.6966       2.6699       43.3105      4621.3906    163.3358     
4265.3750    49.0566      7.7740       1.6427       2.6796       41.2631      4224.8594    163.3989     
4265.5000    48.8949      7.7957       1.5350       2.6656       39.9196      3631.3228    163.3504     
4265.6250    48.8140      7.7957       1.5889       2.6441       38.1921      4039.5352    163.2383     
4265.7500    48.9758      7.7849       1.6427       2.6462       36.4648      3755.5642    163.1101     
4265.8750    48.9758      7.7596       1.6966       2.6194       34.7374      3755.5642    162.9821     
4266.0000    49.2992      7.7704       1.6966       2.6269       32.6261      3734.5698    162.8539     
4266.1250    49.3801      7.7560       1.6427       2.6441       34.6092      3692.9219    162.7417     
4266.2500    49.6227      7.7921       1.4273       2.6247       35.6966      3611.0161    162.6454     
4266.3750    50.0270      7.8101       1.3196       2.6387       35.5685      3282.7222    162.5651     
4266.5000    49.8652      7.7452       1.3735       2.6699       36.6559      3884.0588    162.5005     
4266.6250    49.0566      7.6875       1.3735       2.6763       38.0632      3949.9395    162.4681     
4266.7500    48.4097      7.6226       1.4273       2.6785       38.7668      3530.9297    162.4517     
4266.8750    48.1671      7.5469       1.3735       2.6914       37.6791      3174.1165    162.4192     
4267.0000    48.3288      7.4856       1.4812       2.6882       37.4871      3734.5698    162.3866     
4267.1250    48.6523      7.4784       1.7505       2.6656       38.7664      3672.2769    162.3539     
4267.2500    48.9758      7.4964       1.7505       2.6753       36.9111      3338.3970    162.3372     
4267.3750    48.8949      7.4712       1.5350       2.6817       36.2073      3511.1919    162.3367     
4267.5000    48.3288      7.4964       1.3735       2.6624       34.2881      3511.1919    162.3361     
4267.6250    48.0863      7.4820       1.3735       2.6538       33.4563      3491.5562    162.3831     
4267.7500    48.0863      7.4820       1.4812       2.6634       34.2239      3651.7373    162.4302     
4267.8750    47.2776      7.4603       1.5350       2.6667       35.1193      3972.1477    162.4297     
4268.0000    47.3585      7.5144       1.4812       2.6602       36.0148      4272.4961    162.4449     
4268.1250    46.9542      7.5721       1.5889       2.6613       34.9911      3755.5642    162.5079     
4268.2500    47.1968      7.6406       1.6427       2.6667       33.9036      3472.0371    162.5706     
4268.3750    47.2776      7.6731       1.6427       2.6656       32.3682      4177.7422    162.5858     
4268.5000    47.6819      7.6623       1.9120       2.6677       30.7049      3491.5562    162.6173     
4268.6250    47.8437      7.6695       2.0198       2.6882       31.7923      4131.1523    162.6800     
4268.7500    47.9245      7.7019       1.9120       2.6796       33.9031      4085.0835    162.7113     
4268.8750    47.7628      7.7163       1.9659       2.6785       36.0140      3905.8977    162.7268     
4269.0000    47.1968      7.7560       1.6966       2.6946       36.1418      3884.0588    162.7579     
4269.1250    47.2776      7.7596       1.4273       2.7043       34.6704      3452.6260    162.7892     
4269.2500    46.6307      7.7163       1.3735       2.7032       33.7747      3672.2769    162.8523     
4269.3750    46.4690      7.6767       1.4273       2.6968       35.8855      4320.6758    162.9472     
4269.5000    46.7116      7.6550       1.5350       2.7097       37.9963      3550.7900    163.0262     
4269.6250    47.0350      7.6478       1.5889       2.6978       39.9152      3414.1223    163.1051     
4269.7500    47.2776      7.6587       1.5350       2.6871       41.1944      3590.8262    163.1522     
4269.8750    47.2776      7.6947       1.6427       2.6935       42.0898      3631.3228    163.1515     
4270.0000    47.1968      7.7524       1.6427       2.6892       39.7229      3452.6260    163.1508     
4270.1250    47.1159      7.7380       1.3735       2.6720       38.6993      3994.4871    163.1501     
4270.2500    47.3585      7.7200       1.3196       2.6677       38.6352      3776.6782    163.1496     
4270.3750    47.3585      7.6803       1.2119       2.6677       39.7225      3301.1753    163.1011     
4270.5000    47.5202      7.6550       1.0503       2.6763       40.8098      3905.8977    163.0367     
4270.6250    47.8437      7.6659       1.2119       2.6667       40.7457      3570.7527    163.0041     
4270.7500    48.7332      7.6514       1.1580       2.6602       38.4428      3590.8262    162.9557     
4270.8750    50.3504      7.6587       1.1580       2.6634       36.7796      3862.3423    162.8912     
4271.0000    53.7466      7.6659       1.3196       2.6505       35.1164      4085.0835    162.8427     
4271.1250    56.3342      7.6623       1.2657       2.6430       33.2613      3570.7527    162.7943     
4271.2500    55.0405      7.7163       1.1580       2.6301       36.9711      3301.1753    162.7618     
4271.3750    51.3208      7.7560       1.1580       2.6333       39.4655      4418.6758    162.7293     
4271.5000    47.9245      7.7740       1.1580       2.6247       41.3843      4108.0586    162.6809     
4271.6250    47.9245      7.7704       1.2119       2.6215       42.6635      3590.8262    162.6484     
4271.7500    48.1671      7.7776       1.3196       2.6237       43.8147      3840.7393    162.6158     
4271.8750    48.0863      7.7488       1.5350       2.6333       43.2388      3491.5562    162.5831     
4272.0000    48.2480      7.7380       1.5350       2.6591       42.2793      3972.1477    162.5666     
4272.1250    48.2480      7.7236       1.6427       2.6828       41.2558      3713.6917    162.5500     
4272.2500    48.7332      7.7308       1.6427       2.6677       39.9764      3819.2700    162.5334     
4272.3750    49.4609      7.7488       1.6966       2.6613       40.1042      4248.6133    162.5328     
4272.5000    49.6227      7.7416       1.8582       2.6634       39.6563      3776.6782    162.5480     
4272.6250    49.6227      7.7308       1.7505       2.6731       36.7779      3472.0371    162.5951     
4272.7500    49.7844      7.7308       1.8043       2.6774       37.9930      3121.1709    162.6422     
4272.8750    49.4609      7.7091       1.6427       2.6731       39.9117      3692.9219    162.7054     
4273.0000    49.2992      7.7163       1.6427       2.6667       40.1674      3452.6260    162.7684     
4273.1250    49.1375      7.6947       1.4812       2.6548       39.3998      3776.6782    162.8314     
4273.2500    48.6523      7.6190       1.4273       2.6581       39.3997      3414.1223    162.9422     
4273.3750    48.8140      7.5793       1.3735       2.6419       40.1031      3884.0588    163.0690     
4273.5000    48.8140      7.5541       1.3196       2.6441       40.6146      3472.0371    163.1958     
4273.6250    49.1375      7.5361       1.5350       2.6452       39.1434      3174.1165    163.3066     
4273.7500    49.5418      7.5180       1.6427       2.6667       38.4397      3086.3657    163.4174     
4273.8750    49.5418      7.5180       1.6966       2.6505       37.5442      2967.5732    163.5282     
4274.0000    49.2992      7.5613       1.5889       2.6634       37.0324      3246.1118    163.6231     
4274.1250    48.8949      7.5793       1.6427       2.6710       36.3927      3209.9136    163.7021     
4274.2500    48.3288      7.5829       1.5350       2.6581       37.9276      3972.1477    163.7810     
4274.3750    48.5714      7.5974       1.4812       2.6785       38.9508      3570.7527    163.8441     
4274.5000    48.8140      7.6875       1.4273       2.6978       38.4390      3884.0588    163.8913     
4274.6250    48.7332      7.6875       1.3735       2.6602       38.5668      4016.9429    163.9543     
4274.7500    48.4097      7.6767       1.4273       2.6763       38.9504      3631.3228    163.9855     
4274.8750    48.0863      7.6154       1.3196       2.6763       38.3746      4272.4961    163.9848     
4275.0000    48.1671      7.5793       1.4273       2.6656       38.1826      4085.0835    164.0000     
4275.1250    48.4097      7.5901       1.6966       2.6634       37.7348      3550.7900    164.0152     
4275.2500    48.4906      7.5901       1.6427       2.6634       37.3509      3511.1919    163.9826     
4275.3750    48.7332      7.6082       1.5350       2.6645       37.7985      3209.9136    163.9341     
4275.5000    48.8949      7.6226       1.4812       2.6527       39.2054      3511.1919    163.8857     
4275.6250    48.7332      7.6623       1.3735       2.6699       40.2286      4039.5352    163.8373     
4275.7500    48.3288      7.6695       1.4273       2.6860       41.0599      4344.9727    163.7729     
4275.8750    48.0054      7.6695       1.2657       2.7011       40.6120      4108.0586    163.6767     
4276.0000    47.9245      7.6478       1.1042       2.6742       40.0363      4154.3789    163.5645     
4276.1250    47.6011      7.6190       1.3735       2.6548       40.3560      4039.5352    163.4363     
4276.2500    47.7628      7.6226       1.3735       2.6602       41.6989      3570.7527    163.2923     
4276.3750    47.6819      7.6298       1.3735       2.6591       41.9546      3994.4871    163.1006     
4276.5000    47.9245      7.6442       1.2657       2.6645       42.2103      3734.5698    162.9088     
4276.6250    47.6011      7.6695       1.3196       2.6710       42.8497      2901.7612    162.7329     
4276.7500    47.4394      7.7127       1.3735       2.6871       42.2100      3357.1741    162.5888     
4276.8750    47.1968      7.7452       1.5350       2.6763       40.6748      3819.2700    162.5084     
4277.0000    47.4394      7.7127       1.6427       2.6774       40.3550      3086.3657    162.4441     
4277.1250    47.5202      7.6731       1.7505       2.6667       39.7793      3034.8899    162.3957     
4277.2500    47.6819      7.6911       1.6966       2.6882       39.0117      3692.9219    162.3631     
4277.3750    47.8437      7.7380       1.5889       2.6925       38.6279      3631.3228    162.3305     
4277.5000    48.1671      7.7127       1.6427       2.6806       38.6917      3376.0479    162.2980     
4277.6250    48.1671      7.7200       1.6966       2.7065       39.5869      3692.9219    162.2814     
4277.7500    48.4097      7.7560       1.5889       2.6935       39.0752      3734.5698    162.2807     
4277.8750    48.3288      7.8101       1.6427       2.7011       38.1797      3713.6917    162.2801     
4278.0000    48.4906      7.8029       1.5889       2.6849       37.4761      3651.7373    162.2635     
4278.1250    48.2480      7.8101       1.5889       2.6914       36.0051      3862.3423    162.2628     
4278.2500    48.0863      7.7524       1.4273       2.6946       34.9178      3590.8262    162.2781     
4278.3750    48.0054      7.7091       1.5350       2.7118       36.0048      3086.3657    162.2774     
4278.5000    48.2480      7.7019       1.5889       2.7172       36.4524      3034.8899    162.2925     
4278.6250    48.2480      7.6983       1.3735       2.7183       37.2197      3570.7527    162.3236     
4278.7500    48.0863      7.7127       1.4273       2.7151       36.2603      2805.7686    162.3548     
4278.8750    48.2480      7.7200       1.3196       2.7269       34.2777      3034.8899    162.4177     
4279.0000    48.3288      7.7055       1.2119       2.6839       32.4870      3301.1753    162.4808     
4279.1250    48.1671      7.6875       1.3735       2.6957       31.0160      3069.1096    162.5122     
4279.2500    48.1671      7.6262       1.5889       2.6720       29.8648      3452.6260    162.5593     
4279.3750    47.6819      7.6190       1.7505       2.6634       30.5681      2821.5393    162.6065     
4279.5000    47.7628      7.6190       2.0198       2.6688       31.4633      3395.0352    162.6536     
4279.6250    47.6011      7.6478       2.1814       2.6699       31.4632      3472.0371    162.7007     
4279.7500    47.6819      7.6587       1.9659       2.6796       30.2481      3282.7222    162.7319     
4279.8750    48.0054      7.6659       1.9120       2.6656       29.6724      3227.9658    162.7631     
4280.0000    48.1671      7.6190       1.9659       2.6667       29.6084      3713.6917    162.8102     
4280.1250    48.0863      7.5757       2.0198       2.6828       27.8177      3376.0479    162.8574     
4280.2500    48.0054      7.5757       1.8582       2.6796       27.2421      3611.0161    162.8885     
4280.3750    47.9245      7.6082       1.8043       2.6677       25.7712      3713.6917    162.9355     
4280.5000    48.0054      7.6298       1.6966       2.6667       26.6664      3631.3228    162.9668     
4280.6250    48.2480      7.6334       1.6427       2.6667       27.7534      3797.9087    163.0137     
4280.7500    48.0863      7.5938       1.6966       2.6548       28.7765      3611.0161    163.0767     
4280.8750    48.0863      7.5901       1.9120       2.6505       29.4159      3927.8589    163.1079     
4281.0000    48.2480      7.6046       1.8043       2.6333       29.3518      4131.1523    163.1549     
4281.1250    48.6523      7.6334       1.5889       2.6688       30.4388      3246.1118    163.1862     
4281.2500    48.6523      7.6514       1.4812       2.6968       32.0374      3511.1919    163.2174     
4281.3750    49.2183      7.6550       1.3735       2.6892       33.4441      3819.2700    163.2645     
4281.5000    49.6227      7.6190       1.4812       2.6774       34.6589      3949.9395    163.2957     
4281.6250    49.7844      7.5829       1.6427       2.6849       34.1473      3491.5562    163.3112     
4281.7500    49.5418      7.5829       1.6427       2.6839       33.1240      3301.1753    163.3582     
4281.8750    48.8140      7.6406       1.5350       2.6634       32.4205      3570.7527    163.4212     
4282.0000    48.8140      7.7668       1.4273       2.6667       31.9728      3570.7527    163.4524     
4282.1250    49.0566      7.8029       1.4812       2.6645       32.4843      3338.3970    163.4995     
4282.2500    49.7035      7.7921       1.4273       2.6731       33.6352      3034.8899    163.5467     
4282.3750    51.5634      7.7163       1.4273       2.6634       35.0418      3511.1919    163.5937     
4282.5000    56.0108      7.6731       1.4273       2.6591       36.3206      3862.3423    163.6408     
4282.6250    60.0539      7.6442       1.3196       2.6581       37.3436      3511.1919    163.6721     
4282.7500    57.7898      7.6118       1.2119       2.6301       39.3897      3301.1753    163.7192     
4282.8750    53.5040      7.6082       1.3196       2.6376       39.7732      3713.6917    163.7663     
4283.0000    49.0566      7.5829       1.3196       2.6613       38.4942      3819.2700    163.7816     
4283.1250    49.2183      7.5757       1.4273       2.6882       38.0465      3452.6260    163.8127     
4283.2500    49.1375      7.5938       1.5889       2.6839       38.8776      3840.7393    163.8597     
4283.3750    48.9758      7.5974       1.4812       2.6774       39.4530      3395.0352    163.8909     
4283.5000    48.8140      7.6046       1.4273       2.6839       39.1971      3246.1118    163.9379     
4283.6250    48.5714      7.6298       1.4812       2.6753       40.0282      3433.3145    163.9691     
4283.7500    48.4097      7.6875       1.4812       2.6753       41.8185      3319.7363    163.9686     
4283.8750    48.0054      7.7236       1.4273       2.6914       44.6958      3227.9658    163.9838     
4284.0000    47.8437      7.7380       1.5350       2.6731       45.9744      2984.2615    163.9991     
4284.1250    47.9245      7.6947       1.5889       2.6957       45.5267      3246.1118    163.9986     
4284.2500    48.1671      7.6406       1.5889       2.6957       44.5674      3086.3657    163.9980     
4284.3750    48.4097      7.6118       1.5350       2.6774       45.0149      3264.3630    163.9972     
4284.5000    48.4906      7.6190       1.6966       2.6763       44.0556      3433.3145    164.0283     
4284.6250    48.5714      7.6406       1.5889       2.6785       42.7127      3570.7527    164.0596     
4284.7500    48.2480      7.6478       1.5350       2.6763       41.5616      3414.1223    164.0908     
4284.8750    48.2480      7.5938       1.3735       2.7075       40.9220      3862.3423    164.1538     
4285.0000    48.2480      7.6226       1.3196       2.7075       42.2007      3550.7900    164.2169     
4285.1250    48.3288      7.6082       1.3196       2.7097       43.0318      3570.7527    164.2798     
4285.2500    48.4097      7.5865       1.3735       2.7269       42.0086      3395.0352    164.3270     
