WELLNAME = well116
STDEP  =  3500.0000    
ENDEP  =  5129.9375    
LEVEL  =  0.1250       
CURNAMES  AC, CAL, CNL, DEN, GR, R1, RT, SP

#DEPTH       AC           CAL          CNL          DEN          GR           R1           RT           SP           
3927.3750    52.5298      22.4796      -99999.0000  -99999.0000  41.3068      19.2582      82.8128      150.2062     
3927.5000    53.9595      22.4803      -99999.0000  -99999.0000  41.6626      19.8927      52.7435      150.1596     
3927.6250    55.8142      22.4812      -99999.0000  -99999.0000  43.0076      20.4447      35.7564      150.0495     
3927.7500    57.5239      22.4626      -99999.0000  -99999.0000  43.0590      20.0012      32.0704      149.9472     
3927.8750    59.2047      22.4569      -99999.0000  -99999.0000  45.9767      19.3864      48.9478      149.8054     
3928.0000    59.1666      22.4386      -99999.0000  -99999.0000  48.3109      18.7527      96.2599      149.6240     
3928.1250    56.8593      22.4140      -99999.0000  -99999.0000  43.8982      18.4930      723.5167     149.4109     
3928.2500    54.9190      22.3704      -99999.0000  -99999.0000  41.5146      19.2290      3004.1782    149.1898     
3928.3750    53.3070      22.3202      -99999.0000  -99999.0000  38.3954      19.8571      339.7668     149.0876     
3928.5000    53.1530      22.2702      -99999.0000  -99999.0000  33.0696      20.5169      128.6041     149.2867     
3928.6250    53.0378      22.2202      -99999.0000  -99999.0000  34.0595      21.0753      51.5874      149.9772     
3928.7500    55.4620      22.1513      -99999.0000  -99999.0000  38.0932      21.6653      41.8319      150.7549     
3928.8750    58.8035      22.1329      -99999.0000  -99999.0000  42.1522      20.4038      51.4823      151.5881     
3929.0000    60.6870      22.1526      -99999.0000  -99999.0000  47.7585      18.5208      65.9834      152.4213     
3929.1250    59.6253      22.1976      -99999.0000  -99999.0000  54.1587      18.4515      40.3617      153.4844     
3929.2500    55.2575      22.2490      -99999.0000  -99999.0000  53.9292      19.1620      31.6865      154.1985     
3929.3750    55.0110      22.3195      -99999.0000  -99999.0000  49.0932      19.7775      27.0837      155.0078     
3929.5000    57.3868      22.3963      -99999.0000  -99999.0000  40.3465      19.5812      24.2400      155.7299     
3929.6250    61.0855      22.4923      -99999.0000  -99999.0000  40.6092      17.3748      23.3805      156.4679     
3929.7500    62.7371      22.5562      -99999.0000  -99999.0000  42.3092      15.5490      29.2047      157.0870     
3929.8750    56.6450      22.6266      -99999.0000  -99999.0000  40.7882      15.1688      52.1429      156.7074     
3930.0000    52.8221      22.6654      -99999.0000  -99999.0000  32.0126      16.0886      86.0459      155.9157     
3930.1250    50.7179      22.6724      -99999.0000  -99999.0000  24.6576      16.8373      95.6772      155.0923     
3930.2500    51.6743      22.6161      -99999.0000  -99999.0000  23.2632      17.4020      90.4932      154.4828     
3930.3750    52.4859      22.5787      -99999.0000  -99999.0000  26.2570      16.9965      116.2986     153.8258     
3930.5000    52.4189      22.4779      -99999.0000  -99999.0000  28.6419      16.2356      233.0530     153.1768     
3930.6250    52.6608      22.3899      -99999.0000  -99999.0000  30.9761      16.7245      632.3339     152.7337     
3930.7500    51.5414      22.3145      -99999.0000  -99999.0000  26.8932      17.6950      1427.9832    152.2589     
3930.8750    49.5435      22.2581      -99999.0000  -99999.0000  19.2084      18.5895      2311.1436    151.8239     
3931.0000    48.3372      22.2462      -99999.0000  -99999.0000  22.5572      19.4015      3218.1467    151.4601     
3931.1250    48.0675      22.2470      -99999.0000  -99999.0000  24.6124      20.3340      3428.1543    151.2549     
3931.2500    49.2846      22.2476      -99999.0000  -99999.0000  22.5332      20.9368      3910.0376    151.5966     
3931.3750    50.4341      22.2862      -99999.0000  -99999.0000  21.0628      21.5395      3372.8828    152.0810     
3931.5000    50.8981      22.3187      -99999.0000  -99999.0000  23.6507      22.1232      865.0955     152.6288     
3931.6250    50.4739      22.3637      -99999.0000  -99999.0000  28.0394      22.5992      295.5962     153.3194     
3931.7500    51.2276      22.3961      -99999.0000  -99999.0000  31.2868      22.9356      114.1844     154.0020     
3931.8750    52.3095      22.4223      -99999.0000  -99999.0000  33.6464      22.3716      65.9707      154.5259     
3932.0000    53.3142      22.4674      -99999.0000  -99999.0000  32.1760      21.6237      55.3479      155.1450     
3932.1250    54.1740      22.4997      -99999.0000  -99999.0000  35.3726      20.9265      56.5932      155.6214     
3932.2500    55.0048      22.5067      -99999.0000  -99999.0000  38.4931      20.4006      66.3087      155.4637     
3932.3750    55.9611      22.5074      -99999.0000  -99999.0000  34.4609      19.7035      76.9620      155.0207     
3932.5000    56.5699      22.5081      -99999.0000  -99999.0000  36.3893      19.5579      88.0564      154.4984     
3932.6250    55.2092      22.5089      -99999.0000  -99999.0000  35.0964      19.7738      100.7500     153.7939     
3932.7500    53.7134      22.5095      -99999.0000  -99999.0000  32.0280      19.6093      120.7152     153.1527     
3932.8750    52.3143      22.5102      -99999.0000  -99999.0000  29.2639      19.4384      157.1820     152.5036     
3933.0000    52.7492      22.5113      -99999.0000  -99999.0000  34.1094      19.9778      295.1970     151.8149     
3933.1250    52.6147      22.5117      -99999.0000  -99999.0000  31.7510      20.4537      617.2728     151.0707     
3933.2500    52.3159      22.5123      -99999.0000  -99999.0000  34.3643      21.0692      574.1541     150.4295     
3933.3750    52.4323      22.4942      -99999.0000  -99999.0000  36.8507      21.5641      362.6133     149.9706     
3933.5000    53.6300      22.4693      -99999.0000  -99999.0000  39.7176      21.9957      195.8166     150.3441     
3933.6250    54.8759      22.4451      -99999.0000  -99999.0000  41.9758      22.4779      66.4794      150.9790     
3933.7500    56.1604      22.4393      -99999.0000  -99999.0000  43.9803      22.2373      48.4879      151.6616     
3933.8750    57.4159      22.4399      -99999.0000  -99999.0000  45.0717      21.6543      56.1434      152.5029     
3934.0000    58.7679      22.4596      -99999.0000  -99999.0000  44.9202      21.7625      108.9970     153.1537     
3934.1250    59.3670      22.4667      -99999.0000  -99999.0000  47.1783      21.4204      324.7184     153.7014     
3934.2500    58.8656      22.4866      -99999.0000  -99999.0000  47.3819      21.5729      1150.4746    154.3126     
3934.3750    57.9298      22.5125      -99999.0000  -99999.0000  48.0167      22.0743      2147.6226    154.8999     
3934.5000    57.3994      22.5194      -99999.0000  -99999.0000  48.9813      22.4297      2957.6426    155.4954     
3934.6250    56.8497      22.5394      -99999.0000  -99999.0000  47.6123      22.8739      1121.8799    156.0273     
3934.7500    57.2267      22.5652      -99999.0000  -99999.0000  55.6790      23.3308      98.0618      155.8934     
3934.8750    60.8857      22.5722      -99999.0000  -99999.0000  56.7196      22.2341      36.5740      155.2127     
3935.0000    64.9212      22.5729      -99999.0000  -99999.0000  54.3360      20.2877      20.4222      154.6110     
3935.1250    67.6149      22.5926      -99999.0000  -99999.0000  59.1560      18.8106      16.5025      154.0015     
3935.2500    67.7795      22.6189      -99999.0000  -99999.0000  64.4579      17.4920      15.1527      153.3208     
3935.3750    66.1197      22.6257      -99999.0000  -99999.0000  68.8467      16.4460      16.6729      152.7192     
3935.5000    64.8364      22.6453      -99999.0000  -99999.0000  65.8797      15.4889      17.8841      152.2445     
3935.6250    63.6786      22.6715      -99999.0000  -99999.0000  64.7897      14.8361      18.2190      151.7302     
3935.7500    62.4146      22.6976      -99999.0000  -99999.0000  65.8050      14.2340      18.6183      151.4298     
3935.8750    60.3881      22.7045      -99999.0000  -99999.0000  64.8418      14.2915      21.1362      151.3038     
3936.0000    57.9948      22.6864      -99999.0000  -99999.0000  57.3854      14.5391      30.1045      151.5425     
3936.1250    55.2927      22.6806      -99999.0000  -99999.0000  48.9904      14.7043      56.7843      152.0111     
3936.2500    53.4593      22.6433      -99999.0000  -99999.0000  42.0665      14.6920      109.0602     152.7574     
3936.3750    51.8480      22.6313      -99999.0000  -99999.0000  36.4363      15.2440      305.6866     153.2019     
3936.5000    50.5744      22.6319      -99999.0000  -99999.0000  34.2302      16.0877      793.8466     153.7100     
3936.6250    50.8260      22.6136      -99999.0000  -99999.0000  29.7668      16.9885      1599.5659    154.2577     
3936.7500    51.4154      22.6080      -99999.0000  -99999.0000  25.3540      17.9147      2623.8733    154.8453     
3936.8750    51.7731      22.6086      -99999.0000  -99999.0000  22.9197      18.8979      2551.3613    155.3534     
3937.0000    52.0150      22.6093      -99999.0000  -99999.0000  26.6744      19.8939      2649.1929    155.9489     
3937.1250    52.6429      22.6291      -99999.0000  -99999.0000  31.7480      20.6932      2859.6064    156.2746     
3937.2500    54.8056      22.6361      -99999.0000  -99999.0000  39.3581      21.5179      1516.9229    156.5925     
3937.3750    57.0646      22.6558      -99999.0000  -99999.0000  47.4755      21.9938      67.2970      156.7518     
3937.5000    59.5843      22.6821      -99999.0000  -99999.0000  55.8465      20.7893      36.1688      156.3485     
3937.6250    63.1656      22.6890      -99999.0000  -99999.0000  63.9638      19.4961      26.4948      155.7550     
3937.7500    66.3801      22.7086      -99999.0000  -99999.0000  66.3488      18.3423      20.3167      155.2248     
3937.8750    68.5811      22.7349      -99999.0000  -99999.0000  72.6653      17.3598      17.8587      154.5996     
3938.0000    69.3055      22.7419      -99999.0000  -99999.0000  67.3648      16.4280      19.6521      154.1486     
3938.1250    67.8969      22.7426      -99999.0000  -99999.0000  68.8114      15.3567      21.8796      153.7213     
3938.2500    66.6620      22.7622      -99999.0000  -99999.0000  65.1341      14.4439      24.1515      153.2307     
3938.3750    65.5526      22.7693      -99999.0000  -99999.0000  64.6275      14.0448      23.0874      152.7481     
3938.5000    64.5686      22.7890      -99999.0000  -99999.0000  60.4938      13.8739      18.5212      152.3922     
3938.6250    63.6040      22.7770      -99999.0000  -99999.0000  60.3424      13.6714      14.9851      152.1713     
3938.7500    64.3766      22.7904      -99999.0000  -99999.0000  61.1547      13.3546      12.6204      152.0298     
3938.8750    65.6414      22.7786      -99999.0000  -99999.0000  56.8941      12.8414      14.7895      152.0224     
3939.0000    66.9835      22.7727      -99999.0000  -99999.0000  57.0216      12.3724      18.4000      152.1738     
3939.1250    61.9075      22.7733      -99999.0000  -99999.0000  58.5696      12.0557      25.1769      152.6265     
3939.2500    57.5073      22.7741      -99999.0000  -99999.0000  52.8632      12.7726      124.2477     153.1426     
3939.3750    54.5836      22.7559      -99999.0000  -99999.0000  52.3060      13.5276      220.3381     153.5556     
3939.5000    52.6733      22.7313      -99999.0000  -99999.0000  39.9287      14.2255      1726.8142    154.0797     
3939.6250    52.3169      22.7255      -99999.0000  -99999.0000  35.9218      14.8536      2624.3047    154.3183     
3939.7500    54.3054      22.7262      -99999.0000  -99999.0000  42.2890      15.4374      2673.7222    153.9466     
3939.8750    56.2940      22.6889      -99999.0000  -99999.0000  49.2396      15.8815      272.2592     153.4323     
3940.0000    58.6107      22.6768      -99999.0000  -99999.0000  56.9004      16.3575      62.9748      152.9497     
3940.1250    61.5836      22.6584      -99999.0000  -99999.0000  66.7425      16.6178      24.7139      152.5224     
3940.2500    63.9968      22.6338      -99999.0000  -99999.0000  74.3273      16.1109      21.9389      152.0873     
3940.3750    65.7826      22.6093      -99999.0000  -99999.0000  77.2449      15.4835      23.4991      151.6682     
3940.5000    65.1944      22.6035      -99999.0000  -99999.0000  70.9805      14.9955      32.4421      151.3996     
3940.6250    63.1684      22.5662      -99999.0000  -99999.0000  65.2996      14.4823      53.3411      151.2498     
3940.7500    61.6731      22.5543      -99999.0000  -99999.0000  63.3726      14.4255      63.2334      151.2189     
3940.8750    60.4481      22.5548      -99999.0000  -99999.0000  61.8006      14.3752      51.5579      151.4100     
3941.0000    59.3775      22.5555      -99999.0000  -99999.0000  60.1273      14.4833      45.6845      151.8073     
3941.1250    59.8605      22.5562      -99999.0000  -99999.0000  54.5985      14.9656      42.0031      152.2282     
3941.2500    61.4147      22.5570      -99999.0000  -99999.0000  56.2732      14.7313      38.1380      152.7126     
3941.3750    62.5539      22.5387      -99999.0000  -99999.0000  57.2063      14.2180      33.6437      153.3160     
3941.5000    63.6834      22.5330      -99999.0000  -99999.0000  57.9234      13.7301      28.7452      153.9749     
3941.6250    63.6743      22.5527      -99999.0000  -99999.0000  57.7465      13.8256      25.1493      154.6178     
3941.7500    63.0186      22.5598      -99999.0000  -99999.0000  57.3160      14.2761      21.9134      155.1100     
3941.8750    62.8840      22.5604      -99999.0000  -99999.0000  62.3897      14.5111      19.1002      155.6497     
3942.0000    63.8302      22.5612      -99999.0000  -99999.0000  65.6370      13.9915      16.9325      156.1738     
3942.1250    65.3264      22.5431      -99999.0000  -99999.0000  68.6054      13.5479      15.2072      155.7070     
3942.2500    66.6488      22.5564      -99999.0000  -99999.0000  71.1426      13.0347      13.7279      154.7250     
3942.3750    67.4792      22.5633      -99999.0000  -99999.0000  69.4945      12.5785      14.7637      153.7034     
3942.5000    65.9648      22.5451      -99999.0000  -99999.0000  64.6759      12.1413      17.8152      152.8086     
3942.6250    64.5758      22.5393      -99999.0000  -99999.0000  56.5092      11.6217      22.4884      152.0009     
3942.7500    63.2158      22.5399      -99999.0000  -99999.0000  53.5676      11.1464      27.2810      151.1854     
3942.8750    61.8943      22.4835      -99999.0000  -99999.0000  48.9012      10.6775      33.5576      150.4094     
3943.0000    59.7528      22.4462      -99999.0000  -99999.0000  40.8360      10.9822      43.8182      149.6731     
3943.1250    57.0613      22.4215      -99999.0000  -99999.0000  35.4847      11.4772      53.4000      149.0161     
3943.2500    54.8715      22.4159      -99999.0000  -99999.0000  30.1081      11.8200      63.6880      148.4066     
3943.3750    52.9423      22.4166      -99999.0000  -99999.0000  32.5946      11.8203      80.3528      147.7813     
3943.5000    53.0008      22.4363      -99999.0000  -99999.0000  31.6821      11.9031      101.6571     147.2670     
3943.6250    54.0242      22.4625      -99999.0000  -99999.0000  30.8458      12.2839      134.1900     146.8874     
3943.7500    53.1563      22.4885      -99999.0000  -99999.0000  23.9727      12.7662      253.6896     146.6109     
3943.8750    51.5457      22.5145      -99999.0000  -99999.0000  17.2264      13.3626      565.2675     146.5247     
3944.0000    50.4077      22.5406      -99999.0000  -99999.0000  13.7268      14.0858      1181.1152    146.5413     
3944.1250    50.4662      22.5476      -99999.0000  -99999.0000  15.4270      14.7901      2317.6953    146.6452     
3944.2500    51.8176      22.5484      -99999.0000  -99999.0000  17.1271      15.3675      3014.5371    146.8918     
3944.3750    52.9663      22.5300      -99999.0000  -99999.0000  15.3015      16.0019      3151.3147    146.9877     
3944.5000    53.4107      22.5054      -99999.0000  -99999.0000  13.5773      16.7949      3110.2969    146.5449     
3944.6250    52.1377      22.4807      -99999.0000  -99999.0000  12.3605      17.4420      3089.9695    145.8958     
3944.7500    52.9681      22.4751      -99999.0000  -99999.0000  14.0607      18.1589      3071.2109    145.3734     
3944.8750    53.8659      22.4377      -99999.0000  -99999.0000  15.0253      18.9900      3065.4312    144.7798     
3945.0000    54.2138      22.4066      -99999.0000  -99999.0000  15.4318      19.6625      3062.5244    144.2417     
3945.1250    54.8705      22.4011      -99999.0000  -99999.0000  17.3349      20.3414      3075.3916    143.7352     
3945.2500    53.9642      22.4020      -99999.0000  -99999.0000  18.6038      21.0646      3294.5684    143.2527     
3945.3750    53.1542      22.4026      -99999.0000  -99999.0000  19.1371      21.6229      3617.3635    142.8492     
3945.5000    52.5374      22.4032      -99999.0000  -99999.0000  19.3407      22.2955      3474.3838    142.4697     
3945.6250    53.3291      22.4038      -99999.0000  -99999.0000  21.1930      22.8475      1152.6055    142.2090     
3945.7500    53.1753      22.4046      -99999.0000  -99999.0000  22.8678      23.4439      1496.0272    142.0830     
3945.8750    53.0794      22.4052      -99999.0000  -99999.0000  21.1183      23.9072      1621.3660    142.4168     
3946.0000    53.5334      22.4440      -99999.0000  -99999.0000  23.3765      24.2499      625.8580     142.8694     
3946.1250    54.5759      22.4764      -99999.0000  -99999.0000  22.4134      24.5801      331.6825     143.5521     
3946.2500    55.8403      22.5216      -99999.0000  -99999.0000  22.3126      24.8848      215.1130     144.2426     
3946.3750    55.7540      22.5540      -99999.0000  -99999.0000  25.1287      25.1641      164.3758     144.7903     
3946.5000    54.9057      22.5609      -99999.0000  -99999.0000  27.4884      25.4244      134.2976     145.4173     
3946.6250    55.1377      22.5806      -99999.0000  -99999.0000  29.0617      25.4819      176.3875     146.0840     
3946.7500    54.9744      22.6067      -99999.0000  -99999.0000  30.5082      25.5646      304.9372     146.7744     
3946.8750    55.0810      22.6327      -99999.0000  -99999.0000  31.7264      25.7109      511.8705     147.4729     
3947.0000    55.9981      22.6588      -99999.0000  -99999.0000  32.7923      25.9522      839.0020     148.0762     
3947.1250    55.5163      22.6659      -99999.0000  -99999.0000  34.4762      26.1998      1283.7795    148.6477     
3947.2500    54.7354      22.6666      -99999.0000  -99999.0000  36.3449      26.5109      969.2386     149.1717     
3947.3750    54.0704      22.6673      -99999.0000  -99999.0000  38.6030      26.4478      120.4776     149.5372     
3947.5000    54.7752      22.6489      -99999.0000  -99999.0000  41.0640      25.7253      71.8624      149.6411     
3947.6250    54.6503      22.6052      -99999.0000  -99999.0000  43.5250      24.7618      50.6290      149.5310     
3947.7500    56.4645      22.5741      -99999.0000  -99999.0000  46.2652      23.6334      43.7422      149.3496     
3947.8750    59.0889      22.5495      -99999.0000  -99999.0000  48.4218      22.5114      39.6487      149.1365     
3948.0000    60.4207      22.5058      -99999.0000  -99999.0000  48.4479      21.5352      40.5364      148.8916     
3948.1250    59.2637      22.4367      -99999.0000  -99999.0000  47.9413      20.7429      44.9029      148.6151     
3948.2500    58.2417      22.3615      -99999.0000  -99999.0000  45.2534      20.0076      49.3477      148.3781     
3948.3750    57.5573      22.3240      -99999.0000  -99999.0000  44.3155      19.2597      54.9494      148.1333     
3948.5000    57.7990      22.2423      -99999.0000  -99999.0000  46.1171      18.4421      60.9700      147.9994     
3948.6250    58.0697      22.1796      -99999.0000  -99999.0000  47.0310      18.4171      64.6769      147.9765     
3948.7500    57.3178      22.1676      -99999.0000  -99999.0000  49.4160      18.5379      60.5446      148.1915     
3948.8750    56.7203      22.2063      -99999.0000  -99999.0000  51.7756      18.5446      60.0737      148.6205     
3949.0000    57.5890      22.2577      -99999.0000  -99999.0000  53.7293      18.3610      65.4185      148.9779     
3949.1250    58.7375      22.3663      -99999.0000  -99999.0000  52.8169      17.9302      71.2301      149.4385     
3949.2500    59.8666      22.4748      -99999.0000  -99999.0000  57.9159      17.4740      66.0089      149.9467     
3949.3750    60.6098      22.6342      -99999.0000  -99999.0000  61.7212      17.5821      50.0865      150.4310     
3949.5000    61.1409      22.7172      -99999.0000  -99999.0000  64.7657      17.3605      38.3952      150.9075     
3949.6250    62.1831      22.7875      -99999.0000  -99999.0000  65.9839      16.7077      28.2372      151.3839     
3949.7500    63.9103      22.8644      -99999.0000  -99999.0000  70.6263      16.0296      22.5424      151.7177     
3949.8750    66.0135      22.9031      -99999.0000  -99999.0000  75.0405      15.3324      18.7619      151.5046     
3950.0000    67.9674      22.5713      -99999.0000  -99999.0000  77.7778      14.7604      15.4623      151.2465     
3950.1250    69.7911      22.4218      -99999.0000  -99999.0000  80.8124      13.8592      13.3258      150.5286     
3950.2500    70.6629      22.3725      -99999.0000  -99999.0000  83.6283      12.9848      12.1280      149.9045     
3950.3750    71.4280      22.3226      -99999.0000  -99999.0000  85.9623      12.0852      11.4304      149.5807     
3950.5000    70.8267      22.3109      -99999.0000  -99999.0000  83.3513      11.3059      13.6875      149.3044     
3950.6250    67.6670      22.2930      -99999.0000  -99999.0000  75.4910      10.3935      19.9542      148.9729     
3950.7500    63.6642      22.3066      -99999.0000  -99999.0000  66.5656      9.5826       28.2919      148.6493     
3950.8750    58.4502      22.3138      -99999.0000  -99999.0000  57.8684      9.4183       43.6203      148.3813     
3951.0000    54.2926      22.3533      -99999.0000  -99999.0000  46.7622      9.8943       57.6522      148.1527     
3951.1250    52.3155      22.3859      -99999.0000  -99999.0000  36.7970      10.3260      80.1120      147.9084     
3951.2500    51.2009      22.3929      -99999.0000  -99999.0000  26.1981      10.7704      117.5061     147.9890     
3951.3750    50.7839      22.4128      -99999.0000  -99999.0000  21.5836      11.1703      179.5598     148.4895     
3951.5000    51.0066      22.4204      -99999.0000  -99999.0000  19.9364      11.7225      253.0308     149.1169     
3951.6250    51.3843      22.4212      -99999.0000  -99999.0000  22.6763      12.2429      332.8591     149.7998     
3951.7500    51.0836      22.4221      -99999.0000  -99999.0000  24.6045      12.8965      430.1490     150.3558     
3951.8750    50.7928      22.4231      -99999.0000  -99999.0000  26.3046      13.5373      647.6194     150.8406     
3952.0000    50.4243      22.4241      -99999.0000  -99999.0000  22.8822      14.1782      935.1083     151.2936     
3952.1250    50.1334      22.4440      -99999.0000  -99999.0000  24.7851      14.7938      709.2548     151.5485     
3952.2500    49.8910      22.4514      -99999.0000  -99999.0000  22.6814      15.3586      528.8192     151.4548     
3952.3750    49.8230      22.4527      -99999.0000  -99999.0000  19.7916      15.8980      618.3226     151.1945     
3952.5000    50.5591      22.4346      -99999.0000  -99999.0000  18.5753      16.4121      705.5701     150.7680     
3952.6250    50.9755      22.4294      -99999.0000  -99999.0000  16.0912      16.9643      743.6815     150.3176     
3952.7500    51.1691      22.4302      -99999.0000  -99999.0000  17.8421      17.3134      584.7575     149.7327     
3952.8750    51.2076      22.4313      -99999.0000  -99999.0000  18.9589      17.6943      389.3751     149.2191     
3953.0000    51.2171      22.4322      -99999.0000  -99999.0000  17.8443      18.1070      256.3763     148.8872     
3953.1250    51.5075      22.4333      -99999.0000  -99999.0000  19.0625      18.5386      200.7745     148.5319     
3953.2500    51.9433      22.4339      -99999.0000  -99999.0000  16.9079      18.8688      230.4074     148.1528     
3953.3750    52.5921      22.4348      -99999.0000  -99999.0000  19.7240      19.1927      269.7360     147.7976     
3953.5000    53.2603      22.4357      -99999.0000  -99999.0000  21.3732      19.5293      272.3557     147.7830     
3953.6250    52.6110      22.4177      -99999.0000  -99999.0000  23.1747      19.8532      202.6183     148.2123     
3953.7500    52.0005      22.3934      -99999.0000  -99999.0000  24.8494      20.1644      171.1412     148.7524     
3953.8750    51.4189      22.3882      -99999.0000  -99999.0000  21.4778      20.4312      152.6563     149.3164     
3954.0000    51.0506      22.4079      -99999.0000  -99999.0000  19.0698      20.6663      143.8596     149.9836     
3954.1250    51.1473      22.4344      -99999.0000  -99999.0000  17.7269      20.4196      197.1043     150.5634     
3954.2500    51.7961      22.4417      -99999.0000  -99999.0000  19.7312      20.3695      325.1416     151.1274     
3954.3750    52.1058      22.4617      -99999.0000  -99999.0000  21.7102      20.8898      531.7323     151.5565     
3954.5000    51.4566      22.5264      -99999.0000  -99999.0000  19.4543      21.3785      922.7275     151.9381     
3954.6250    50.8073      22.6033      -99999.0000  -99999.0000  17.2999      21.8990      1898.4292    151.8919     
3954.7500    50.3615      22.6803      -99999.0000  -99999.0000  18.3660      22.2418      3226.5107    151.3703     
3954.8750    50.3710      22.7381      -99999.0000  -99999.0000  20.4465      22.6355      5225.0674    150.7379     
3955.0000    50.5936      22.8280      -99999.0000  -99999.0000  22.1718      23.0292      5945.4131    150.2003     
3955.1250    50.3899      22.8923      -99999.0000  -99999.0000  20.6770      23.3022      3766.4714    149.6944     
3955.2500    50.3025      22.9628      -99999.0000  -99999.0000  19.2577      23.6008      2083.6973    149.2123     
3955.3750    50.7963      23.0018      -99999.0000  -99999.0000  21.9975      23.7978      1251.2698    148.8094     
3955.5000    51.3094      23.0473      -99999.0000  -99999.0000  25.2190      24.0646      770.4441     148.3590     
3955.6250    51.7548      23.0992      -99999.0000  -99999.0000  25.6004      24.2743      392.7559     147.9086     
3955.7500    52.1323      23.1697      -99999.0000  -99999.0000  28.1120      24.4841      232.3459     147.4424     
3955.8750    52.5388      23.2467      -99999.0000  -99999.0000  30.1418      24.6368      153.4682     146.9445     
3956.0000    52.9066      23.3238      -99999.0000  -99999.0000  31.3346      24.4408      109.9865     146.5337     
3956.1250    53.3325      23.4197      -99999.0000  -99999.0000  26.2386      23.9405      87.4531      146.1547     
3956.2500    53.7100      23.4080      -99999.0000  -99999.0000  27.9893      23.6114      74.9857      146.0610     
3956.3750    54.3005      23.2824      -99999.0000  -99999.0000  27.7876      23.3077      68.2594      146.2289     
3956.5000    54.6489      23.1882      -99999.0000  -99999.0000  28.6762      23.0230      77.8063      146.4283     
3956.6250    54.0676      23.1320      -99999.0000  -99999.0000  30.3508      22.6369      95.2988      146.7148     
3956.7500    53.0795      23.0634      -99999.0000  -99999.0000  24.4434      22.3268      114.4264     147.0331     
3956.8750    52.3529      23.0262      -99999.0000  -99999.0000  21.9848      21.9532      147.4719     147.4227     
3957.0000    51.5488      23.0208      -99999.0000  -99999.0000  22.2140      22.1250      217.9844     147.6458     
3957.1250    50.8514      23.0409      -99999.0000  -99999.0000  18.9945      22.5186      396.6963     147.4731     
3957.2500    50.1732      23.0481      -99999.0000  -99999.0000  17.4994      22.8869      600.2559     147.1177     
3957.3750    49.6985      23.0492      -99999.0000  -99999.0000  17.8808      23.1536      818.8323     146.5484     
3957.5000    50.0663      23.0501      -99999.0000  -99999.0000  14.8643      22.7866      1178.9373    145.8446     
3957.6250    50.4631      23.0700      -99999.0000  -99999.0000  17.1476      22.3940      1672.0461    145.2119     
3957.7500    50.5888      23.0965      -99999.0000  -99999.0000  15.9061      22.0776      3050.0840    144.5871     
3957.8750    50.4821      23.1039      -99999.0000  -99999.0000  18.9502      23.0481      7306.4141    143.9307     
3958.0000    50.3850      23.1049      -99999.0000  -99999.0000  20.8530      24.0566      7723.7119    143.3379     
3958.1250    50.5301      23.1059      -99999.0000  -99999.0000  20.8540      24.8433      5869.6162    142.7687     
3958.2500    51.0624      23.1071      -99999.0000  -99999.0000  21.2863      25.4715      2826.4546    142.2707     
3958.3750    51.3914      23.1267      -99999.0000  -99999.0000  21.0590      25.8840      1231.2850    141.7965     
3958.5000    51.1782      23.1341      -99999.0000  -99999.0000  20.0203      26.2015      738.9619     141.2749     
3958.6250    51.1102      23.1351      -99999.0000  -99999.0000  22.3289      26.5064      539.6067     140.8799     
3958.7500    51.5456      23.1739      -99999.0000  -99999.0000  22.1271      26.6464      1252.9487    140.7466     
3958.8750    52.1845      23.2066      -99999.0000  -99999.0000  24.2836      26.4631      2069.9519    140.8985     
3959.0000    52.6393      23.2139      -99999.0000  -99999.0000  23.9550      26.8124      3834.6165    141.2405     
3959.1250    52.0387      23.2528      -99999.0000  -99999.0000  22.8656      27.0982      5677.2500    141.6460     
3959.2500    51.3414      23.3236      -99999.0000  -99999.0000  20.0519      26.9085      5492.2832    142.0832     
3959.3750    50.7699      23.4767      -99999.0000  -99999.0000  21.1687      27.0802      1904.9900    142.5045     
3959.5000    50.4890      23.6551      -99999.0000  -99999.0000  18.4820      27.3724      191.6642     142.8465     
3959.6250    50.8179      23.9097      -99999.0000  -99999.0000  18.4575      26.8078      129.9502     142.6180     
3959.7500    51.1953      24.2086      -99999.0000  -99999.0000  16.4553      26.1905      115.4006     141.9461     
3959.8750    51.6501      24.4758      -99999.0000  -99999.0000  15.2138      25.5238      170.0179     141.3055     
3960.0000    52.0952      24.7494      -99999.0000  -99999.0000  18.0550      24.8254      277.0428     140.7282     
3960.1250    52.2789      24.9343      -99999.0000  -99999.0000  16.9656      23.8413      511.7057     140.0403     
3960.2500    51.5816      24.9923      -99999.0000  -99999.0000  16.5356      23.6354      874.4498     139.4077     
3960.3750    51.1845      24.9616      -99999.0000  -99999.0000  15.5477      24.1179      1105.0112    138.7830     
3960.5000    50.9422      24.9119      -99999.0000  -99999.0000  15.1430      24.4733      1047.5927    138.2216     
3960.6250    51.0195      24.8431      -99999.0000  -99999.0000  16.9191      23.7449      788.4889     137.6841     
3960.7500    51.3871      24.7679      -99999.0000  -99999.0000  17.0723      23.1749      666.2243     137.1227     
3960.8750    51.8225      24.5978      -99999.0000  -99999.0000  14.2841      22.8395      612.7263     136.6011     
3961.0000    51.5996      24.3388      -99999.0000  -99999.0000  14.9444      23.7339      711.3405     136.2380     
