WELLNAME = well116
STDEP  =  3500.0000    
ENDEP  =  5129.9375    
LEVEL  =  0.1250       
CURNAMES  AC, CAL, CNL, DEN, GR, R1, RT, SP

#DEPTH       AC           CAL          CNL          DEN          GR           R1           RT           SP           
4263.6250    52.4915      22.8799      -99999.0000  -99999.0000  20.3612      31.8158      290.2579     105.9211     
4263.7500    52.0588      22.9174      -99999.0000  -99999.0000  21.3008      32.0829      417.0101     105.5811     
4263.8750    51.5490      23.0057      -99999.0000  -99999.0000  18.8393      32.2231      586.5639     105.1619     
4264.0000    51.0778      23.1257      -99999.0000  -99999.0000  15.3372      31.8874      948.3861     104.7903     
4264.1250    50.7413      23.2900      -99999.0000  -99999.0000  18.3581      32.0465      1491.5658    104.4661     
4264.2500    50.3663      23.4100      -99999.0000  -99999.0000  16.8611      32.1107      2570.8188    104.1263     
4264.3750    50.2422      23.4538      -99999.0000  -99999.0000  13.6891      31.8510      5477.6162    103.9450     
4264.5000    50.7254      23.4024      -99999.0000  -99999.0000  14.7811      31.9849      6248.8545    103.9143     
4264.6250    51.2183      23.2876      -99999.0000  -99999.0000  15.3145      32.3027      6570.5488    104.0820     
4264.7500    51.0458      23.1791      -99999.0000  -99999.0000  16.1272      32.6395      6409.8354    104.6384     
4264.8750    50.8060      23.0960      -99999.0000  -99999.0000  18.0058      32.3926      3226.8821    105.3773     
4265.0000    50.7107      23.0573      -99999.0000  -99999.0000  19.3514      31.8222      928.5869     105.9493     
4265.1250    51.2133      23.0885      -99999.0000  -99999.0000  17.8292      31.4992      469.1248     106.5770     
4265.2500    51.5326      23.1386      -99999.0000  -99999.0000  15.9010      31.5252      333.2999     107.1967     
4265.3750    51.4567      23.2078      -99999.0000  -99999.0000  18.5155      31.3037      287.8378     107.7531     
4265.5000    51.7663      23.2643      -99999.0000  -99999.0000  21.2821      31.0124      292.0585     108.0792     
4265.6250    52.4715      23.3144      -99999.0000  -99999.0000  20.5720      30.7719      396.8328     108.1675     
4265.7500    52.1160      23.3265      -99999.0000  -99999.0000  19.9380      30.5188      519.1403     108.0101     
4265.8750    51.7121      23.3069      -99999.0000  -99999.0000  18.4667      30.3163      653.5124     107.8129     
4266.0000    51.3563      23.2809      -99999.0000  -99999.0000  20.3704      30.3486      802.9441     107.5762     
4266.1250    50.9718      23.2548      -99999.0000  -99999.0000  22.5279      30.6601      919.8616     107.3000     
4266.2500    51.2526      23.2288      -99999.0000  -99999.0000  21.3103      30.6733      1026.7380    107.1345     
4266.3750    51.6683      23.2218      -99999.0000  -99999.0000  20.3465      30.8770      1141.7073    106.9610     
4266.5000    51.8720      23.2213      -99999.0000  -99999.0000  19.8141      31.2962      1290.7502    106.8194     
4266.6250    51.9793      23.2207      -99999.0000  -99999.0000  19.3832      31.3222      1609.9492    106.7175     
4266.7500    51.9997      23.2390      -99999.0000  -99999.0000  21.6675      30.9929      1604.9724    106.6710     
4266.8750    51.9429      23.2448      -99999.0000  -99999.0000  21.8963      30.6827      728.7400     106.7355     
4267.0000    51.8574      23.2633      -99999.0000  -99999.0000  17.5325      30.7530      443.9296     106.9507     
4267.1250    51.9260      23.2880      -99999.0000  -99999.0000  18.9285      30.6521      364.2082     107.3244     
4267.2500    52.1008      23.3128      -99999.0000  -99999.0000  17.4827      30.5892      330.7226     107.8330     
4267.3750    52.3623      23.3185      -99999.0000  -99999.0000  16.5190      30.6723      326.6998     108.3734     
4267.5000    52.5755      23.3179      -99999.0000  -99999.0000  18.8793      30.6412      370.7899     109.0329     
4267.6250    52.5188      23.3364      -99999.0000  -99999.0000  21.2648      30.5150      402.3612     109.4938     
4267.7500    52.4138      23.3420      -99999.0000  -99999.0000  19.9713      30.3442      398.9412     109.9467     
4267.8750    52.3764      23.3605      -99999.0000  -99999.0000  17.6629      30.3956      379.7834     110.3045     
4268.0000    52.5705      23.3853      -99999.0000  -99999.0000  19.5157      30.4660      360.2253     110.6465     
4268.1250    52.7065      23.4100      -99999.0000  -99999.0000  20.7593      30.4348      331.9279     110.8775     
4268.2500    52.6402      23.4158      -99999.0000  -99999.0000  22.1044      30.3149      292.9340     110.9975     
4268.3750    52.6221      23.4152      -99999.0000  -99999.0000  21.5721      30.5502      254.4124     110.9986     
4268.5000    52.6426      23.3956      -99999.0000  -99999.0000  20.2787      30.5064      227.8813     110.8491     
4268.6250    52.8559      23.3315      -99999.0000  -99999.0000  20.4822      30.1518      209.7101     110.6122     
4268.7500    52.9919      23.2928      -99999.0000  -99999.0000  17.5651      29.8099      199.0729     110.3121     
4268.8750    52.8003      23.2288      -99999.0000  -99999.0000  20.2801      29.4046      192.0934     110.0200     
4269.0000    52.6375      23.1901      -99999.0000  -99999.0000  21.0417      29.0056      198.4065     109.7832     
4269.1250    52.4748      23.1641      -99999.0000  -99999.0000  22.9195      29.0063      204.4247     109.6097     
4269.2500    52.3988      23.1953      -99999.0000  -99999.0000  21.6008      29.3113      207.5040     109.4760     
4269.3750    52.3902      23.2835      -99999.0000  -99999.0000  21.1700      29.1216      197.6429     109.4692     
4269.5000    52.7964      23.4604      -99999.0000  -99999.0000  18.0248      28.8749      197.1160     109.6685     
4269.6250    52.9905      23.6818      -99999.0000  -99999.0000  18.7864      28.6155      204.2252     110.1612     
4269.7500    52.8277      23.8905      -99999.0000  -99999.0000  21.5773      28.3561      196.0459     110.7569     
4269.8750    52.7130      24.0547      -99999.0000  -99999.0000  19.3454      28.0586      199.4667     111.3604     
4270.0000    52.6082      23.8258      -99999.0000  -99999.0000  21.9841      27.7612      193.5797     111.9877     
4270.1250    52.6093      23.4130      -99999.0000  -99999.0000  21.0460      27.4511      199.3496     112.5515     
4270.2500    52.7069      23.1523      -99999.0000  -99999.0000  20.2094      27.1410      244.6190     113.1629     
4270.3750    52.3898      23.0439      -99999.0000  -99999.0000  21.8079      27.3636      292.7865     113.9886     
4270.5000    52.5742      23.0243      -99999.0000  -99999.0000  23.4826      27.7447      330.5885     114.5443     
4270.6250    52.3343      23.0998      -99999.0000  -99999.0000  20.6928      28.1004      359.9391     115.1320     
4270.7500    51.9595      23.3147      -99999.0000  -99999.0000  21.5050      27.9108      320.2549     115.6243     
4270.8750    51.6810      23.4727      -99999.0000  -99999.0000  22.4693      27.4675      259.7401     115.8076     
4271.0000    51.9521      23.6370      -99999.0000  -99999.0000  23.2814      26.8087      220.5404     115.6897     
4271.1250    52.3583      23.7188      -99999.0000  -99999.0000  25.1335      26.4479      198.9856     115.4530     
4271.2500    52.6968      23.7308      -99999.0000  -99999.0000  26.9094      26.9558      220.5238     115.2003     
4271.3750    52.8330      23.6921      -99999.0000  -99999.0000  28.7614      27.4574      286.0631     114.9478     
4271.5000    52.3714      23.6598      -99999.0000  -99999.0000  26.2001      27.9272      343.9630     114.6477     
4271.6250    52.0157      23.5958      -99999.0000  -99999.0000  25.4396      28.1688      378.7973     114.3555     
4271.7500    52.0265      23.5191      -99999.0000  -99999.0000  23.8095      27.6304      344.3643     114.0712     
4271.8750    52.4519      23.4805      -99999.0000  -99999.0000  26.3788      27.3394      299.9927     113.8106     
4272.0000    52.2313      23.5876      -99999.0000  -99999.0000  23.2090      27.5429      256.5673     113.5580     
4272.1250    52.3481      23.7012      -99999.0000  -99999.0000  24.3507      27.4675      225.5695     113.5907     
4272.2500    52.9761      23.8210      -99999.0000  -99999.0000  26.2025      27.1637      204.6781     113.9802     
4272.3750    52.9869      23.8711      -99999.0000  -99999.0000  25.4421      26.9552      191.5861     114.4568     
4272.5000    52.8916      23.8769      -99999.0000  -99999.0000  24.7832      26.7719      181.8748     115.0286     
4272.6250    52.8735      23.8001      -99999.0000  -99999.0000  25.9683      26.5063      174.4404     115.5844     
4272.7500    53.1349      23.6600      -99999.0000  -99999.0000  23.5667      26.2280      170.0005     116.1005     
4272.8750    53.6085      23.5073      -99999.0000  -99999.0000  26.2300      26.3238      169.9500     116.5848     
4273.0000    53.2915      23.6018      -99999.0000  -99999.0000  26.7122      26.6731      195.2966     117.0850     
4273.1250    52.8492      23.8167      -99999.0000  -99999.0000  23.8724      26.9526      242.9297     117.5219     
4273.2500    52.5417      24.0062      -99999.0000  -99999.0000  20.5254      26.6933      308.8877     117.4595     
4273.3750    52.1380      23.9169      -99999.0000  -99999.0000  21.9206      26.3770      280.4027     117.0247     
4273.5000    52.3801      23.5296      -99999.0000  -99999.0000  24.6346      26.3333      211.0618     116.5422     
4273.6250    52.6416      23.2057      -99999.0000  -99999.0000  26.0550      26.1691      157.2118     115.9489     
4273.7500    52.1992      23.1163      -99999.0000  -99999.0000  23.8492      25.6626      128.9659     115.4348     
4273.8750    52.4801      23.1284      -99999.0000  -99999.0000  25.9290      25.5428      121.1224     114.9366     
4274.0000    52.9152      23.1911      -99999.0000  -99999.0000  26.3859      25.8731      150.8129     114.3355     
4274.1250    52.4245      23.2665      -99999.0000  -99999.0000  23.4956      26.2288      237.3104     113.7977     
4274.2500    51.6254      23.3420      -99999.0000  -99999.0000  21.1632      26.5337      1468.4595    113.2915     
4274.3750    51.0384      23.3985      -99999.0000  -99999.0000  20.2509      26.6991      1618.7266    112.9280     
4274.5000    50.8563      23.4866      -99999.0000  -99999.0000  20.5556      26.3955      1210.5195    112.8260     
4274.6250    50.3368      23.5494      -99999.0000  -99999.0000  17.6402      26.1806      910.2974     113.0570     
4274.7500    49.9041      23.5613      -99999.0000  -99999.0000  14.5981      26.0545      677.6121     113.4462     
4274.8750    50.6189      23.5607      -99999.0000  -99999.0000  16.5002      25.8015      484.6619     114.1208     
4275.0000    51.1598      23.5412      -99999.0000  -99999.0000  19.0109      26.0494      384.7191     114.7636     
4275.1250    51.5177      23.4962      -99999.0000  -99999.0000  20.1524      26.3606      423.4146     115.3668     
4275.2500    51.3647      23.4639      -99999.0000  -99999.0000  18.3781      26.6339      546.8675     116.1603     
4275.3750    51.4622      23.4189      -99999.0000  -99999.0000  20.7366      26.6725      663.4929     116.7555     
4275.5000    51.8684      23.3864      -99999.0000  -99999.0000  20.9652      26.6161      727.3386     117.2635     
4275.6250    52.2840      23.3796      -99999.0000  -99999.0000  22.4108      26.8704      594.1326     117.5339     
4275.7500    52.4395      23.3789      -99999.0000  -99999.0000  22.4366      27.0991      403.0546     117.4636     
4275.8750    51.9971      23.3784      -99999.0000  -99999.0000  24.3385      27.3152      305.6383     117.1635     
4276.0000    51.3620      23.3589      -99999.0000  -99999.0000  21.3981      26.9546      249.6722     116.6971     
4276.1250    50.8906      23.3519      -99999.0000  -99999.0000  20.1309      26.6129      217.3641     116.1436     
4276.2500    51.2003      23.3512      -99999.0000  -99999.0000  20.1061      26.6326      205.0352     115.6692     
4276.3750    51.8764      23.3505      -99999.0000  -99999.0000  18.8136      26.4621      242.9079     115.1315     
4276.5000    52.0705      23.3310      -99999.0000  -99999.0000  19.5493      26.1206      294.7422     114.5621     
4276.6250    51.6378      23.3240      -99999.0000  -99999.0000  21.5526      26.4064      366.5699     114.0166     
4276.7500    51.2532      23.3234      -99999.0000  -99999.0000  19.4237      26.7302      456.3918     113.5738     
4276.8750    50.9939      23.3229      -99999.0000  -99999.0000  18.8156      26.6612      570.3937     113.1391     
4277.0000    50.8601      23.3603      -99999.0000  -99999.0000  16.2811      26.4020      708.9843     112.8867     
4277.1250    50.9771      23.3723      -99999.0000  -99999.0000  17.9294      26.8652      839.9926     112.9353     
4277.2500    51.1902      23.3907      -99999.0000  -99999.0000  15.7245      27.0307      724.9944     113.1581     
4277.3750    51.5000      23.4535      -99999.0000  -99999.0000  17.5755      26.7398      629.8678     113.5316     
4277.5000    51.3661      23.5099      -99999.0000  -99999.0000  17.5001      26.6010      579.7341     113.9208     
4277.6250    51.1744      23.5410      -99999.0000  -99999.0000  18.8187      27.0706      538.3756     114.4686     
4277.7500    50.9924      23.5657      -99999.0000  -99999.0000  20.0105      27.4197      598.3089     115.0003     
4277.8750    51.3600      23.5905      -99999.0000  -99999.0000  18.1860      27.6739      853.7932     115.4845     
4278.0000    51.5635      23.6151      -99999.0000  -99999.0000  19.1750      27.6111      1068.2734    115.9132     
4278.1250    51.4586      23.6208      -99999.0000  -99999.0000  20.5950      27.5801      1291.7981    116.2785     
4278.2500    51.1224      23.6392      -99999.0000  -99999.0000  22.3699      27.6948      1481.5457    116.5330     
4278.3750    50.8824      23.6448      -99999.0000  -99999.0000  19.2526      27.8982      1627.0159    116.6370     
4278.5000    50.8161      23.6633      -99999.0000  -99999.0000  19.7854      28.1396      1805.7838    116.3212     
4278.6250    51.1355      23.6881      -99999.0000  -99999.0000  18.2651      28.3240      2017.9453    115.8786     
4278.7500    51.3487      23.7318      -99999.0000  -99999.0000  18.4431      28.1725      2456.4067    115.3648     
4278.8750    51.5331      23.7439      -99999.0000  -99999.0000  20.6993      27.9260      3228.0127    114.8748     
4279.0000    51.6211      23.7814      -99999.0000  -99999.0000  16.2897      28.1737      3113.1877    114.4481     
4279.1250    51.5354      23.8125      -99999.0000  -99999.0000  18.0391      28.3455      2364.5566    114.0372     
4279.2500    51.2764      23.8371      -99999.0000  -99999.0000  19.2814      28.1623      1565.3760    113.6739     
4279.3750    50.9786      23.8619      -99999.0000  -99999.0000  20.6252      28.3023      984.1111     113.3978     
4279.5000    50.6807      23.8676      -99999.0000  -99999.0000  18.7756      27.9481      778.9167     113.2879     
4279.6250    50.3927      23.8480      -99999.0000  -99999.0000  19.4096      27.6256      673.4270     113.4156     
4279.7500    50.7698      23.8220      -99999.0000  -99999.0000  15.5579      27.6959      612.5242     113.8207     
4279.8750    51.2916      23.7580      -99999.0000  -99999.0000  16.6482      27.8740      669.5225     114.4870     
4280.0000    51.7073      23.7193      -99999.0000  -99999.0000  18.1947      28.0900      744.0371     115.4304     
4280.1250    52.0845      23.6934      -99999.0000  -99999.0000  17.4350      27.8435      696.1954     116.7066     
4280.2500    52.2592      23.6485      -99999.0000  -99999.0000  19.1081      27.6034      606.0833     118.0462     
4280.3750    52.2509      23.6352      -99999.0000  -99999.0000  20.7811      27.8448      528.8103     119.1638     
4280.5000    52.1941      23.6345      -99999.0000  -99999.0000  22.4796      27.8961      479.0267     119.9486     
4280.6250    52.1472      23.6339      -99999.0000  -99999.0000  21.0608      28.3149      461.0451     120.5276     
4280.7500    52.0807      23.6522      -99999.0000  -99999.0000  22.5058      28.6766      512.6692     120.8770     
4280.8750    51.9757      23.6770      -99999.0000  -99999.0000  21.6447      28.9433      593.0555     120.8780     
4281.0000    51.8998      23.7017      -99999.0000  -99999.0000  20.0486      28.7792      671.5836     120.6889     
4281.1250    52.0360      23.7263      -99999.0000  -99999.0000  15.5385      29.0712      717.9419     120.3731     
4281.2500    52.2106      23.7322      -99999.0000  -99999.0000  17.0595      29.3506      754.6589     120.0494     
4281.3750    52.2696      23.7317      -99999.0000  -99999.0000  19.0112      28.9838      1032.7179    119.7573     
4281.5000    52.1165      23.7310      -99999.0000  -99999.0000  16.6044      28.6360      2087.9136    119.5209     
4281.6250    51.6356      23.7302      -99999.0000  -99999.0000  18.5561      28.8393      5685.6353    119.4426     
4281.7500    51.2222      23.7297      -99999.0000  -99999.0000  17.8978      29.0933      6656.5264    119.4594     
4281.8750    50.9148      23.7291      -99999.0000  -99999.0000  17.9743      29.3600      1678.6106    119.5871     
4282.0000    50.8679      23.7095      -99999.0000  -99999.0000  19.7738      29.2972      523.6076     119.7702     
4282.1250    51.2257      23.7026      -99999.0000  -99999.0000  19.2929      28.7847      321.2855     120.0562     
4282.2500    51.6318      23.7020      -99999.0000  -99999.0000  18.7613      28.4052      228.6841     120.4452     
4282.3750    51.9800      23.7013      -99999.0000  -99999.0000  18.6098      28.5263      189.1057     120.8816     
4282.5000    52.3379      23.6817      -99999.0000  -99999.0000  20.2826      28.2546      166.6976     121.4210     
4282.6250    52.6477      23.6557      -99999.0000  -99999.0000  21.6766      28.1221      153.1829     121.9208     
4282.7500    52.8802      23.6298      -99999.0000  -99999.0000  23.2732      28.1037      149.7627     122.3729     
4282.8750    53.0935      23.6229      -99999.0000  -99999.0000  24.5151      27.6103      193.1840     122.7698     
4283.0000    53.0078      23.6222      -99999.0000  -99999.0000  23.4769      27.7377      1533.6182    123.1272     
4283.1250    52.3437      23.5835      -99999.0000  -99999.0000  25.2001      27.9536      3088.6011    123.3100     
4283.2500    51.6796      23.5704      -99999.0000  -99999.0000  22.7177      28.0935      4841.2627    123.3664     
4283.3750    51.1408      23.5888      -99999.0000  -99999.0000  21.0967      28.0942      4817.7422    123.2090     
4283.5000    50.6213      23.6135      -99999.0000  -99999.0000  17.3476      28.1391      618.0610     122.8220     
4283.6250    50.3332      23.6762      -99999.0000  -99999.0000  19.1469      28.3994      342.0562     122.3558     
4283.7500    51.1251      23.7706      -99999.0000  -99999.0000  17.0700      27.8110      226.6092     121.7867     
4283.8750    51.6950      23.8713      -99999.0000  -99999.0000  16.7666      27.2479      178.4667     121.0910     
4284.0000    52.3421      23.9721      -99999.0000  -99999.0000  18.5405      26.9130      154.7798     120.4587     
4284.1250    52.8638      24.1298      -99999.0000  -99999.0000  19.7569      26.6792      188.4987     119.8579     
4284.2500    52.9904      24.3255      -99999.0000  -99999.0000  21.3534      26.3886      248.7006     119.2810     
4284.3750    52.7795      24.4135      -99999.0000  -99999.0000  19.9859      26.1548      327.0391     118.7119     
4284.5000    52.5203      24.3876      -99999.0000  -99999.0000  17.9091      25.9085      407.9817     118.1904     
4284.6250    52.3864      24.1842      -99999.0000  -99999.0000  18.1376      26.3019      488.8694     117.8035     
4284.7500    52.4744      23.9493      -99999.0000  -99999.0000  16.9476      26.5937      606.5532     117.6224     
4284.8750    52.5912      23.7207      -99999.0000  -99999.0000  18.8733      26.8224      817.9587     117.6392     
4285.0000    52.2839      23.7011      -99999.0000  -99999.0000  20.3430      27.1270      1224.8386    117.7035     
4285.1250    51.8898      23.8272      -99999.0000  -99999.0000  19.7102      27.5647      2007.4744    117.7442     
4285.2500    51.7944      23.9405      -99999.0000  -99999.0000  19.1028      27.8312      2819.0867    117.8006     
4285.3750    52.2294      23.8893      -99999.0000  -99999.0000  21.1803      27.3442      1652.9291    117.8412     
4285.5000    52.4236      23.6923      -99999.0000  -99999.0000  23.2072      26.5912      670.9087     117.8501     
4285.6250    52.4052      23.5778      -99999.0000  -99999.0000  23.7650      26.7502      349.5546     117.8273     
4285.7500    52.1750      23.6341      -99999.0000  -99999.0000  25.5131      27.1561      248.4763     117.7492     
4285.8750    51.8099      23.7538      -99999.0000  -99999.0000  25.2602      27.2137      201.4499     117.4416     
4286.0000    51.9941      23.8418      -99999.0000  -99999.0000  23.8929      26.3660      173.3907     117.1100     
4286.1250    52.8919      23.8792      -99999.0000  -99999.0000  25.5397      26.0689      165.0110     116.7707     
4286.2500    53.2114      23.9229      -99999.0000  -99999.0000  23.2352      26.3925      181.1392     116.4234     
4286.3750    52.7497      23.9729      -99999.0000  -99999.0000  21.0828      26.6654      198.7716     116.0287     
4286.5000    52.2687      23.9280      -99999.0000  -99999.0000  22.3244      26.7294      215.0116     115.6893     
4286.6250    51.9036      23.7944      -99999.0000  -99999.0000  20.5519      26.5654      228.9979     115.2788     
4286.7500    52.0302      23.6418      -99999.0000  -99999.0000  21.7174      26.3634      243.6947     114.9078     
4286.8750    52.2241      23.6032      -99999.0000  -99999.0000  23.7440      26.2817      272.6101     114.6318     
4287.0000    52.4472      23.7546      -99999.0000  -99999.0000  26.2265      26.3140      302.8934     114.3322     
4287.1250    52.6313      23.9566      -99999.0000  -99999.0000  27.9997      26.2577      303.5453     114.2065     
4287.2500    52.8927      24.1585      -99999.0000  -99999.0000  25.9993      26.1697      247.7640     114.4292     
4287.3750    53.0095      24.3225      -99999.0000  -99999.0000  23.3659      26.0627      211.5227     114.8180     
4287.5000    52.1719      24.4169      -99999.0000  -99999.0000  20.5806      25.9367      190.2980     115.2305     
4287.6250    52.3370      24.4922      -99999.0000  -99999.0000  20.9357      25.8107      174.4177     115.7382     
4287.7500    52.7720      24.4536      -99999.0000  -99999.0000  21.8731      25.7291      162.9644     116.1587     
4287.8750    53.0527      24.3580      -99999.0000  -99999.0000  22.3295      25.7171      156.0137     116.5157     
4288.0000    53.1986      24.2751      -99999.0000  -99999.0000  24.2039      25.6417      160.6752     116.9361     
4288.1250    53.2576      24.1793      -99999.0000  -99999.0000  25.8250      25.4335      167.2683     117.2141     
4288.2500    53.2972      24.1345      -99999.0000  -99999.0000  20.9381      25.0036      175.9172     117.1518     
4288.3750    53.3081      24.0706      -99999.0000  -99999.0000  18.2037      24.8017      183.3084     116.8283     
4288.5000    53.3671      24.0128      -99999.0000  -99999.0000  16.5835      24.8151      195.6578     116.4495     
4288.6250    53.4260      23.9807      -99999.0000  -99999.0000  18.7618      24.5119      170.6604     116.0232     
4288.7500    53.4658      23.9548      -99999.0000  -99999.0000  20.8134      24.4555      147.7237     115.5574     
4288.8750    53.4863      23.9289      -99999.0000  -99999.0000  22.3331      24.5702      134.2621     115.1548     
4289.0000    53.4200      23.8839      -99999.0000  -99999.0000  18.5607      24.5898      125.8594     114.7285     
4289.1250    53.2957      23.8514      -99999.0000  -99999.0000  19.5234      24.5588      124.5651     114.2628     
4289.2500    53.1329      23.8066      -99999.0000  -99999.0000  18.4858      24.5025      130.4102     113.8603     
4289.3750    52.9123      23.7745      -99999.0000  -99999.0000  20.1574      24.4398      139.9592     113.4577     
4289.5000    52.7110      23.7484      -99999.0000  -99999.0000  19.8794      24.3645      155.8409     113.0711     
4289.6250    52.5098      23.7226      -99999.0000  -99999.0000  21.3991      24.3336      175.0182     112.8110     
4289.7500    52.3373      23.6967      -99999.0000  -99999.0000  21.1717      24.4799      197.3826     112.7329     
4289.8750    52.1362      23.6896      -99999.0000  -99999.0000  23.2484      24.6262      228.1295     112.7972     
4290.0000    51.9733      23.6891      -99999.0000  -99999.0000  24.5148      24.5762      266.4186     113.1781     
4290.1250    51.8010      23.6884      -99999.0000  -99999.0000  21.5023      24.4122      324.9617     113.8437     
4290.2500    51.6381      23.6879      -99999.0000  -99999.0000  19.7558      24.9700      398.1513     114.7863     
4290.3750    51.4851      23.6873      -99999.0000  -99999.0000  19.7816      25.4326      456.6545     115.7764     
4290.5000    51.4187      23.7054      -99999.0000  -99999.0000  17.1997      25.8827      524.7424     116.6398     
4290.6250    51.6224      23.7302      -99999.0000  -99999.0000  19.0484      26.0099      594.3314     117.3449     
4290.7500    51.8549      23.7550      -99999.0000  -99999.0000  18.5678      25.9662      679.0571     117.7731     
4290.8750    51.4029      23.7605      -99999.0000  -99999.0000  21.4545      26.2265      654.2968     117.7188     
4291.0000    51.3558      23.7790      -99999.0000  -99999.0000  23.8348      26.5056      580.1305     117.4586     
4291.1250    51.5305      23.8037      -99999.0000  -99999.0000  25.0757      26.7467      476.8189     117.0800     
4291.2500    51.6955      23.8285      -99999.0000  -99999.0000  26.4178      27.0005      359.1799     116.7645     
4291.3750    51.6774      23.8532      -99999.0000  -99999.0000  23.8614      26.8555      262.0839     116.3858     
4291.5000    51.8039      23.8778      -99999.0000  -99999.0000  20.9505      26.2739      214.1219     116.0229     
4291.6250    52.0075      23.8836      -99999.0000  -99999.0000  18.5967      25.8885      191.4408     115.7707     
4291.7500    52.3366      23.9020      -99999.0000  -99999.0000  20.6984      25.9398      174.8155     115.5028     
4291.8750    52.6075      23.9077      -99999.0000  -99999.0000  20.4205      25.9341      173.8722     115.2664     
4292.0000    52.7630      23.9071      -99999.0000  -99999.0000  22.1423      25.7513      223.3649     115.1171     
4292.1250    52.2630      23.8875      -99999.0000  -99999.0000  23.6869      25.8974      296.3915     115.0628     
4292.2500    51.8205      23.8805      -99999.0000  -99999.0000  22.8773      26.0753      358.3715     115.1746     
4292.3750    51.4456      23.8797      -99999.0000  -99999.0000  25.0800      26.1139      400.7229     115.5474     
4292.5000    51.5144      23.8982      -99999.0000  -99999.0000  22.0935      26.1399      411.8099     116.2051     
4292.6250    51.8144      23.9040      -99999.0000  -99999.0000  22.0686      26.2101      351.3078     116.8151     
4292.7500    52.0855      23.9223      -99999.0000  -99999.0000  23.3094      26.4829      304.7332     117.4331     
4292.8750    52.3373      23.9470      -99999.0000  -99999.0000  25.7905      26.7366      274.0061     118.2095     
4293.0000    52.5505      23.9527      -99999.0000  -99999.0000  26.4237      26.5981      248.0233     118.7483     
4293.1250    52.7928      23.9901      -99999.0000  -99999.0000  24.0195      26.3582      245.0359     119.1921     
4293.2500    52.9673      24.0589      -99999.0000  -99999.0000  26.3992      26.0931      270.3062     119.7547     
4293.3750    52.6311      24.0964      -99999.0000  -99999.0000  25.4378      26.0494      293.5617     120.2381     
4293.5000    52.1889      24.1591      -99999.0000  -99999.0000  27.4378      26.1387      315.1286     120.4684     
4293.6250    51.9392      24.2534      -99999.0000  -99999.0000  28.7543      26.1456      309.1141     120.3191     
4293.7500    51.7669      24.3350      -99999.0000  -99999.0000  27.8689      26.1083      296.9267     120.0908     
4293.8750    51.6622      24.4103      -99999.0000  -99999.0000  25.2877      26.0647      287.3569     119.8467     
4294.0000    51.6054      24.5236      -99999.0000  -99999.0000  23.4911      26.0211      278.3627     119.6659     
4294.1250    51.5584      24.4787      -99999.0000  -99999.0000  22.1755      26.0027      285.3853     119.5324     
4294.2500    51.5016      24.2060      -99999.0000  -99999.0000  21.4420      26.1173      319.4121     119.4543     
4294.3750    51.4448      23.9143      -99999.0000  -99999.0000  20.0505      26.3583      373.3760     119.4157     
4294.5000    51.2917      23.7112      -99999.0000  -99999.0000  20.8355      26.5361      428.5752     119.4087     
4294.6250    51.1194      23.5904      -99999.0000  -99999.0000  19.5959      26.3786      472.8181     119.5281     
4294.7500    51.0434      23.5455      -99999.0000  -99999.0000  18.1539      26.4362      502.4081     119.9482     
4294.8750    51.0252      23.5386      -99999.0000  -99999.0000  16.3069      26.6330      549.2198     120.6451     
4295.0000    51.0555      23.5379      -99999.0000  -99999.0000  18.2055      26.8424      620.1011     121.6189     
4295.1250    51.1046      23.5563      -99999.0000  -99999.0000  17.8518      27.0075      702.1337     122.7113     
4295.2500    51.1733      23.6000      -99999.0000  -99999.0000  17.7764      27.0524      773.1940     123.5820     
4295.3750    51.2516      23.6499      -99999.0000  -99999.0000  20.0291      27.0468      836.2325     124.4925     
4295.5000    51.2915      23.7188      -99999.0000  -99999.0000  22.5096      27.0411      878.9985     125.2050     
4295.6250    51.2636      23.8131      -99999.0000  -99999.0000  24.2055      27.0417      851.5406     125.8860     
4295.7500    51.2358      23.8759      -99999.0000  -99999.0000  23.5227      27.0550      792.8341     126.4643     
4295.8750    51.2179      23.9828      -99999.0000  -99999.0000  24.3076      27.1822      721.5237     126.7182     
4296.0000    51.2478      24.0706      -99999.0000  -99999.0000  21.9041      27.2777      635.5151     126.6400     
4296.1250    51.3260      24.1460      -99999.0000  -99999.0000  22.1576      27.3732      554.3311     126.2218     
4296.2500    51.4334      24.2403      -99999.0000  -99999.0000  23.1196      27.4434      486.2369     125.7403     
4296.3750    51.2416      24.3030      -99999.0000  -99999.0000  22.5887      27.1657      433.0905     125.2194     
4296.5000    51.0692      24.2960      -99999.0000  -99999.0000  20.8685      26.7931      394.9655     124.6352     
4296.6250    51.0511      24.1562      -99999.0000  -99999.0000  21.5269      26.9203      371.9602     123.9641     
4296.7500    51.4091      23.9784      -99999.0000  -99999.0000  24.5638      27.1550      417.0899     123.3878     
4296.8750    51.6223      23.8006      -99999.0000  -99999.0000  22.5146      27.0227      472.0318     122.7324     
4297.0000    51.5558      23.6418      -99999.0000  -99999.0000  18.6945      26.6059      515.8483     122.0849     
4297.1250    51.2775      23.5274      -99999.0000  -99999.0000  20.7950      26.9482      498.5541     121.4058     
4297.2500    51.2304      23.4635      -99999.0000  -99999.0000  18.6196      27.2398      452.8644     120.7820     
4297.3750    51.6172      23.3933      -99999.0000  -99999.0000  19.9864      27.4744      408.6295     120.0162     
