WELLNAME = well116
STDEP  =  3500.0000    
ENDEP  =  5129.9375    
LEVEL  =  0.1250       
CURNAMES  AC, CAL, CGR, CNL, DEN, GR, K, PE, P_AC, R1, RT, RXO, SGR, SONPHI, SP, TH, U, VSH, VSH1

#DEPTH       AC           CAL          CGR          CNL          DEN          GR           K            PE           P_AC         R1           RT           RXO          SGR          SONPHI       SP           TH           U            VSH          VSH1         
4247.7500    49.8054      22.9681      -99999.0000  -99999.0000  -99999.0000  16.8293      -99999.0000  -99999.0000  49.6816      35.9471      7163.2334    8314.6934    -99999.0000  0.0000       105.0454     -99999.0000  -99999.0000  0.0000       0.0000       
4247.8750    49.8054      22.9931      -99999.0000  -99999.0000  -99999.0000  14.6443      -99999.0000  -99999.0000  49.6817      35.9976      5757.8799    8287.3984    -99999.0000  0.0000       105.4495     -99999.0000  -99999.0000  0.0000       0.0000       
4248.0000    50.2017      23.0182      -99999.0000  -99999.0000  -99999.0000  11.8750      -99999.0000  -99999.0000  50.5510      36.1116      4748.8760    8440.0781    -99999.0000  0.0000       105.7187     -99999.0000  -99999.0000  0.0000       0.0000       
4248.1250    50.3853      23.0242      -99999.0000  -99999.0000  -99999.0000  9.8678       -99999.0000  -99999.0000  50.9539      36.0224      3937.8306    8745.7266    -99999.0000  0.0000       105.6783     -99999.0000  -99999.0000  0.0000       0.0000       
4248.2500    50.3081      23.0619      -99999.0000  -99999.0000  -99999.0000  11.0865      -99999.0000  -99999.0000  50.7844      36.1364      2977.1577    8803.9004    -99999.0000  0.0000       105.4552     -99999.0000  -99999.0000  0.0000       0.0000       
4248.3750    50.2791      23.1123      -99999.0000  -99999.0000  -99999.0000  13.4991      -99999.0000  -99999.0000  50.7209      36.3584      2210.7385    7600.6260    -99999.0000  0.0000       105.2243     -99999.0000  -99999.0000  0.0000       0.0000       
4248.5000    50.3178      23.1246      -99999.0000  -99999.0000  -99999.0000  15.0735      -99999.0000  -99999.0000  50.8058      36.4343      1900.9142    6254.7393    -99999.0000  0.0000       104.9299     -99999.0000  -99999.0000  0.0000       0.0000       
4248.6250    50.4821      23.1434      -99999.0000  -99999.0000  -99999.0000  12.9646      -99999.0000  -99999.0000  51.1663      36.3261      2179.5598    5563.3096    -99999.0000  0.0000       104.6117     -99999.0000  -99999.0000  0.0000       0.0000       
4248.7500    50.7431      23.1303      -99999.0000  -99999.0000  -99999.0000  13.1927      -99999.0000  -99999.0000  51.7387      36.1289      2648.7173    6124.6777    -99999.0000  0.0000       104.2459     -99999.0000  -99999.0000  0.0000       0.0000       
4248.8750    50.9074      23.1236      -99999.0000  -99999.0000  -99999.0000  14.7671      -99999.0000  -99999.0000  52.0992      36.1921      3189.1934    6775.6582    -99999.0000  0.0000       103.8879     -99999.0000  -99999.0000  0.0000       0.0000       
4249.0000    50.9751      23.1232      -99999.0000  -99999.0000  -99999.0000  14.6396      -99999.0000  -99999.0000  52.2477      36.1156      3375.6611    7609.4316    -99999.0000  0.0000       103.4902     -99999.0000  -99999.0000  0.0000       0.0000       
4249.1250    51.1007      23.0847      -99999.0000  -99999.0000  -99999.0000  15.6552      -99999.0000  -99999.0000  52.5234      35.8930      2826.9302    8443.0146    -99999.0000  0.0000       103.1482     -99999.0000  -99999.0000  0.0000       0.0000       
4249.2500    50.6949      23.0717      -99999.0000  -99999.0000  -99999.0000  14.4099      -99999.0000  -99999.0000  51.6331      35.7594      2262.4746    8726.8633    -99999.0000  0.0000       102.8300     -99999.0000  -99999.0000  0.0000       0.0000       
4249.3750    50.4244      23.0332      -99999.0000  -99999.0000  -99999.0000  10.1164      -99999.0000  -99999.0000  51.0396      35.7718      1892.3843    6753.9072    -99999.0000  0.0000       102.6308     -99999.0000  -99999.0000  0.0000       0.0000       
4249.5000    50.5597      23.0201      -99999.0000  -99999.0000  -99999.0000  11.1066      -99999.0000  -99999.0000  51.3365      35.7334      1642.5483    5920.6260    -99999.0000  0.0000       102.6142     -99999.0000  -99999.0000  0.0000       0.0000       
4249.6250    50.7530      23.0198      -99999.0000  -99999.0000  -99999.0000  11.7918      -99999.0000  -99999.0000  51.7606      35.4473      2128.3857    6182.8906    -99999.0000  0.0000       102.7404     -99999.0000  -99999.0000  0.0000       0.0000       
4249.7500    50.7821      23.0003      -99999.0000  -99999.0000  -99999.0000  13.4425      -99999.0000  -99999.0000  51.8242      35.3835      5634.0342    7354.3340    -99999.0000  0.0000       102.9461     -99999.0000  -99999.0000  0.0000       0.0000       
4249.8750    50.7144      22.9935      -99999.0000  -99999.0000  -99999.0000  10.0888      -99999.0000  -99999.0000  51.6759      35.2308      7142.9395    8045.7686    -99999.0000  0.0000       103.3104     -99999.0000  -99999.0000  0.0000       0.0000       
4250.0000    50.5889      22.9931      -99999.0000  -99999.0000  -99999.0000  9.4279       -99999.0000  -99999.0000  51.4004      34.9765      5045.1626    8363.5137    -99999.0000  0.0000       103.6511     -99999.0000  -99999.0000  0.0000       0.0000       
4250.1250    50.4343      22.9928      -99999.0000  -99999.0000  -99999.0000  10.1131      -99999.0000  -99999.0000  51.0613      35.0333      3031.8892    4949.3730    -99999.0000  0.0000       103.9918     -99999.0000  -99999.0000  0.0000       0.0000       
4250.2500    50.2314      22.9925      -99999.0000  -99999.0000  -99999.0000  11.6876      -99999.0000  -99999.0000  50.6162      35.0584      1794.3599    2919.2527    -99999.0000  0.0000       104.3642     -99999.0000  -99999.0000  0.0000       0.0000       
4250.3750    50.2218      22.9921      -99999.0000  -99999.0000  -99999.0000  11.8395      -99999.0000  -99999.0000  50.5951      34.9184      1284.2842    2592.5479    -99999.0000  0.0000       104.7206     -99999.0000  -99999.0000  0.0000       0.0000       
4250.5000    50.5987      22.9917      -99999.0000  -99999.0000  -99999.0000  10.2640      -99999.0000  -99999.0000  51.4220      34.8165      981.6225     2551.5132    -99999.0000  0.0000       105.0216     -99999.0000  -99999.0000  0.0000       0.0000       
4250.6250    50.7533      22.9913      -99999.0000  -99999.0000  -99999.0000  11.6606      -99999.0000  -99999.0000  51.7612      35.0067      880.5736     3096.1191    -99999.0000  0.0000       105.0924     -99999.0000  -99999.0000  0.0000       0.0000       
4250.7500    50.6664      22.9909      -99999.0000  -99999.0000  -99999.0000  11.9904      -99999.0000  -99999.0000  51.5706      35.0953      1445.0825    4236.9287    -99999.0000  0.0000       104.8297     -99999.0000  -99999.0000  0.0000       0.0000       
4250.8750    50.5022      22.9906      -99999.0000  -99999.0000  -99999.0000  12.5232      -99999.0000  -99999.0000  51.2103      34.9934      5066.0049    7589.4365    -99999.0000  0.0000       104.4320     -99999.0000  -99999.0000  0.0000       0.0000       
4251.0000    50.3090      23.0093      -99999.0000  -99999.0000  -99999.0000  14.1993      -99999.0000  -99999.0000  50.7864      34.8471      7091.1211    8311.8418    -99999.0000  0.0000       103.9709     -99999.0000  -99999.0000  0.0000       0.0000       
4251.1250    50.3573      23.0152      -99999.0000  -99999.0000  -99999.0000  15.5959      -99999.0000  -99999.0000  50.8925      34.6753      7203.2588    8280.6836    -99999.0000  0.0000       103.5176     -99999.0000  -99999.0000  0.0000       0.0000       
4251.2500    50.4733      23.0148      -99999.0000  -99999.0000  -99999.0000  13.5377      -99999.0000  -99999.0000  51.1469      34.7956      7159.5049    8238.0742    -99999.0000  0.0000       103.0961     -99999.0000  -99999.0000  0.0000       0.0000       
4251.3750    50.6183      23.0145      -99999.0000  -99999.0000  -99999.0000  12.0893      -99999.0000  -99999.0000  51.4650      34.8335      7112.6709    8191.8428    -99999.0000  0.0000       102.7065     -99999.0000  -99999.0000  0.0000       0.0000       
4251.5000    50.7536      23.0142      -99999.0000  -99999.0000  -99999.0000  14.3750      -99999.0000  -99999.0000  51.7619      34.6934      7082.7109    8153.5166    -99999.0000  0.0000       102.3248     -99999.0000  -99999.0000  0.0000       0.0000       
4251.6250    50.6570      23.0138      -99999.0000  -99999.0000  -99999.0000  11.9866      -99999.0000  -99999.0000  51.5500      34.4582      7042.9590    8119.1606    -99999.0000  0.0000       101.9906     -99999.0000  -99999.0000  0.0000       0.0000       
4251.7500    50.5798      23.0133      -99999.0000  -99999.0000  -99999.0000  13.5610      -99999.0000  -99999.0000  51.3805      34.6547      7019.8525    8096.2983    -99999.0000  0.0000       101.7676     -99999.0000  -99999.0000  0.0000       0.0000       
4251.8750    50.5218      23.0130      -99999.0000  -99999.0000  -99999.0000  15.1101      -99999.0000  -99999.0000  51.2534      34.8069      6996.8193    8081.0630    -99999.0000  0.0000       101.6954     -99999.0000  -99999.0000  0.0000       0.0000       
4252.0000    50.4253      22.9746      -99999.0000  -99999.0000  -99999.0000  15.8208      -99999.0000  -99999.0000  51.0415      34.8891      6967.3516    8077.1724    -99999.0000  0.0000       101.8296     -99999.0000  -99999.0000  0.0000       0.0000       
4252.1250    50.3577      22.9424      -99999.0000  -99999.0000  -99999.0000  18.0050      -99999.0000  -99999.0000  50.8932      34.9079      6944.4907    8077.0659    -99999.0000  0.0000       102.1862     -99999.0000  -99999.0000  0.0000       0.0000       
4252.2500    50.2707      22.8976      -99999.0000  -99999.0000  -99999.0000  15.0322      -99999.0000  -99999.0000  50.7025      34.8631      6908.7715    8076.9746    -99999.0000  0.0000       102.5983     -99999.0000  -99999.0000  0.0000       0.0000       
4252.3750    50.2321      22.8655      -99999.0000  -99999.0000  -99999.0000  14.1681      -99999.0000  -99999.0000  50.6178      34.7739      6882.8799    8069.3057    -99999.0000  0.0000       103.1055     -99999.0000  -99999.0000  0.0000       0.0000       
4252.5000    50.3674      22.8207      -99999.0000  -99999.0000  -99999.0000  10.3317      -99999.0000  -99999.0000  50.9147      34.9705      6863.5059    8069.2100    -99999.0000  0.0000       103.5732     -99999.0000  -99999.0000  0.0000       0.0000       
4252.6250    50.4738      22.7504      -99999.0000  -99999.0000  -99999.0000  12.7952      -99999.0000  -99999.0000  51.1479      35.1987      6844.1743    8069.0928    -99999.0000  0.0000       104.0171     -99999.0000  -99999.0000  0.0000       0.0000       
4252.7500    50.4835      22.7120      -99999.0000  -99999.0000  -99999.0000  14.3951      -99999.0000  -99999.0000  51.1692      35.3255      6837.7090    8087.8911    -99999.0000  0.0000       104.4846     -99999.0000  -99999.0000  0.0000       0.0000       
4252.8750    50.4739      22.6672      -99999.0000  -99999.0000  -99999.0000  12.1845      -99999.0000  -99999.0000  51.1481      35.3760      6834.4243    8110.5166    -99999.0000  0.0000       104.7935     -99999.0000  -99999.0000  0.0000       0.0000       
4253.0000    50.4159      22.6159      -99999.0000  -99999.0000  -99999.0000  13.3271      -99999.0000  -99999.0000  51.0210      35.2043      6827.9590    8129.4014    -99999.0000  0.0000       104.9040     -99999.0000  -99999.0000  0.0000       0.0000       
4253.1250    50.3580      22.6029      -99999.0000  -99999.0000  -99999.0000  11.4976      -99999.0000  -99999.0000  50.8939      35.1976      6818.2754    8155.9492    -99999.0000  0.0000       104.8239     -99999.0000  -99999.0000  0.0000       0.0000       
4253.2500    50.3097      22.5835      -99999.0000  -99999.0000  -99999.0000  13.8341      -99999.0000  -99999.0000  50.7880      35.4132      6818.1992    8167.2773    -99999.0000  0.0000       104.5294     -99999.0000  -99999.0000  0.0000       0.0000       
4253.3750    50.2711      22.5577      -99999.0000  -99999.0000  -99999.0000  14.1893      -99999.0000  -99999.0000  50.7034      35.5590      6818.1221    8171.0029    -99999.0000  0.0000       104.1318     -99999.0000  -99999.0000  0.0000       0.0000       
4253.5000    50.2712      22.5890      -99999.0000  -99999.0000  -99999.0000  15.9924      -99999.0000  -99999.0000  50.7034      35.5206      6818.0493    8163.2598    -99999.0000  0.0000       103.6230     -99999.0000  -99999.0000  0.0000       0.0000       
4253.6250    50.2905      22.6205      -99999.0000  -99999.0000  -99999.0000  14.5438      -99999.0000  -99999.0000  50.7459      35.3679      6808.4092    8155.5107    -99999.0000  0.0000       103.0110     -99999.0000  -99999.0000  0.0000       0.0000       
4253.7500    50.3292      22.6645      -99999.0000  -99999.0000  -99999.0000  14.1114      -99999.0000  -99999.0000  50.8308      35.2660      6763.8926    8136.3384    -99999.0000  0.0000       102.5657     -99999.0000  -99999.0000  0.0000       0.0000       
4253.8750    50.3582      22.7150      -99999.0000  -99999.0000  -99999.0000  13.0948      -99999.0000  -99999.0000  50.8945      35.4498      6697.7178    8121.0449    -99999.0000  0.0000       102.2553     -99999.0000  -99999.0000  0.0000       0.0000       
4254.0000    50.3583      22.7653      -99999.0000  -99999.0000  -99999.0000  13.3736      -99999.0000  -99999.0000  50.8946      35.6210      6641.4980    8094.3916    -99999.0000  0.0000       102.0640     -99999.0000  -99999.0000  0.0000       0.0000       
4254.1250    50.3390      22.7968      -99999.0000  -99999.0000  -99999.0000  13.8558      -99999.0000  -99999.0000  50.8523      35.7668      6564.1992    8060.3037    -99999.0000  0.0000       101.9522     -99999.0000  -99999.0000  0.0000       0.0000       
4254.2500    50.2907      22.8409      -99999.0000  -99999.0000  -99999.0000  13.3726      -99999.0000  -99999.0000  50.7464      35.8237      6561.0400    8000.0918    -99999.0000  0.0000       101.9753     -99999.0000  -99999.0000  0.0000       0.0000       
4254.3750    50.2135      22.8913      -99999.0000  -99999.0000  -99999.0000  15.2519      -99999.0000  -99999.0000  50.5769      35.6900      6660.1914    7940.3594    -99999.0000  0.0000       102.2048     -99999.0000  -99999.0000  0.0000       0.0000       
4254.5000    50.0976      22.9036      -99999.0000  -99999.0000  -99999.0000  14.3877      -99999.0000  -99999.0000  50.3226      35.4992      6985.7383    7870.0283    -99999.0000  0.0000       102.5613     -99999.0000  -99999.0000  0.0000       0.0000       
4254.6250    50.0203      22.9032      -99999.0000  -99999.0000  -99999.0000  14.1585      -99999.0000  -99999.0000  50.1532      35.3845      7361.3252    8101.6973    -99999.0000  0.0000       103.1321     -99999.0000  -99999.0000  0.0000       0.0000       
4254.7500    49.9334      22.9029      -99999.0000  -99999.0000  -99999.0000  15.8093      -99999.0000  -99999.0000  49.9625      35.4414      6901.4263    8466.1250    -99999.0000  0.0000       103.5999     -99999.0000  -99999.0000  0.0000       0.0000       
4254.8750    49.8755      22.9025      -99999.0000  -99999.0000  -99999.0000  15.8850      -99999.0000  -99999.0000  49.8354      35.4856      5334.2954    8614.9307    -99999.0000  0.0000       104.1311     -99999.0000  -99999.0000  0.0000       0.0000       
4255.0000    49.8465      22.9021      -99999.0000  -99999.0000  -99999.0000  16.3671      -99999.0000  -99999.0000  49.7719      35.5107      3283.7793    7785.5928    -99999.0000  0.0000       104.6304     -99999.0000  -99999.0000  0.0000       0.0000       
4255.1250    49.8852      22.8827      -99999.0000  -99999.0000  -99999.0000  12.4290      -99999.0000  -99999.0000  49.8568      35.4913      2981.0684    7432.9141    -99999.0000  0.0000       105.0345     -99999.0000  -99999.0000  0.0000       0.0000       
4255.2500    49.9626      22.8760      -99999.0000  -99999.0000  -99999.0000  12.2506      -99999.0000  -99999.0000  50.0264      35.4593      3579.5059    7984.7500    -99999.0000  0.0000       105.2720     -99999.0000  -99999.0000  0.0000       0.0000       
4255.3750    50.0496      22.8566      -99999.0000  -99999.0000  -99999.0000  14.8667      -99999.0000  -99999.0000  50.2173      35.5161      4124.4873    8082.0649    -99999.0000  0.0000       105.4380     -99999.0000  -99999.0000  0.0000       0.0000       
4255.5000    50.1656      22.8499      -99999.0000  -99999.0000  -99999.0000  16.7207      -99999.0000  -99999.0000  50.4718      35.5984      4802.5244    7921.1372    -99999.0000  0.0000       105.3580     -99999.0000  -99999.0000  0.0000       0.0000       
4255.6250    50.2429      22.8304      -99999.0000  -99999.0000  -99999.0000  15.3483      -99999.0000  -99999.0000  50.6414      35.6489      5810.2334    7777.6592    -99999.0000  0.0000       105.0318     -99999.0000  -99999.0000  0.0000       0.0000       
4255.7500    50.3492      22.8046      -99999.0000  -99999.0000  -99999.0000  17.5071      -99999.0000  -99999.0000  50.8747      35.5216      6447.6025    7697.9316    -99999.0000  0.0000       104.5785     -99999.0000  -99999.0000  0.0000       0.0000       
4255.8750    50.4169      22.7979      -99999.0000  -99999.0000  -99999.0000  18.2942      -99999.0000  -99999.0000  51.0231      35.3371      6628.2832    7778.0005    -99999.0000  0.0000       104.1491     -99999.0000  -99999.0000  0.0000       0.0000       
4256.0000    50.4749      22.7976      -99999.0000  -99999.0000  -99999.0000  15.3975      -99999.0000  -99999.0000  51.1504      35.3876      7011.2632    8169.4102    -99999.0000  0.0000       103.7593     -99999.0000  -99999.0000  0.0000       0.0000       
4256.1250    50.3880      22.7972      -99999.0000  -99999.0000  -99999.0000  17.0229      -99999.0000  -99999.0000  50.9597      35.2793      6687.7759    8560.5430    -99999.0000  0.0000       103.3298     -99999.0000  -99999.0000  0.0000       0.0000       
4256.2500    50.2334      22.8159      -99999.0000  -99999.0000  -99999.0000  12.6020      -99999.0000  -99999.0000  50.6207      35.1266      3907.1990    7748.0254    -99999.0000  0.0000       102.9798     -99999.0000  -99999.0000  0.0000       0.0000       
4256.3750    50.1465      22.8409      -99999.0000  -99999.0000  -99999.0000  16.0311      -99999.0000  -99999.0000  50.4300      34.9548      2591.3262    5462.5200    -99999.0000  0.0000       102.6140     -99999.0000  -99999.0000  0.0000       0.0000       
4256.5000    50.1176      22.8469      -99999.0000  -99999.0000  -99999.0000  12.8804      -99999.0000  -99999.0000  50.3665      34.8275      2036.3353    4810.6465    -99999.0000  0.0000       102.3275     -99999.0000  -99999.0000  0.0000       0.0000       
4256.6250    50.1176      22.8656      -99999.0000  -99999.0000  -99999.0000  13.8453      -99999.0000  -99999.0000  50.3666      34.7256      2238.8435    5947.2842    -99999.0000  0.0000       102.1680     -99999.0000  -99999.0000  0.0000       0.0000       
4256.7500    50.1853      22.8906      -99999.0000  -99999.0000  -99999.0000  14.0225      -99999.0000  -99999.0000  50.5150      34.4776      3380.8669    7367.2383    -99999.0000  0.0000       102.2546     -99999.0000  -99999.0000  0.0000       0.0000       
4256.8750    50.3206      22.9347      -99999.0000  -99999.0000  -99999.0000  11.9642      -99999.0000  -99999.0000  50.8119      33.9946      5453.0508    7608.2744    -99999.0000  0.0000       102.5079     -99999.0000  -99999.0000  0.0000       0.0000       
4257.0000    50.5718      23.0423      -99999.0000  -99999.0000  -99999.0000  13.8944      -99999.0000  -99999.0000  51.3630      34.0642      6422.7388    7905.4014    -99999.0000  0.0000       103.0309     -99999.0000  -99999.0000  0.0000       0.0000       
4257.1250    50.6298      23.1499      -99999.0000  -99999.0000  -99999.0000  13.8431      -99999.0000  -99999.0000  51.4903      34.0512      6401.6689    6065.4619    -99999.0000  0.0000       103.5383     -99999.0000  -99999.0000  0.0000       0.0000       
4257.2500    50.5526      23.2512      -99999.0000  -99999.0000  -99999.0000  14.8588      -99999.0000  -99999.0000  51.3208      33.8349      6605.7124    2648.5676    -99999.0000  0.0000       103.9902     -99999.0000  -99999.0000  0.0000       0.0000       
4257.3750    50.4464      23.2762      -99999.0000  -99999.0000  -99999.0000  15.2393      -99999.0000  -99999.0000  51.0878      33.9743      6860.9307    1641.4238    -99999.0000  0.0000       104.7437     -99999.0000  -99999.0000  0.0000       0.0000       
4257.5000    50.3015      23.1043      -99999.0000  -99999.0000  -99999.0000  16.9155      -99999.0000  -99999.0000  50.7699      34.1010      7135.3286    1147.8779    -99999.0000  0.0000       105.4337     -99999.0000  -99999.0000  0.0000       0.0000       
4257.6250    50.3015      22.9325      -99999.0000  -99999.0000  -99999.0000  18.6933      -99999.0000  -99999.0000  50.7700      34.1389      3534.0635    650.1819     -99999.0000  0.0000       106.1871     -99999.0000  -99999.0000  0.0000       0.0000       
4257.7500    50.7653      22.8178      -99999.0000  -99999.0000  -99999.0000  18.8960      -99999.0000  -99999.0000  51.7875      33.8337      356.6144     508.7500     -99999.0000  0.0000       106.7422     -99999.0000  -99999.0000  0.0000       0.0000       
4257.8750    51.2774      22.7348      -99999.0000  -99999.0000  -99999.0000  21.1819      -99999.0000  -99999.0000  52.9109      33.6556      233.2066     470.1938     -99999.0000  0.0000       107.2178     -99999.0000  -99999.0000  0.0000       0.0000       
4258.0000    51.6246      22.6761      -99999.0000  -99999.0000  -99999.0000  21.5225      -99999.0000  -99999.0000  53.6726      33.7090      171.7566     449.1332     -99999.0000  0.0000       107.4727     -99999.0000  -99999.0000  0.0000       0.0000       
4258.1250    52.3686      22.6652      -99999.0000  -99999.0000  -99999.0000  20.8129      -99999.0000  -99999.0000  55.3048      33.9786      133.4934     453.2672     -99999.0000  0.0000       107.4240     -99999.0000  -99999.0000  0.0000       0.0000       
4258.2500    53.1014      22.6859      -99999.0000  -99999.0000  -99999.0000  20.1538      -99999.0000  -99999.0000  56.9126      33.8328      127.6393     543.3781     -99999.0000  0.0000       107.2265     -99999.0000  -99999.0000  0.0000       0.0000       
4258.3750    53.8248      22.7127      -99999.0000  -99999.0000  -99999.0000  19.6723      -99999.0000  -99999.0000  58.4995      33.5983      152.0392     683.7917     -99999.0000  0.0000       106.9337     -99999.0000  -99999.0000  0.0000       0.0000       
4258.5000    53.0124      22.7396      -99999.0000  -99999.0000  -99999.0000  21.9575      -99999.0000  -99999.0000  56.7173      33.4145      189.2169     990.5051     -99999.0000  0.0000       106.4983     -99999.0000  -99999.0000  0.0000       0.0000       
4258.6250    52.1425      22.7472      -99999.0000  -99999.0000  -99999.0000  19.4202      -99999.0000  -99999.0000  54.8088      33.5099      355.9050     1451.9877    -99999.0000  0.0000       106.1896     -99999.0000  -99999.0000  0.0000       0.0000       
4258.7500    51.5420      22.7868      -99999.0000  -99999.0000  -99999.0000  21.0454      -99999.0000  -99999.0000  53.4914      33.5228      1188.3429    1913.6949    -99999.0000  0.0000       105.8651     -99999.0000  -99999.0000  0.0000       0.0000       
4258.8750    51.0282      22.8200      -99999.0000  -99999.0000  -99999.0000  17.6704      -99999.0000  -99999.0000  52.3642      33.3136      1827.5735    2116.9106    -99999.0000  0.0000       105.5169     -99999.0000  -99999.0000  0.0000       0.0000       
4259.0000    50.6895      22.8470      -99999.0000  -99999.0000  -99999.0000  16.6812      -99999.0000  -99999.0000  51.6213      33.3519      1417.4675    1325.5222    -99999.0000  0.0000       105.2637     -99999.0000  -99999.0000  0.0000       0.0000       
4259.1250    50.8331      22.8545      -99999.0000  -99999.0000  -99999.0000  17.5959      -99999.0000  -99999.0000  51.9362      33.5171      918.3473     1012.7560    -99999.0000  0.0000       105.0185     -99999.0000  -99999.0000  0.0000       0.0000       
4259.2500    51.2678      22.8938      -99999.0000  -99999.0000  -99999.0000  15.7944      -99999.0000  -99999.0000  52.8898      33.3968      424.2127     862.6876     -99999.0000  0.0000       104.8367     -99999.0000  -99999.0000  0.0000       0.0000       
4259.3750    51.6614      22.9653      -99999.0000  -99999.0000  -99999.0000  16.2521      -99999.0000  -99999.0000  53.7535      32.9718      265.3728     835.8669     -99999.0000  0.0000       104.7265     -99999.0000  -99999.0000  0.0000       0.0000       
4259.5000    52.2391      23.0427      -99999.0000  -99999.0000  -99999.0000  15.3898      -99999.0000  -99999.0000  55.0207      32.8451      272.5694     1027.4552    -99999.0000  0.0000       104.7034     -99999.0000  -99999.0000  0.0000       0.0000       
4259.6250    52.3155      23.1011      -99999.0000  -99999.0000  -99999.0000  18.1066      -99999.0000  -99999.0000  55.1884      33.0167      325.3089     1281.7031    -99999.0000  0.0000       104.8230     -99999.0000  -99999.0000  0.0000       0.0000       
4259.7500    51.5995      23.1342      -99999.0000  -99999.0000  -99999.0000  19.9857      -99999.0000  -99999.0000  53.6176      33.1248      436.0698     1816.2891    -99999.0000  0.0000       105.3156     -99999.0000  -99999.0000  0.0000       0.0000       
4259.8750    50.9333      23.1800      -99999.0000  -99999.0000  -99999.0000  17.9051      -99999.0000  -99999.0000  52.1561      33.1060      632.0746     2780.7549    -99999.0000  0.0000       105.9667     -99999.0000  -99999.0000  0.0000       0.0000       
4260.0000    50.9035      23.2324      -99999.0000  -99999.0000  -99999.0000  17.9566      -99999.0000  -99999.0000  52.0906      32.8714      826.7433     2372.5869    -99999.0000  0.0000       106.6337     -99999.0000  -99999.0000  0.0000       0.0000       
4260.1250    51.3558      23.2845      -99999.0000  -99999.0000  -99999.0000  16.8405      -99999.0000  -99999.0000  53.0830      32.4655      820.5968     2273.2847    -99999.0000  0.0000       107.3482     -99999.0000  -99999.0000  0.0000       0.0000       
4260.2500    51.6925      23.3366      -99999.0000  -99999.0000  -99999.0000  15.4960      -99999.0000  -99999.0000  53.8216      32.1865      859.6277     2305.9150    -99999.0000  0.0000       107.9597     -99999.0000  -99999.0000  0.0000       0.0000       
4260.3750    51.7874      23.3889      -99999.0000  -99999.0000  -99999.0000  17.6797      -99999.0000  -99999.0000  54.0298      32.0915      899.7620     2285.2354    -99999.0000  0.0000       108.3412     -99999.0000  -99999.0000  0.0000       0.0000       
4260.5000    51.6621      23.4410      -99999.0000  -99999.0000  -99999.0000  15.4975      -99999.0000  -99999.0000  53.7550      32.0029      844.8077     2244.6787    -99999.0000  0.0000       108.3023     -99999.0000  -99999.0000  0.0000       0.0000       
4260.6250    51.4870      23.4931      -99999.0000  -99999.0000  -99999.0000  16.4883      -99999.0000  -99999.0000  53.3707      31.9460      773.7618     2012.5275    -99999.0000  0.0000       107.9778     -99999.0000  -99999.0000  0.0000       0.0000       
4260.7500    51.5430      23.5453      -99999.0000  -99999.0000  -99999.0000  14.8137      -99999.0000  -99999.0000  53.4936      31.8637      858.7402     1918.3281    -99999.0000  0.0000       107.6215     -99999.0000  -99999.0000  0.0000       0.0000       
4260.8750    51.7158      23.5595      -99999.0000  -99999.0000  -99999.0000  14.2560      -99999.0000  -99999.0000  53.8727      31.7116      901.0532     2052.2781    -99999.0000  0.0000       107.2018     -99999.0000  -99999.0000  0.0000       0.0000       
4261.0000    51.4832      23.4847      -99999.0000  -99999.0000  -99999.0000  13.2413      -99999.0000  -99999.0000  53.3625      31.3437      819.6935     1919.1116    -99999.0000  0.0000       106.7346     -99999.0000  -99999.0000  0.0000       0.0000       
4261.1250    51.4045      23.2896      -99999.0000  -99999.0000  -99999.0000  13.0390      -99999.0000  -99999.0000  53.1898      30.8807      841.2220     1940.4623    -99999.0000  0.0000       106.3069     -99999.0000  -99999.0000  0.0000       0.0000       
4261.2500    51.7791      23.1575      -99999.0000  -99999.0000  -99999.0000  14.7405      -99999.0000  -99999.0000  54.0115      30.3859      926.2605     2077.0620    -99999.0000  0.0000       105.7761     -99999.0000  -99999.0000  0.0000       0.0000       
4261.3750    51.8371      23.0957      -99999.0000  -99999.0000  -99999.0000  15.0205      -99999.0000  -99999.0000  54.1388      30.0116      853.2603     1989.5527    -99999.0000  0.0000       105.2770     -99999.0000  -99999.0000  0.0000       0.0000       
4261.5000    51.5651      23.0653      -99999.0000  -99999.0000  -99999.0000  16.4429      -99999.0000  -99999.0000  53.5421      30.5449      706.9133     1897.5436    -99999.0000  0.0000       104.6828     -99999.0000  -99999.0000  0.0000       0.0000       
4261.6250    51.9022      23.0602      -99999.0000  -99999.0000  -99999.0000  17.8399      -99999.0000  -99999.0000  54.2816      30.5705      620.1201     1817.3892    -99999.0000  0.0000       104.1916     -99999.0000  -99999.0000  0.0000       0.0000       
4261.7500    52.0739      23.0619      -99999.0000  -99999.0000  -99999.0000  18.5514      -99999.0000  -99999.0000  54.6584      30.5326      558.5418     1806.5247    -99999.0000  0.0000       103.7956     -99999.0000  -99999.0000  0.0000       0.0000       
4261.8750    51.6966      23.0634      -99999.0000  -99999.0000  -99999.0000  15.2520      -99999.0000  -99999.0000  53.8307      31.0152      574.2487     1966.4338    -99999.0000  0.0000       103.6535     -99999.0000  -99999.0000  0.0000       0.0000       
4262.0000    51.3039      22.9512      -99999.0000  -99999.0000  -99999.0000  16.4961      -99999.0000  -99999.0000  52.9690      31.2880      638.6549     2150.9067    -99999.0000  0.0000       103.2561     -99999.0000  -99999.0000  0.0000       0.0000       
