WELLNAME = well116
STDEP  =  3500.0000    
ENDEP  =  5129.9375    
LEVEL  =  0.1250       
CURNAMES  AC, CAL, CGR, CNL, DEN, GR, K, PE, P_AC, R1, RT, RXO, SGR, SONPHI, SP, TH, U, VSH, VSH1

#DEPTH       AC           CAL          CGR          CNL          DEN          GR           K            PE           P_AC         R1           RT           RXO          SGR          SONPHI       SP           TH           U            VSH          VSH1         
3755.3750    58.0951      23.2774      -99999.0000  -99999.0000  -99999.0000  30.6943      -99999.0000  -99999.0000  67.8679      19.2862      132.1295     158.7160     -99999.0000  0.0000       147.5655     -99999.0000  -99999.0000  0.0000       0.0000       
3755.5000    57.8925      23.3478      -99999.0000  -99999.0000  -99999.0000  31.8110      -99999.0000  -99999.0000  67.4233      19.5148      148.2810     168.2024     -99999.0000  0.0000       147.5979     -99999.0000  -99999.0000  0.0000       0.0000       
3755.6250    56.2616      23.4055      -99999.0000  -99999.0000  -99999.0000  28.9198      -99999.0000  -99999.0000  63.8454      19.7941      181.1496     182.7375     -99999.0000  0.0000       147.8603     -99999.0000  -99999.0000  0.0000       0.0000       
3755.7500    55.4992      23.4570      -99999.0000  -99999.0000  -99999.0000  30.5948      -99999.0000  -99999.0000  62.1729      20.0481      215.0298     210.2218     -99999.0000  0.0000       148.3684     -99999.0000  -99999.0000  0.0000       0.0000       
3755.8750    57.0722      23.5085      -99999.0000  -99999.0000  -99999.0000  31.6608      -99999.0000  -99999.0000  65.6237      20.2766      248.0697     239.6033     -99999.0000  0.0000       149.1778     -99999.0000  -99999.0000  0.0000       0.0000       
3756.0000    58.6741      23.4840      -99999.0000  -99999.0000  -99999.0000  30.0126      -99999.0000  -99999.0000  69.1382      20.5496      276.2493     267.2518     -99999.0000  0.0000       149.9713     -99999.0000  -99999.0000  0.0000       0.0000       
3756.1250    60.1506      23.4149      -99999.0000  -99999.0000  -99999.0000  29.4804      -99999.0000  -99999.0000  72.3774      20.8036      296.6066     293.0353     -99999.0000  0.0000       150.8283     -99999.0000  -99999.0000  0.0000       0.0000       
3756.2500    58.4232      23.3586      -99999.0000  -99999.0000  -99999.0000  29.0499      -99999.0000  -99999.0000  68.5877      21.0194      314.3118     308.9118     -99999.0000  0.0000       151.5742     -99999.0000  -99999.0000  0.0000       0.0000       
3756.3750    57.5354      23.3086      -99999.0000  -99999.0000  -99999.0000  30.1666      -99999.0000  -99999.0000  66.6399      21.3051      326.1303     318.8861     -99999.0000  0.0000       152.1774     -99999.0000  -99999.0000  0.0000       0.0000       
3756.5000    56.7730      23.2776      -99999.0000  -99999.0000  -99999.0000  28.1633      -99999.0000  -99999.0000  64.9674      21.5844      345.5097     320.8329     -99999.0000  0.0000       152.7964     -99999.0000  -99999.0000  0.0000       0.0000       
3756.6250    55.6149      23.2529      -99999.0000  -99999.0000  -99999.0000  30.8275      -99999.0000  -99999.0000  62.4268      21.8828      373.4279     317.2602     -99999.0000  0.0000       153.3601     -99999.0000  -99999.0000  0.0000       0.0000       
3756.7500    55.9431      23.2473      -99999.0000  -99999.0000  -99999.0000  32.2741      -99999.0000  -99999.0000  63.1466      22.2192      364.4619     308.4868     -99999.0000  0.0000       153.8286     -99999.0000  -99999.0000  0.0000       0.0000       
3756.8750    56.5703      23.2290      -99999.0000  -99999.0000  -99999.0000  33.3910      -99999.0000  -99999.0000  64.5228      22.4858      256.9716     300.2346     -99999.0000  0.0000       154.1306     -99999.0000  -99999.0000  0.0000       0.0000       
3757.0000    58.1144      23.2234      -99999.0000  -99999.0000  -99999.0000  35.0151      -99999.0000  -99999.0000  67.9102      22.7334      208.5122     288.4099     -99999.0000  0.0000       154.0996     -99999.0000  -99999.0000  0.0000       0.0000       
3757.1250    57.1493      23.2052      -99999.0000  -99999.0000  -99999.0000  30.2974      -99999.0000  -99999.0000  65.7931      22.6323      183.4124     274.5866     -99999.0000  0.0000       153.8071     -99999.0000  -99999.0000  0.0000       0.0000       
3757.2500    55.9720      23.1996      -99999.0000  -99999.0000  -99999.0000  32.8603      -99999.0000  -99999.0000  63.2101      22.4994      167.0899     261.3220     -99999.0000  0.0000       153.3639     -99999.0000  -99999.0000  0.0000       0.0000       
3757.3750    55.4701      23.1623      -99999.0000  -99999.0000  -99999.0000  35.4483      -99999.0000  -99999.0000  62.1091      22.3474      160.3352     242.1480     -99999.0000  0.0000       152.9130     -99999.0000  -99999.0000  0.0000       0.0000       
3757.5000    55.9816      23.1313      -99999.0000  -99999.0000  -99999.0000  35.6520      -99999.0000  -99999.0000  63.2312      22.5316      178.9664     225.1297     -99999.0000  0.0000       152.5648     -99999.0000  -99999.0000  0.0000       0.0000       
3757.6250    55.9816      23.1066      -99999.0000  -99999.0000  -99999.0000  39.8636      -99999.0000  -99999.0000  63.2312      22.6968      202.9958     209.8386     -99999.0000  0.0000       152.1771     -99999.0000  -99999.0000  0.0000       0.0000       
3757.7500    55.7114      23.0820      -99999.0000  -99999.0000  -99999.0000  36.2367      -99999.0000  -99999.0000  62.6384      22.8810      241.0587     206.3301     -99999.0000  0.0000       151.8133     -99999.0000  -99999.0000  0.0000       0.0000       
3757.8750    55.9623      23.0765      -99999.0000  -99999.0000  -99999.0000  36.2880      -99999.0000  -99999.0000  63.1889      23.0652      296.4030     228.8793     -99999.0000  0.0000       151.4652     -99999.0000  -99999.0000  0.0000       0.0000       
3758.0000    56.1650      23.0771      -99999.0000  -99999.0000  -99999.0000  32.4836      -99999.0000  -99999.0000  63.6335      23.2747      381.6478     317.0065     -99999.0000  0.0000       151.1409     -99999.0000  -99999.0000  0.0000       0.0000       
3758.1250    56.0105      23.0398      -99999.0000  -99999.0000  -99999.0000  33.0422      -99999.0000  -99999.0000  63.2947      23.4082      520.8860     417.4196     -99999.0000  0.0000       150.8484     -99999.0000  -99999.0000  0.0000       0.0000       
3758.2500    55.8079      23.0278      -99999.0000  -99999.0000  -99999.0000  28.1722      -99999.0000  -99999.0000  62.8501      23.6114      674.4312     399.3181     -99999.0000  0.0000       150.6351     -99999.0000  -99999.0000  0.0000       0.0000       
3758.3750    55.8175      23.0475      -99999.0000  -99999.0000  -99999.0000  30.5067      -99999.0000  -99999.0000  62.8712      23.9795      714.4749     371.2631     -99999.0000  0.0000       150.4933     -99999.0000  -99999.0000  0.0000       0.0000       
3758.5000    56.9467      23.0738      -99999.0000  -99999.0000  -99999.0000  27.8184      -99999.0000  -99999.0000  65.3484      24.2969      641.0779     333.8997     -99999.0000  0.0000       150.4385     -99999.0000  -99999.0000  0.0000       0.0000       
3758.6250    56.9949      23.1189      -99999.0000  -99999.0000  -99999.0000  29.8485      -99999.0000  -99999.0000  65.4542      24.5762      546.4374     289.6394     -99999.0000  0.0000       150.3362     -99999.0000  -99999.0000  0.0000       0.0000       
3758.7500    56.2904      23.1893      -99999.0000  -99999.0000  -99999.0000  32.2337      -99999.0000  -99999.0000  63.9086      24.4243      414.9304     259.2069     -99999.0000  0.0000       150.1863     -99999.0000  -99999.0000  0.0000       0.0000       
3758.8750    56.8791      23.2852      -99999.0000  -99999.0000  -99999.0000  34.1877      -99999.0000  -99999.0000  65.2001      24.4309      297.1615     236.5249     -99999.0000  0.0000       150.0049     -99999.0000  -99999.0000  0.0000       0.0000       
3759.0000    56.0491      23.4065      -99999.0000  -99999.0000  -99999.0000  29.4699      -99999.0000  -99999.0000  63.3793      24.6976      261.0457     218.2262     -99999.0000  0.0000       149.8153     -99999.0000  -99999.0000  0.0000       0.0000       
3759.1250    55.9043      23.5151      -99999.0000  -99999.0000  -99999.0000  29.1154      -99999.0000  -99999.0000  63.0617      24.8183      291.2350     243.5197     -99999.0000  0.0000       149.6020     -99999.0000  -99999.0000  0.0000       0.0000       
3759.2500    56.5702      23.5981      -99999.0000  -99999.0000  -99999.0000  30.5620      -99999.0000  -99999.0000  64.5226      24.9074      351.1443     270.1197     -99999.0000  0.0000       149.3094     -99999.0000  -99999.0000  0.0000       0.0000       
3759.3750    56.3965      23.7130      -99999.0000  -99999.0000  -99999.0000  32.1609      -99999.0000  -99999.0000  64.1415      25.1740      428.3781     288.0871     -99999.0000  0.0000       148.9455     -99999.0000  -99999.0000  0.0000       0.0000       
3759.5000    56.7729      23.8025      -99999.0000  -99999.0000  -99999.0000  31.3751      -99999.0000  -99999.0000  64.9672      25.4344      541.1097     278.5838     -99999.0000  0.0000       148.3756     -99999.0000  -99999.0000  0.0000       0.0000       
3759.6250    57.3906      23.8603      -99999.0000  -99999.0000  -99999.0000  31.6294      -99999.0000  -99999.0000  66.3222      25.6439      437.5721     238.7259     -99999.0000  0.0000       147.9324     -99999.0000  -99999.0000  0.0000       0.0000       
3759.7500    58.2495      23.9118      -99999.0000  -99999.0000  -99999.0000  30.1587      -99999.0000  -99999.0000  68.2066      25.5301      306.4990     214.9977     -99999.0000  0.0000       147.5050     -99999.0000  -99999.0000  0.0000       0.0000       
3759.8750    59.4752      23.9444      -99999.0000  -99999.0000  -99999.0000  32.8991      -99999.0000  -99999.0000  70.8956      25.3654      241.3721     197.3293     -99999.0000  0.0000       146.9905     -99999.0000  -99999.0000  0.0000       0.0000       
3760.0000    59.8516      23.9514      -99999.0000  -99999.0000  -99999.0000  30.1853      -99999.0000  -99999.0000  71.7213      25.1184      206.2022     184.0560     -99999.0000  0.0000       146.4759     -99999.0000  -99999.0000  0.0000       0.0000       
3760.1250    57.4871      23.9521      -99999.0000  -99999.0000  -99999.0000  30.0592      -99999.0000  -99999.0000  66.5339      25.1377      199.7997     174.0723     -99999.0000  0.0000       145.9931     -99999.0000  -99999.0000  0.0000       0.0000       
3760.2500    55.9718      23.9337      -99999.0000  -99999.0000  -99999.0000  29.8822      -99999.0000  -99999.0000  63.2098      25.2521      244.6867     188.8121     -99999.0000  0.0000       145.5182     -99999.0000  -99999.0000  0.0000       0.0000       
3760.3750    54.9199      23.9091      -99999.0000  -99999.0000  -99999.0000  30.4664      -99999.0000  -99999.0000  60.9019      25.2778      279.7699     208.2767     -99999.0000  0.0000       145.0671     -99999.0000  -99999.0000  0.0000       0.0000       
3760.5000    54.5145      23.8845      -99999.0000  -99999.0000  -99999.0000  31.7608      -99999.0000  -99999.0000  60.0126      25.2146      252.7580     222.3553     -99999.0000  0.0000       144.7904     -99999.0000  -99999.0000  0.0000       0.0000       
3760.6250    54.9488      23.8599      -99999.0000  -99999.0000  -99999.0000  29.0977      -99999.0000  -99999.0000  60.9654      25.5257      220.4292     234.4347     -99999.0000  0.0000       144.9021     -99999.0000  -99999.0000  0.0000       0.0000       
3760.7500    55.5375      23.8161      -99999.0000  -99999.0000  -99999.0000  25.7497      -99999.0000  -99999.0000  62.2570      25.8113      245.8280     252.3234     -99999.0000  0.0000       145.4580     -99999.0000  -99999.0000  0.0000       0.0000       
3760.8750    56.2613      23.7852      -99999.0000  -99999.0000  -99999.0000  28.3633      -99999.0000  -99999.0000  63.8449      25.6658      271.6903     273.0996     -99999.0000  0.0000       146.0295     -99999.0000  -99999.0000  0.0000       0.0000       
3761.0000    55.4120      23.7606      -99999.0000  -99999.0000  -99999.0000  30.8501      -99999.0000  -99999.0000  61.9817      25.7866      297.5238     292.5236     -99999.0000  0.0000       146.5692     -99999.0000  -99999.0000  0.0000       0.0000       
3761.1250    54.4758      23.7360      -99999.0000  -99999.0000  -99999.0000  32.7788      -99999.0000  -99999.0000  59.9278      26.0279      328.4734     309.9828     -99999.0000  0.0000       147.1804     -99999.0000  -99999.0000  0.0000       0.0000       
3761.2500    53.9547      23.7113      -99999.0000  -99999.0000  -99999.0000  30.1665      -99999.0000  -99999.0000  58.7845      26.1803      365.6736     307.5730     -99999.0000  0.0000       147.9344     -99999.0000  -99999.0000  0.0000       0.0000       
3761.3750    54.3600      23.7248      -99999.0000  -99999.0000  -99999.0000  32.3234      -99999.0000  -99999.0000  59.6737      26.3201      407.0854     283.0334     -99999.0000  0.0000       148.5615     -99999.0000  -99999.0000  0.0000       0.0000       
3761.5000    54.6109      23.7508      -99999.0000  -99999.0000  -99999.0000  31.4362      -99999.0000  -99999.0000  60.2242      26.5995      238.8397     251.1182     -99999.0000  0.0000       149.0617     -99999.0000  -99999.0000  0.0000       0.0000       
3761.6250    54.7461      23.7769      -99999.0000  -99999.0000  -99999.0000  33.9991      -99999.0000  -99999.0000  60.5206      26.8661      182.3859     189.1839     -99999.0000  0.0000       149.5143     -99999.0000  -99999.0000  0.0000       0.0000       
3761.7500    55.5568      23.8410      -99999.0000  -99999.0000  -99999.0000  32.5537      -99999.0000  -99999.0000  62.2992      26.7840      150.6815     155.8911     -99999.0000  0.0000       149.8163     -99999.0000  -99999.0000  0.0000       0.0000       
3761.8750    56.1165      23.9369      -99999.0000  -99999.0000  -99999.0000  35.4972      -99999.0000  -99999.0000  63.5272      26.6194      129.2655     133.2816     -99999.0000  0.0000       149.9993     -99999.0000  -99999.0000  0.0000       0.0000       
3762.0000    55.9138      24.0201      -99999.0000  -99999.0000  -99999.0000  37.6288      -99999.0000  -99999.0000  63.0826      26.4040      113.7482     121.7591     -99999.0000  0.0000       149.9684     -99999.0000  -99999.0000  0.0000       0.0000       
3762.1250    55.7691      24.0971      -99999.0000  -99999.0000  -99999.0000  39.3798      -99999.0000  -99999.0000  62.7649      26.1886      105.0758     122.1888     -99999.0000  0.0000       149.7076     -99999.0000  -99999.0000  0.0000       0.0000       
3762.2500    56.1937      24.1358      -99999.0000  -99999.0000  -99999.0000  37.4524      -99999.0000  -99999.0000  63.6966      25.8845      100.7894     137.3544     -99999.0000  0.0000       149.3437     -99999.0000  -99999.0000  0.0000       0.0000       
3762.3750    56.1744      24.1428      -99999.0000  -99999.0000  -99999.0000  37.2248      -99999.0000  -99999.0000  63.6542      25.5043      113.1668     155.7704     -99999.0000  0.0000       148.9403     -99999.0000  -99999.0000  0.0000       0.0000       
3762.5000    56.8018      24.1055      -99999.0000  -99999.0000  -99999.0000  36.3375      -99999.0000  -99999.0000  65.0305      25.1303      128.2406     176.5138     -99999.0000  0.0000       148.6001     -99999.0000  -99999.0000  0.0000       0.0000       
3762.6250    56.6570      24.0555      -99999.0000  -99999.0000  -99999.0000  33.1417      -99999.0000  -99999.0000  64.7129      24.9086      149.7904     203.6158     -99999.0000  0.0000       148.3074     -99999.0000  -99999.0000  0.0000       0.0000       
3762.7500    57.5739      23.9865      -99999.0000  -99999.0000  -99999.0000  31.5949      -99999.0000  -99999.0000  66.7244      25.4163      180.3491     235.9147     -99999.0000  0.0000       147.9752     -99999.0000  -99999.0000  0.0000       0.0000       
3762.8750    59.0120      23.9493      -99999.0000  -99999.0000  -99999.0000  30.5300      -99999.0000  -99999.0000  69.8793      25.3912      228.2043     298.4899     -99999.0000  0.0000       147.6985     -99999.0000  -99999.0000  0.0000       0.0000       
3763.0000    58.0951      23.9248      -99999.0000  -99999.0000  -99999.0000  28.1713      -99999.0000  -99999.0000  67.8678      25.4866      288.0933     370.0688     -99999.0000  0.0000       147.4693     -99999.0000  -99999.0000  0.0000       0.0000       
3763.1250    56.6377      23.9000      -99999.0000  -99999.0000  -99999.0000  25.6604      -99999.0000  -99999.0000  64.6705      25.9055      371.4846     429.4240     -99999.0000  0.0000       147.4385     -99999.0000  -99999.0000  0.0000       0.0000       
3763.2500    56.4446      23.8943      -99999.0000  -99999.0000  -99999.0000  25.6610      -99999.0000  -99999.0000  64.2470      26.2736      497.0001     492.0287     -99999.0000  0.0000       147.5422     -99999.0000  -99999.0000  0.0000       0.0000       
3763.3750    55.2671      23.8761      -99999.0000  -99999.0000  -99999.0000  28.1733      -99999.0000  -99999.0000  61.6637      26.7496      721.8304     547.4893     -99999.0000  0.0000       147.8363     -99999.0000  -99999.0000  0.0000       0.0000       
3763.5000    56.2033      23.8704      -99999.0000  -99999.0000  -99999.0000  28.0978      -99999.0000  -99999.0000  63.7176      27.0797      1466.4691    591.6071     -99999.0000  0.0000       148.4239     -99999.0000  -99999.0000  0.0000       0.0000       
3763.6250    56.2516      23.8711      -99999.0000  -99999.0000  -99999.0000  24.7243      -99999.0000  -99999.0000  63.8235      27.4414      2595.4531    575.6512     -99999.0000  0.0000       148.9954     -99999.0000  -99999.0000  0.0000       0.0000       
3763.7500    54.1572      23.8338      -99999.0000  -99999.0000  -99999.0000  25.5115      -99999.0000  -99999.0000  59.2287      27.7588      2656.0730    522.0370     -99999.0000  0.0000       149.5114     -99999.0000  -99999.0000  0.0000       0.0000       
3763.8750    52.7287      23.8028      -99999.0000  -99999.0000  -99999.0000  23.4571      -99999.0000  -99999.0000  56.0948      28.0382      2268.0767    470.9814     -99999.0000  0.0000       150.0433     -99999.0000  -99999.0000  0.0000       0.0000       
3764.0000    53.5201      23.7782      -99999.0000  -99999.0000  -99999.0000  26.1977      -99999.0000  -99999.0000  57.8311      28.1907      1669.0460    420.8339     -99999.0000  0.0000       150.5594     -99999.0000  -99999.0000  0.0000       0.0000       
3764.1250    53.8676      23.7535      -99999.0000  -99999.0000  -99999.0000  27.8219      -99999.0000  -99999.0000  58.5933      28.0514      848.5319     353.5586     -99999.0000  0.0000       151.0675     -99999.0000  -99999.0000  0.0000       0.0000       
3764.2500    54.4177      23.7098      -99999.0000  -99999.0000  -99999.0000  31.0445      -99999.0000  -99999.0000  59.8003      27.6521      352.1226     276.7225     -99999.0000  0.0000       151.6708     -99999.0000  -99999.0000  0.0000       0.0000       
3764.3750    55.3636      23.6789      -99999.0000  -99999.0000  -99999.0000  32.3389      -99999.0000  -99999.0000  61.8754      27.8046      249.7451     222.4119     -99999.0000  0.0000       152.0442     -99999.0000  -99999.0000  0.0000       0.0000       
3764.5000    55.6145      23.6352      -99999.0000  -99999.0000  -99999.0000  35.9674      -99999.0000  -99999.0000  62.4259      27.8493      220.5012     199.0632     -99999.0000  0.0000       151.6407     -99999.0000  -99999.0000  0.0000       0.0000       
3764.6250    57.4966      23.5852      -99999.0000  -99999.0000  -99999.0000  35.4353      -99999.0000  -99999.0000  66.5550      27.6086      254.7160     185.3812     -99999.0000  0.0000       151.0785     -99999.0000  -99999.0000  0.0000       0.0000       
3764.7500    59.6201      23.5353      -99999.0000  -99999.0000  -99999.0000  37.2118      -99999.0000  -99999.0000  71.2134      27.3044      291.2943     181.0054     -99999.0000  0.0000       150.5164     -99999.0000  -99999.0000  0.0000       0.0000       
3764.8750    60.1702      23.4852      -99999.0000  -99999.0000  -99999.0000  38.4048      -99999.0000  -99999.0000  72.4204      27.4443      318.5314     176.2572     -99999.0000  0.0000       150.0177     -99999.0000  -99999.0000  0.0000       0.0000       
3765.0000    58.1433      23.4352      -99999.0000  -99999.0000  -99999.0000  34.9045      -99999.0000  -99999.0000  67.9736      27.5270      339.2973     163.8291     -99999.0000  0.0000       149.4715     -99999.0000  -99999.0000  0.0000       0.0000       
3765.1250    56.5604      23.3662      -99999.0000  -99999.0000  -99999.0000  34.7275      -99999.0000  -99999.0000  64.5010      27.2990      341.9498     146.3609     -99999.0000  0.0000       148.9966     -99999.0000  -99999.0000  0.0000       0.0000       
3765.2500    54.9968      23.2721      -99999.0000  -99999.0000  -99999.0000  32.3435      -99999.0000  -99999.0000  61.0706      27.2231      305.1879     130.1487     -99999.0000  0.0000       148.5296     -99999.0000  -99999.0000  0.0000       0.0000       
3765.3750    55.5180      23.2472      -99999.0000  -99999.0000  -99999.0000  31.6084      -99999.0000  -99999.0000  62.2140      27.3439      301.5693     115.9080     -99999.0000  0.0000       148.0310     -99999.0000  -99999.0000  0.0000       0.0000       
3765.5000    55.3442      23.1908      -99999.0000  -99999.0000  -99999.0000  36.0233      -99999.0000  -99999.0000  61.8329      27.1983      261.6140     104.0559     -99999.0000  0.0000       147.5482     -99999.0000  -99999.0000  0.0000       0.0000       
3765.6250    54.2728      23.1345      -99999.0000  -99999.0000  -99999.0000  41.3516      -99999.0000  -99999.0000  59.4824      26.9069      199.8539     89.6479      -99999.0000  0.0000       147.0969     -99999.0000  -99999.0000  0.0000       0.0000       
3765.7500    54.2342      23.1034      -99999.0000  -99999.0000  -99999.0000  46.5277      -99999.0000  -99999.0000  59.3977      26.3997      131.6628     73.3339      -99999.0000  0.0000       147.1532     -99999.0000  -99999.0000  0.0000       0.0000       
3765.8750    55.7882      23.0407      -99999.0000  -99999.0000  -99999.0000  50.4099      -99999.0000  -99999.0000  62.8069      25.5945      92.1464      61.1560      -99999.0000  0.0000       147.7327     -99999.0000  -99999.0000  0.0000       0.0000       
3766.0000    57.4387      22.9846      -99999.0000  -99999.0000  -99999.0000  54.1906      -99999.0000  -99999.0000  66.4278      24.7069      68.3349      52.8127      -99999.0000  0.0000       148.5025     -99999.0000  -99999.0000  0.0000       0.0000       
3766.1250    59.0024      22.9535      -99999.0000  -99999.0000  -99999.0000  56.0180      -99999.0000  -99999.0000  69.8582      23.8319      51.3214      47.4292      -99999.0000  0.0000       149.2009     -99999.0000  -99999.0000  0.0000       0.0000       
3766.2500    59.1085      22.9291      -99999.0000  -99999.0000  -99999.0000  58.4541      -99999.0000  -99999.0000  70.0912      22.9443      39.0447      45.0906      -99999.0000  0.0000       149.9390     -99999.0000  -99999.0000  0.0000       0.0000       
3766.3750    59.1664      22.9234      -99999.0000  -99999.0000  -99999.0000  54.9030      -99999.0000  -99999.0000  70.2182      22.2278      37.0334      44.7382      -99999.0000  0.0000       150.5819     -99999.0000  -99999.0000  0.0000       0.0000       
3766.5000    59.8807      22.9242      -99999.0000  -99999.0000  -99999.0000  53.9904      -99999.0000  -99999.0000  71.7852      21.5114      39.6812      47.3639      -99999.0000  0.0000       151.2090     -99999.0000  -99999.0000  0.0000       0.0000       
3766.6250    59.8421      22.9438      -99999.0000  -99999.0000  -99999.0000  49.0439      -99999.0000  -99999.0000  71.7005      21.0297      46.0646      51.3252      -99999.0000  0.0000       151.5586     -99999.0000  -99999.0000  0.0000       0.0000       
3766.7500    57.5931      22.9698      -99999.0000  -99999.0000  -99999.0000  49.9071      -99999.0000  -99999.0000  66.7666      20.9538      56.2262      59.0563      -99999.0000  0.0000       151.2898     -99999.0000  -99999.0000  0.0000       0.0000       
3766.8750    55.8557      22.9768      -99999.0000  -99999.0000  -99999.0000  42.2969      -99999.0000  -99999.0000  62.9550      20.7258      70.0050      72.4258      -99999.0000  0.0000       150.7990     -99999.0000  -99999.0000  0.0000       0.0000       
3767.0000    55.7978      23.0156      -99999.0000  -99999.0000  -99999.0000  45.4180      -99999.0000  -99999.0000  62.8279      20.7641      84.2075      85.7950      -99999.0000  0.0000       150.2211     -99999.0000  -99999.0000  0.0000       0.0000       
3767.1250    57.3711      23.0482      -99999.0000  -99999.0000  -99999.0000  43.4652      -99999.0000  -99999.0000  66.2796      20.9737      95.1790      90.4079      -99999.0000  0.0000       149.6906     -99999.0000  -99999.0000  0.0000       0.0000       
3767.2500    57.4001      23.1122      -99999.0000  -99999.0000  -99999.0000  47.0431      -99999.0000  -99999.0000  66.3431      21.0311      95.9674      86.4876      -99999.0000  0.0000       149.1364     -99999.0000  -99999.0000  0.0000       0.0000       
3767.3750    57.7089      23.1891      -99999.0000  -99999.0000  -99999.0000  49.7836      -99999.0000  -99999.0000  67.0207      20.9298      83.3535      82.2997      -99999.0000  0.0000       148.5664     -99999.0000  -99999.0000  0.0000       0.0000       
3767.5000    58.2205      23.2850      -99999.0000  -99999.0000  -99999.0000  50.0887      -99999.0000  -99999.0000  68.1430      20.8794      75.5959      79.0222      -99999.0000  0.0000       148.0677     -99999.0000  -99999.0000  0.0000       0.0000       
3767.6250    58.6838      23.4253      -99999.0000  -99999.0000  -99999.0000  48.5926      -99999.0000  -99999.0000  69.1595      20.7655      69.8824      75.3410      -99999.0000  0.0000       147.4976     -99999.0000  -99999.0000  0.0000       0.0000       
3767.7500    59.1568      23.5211      -99999.0000  -99999.0000  -99999.0000  46.8681      -99999.0000  -99999.0000  70.1971      20.5628      66.7752      72.2041      -99999.0000  0.0000       146.9196     -99999.0000  -99999.0000  0.0000       0.0000       
3767.8750    59.1375      23.6550      -99999.0000  -99999.0000  -99999.0000  49.3551      -99999.0000  -99999.0000  70.1547      20.3157      71.4217      71.0312      -99999.0000  0.0000       146.4209     -99999.0000  -99999.0000  0.0000       0.0000       
3768.0000    58.7707      23.7889      -99999.0000  -99999.0000  -99999.0000  51.9689      -99999.0000  -99999.0000  69.3501      20.1067      78.3802      74.5436      -99999.0000  0.0000       146.1838     -99999.0000  -99999.0000  0.0000       0.0000       
3768.1250    59.0506      23.8784      -99999.0000  -99999.0000  -99999.0000  54.1514      -99999.0000  -99999.0000  69.9642      20.3480      85.6271      78.3683      -99999.0000  0.0000       146.1450     -99999.0000  -99999.0000  0.0000       0.0000       
3768.2500    58.2398      23.7841      -99999.0000  -99999.0000  -99999.0000  47.8602      -99999.0000  -99999.0000  68.1854      20.4497      94.5202      81.9674      -99999.0000  0.0000       146.4311     -99999.0000  -99999.0000  0.0000       0.0000       
3768.3750    56.5603      23.6516      -99999.0000  -99999.0000  -99999.0000  46.8460      -99999.0000  -99999.0000  64.5007      20.3549      105.3051     86.0578      -99999.0000  0.0000       147.2645     -99999.0000  -99999.0000  0.0000       0.0000       
3768.5000    55.3054      23.5635      -99999.0000  -99999.0000  -99999.0000  43.6500      -99999.0000  -99999.0000  61.7478      20.5137      117.1522     89.3818      -99999.0000  0.0000       147.9866     -99999.0000  -99999.0000  0.0000       0.0000       
3768.6250    54.0313      23.5262      -99999.0000  -99999.0000  -99999.0000  45.5027      -99999.0000  -99999.0000  58.9525      20.6155      126.3495     91.6657      -99999.0000  0.0000       148.9310     -99999.0000  -99999.0000  0.0000       0.0000       
3768.7500    52.7764      23.5586      -99999.0000  -99999.0000  -99999.0000  45.3005      -99999.0000  -99999.0000  56.1995      20.7172      129.7741     86.6321      -99999.0000  0.0000       149.6929     -99999.0000  -99999.0000  0.0000       0.0000       
3768.8750    52.8729      23.6102      -99999.0000  -99999.0000  -99999.0000  44.9459      -99999.0000  -99999.0000  56.4113      20.9902      115.9198     81.5997      -99999.0000  0.0000       150.1454     -99999.0000  -99999.0000  0.0000       0.0000       
3769.0000    54.1664      23.5665      -99999.0000  -99999.0000  -99999.0000  47.8895      -99999.0000  -99999.0000  59.2489      21.1935      98.0908      77.3982      -99999.0000  0.0000       150.6218     -99999.0000  -99999.0000  0.0000       0.0000       
3769.1250    54.7745      23.4722      -99999.0000  -99999.0000  -99999.0000  50.7064      -99999.0000  -99999.0000  60.5830      21.3206      83.4491      73.6904      -99999.0000  0.0000       150.9872     -99999.0000  -99999.0000  0.0000       0.0000       
3769.2500    54.2050      23.3904      -99999.0000  -99999.0000  -99999.0000  52.9396      -99999.0000  -99999.0000  59.3336      21.2067      74.4728      69.4468      -99999.0000  0.0000       151.1386     -99999.0000  -99999.0000  0.0000       0.0000       
3769.3750    54.9868      23.3150      -99999.0000  -99999.0000  -99999.0000  55.3504      -99999.0000  -99999.0000  61.0488      21.0674      67.9776      65.8989      -99999.0000  0.0000       150.8303     -99999.0000  -99999.0000  0.0000       0.0000       
3769.5000    55.0834      23.2395      -99999.0000  -99999.0000  -99999.0000  57.6345      -99999.0000  -99999.0000  61.2606      20.8965      68.1245      62.6566      -99999.0000  0.0000       150.5059     -99999.0000  -99999.0000  0.0000       0.0000       
3769.6250    54.1374      23.1452      -99999.0000  -99999.0000  -99999.0000  58.7768      -99999.0000  -99999.0000  59.1852      21.0807      72.2664      60.2421      -99999.0000  0.0000       150.1500     -99999.0000  -99999.0000  0.0000       0.0000       
3769.7500    54.3015      23.0826      -99999.0000  -99999.0000  -99999.0000  60.0967      -99999.0000  -99999.0000  59.5452      21.2142      75.9355      62.5988      -99999.0000  0.0000       149.8177     -99999.0000  -99999.0000  0.0000       0.0000       
