WELLNAME = well97
STDEP  =  3500.0000    
ENDEP  =  4565.9688    
LEVEL  =  0.1250       
CURNAMES  AC, CAL, GR, R1, RT, RXO, SONPHI, SP, VSH1

#DEPTH       AC           CAL          GR           R1           RT           RXO          SONPHI       SP           VSH1         
3513.2500    50.3243      24.0973      20.0333      14.6673      620.5864     448.4576     0.0000       138.5916     0.0000       
3513.3750    50.3210      24.0897      20.1090      14.5534      592.7151     438.2843     0.0000       138.5994     0.0000       
3513.5000    50.3565      24.0883      20.5895      14.6521      432.1762     400.0751     0.0000       138.6229     0.0000       
3513.6250    50.4498      24.1059      21.5759      14.7507      277.4193     296.2586     0.0000       138.6781     0.0000       
3513.7500    50.8520      24.1300      22.5371      14.9253      248.2946     268.0180     0.0000       138.6938     0.0000       
3513.8750    51.3124      24.1539      23.7006      14.8721      261.7235     263.3795     0.0000       138.7648     0.0000       
3514.0000    51.8884      24.1587      24.5605      14.9100      289.0214     318.1712     0.0000       138.7883     0.0000       
3514.1250    51.6146      24.1574      25.6481      14.9555      412.5840     398.4824     0.0000       138.7170     0.0000       
3514.2500    51.3024      24.1561      26.1539      14.8796      513.0202     446.9919     0.0000       138.5983     0.0000       
3514.3750    50.9319      24.1548      26.6849      14.6519      675.8319     463.8509     0.0000       138.5428     0.0000       
3514.5000    50.6392      24.1534      26.2547      14.4166      721.3021     455.5975     0.0000       138.5584     0.0000       
3514.6250    50.4043      24.1520      26.6845      14.4470      705.9751     441.3787     0.0000       138.6136     0.0000       
3514.7500    50.2656      24.1505      27.4432      14.5987      681.6346     428.9325     0.0000       138.6529     0.0000       
3514.8750    50.3783      24.1494      28.4296      14.7808      714.0300     440.2604     0.0000       138.6606     0.0000       
3515.0000    50.6064      24.1483      27.9994      15.0313      751.7825     451.2555     0.0000       138.6605     0.0000       
3515.1250    50.8351      24.1658      25.7477      15.0388      784.5454     453.0122     0.0000       138.6604     0.0000       
3515.2500    51.1024      24.2842      26.4812      15.0464      705.0867     423.1586     0.0000       138.6839     0.0000       
3515.3750    51.0990      24.4344      25.2667      14.9098      595.2264     388.6813     0.0000       138.7628     0.0000       
3515.5000    50.9992      24.6411      25.0388      14.7428      516.0953     362.3077     0.0000       138.8101     0.0000       
3515.6250    50.9573      24.8478      24.8616      14.5454      458.1046     343.2388     0.0000       138.8415     0.0000       
3515.7500    50.9926      24.9537      24.3301      14.5075      417.8590     333.2678     0.0000       138.8730     0.0000       
3515.8750    51.1632      24.7821      23.4951      14.5302      408.6047     316.7892     0.0000       138.9044     0.0000       
3516.0000    51.2950      24.6608      23.1155      14.5530      374.0660     304.8760     0.0000       138.9359     0.0000       
3516.1250    51.1568      24.7163      22.2299      14.5985      390.6256     309.0430     0.0000       139.0148     0.0000       
3516.2500    51.0762      24.8159      20.8132      14.6364      375.9261     295.6255     0.0000       139.1332     0.0000       
3516.3750    51.0727      24.8774      21.1418      14.7047      340.2676     278.7376     0.0000       139.2358     0.0000       
3516.5000    51.2819      24.8888      21.1669      14.7957      357.1976     267.5139     0.0000       139.3542     0.0000       
3516.6250    51.5492      24.9063      21.9762      14.7805      379.5580     271.5346     0.0000       139.4805     0.0000       
3516.7500    51.8356      24.9302      23.2914      14.7198      364.4933     276.6761     0.0000       139.6306     0.0000       
3516.8750    51.7745      24.9353      24.7078      14.7349      358.0188     269.1064     0.0000       139.7648     0.0000       
3517.0000    51.5583      24.9148      24.9100      14.7728      371.5834     265.0732     0.0000       139.8911     0.0000       
3517.1250    51.3815      24.9070      24.4545      14.8715      375.9918     264.8585     0.0000       139.9937     0.0000       
3517.2500    51.1852      24.8869      26.0226      14.8715      353.4356     257.8907     0.0000       139.9698     0.0000       
3517.3750    51.0465      24.8604      27.4137      14.5072      332.5610     263.1724     0.0000       139.8115     0.0000       
3517.5000    51.0817      24.8338      28.6530      14.1884      343.2197     274.7107     0.0000       139.6691     0.0000       
3517.6250    51.2332      24.8261      29.7910      13.9228      356.0181     265.5309     0.0000       139.6847     0.0000       
3517.7500    51.4616      24.8059      28.8802      13.9380      345.6667     265.5465     0.0000       139.7241     0.0000       
3517.8750    51.7097      24.8173      28.0958      14.0745      352.5077     260.2375     0.0000       139.7793     0.0000       
3518.0000    51.5128      24.8223      27.3874      14.1732      360.1356     270.3549     0.0000       139.8423     0.0000       
3518.1250    51.2588      24.7827      28.5507      14.1959      370.5236     285.6934     0.0000       139.8817     0.0000       
3518.2500    51.3129      24.7691      29.3853      14.3704      398.6597     297.7247     0.0000       139.9368     0.0000       
3518.3750    51.5226      24.7678      30.1186      14.5829      391.9441     293.3931     0.0000       140.0236     0.0000       
3518.5000    51.6932      24.7475      31.1555      14.5904      400.8210     295.3465     0.0000       140.0709     0.0000       
3518.6250    51.5742      24.7211      31.3576      14.4007      409.6723     298.4081     0.0000       140.0786     0.0000       
3518.7500    51.5322      24.6756      29.0303      14.4917      384.7032     288.5697     0.0000       140.1496     0.0000       
3518.8750    51.6448      24.6617      28.1701      14.6207      383.4515     286.5882     0.0000       140.2917     0.0000       
3519.0000    51.6993      24.6793      26.8293      14.6738      386.1059     290.1015     0.0000       140.4022     0.0000       
3519.1250    51.5997      24.7219      27.6638      14.5296      396.4964     295.4375     0.0000       140.5206     0.0000       
3519.2500    51.4418      24.7332      26.3988      14.4916      437.8342     305.8958     0.0000       140.6469     0.0000       
3519.3750    51.1681      24.7320      25.4122      14.5599      433.0712     299.3713     0.0000       140.7495     0.0000       
3519.5000    50.8943      24.7306      25.6143      14.6510      409.3726     300.5280     0.0000       140.9627     0.0000       
3519.6250    50.7169      24.7480      25.6647      14.8406      395.0127     313.9467     0.0000       141.1207     0.0000       
3519.7500    50.8490      24.7341      24.2228      14.7420      438.3260     328.2422     0.0000       141.3655     0.0000       
3519.8750    51.2516      24.7077      23.0085      14.6357      495.0281     350.9809     0.0000       141.6025     0.0000       
3520.0000    51.0354      24.6812      21.9206      14.6205      544.5551     386.6628     0.0000       141.7999     0.0000       
3520.1250    50.7618      24.6546      20.8075      14.6357      613.3762     419.2960     0.0000       141.9657     0.0000       
3520.2500    50.4300      24.6469      21.8444      14.7115      700.3995     440.0355     0.0000       142.0525     0.0000       
3520.3750    50.2528      24.6457      21.5154      14.7570      714.0464     383.7161     0.0000       142.0444     0.0000       
3520.5000    50.2497      24.6440      21.3381      14.6811      508.2135     376.0554     0.0000       142.0127     0.0000       
3520.6250    50.4392      24.6430      20.6297      14.6052      502.4731     374.5243     0.0000       142.0520     0.0000       
3520.7500    50.2815      24.6414      19.4660      14.4686      685.0923     417.4535     0.0000       142.0439     0.0000       
3520.8750    50.1043      24.6400      18.3024      14.4382      1029.0980    496.3361     0.0000       141.9647     0.0000       
3521.0000    49.9080      24.6388      19.0863      14.4382      1590.1035    557.6022     0.0000       141.7985     0.0000       
3521.1250    49.6534      24.6375      20.1231      14.4685      2179.3306    607.2504     0.0000       141.6561     0.0000       
3521.2500    49.5724      24.6360      20.3506      14.4989      1683.2041    621.6970     0.0000       141.5295     0.0000       
3521.3750    49.6464      24.6345      21.1851      14.5520      1584.4359    578.7983     0.0000       141.4265     0.0000       
3521.5000    49.8560      24.6336      22.5760      14.5899      1775.0800    564.5803     0.0000       141.3789     0.0000       
3521.6250    49.8722      24.6323      23.9164      14.5367      2149.9036    585.6693     0.0000       141.3946     0.0000       
3521.7500    49.7915      24.6304      25.3578      14.4532      1750.8606    612.6832     0.0000       141.4497     0.0000       
3521.8750    49.7683      24.6293      26.7488      14.3318      1372.3540    612.4377     0.0000       141.4179     0.0000       
3522.0000    49.8427      24.6094      26.4197      14.2332      1125.9794    550.9551     0.0000       141.3545     0.0000       
3522.1250    50.0133      24.5829      26.9001      14.2711      1178.0488    548.8057     0.0000       141.2911     0.0000       
3522.2500    49.9715      24.5563      25.6353      14.4304      1325.0505    560.3625     0.0000       141.3226     0.0000       
3522.3750    49.8130      24.5486      23.9152      14.6125      1322.7830    578.6161     0.0000       141.3619     0.0000       
3522.5000    49.7136      24.5281      22.2204      14.8628      1234.7996    589.2406     0.0000       141.3459     0.0000       
3522.6250    49.6332      24.5207      23.2572      15.0677      1300.9642    583.3553     0.0000       141.2667     0.0000       
3522.7500    49.6104      24.5005      24.1423      15.3181      835.1404     590.5012     0.0000       141.2191     0.0000       
3522.8750    49.8198      24.4736      23.3833      15.5457      595.1167     513.3538     0.0000       141.1399     0.0000       
3523.0000    50.1065      24.4661      24.1166      15.5001      514.2921     397.2796     0.0000       141.0686     0.0000       
3523.1250    50.3154      24.4461      25.6339      15.3407      456.4286     368.2216     0.0000       141.1001     0.0000       
3523.2500    50.4670      24.4384      27.1006      15.1738      391.3183     351.9803     0.0000       141.1631     0.0000       
3523.3750    50.6569      24.4372      26.0635      14.9992      422.3602     361.5721     0.0000       141.2262     0.0000       
3523.5000    50.5766      24.4170      27.2520      14.9689      486.7294     392.3297     0.0000       141.2892     0.0000       
3523.6250    50.4187      24.4093      28.6428      14.9840      574.4090     411.8690     0.0000       141.3997     0.0000       
3523.7500    50.2413      24.4269      29.9325      14.9764      756.4064     417.5342     0.0000       141.5023     0.0000       
3523.8750    50.1412      24.4697      30.7668      14.9612      1048.7781    449.3681     0.0000       141.5495     0.0000       
3524.0000    50.1381      24.5188      28.9204      14.9536      849.5170     508.7035     0.0000       141.6047     0.0000       
3524.1250    50.1729      24.6056      26.8463      14.9687      885.3912     539.4268     0.0000       141.6440     0.0000       
3524.2500    50.2475      24.6483      24.9240      14.9611      890.3123     475.9425     0.0000       141.6281     0.0000       
3524.3750    50.4375      24.6911      24.7720      14.9459      585.9424     489.6302     0.0000       141.6437     0.0000       
3524.5000    50.5695      24.7401      24.9236      14.9307      480.1138     416.8777     0.0000       141.6989     0.0000       
3524.6250    50.5471      24.7702      24.0382      14.8776      526.0901     365.3688     0.0000       141.7856     0.0000       
3524.7500    50.4278      24.7750      24.7967      14.7182      548.4832     372.3823     0.0000       141.9040     0.0000       
3524.8750    50.3276      24.7736      25.5805      14.3996      642.5601     386.2488     0.0000       142.0303     0.0000       
3525.0000    50.2468      24.7724      26.4655      14.0809      801.0506     399.9763     0.0000       142.1091     0.0000       
3525.1250    50.2051      24.7712      25.6307      13.7850      652.5100     448.2006     0.0000       142.1959     0.0000       
3525.2500    50.1824      24.7699      25.4535      13.6104      571.3054     395.5977     0.0000       142.2668     0.0000       
3525.3750    50.1983      24.7682      24.8716      14.0201      580.3540     366.2807     0.0000       142.2825     0.0000       
3525.5000    50.1951      24.7482      25.3772      14.2856      596.7865     369.9092     0.0000       142.2823     0.0000       
3525.6250    50.1920      24.7218      25.4782      14.4298      660.3788     382.7422     0.0000       142.2821     0.0000       
3525.7500    50.1695      24.7140      26.1356      14.1642      930.4968     416.2049     0.0000       142.2345     0.0000       
3525.8750    50.1662      24.7505      25.1743      14.3007      1039.1301    412.6189     0.0000       142.1711     0.0000       
3526.0000    50.1818      24.7807      25.7305      14.4904      924.1381     403.3826     0.0000       142.0840     0.0000       
3526.1250    50.3134      24.8235      24.2382      14.5435      995.1308     393.1761     0.0000       141.9653     0.0000       
3526.2500    50.4464      24.8725      24.8450      14.3083      746.4010     357.9791     0.0000       141.8387     0.0000       
3526.3750    50.5203      24.9215      24.8954      14.0579      622.3091     349.8897     0.0000       141.7594     0.0000       
3526.5000    50.3818      24.9516      25.1733      13.6633      701.9377     348.8995     0.0000       141.7197     0.0000       
3526.6250    50.2816      24.9188      25.4766      13.1853      801.1622     362.7903     0.0000       141.6880     0.0000       
3526.7500    50.1819      24.8861      25.5270      13.3522      890.9755     393.1808     0.0000       141.5851     0.0000       
3526.8750    50.1398      24.8594      24.5152      13.6026      1184.8284    418.4600     0.0000       141.4348     0.0000       
3527.0000    50.1559      24.8329      22.1884      13.8453      1002.7372    432.2694     0.0000       141.3477     0.0000       
3527.1250    50.2106      24.8065      21.6066      14.0502      926.1964     416.0375     0.0000       141.3080     0.0000       
3527.2500    50.2074      24.7988      20.9489      14.0577      1012.9774    426.6376     0.0000       141.2525     0.0000       
3527.3750    50.1461      24.7975      22.2637      14.0501      1175.8340    438.4889     0.0000       141.2365     0.0000       
3527.5000    50.0848      24.7961      23.5786      14.1032      1036.7659    438.5825     0.0000       141.2363     0.0000       
3527.6250    50.0426      24.8137      24.7417      14.2322      1004.3049    423.6565     0.0000       141.2362     0.0000       
3527.7500    50.0585      24.8376      25.6013      14.3763      1040.0498    432.4406     0.0000       141.2123     0.0000       
3527.8750    50.2488      24.8425      26.2586      14.5887      928.9091     448.6120     0.0000       141.1805     0.0000       
3528.0000    50.2397      24.8601      25.9802      14.8238      835.1670     439.0227     0.0000       141.1961     0.0000       
3528.1250    50.2393      24.8649      27.3709      15.0666      964.0294     451.2501     0.0000       141.2039     0.0000       
3528.2500    50.2777      24.8636      28.4328      15.0590      978.1415     476.5965     0.0000       141.2037     0.0000       
3528.3750    50.3739      24.8056      29.5453      15.2107      642.7791     451.9641     0.0000       141.1561     0.0000       
3528.5000    50.5666      24.7662      30.9360      15.3776      507.1802     397.9495     0.0000       141.0927     0.0000       
3528.6250    50.6628      24.7399      30.5817      15.4306      501.9321     381.1875     0.0000       141.0530     0.0000       
3528.7500    50.6626      24.7324      28.8113      15.4230      465.2672     357.5162     0.0000       141.0212     0.0000       
3528.8750    50.6237      24.7309      27.8249      15.1802      418.7984     339.5370     0.0000       141.0606     0.0000       
3529.0000    50.4883      24.7108      27.9005      14.9223      393.8977     356.5157     0.0000       141.0999     0.0000       
3529.1250    50.2949      24.6655      28.9877      14.7705      462.7336     410.0247     0.0000       141.1077     0.0000       
3529.2500    50.1403      24.5760      29.4933      14.5429      538.1496     420.9120     0.0000       141.1549     0.0000       
3529.3750    49.9662      24.5305      27.8746      14.3229      724.9441     418.5093     0.0000       141.2654     0.0000       
3529.5000    49.7729      24.5040      27.1664      14.1104      920.6689     457.4420     0.0000       141.3916     0.0000       
3529.6250    49.5602      24.4774      25.6236      14.2546      887.8932     510.1118     0.0000       141.4467     0.0000       
3529.7500    49.4633      24.4698      25.1177      14.4366      803.4338     491.2805     0.0000       141.4545     0.0000       
3529.8750    49.4823      24.4685      23.4738      14.2924      886.6306     482.4158     0.0000       141.5255     0.0000       
3530.0000    49.5206      24.3121      23.9504      14.2496      775.2734     498.3283     0.0000       141.5747     0.0000       
3530.1250    49.5975      24.2596      23.7732      14.2723      648.3560     485.6572     0.0000       141.6067     0.0000       
3530.2500    49.6358      24.2404      22.9894      14.2647      555.9902     427.8666     0.0000       141.6381     0.0000       
3530.3750    49.6935      24.2338      23.0145      14.5983      653.9172     448.6533     0.0000       141.5984     0.0000       
3530.5000    49.7897      24.2523      23.5957      14.3784      613.5936     448.0940     0.0000       141.5350     0.0000       
3530.6250    49.9440      24.2773      23.8735      14.5224      566.6213     421.0874     0.0000       141.4242     0.0000       
3530.7500    49.9117      24.2833      24.1008      14.6210      631.0582     455.0735     0.0000       141.4398     0.0000       
3530.8750    49.7533      24.3020      25.1117      14.4845      762.7340     517.5518     0.0000       141.5977     0.0000       
3531.0000    49.7299      24.3269      24.2521      14.4389      1033.6691    551.0826     0.0000       141.8107     0.0000       
3531.1250    49.8226      24.3330      25.2630      14.4086      1425.1143    547.6601     0.0000       141.9606     0.0000       
3531.2500    49.9729      24.3138      25.9706      14.4313      2159.2456    582.9257     0.0000       141.9920     0.0000       
3531.3750    50.1812      24.2692      25.2626      14.5450      1904.2375    590.8022     0.0000       141.9682     0.0000       
3531.5000    50.2545      24.2563      24.3524      14.7270      1682.7389    577.3567     0.0000       141.8889     0.0000       
3531.6250    50.0187      24.2750      23.9983      14.7876      1786.3346    575.0742     0.0000       141.8651     0.0000       
3531.7500    49.7637      24.2810      24.7311      14.8104      1916.3418    581.6844     0.0000       141.8412     0.0000       
3531.8750    49.6249      24.2617      24.1748      14.8331      2065.0898    595.2357     0.0000       141.8568     0.0000       
3532.0000    49.6205      24.2551      24.4274      14.8103      2214.9482    590.4244     0.0000       141.8171     0.0000       
3532.1250    49.6554      24.2737      24.7052      14.6662      2439.1096    588.9419     0.0000       141.7775     0.0000       
3532.2500    49.6898      24.2798      24.3764      14.4842      2980.8140    617.4335     0.0000       141.7220     0.0000       
3532.3750    49.7246      24.2795      21.7221      14.3477      7381.6626    655.1957     0.0000       141.7297     0.0000       
3532.5000    49.7784      24.2981      19.8514      14.3780      6627.3506    662.0061     0.0000       141.8796     0.0000       
3532.6250    49.7162      24.2852      19.9524      14.5220      6297.5010    650.3178     0.0000       142.1401     0.0000       
