WELLNAME = well123
STDEP  =  3500.0000    
ENDEP  =  4513.9375    
LEVEL  =  0.1250       
CURNAMES  AC, CAL, CNL, GR, P_AC, R1, RT, RXO, SONPHI, VSH, VSH1

#DEPTH       AC           CAL          CNL          GR           P_AC         R1           RT           RXO          SONPHI       VSH          VSH1         
3667.0000    46.1090      22.0973      0.6844       16.6696      46.0198      42.7363      5881.2354    6162.7212    0.0111       0.0476       0.0000       
3667.1250    46.1079      22.0988      0.7141       17.1473      46.0183      43.0562      7361.6079    7091.3589    0.0111       0.0511       0.0000       
3667.2500    46.1549      22.1006      0.7440       14.9633      46.0814      43.0562      7192.1934    7396.7993    0.0115       0.0355       0.0000       
3667.3750    46.2985      22.1024      0.7737       16.0117      46.2740      43.2483      7159.3901    7643.6626    0.0129       0.0429       0.0000       
3667.5000    46.4904      22.1036      0.8033       16.2044      46.5315      43.4401      7329.5532    6644.0732    0.0148       0.0443       0.0000       
3667.6250    46.6343      22.0739      0.8637       16.7777      46.7246      43.5677      7717.0728    5309.0879    0.0162       0.0484       0.0000       
3667.7500    46.6331      22.0441      0.9543       17.5406      46.7230      43.7595      6614.4565    4424.6484    0.0162       0.0539       0.0000       
3667.8750    46.4384      22.0772      1.0144       16.4022      46.4618      44.0151      4106.1294    3087.2908    0.0143       0.0457       0.0000       
3668.0000    46.2925      22.1104      1.1352       19.1617      46.2660      44.2069      1673.5476    2027.1459    0.0129       0.0654       0.0000       
3668.1250    46.3396      22.0805      1.1955       18.8794      46.3292      44.3348      1553.0868    1881.2334    0.0133       0.0634       0.0000       
3668.2500    46.6281      22.0505      1.2861       17.2656      46.7163      44.4628      1468.5032    1689.6140    0.0162       0.0519       0.0000       
3668.3750    46.8685      22.0519      1.3767       17.6485      47.0388      44.6545      1173.4232    1408.1246    0.0185       0.0546       0.0000       
3668.5000    46.9637      22.0537      1.4367       16.2248      47.1666      44.6557      950.8891     1414.8677    0.0194       0.0445       0.0000       
3668.6250    46.7693      22.0554      1.4665       14.6113      46.9057      44.7204      1104.4539    1462.0863    0.0175       0.0329       0.0000       
3668.7500    46.7199      22.0567      1.3443       15.3744      46.8394      44.6586      907.6495     1179.2941    0.0170       0.0384       0.0000       
3668.8750    46.8633      22.0268      1.2524       17.2784      47.0319      44.5960      774.3171     1049.2927    0.0184       0.0520       0.0000       
3669.0000    46.9590      21.9968      1.1910       17.9465      47.1603      44.5333      781.6705     1094.4977    0.0194       0.0568       0.0000       
3669.1250    47.1509      21.9985      1.1904       15.8579      47.4178      44.4709      781.7499     1034.8998    0.0212       0.0418       0.0000       
3669.2500    47.2463      22.0004      1.2201       15.0044      47.5458      44.4085      756.6567     1131.1394    0.0221       0.0357       0.0000       
3669.3750    47.2450      21.9704      1.1891       16.1478      47.5441      44.2829      938.3027     1389.6311    0.0221       0.0439       0.0000       
3669.5000    46.9540      21.9404      1.0972       14.8194      47.1536      44.2205      1219.2465    1772.2574    0.0193       0.0344       0.0000       
3669.6250    46.4699      21.9422      1.0965       17.1037      46.5040      44.1579      1839.9865    2335.4319    0.0146       0.0507       0.0000       
3669.7500    46.3720      21.9440      1.0960       15.0151      46.3727      44.2229      3798.2009    3942.9509    0.0137       0.0358       0.0000       
3669.8750    46.4192      21.9137      1.0953       13.5912      46.4360      44.2870      6719.5713    4516.0444    0.0141       0.0257       0.0000       
3670.0000    46.4661      21.8576      1.1249       16.0658      46.4990      44.5429      5923.1890    4151.9766    0.0146       0.0433       0.0000       
3670.1250    46.5875      21.8030      1.0603       18.0402      46.6619      44.5509      5100.9844    4040.9719    0.0158       0.0574       0.0000       
3670.2500    46.4894      21.7425      1.1805       15.9540      46.5302      44.7425      5221.8105    3786.3091    0.0148       0.0425       0.0000       
3670.3750    46.5364      21.6811      1.3008       17.8551      46.5933      44.8703      6005.8696    4176.1621    0.0153       0.0561       0.0000       
3670.5000    46.5830      21.6511      1.4211       18.7121      46.6558      45.2533      7237.0957    4416.6812    0.0157       0.0622       0.0000       
3670.6250    46.7265      21.6215      1.5414       16.2462      46.8483      45.3174      7271.9429    4627.9111    0.0171       0.0446       0.0000       
3670.7500    46.7248      21.5918      1.6616       16.2488      46.8461      45.4453      7340.8887    4737.5942    0.0171       0.0446       0.0000       
3670.8750    46.6270      21.5936      1.7517       16.6315      46.7148      45.7007      7240.0522    4987.2944    0.0161       0.0474       0.0000       
3671.0000    46.5290      21.5952      1.8719       15.8743      46.5834      45.8922      7377.1147    5081.8325    0.0152       0.0420       0.0000       
3671.1250    46.5757      21.5969      1.9920       18.4403      46.6460      46.1476      7587.1440    4806.0806    0.0156       0.0603       0.0000       
3671.2500    47.0563      21.6307      2.0519       18.6328      47.2909      46.2118      5325.5078    3879.4797    0.0203       0.0617       0.0000       
3671.3750    47.4892      21.6641      2.1418       19.7744      47.8717      46.3398      3059.4116    2527.4041    0.0245       0.0698       0.0000       
3671.5000    48.2111      21.6658      2.2319       22.6251      48.8403      46.0859      550.9122     621.8562     0.0313       0.0902       0.0000       
3671.6250    48.8364      21.6992      2.2916       21.6784      49.6793      45.5146      397.6464     569.2426     0.0372       0.0834       0.0000       
3671.7500    48.8833      21.7327      2.2603       24.3396      49.7422      45.5146      341.0169     525.9580     0.0376       0.1024       0.0000       
3671.8750    48.4477      21.7662      2.0471       26.4306      49.1578      45.1972      304.9716     474.7746     0.0336       0.1174       0.0000       
3672.0000    47.9639      21.8312      1.8644       24.9142      48.5086      44.8796      268.9534     428.5664     0.0290       0.1065       0.0000       
3672.1250    47.9624      21.8962      1.8636       23.1131      48.5066      44.6894      309.3352     502.1926     0.0290       0.0937       0.0000       
3672.2500    48.1538      21.9614      2.0138       21.2169      48.7634      44.4353      267.7643     440.8344     0.0308       0.0801       0.0000       
3672.3750    48.1524      21.9951      2.0737       20.1750      48.7616      44.1815      235.0396     407.2981     0.0308       0.0727       0.0000       
3672.5000    47.7164      22.0285      2.1638       18.3738      48.1766      43.7371      270.3297     495.3965     0.0266       0.0598       0.0000       
3672.6250    47.5223      22.0936      2.2841       17.0473      47.9161      43.4832      374.6157     628.3413     0.0248       0.0503       0.0000       
3672.7500    47.2798      22.1270      2.1922       19.4239      47.5907      43.3563      561.9321     862.6680     0.0225       0.0673       0.0000       
3672.8750    47.0373      22.1605      2.1308       21.0400      47.2653      43.1025      793.3653     1084.0438    0.0201       0.0789       0.0000       
3673.0000    47.5180      22.1939      2.0995       22.3715      47.9104      42.5946      764.4199     1039.6523    0.0247       0.0884       0.0000       
3673.1250    48.0470      22.1957      2.4016       21.5197      48.6202      42.3406      614.1569     764.5118     0.0298       0.0823       0.0000       
3673.2500    48.4796      22.1974      2.6432       21.7122      49.2006      42.1504      462.2706     597.2963     0.0339       0.0837       0.0000       
3673.3750    48.2852      22.2308      2.7938       23.0440      48.9397      41.9600      357.8061     505.1195     0.0320       0.0932       0.0000       
3673.5000    47.8977      22.2642      2.7019       25.1356      48.4198      41.6427      349.6073     502.8246     0.0284       0.1081       0.0000       
3673.6250    47.6553      22.2343      2.6404       25.4228      48.0946      41.5795      460.2779     549.4332     0.0261       0.1102       0.0000       
3673.7500    47.7983      22.2047      2.5485       25.4252      48.2865      41.2622      592.0292     772.1226     0.0274       0.1102       0.0000       
3673.8750    47.9417      22.2066      2.4868       25.0480      48.4788      41.1355      740.5018     956.8031     0.0288       0.1075       0.0000       
3674.0000    47.8918      22.1770      2.4252       22.8679      48.4118      41.1360      879.9351     1090.2734    0.0283       0.0919       0.0000       
3674.1250    47.9386      22.1471      2.3639       21.6355      48.4747      41.2642      979.6168     1202.5111    0.0288       0.0831       0.0000       
3674.2500    48.0816      22.1486      2.3326       20.1194      48.6666      41.4556      1031.2356    1271.8040    0.0301       0.0723       0.0000       
3674.3750    48.0804      22.1187      2.2102       21.5459      48.6650      41.6474      1090.6847    1301.9412    0.0301       0.0825       0.0000       
3674.5000    47.9341      22.0571      2.1184       19.4596      48.4686      41.7752      1148.1711    1296.0480    0.0287       0.0676       0.0000       
3674.6250    47.6432      21.9960      1.9658       20.5068      48.0783      41.9672      1208.6887    1314.4697    0.0259       0.0750       0.0000       
3674.7500    47.4004      21.9346      1.8742       22.5979      47.7525      42.0950      1284.3407    1358.2177    0.0236       0.0900       0.0000       
3674.8750    47.1579      21.8732      1.7517       20.6068      47.4271      42.2229      1345.7509    1436.5389    0.0213       0.0758       0.0000       
3675.0000    46.9634      21.8119      1.6904       18.5207      47.1663      42.4785      1429.9658    1484.2771    0.0194       0.0609       0.0000       
3675.1250    46.9140      21.7501      1.6590       18.7130      47.0999      42.7337      1430.1425    1540.8610    0.0189       0.0622       0.0000       
3675.2500    46.9125      21.7201      1.6579       18.7159      47.0979      42.7979      1297.0017    1505.5619    0.0189       0.0623       0.0000       
3675.3750    46.9590      21.7216      1.6573       17.8638      47.1604      42.9895      1209.5756    1457.4255    0.0194       0.0562       0.0000       
3675.5000    47.1022      21.7237      1.7171       19.0057      47.3525      43.1173      1154.6317    1457.5872    0.0208       0.0643       0.0000       
3675.6250    47.2456      21.7258      1.7767       19.5780      47.5448      43.2451      1279.4512    1478.2701    0.0221       0.0684       0.0000       
3675.7500    47.2923      21.7275      1.8060       20.5300      47.6075      43.3731      1464.7383    1578.1187    0.0226       0.0752       0.0000       
3675.8750    47.2908      21.7294      1.7747       18.8235      47.6054      43.3738      1708.4297    1806.6830    0.0226       0.0630       0.0000       
3676.0000    47.2410      21.7311      1.6829       18.7312      47.5387      43.3745      1992.6678    2146.9158    0.0221       0.0624       0.0000       
3676.1250    47.1430      21.7646      1.6819       16.5502      47.4072      43.4389      2127.2656    2539.3633    0.0211       0.0468       0.0000       
3676.2500    47.0934      21.8298      1.8023       17.1224      47.3407      43.5669      2346.2561    2575.4700    0.0207       0.0509       0.0000       
3676.3750    47.0437      21.8630      1.8621       18.9290      47.2740      43.8221      2528.1965    2762.2483    0.0202       0.0638       0.0000       
3676.5000    46.9937      21.8962      1.8004       17.9822      47.2068      44.1413      2157.9973    2458.7974    0.0197       0.0570       0.0000       
3676.6250    46.9924      21.9298      1.7084       19.8834      47.2052      44.2053      2240.2463    2436.2954    0.0197       0.0706       0.0000       
3676.7500    46.9909      21.9634      1.7683       15.4240      47.2031      44.2697      2540.9348    2662.2458    0.0197       0.0387       0.0000       
3676.8750    46.9407      21.9968      1.9190       17.1354      47.1358      44.3977      2336.8181    2662.4812    0.0192       0.0510       0.0000       
3677.0000    46.9398      21.9669      2.1606       19.9863      47.1346      44.5256      2293.9214    2414.6064    0.0192       0.0713       0.0000       
3677.1250    46.9865      21.9370      2.2807       18.6597      47.1973      44.5901      2764.3479    2471.8091    0.0196       0.0619       0.0000       
3677.2500    46.9846      21.9074      2.2192       16.5736      47.1946      44.5909      2951.0117    2663.4927    0.0196       0.0470       0.0000       
3677.3750    46.9835      21.8775      2.2184       18.0951      47.1932      44.5912      3362.7498    2843.3806    0.0196       0.0578       0.0000       
3677.5000    46.8855      21.8792      2.2478       18.2876      47.0617      44.7194      3849.8389    3063.8840    0.0187       0.0592       0.0000       
3677.6250    46.6909      21.9130      2.3379       18.7649      46.8006      44.9108      4167.7773    3165.8821    0.0168       0.0626       0.0000       
3677.7500    46.4968      21.9464      2.5188       17.9133      46.5401      45.3571      3093.3608    2791.9314    0.0149       0.0565       0.0000       
3677.8750    46.4471      21.9478      2.7907       18.0107      46.4734      45.6123      1987.0486    2181.1558    0.0144       0.0572       0.0000       
3678.0000    46.6866      21.9499      3.1232       19.6276      46.7947      45.6765      965.0599     1229.6980    0.0167       0.0688       0.0000       
3678.1250    47.0709      21.9519      3.4559       22.1934      47.3104      45.7408      746.9388     863.0427     0.0204       0.0871       0.0000       
3678.2500    47.5518      21.9535      3.7582       25.6140      47.9558      45.6781      549.2330     693.3521     0.0251       0.1115       0.0000       
3678.3750    47.9844      21.9551      4.2422       28.8445      48.5362      45.5515      449.5497     567.5128     0.0292       0.1346       0.0000       
3678.5000    48.5136      21.9884      4.5144       29.5117      49.2462      45.3612      396.4435     491.2289     0.0342       0.1394       0.0000       
3678.6250    48.6085      22.0220      4.5741       32.9323      49.3736      44.9166      366.2850     458.1158     0.0351       0.1638       0.0000       
3678.7500    48.6067      22.0239      4.5731       28.6625      49.3712      44.5990      346.4029     445.5299     0.0350       0.1333       0.0000       
3678.8750    48.6057      21.9940      4.5722       28.0955      49.3697      44.2180      343.2288     443.5154     0.0350       0.1293       0.0000       
3679.0000    48.7005      21.9643      4.5108       29.1426      49.4969      43.4557      354.6517     456.1458     0.0359       0.1367       0.0000       
3679.1250    48.7954      21.9345      4.4492       26.4865      49.6243      43.4557      371.6143     473.5290     0.0368       0.1178       0.0000       
3679.2500    48.8904      21.9047      4.3573       28.1032      49.7518      43.0112      378.6463     496.1725     0.0377       0.1293       0.0000       
3679.3750    48.9371      21.8748      4.2351       25.8275      49.8144      42.5665      354.7705     491.6212     0.0381       0.1131       0.0000       
3679.5000    48.8390      21.8453      4.0825       26.9692      49.6828      42.2491      335.5167     454.2266     0.0372       0.1212       0.0000       
3679.6250    48.5967      21.8469      3.9602       22.7943      49.3578      42.3771      340.2762     425.5853     0.0349       0.0914       0.0000       
3679.7500    48.1129      21.8802      3.8381       25.5500      48.7086      42.5685      393.2175     462.8877     0.0304       0.1111       0.0000       
3679.8750    47.3879      21.9138      3.7462       25.7426      47.7358      42.8879      433.6947     505.8002     0.0235       0.1124       0.0000       
3680.0000    46.7594      21.9470      3.7757       28.9733      46.8925      43.0157      489.6224     571.0267     0.0174       0.1355       0.0000       
3680.1250    48.0119      22.0120      3.9870       27.0771      48.5731      43.1434      510.6510     644.6656     0.0294       0.1220       0.0000       
3680.2500    49.0231      22.0770      4.4409       24.6112      49.9299      43.2076      351.7595     550.2512     0.0389       0.1044       0.0000       
3680.3750    50.0345      22.1422      5.1979       23.5694      51.2869      43.0811      201.0948     348.5361     0.0482       0.0969       0.0000       
3680.5000    50.6598      22.1757      5.6824       24.2364      52.1260      42.6364      164.5913     268.5012     0.0538       0.1017       0.0000       
3680.6250    51.0446      22.2096      6.2577       22.0553      52.6423      42.0647      139.8331     222.8563     0.0573       0.0861       0.0000       
3680.7500    51.0914      22.2112      6.4994       25.9510      52.7050      41.5562      121.5999     188.4535     0.0577       0.1139       0.0000       
3680.8750    50.5111      22.1809      6.2862       28.8017      51.9264      41.1750      127.4156     195.6349     0.0525       0.1343       0.0000       
3681.0000    49.8827      22.1829      6.0124       26.7156      51.0832      40.4758      136.6589     208.8521     0.0468       0.1194       0.0000       
3681.1250    49.9292      22.1854      5.6475       24.4395      51.1457      39.9676      142.5260     217.8239     0.0472       0.1031       0.0000       
3681.2500    50.3137      22.1871      5.2523       25.2964      51.6616      39.2050      149.3445     221.9430     0.0507       0.1093       0.0000       
3681.3750    50.4087      22.1890      4.9787       22.4507      51.7890      38.7603      154.3128     224.0469     0.0516       0.0889       0.0000       
3681.5000    49.8766      22.1909      4.8261       23.5927      51.0751      38.0616      161.6953     224.0722     0.0468       0.0971       0.0000       
3681.6250    49.4410      22.1921      4.5219       23.5953      50.4906      37.8711      171.0140     234.7927     0.0428       0.0971       0.0000       
3681.7500    48.9090      22.1940      4.1571       24.1677      49.7767      37.4264      208.9887     254.1799     0.0379       0.1012       0.0000       
3681.8750    48.3285      22.1960      3.6707       25.5945      48.9979      36.9816      268.8323     291.0006     0.0324       0.1114       0.0000       
3682.0000    47.9414      22.1978      3.3060       26.7365      48.4785      36.6006      370.8562     349.0519     0.0288       0.1195       0.0000       
3682.1250    47.5541      22.1997      2.9413       23.4160      47.9587      36.2198      504.4966     558.9750     0.0251       0.0958       0.0000       
3682.2500    47.6490      22.2018      2.6067       19.4306      48.0861      35.9022      792.9856     882.7219     0.0260       0.0674       0.0000       
3682.3750    47.7922      22.2036      2.8482       20.0030      48.2783      36.4120      1124.9672    1200.8552    0.0274       0.0714       0.0000       
3682.5000    47.9354      22.2049      2.9990       17.8218      48.4704      36.8579      1324.4745    1318.3151    0.0287       0.0559       0.0000       
3682.6250    48.1268      22.2382      2.9677       18.8689      48.7272      37.3676      1294.1219    1229.4563    0.0305       0.0633       0.0000       
3682.7500    48.3179      22.2716      2.9365       17.0672      48.9837      38.2594      1235.3512    1173.5785    0.0323       0.0505       0.0000       
3682.8750    48.4129      22.2735      2.9659       20.3930      49.1111      38.5143      1179.2054    1120.2814    0.0332       0.0742       0.0000       
3683.0000    48.3150      22.2754      3.0561       21.6300      48.9798      39.0240      1125.6522    1168.4202    0.0323       0.0831       0.0000       
3683.1250    48.0241      22.2773      3.2368       19.6387      48.5895      39.5337      1264.9293    1270.8241    0.0296       0.0688       0.0000       
3683.2500    47.8297      22.2795      3.3272       19.8315      48.3286      40.6165      1428.0649    1434.7546    0.0277       0.0702       0.0000       
3683.3750    47.6835      22.2812      3.4474       19.9286      48.1324      40.9350      1658.0098    1538.8339    0.0263       0.0709       0.0000       
3683.5000    47.6337      22.3142      3.5375       20.8812      48.0656      41.4446      1837.2672    1658.1946    0.0259       0.0777       0.0000       
3683.6250    47.6327      22.3794      3.6580       21.2631      48.0642      42.2088      1854.7068    1778.5068    0.0258       0.0805       0.0000       
3683.7500    47.9206      22.4129      3.8693       21.1708      48.4505      42.7819      1455.6409    1307.6530    0.0286       0.0798       0.0000       
3683.8750    48.5459      22.4779      4.1111       22.8825      49.2896      43.4825      867.7532     758.0324     0.0345       0.0920       0.0000       
3684.0000    49.0753      22.5430      4.4742       23.4549      49.9999      44.2466      423.3306     356.2669     0.0394       0.0961       0.0000       
3684.1250    49.8936      22.5764      5.1103       24.4075      51.0979      44.8835      203.6512     232.0500     0.0469       0.1029       0.0000       
3684.2500    50.5193      22.6415      5.9282       24.5043      51.9374      44.7570      159.0888     208.4770     0.0526       0.1036       0.0000       
3684.3750    51.2413      22.6750      6.5037       28.4948      52.9061      43.9945      129.6019     177.1131     0.0590       0.1321       0.0000       
3684.5000    51.6739      22.6767      7.0185       31.3459      53.4866      43.6131      107.0681     155.4583     0.0629       0.1525       0.0000       
3684.6250    51.3830      22.6151      7.3210       33.2475      53.0962      42.3418      97.0921      142.3006     0.0603       0.1661       0.0000       
3684.7500    50.9475      22.4589      7.2594       35.5290      52.5120      41.8332      94.8666      137.7442     0.0564       0.1823       0.0000       
3684.8750    50.7530      22.3026      7.2282       34.7720      52.2511      40.4347      90.9777      133.9583     0.0547       0.1769       0.0000       
3685.0000    51.2339      22.2092      7.8642       32.4959      52.8962      39.9261      87.2492      132.7313     0.0590       0.1607       0.0000       
3685.1250    51.6663      22.1476      8.2577       30.6943      53.4765      39.0362      83.6743      133.3647     0.0628       0.1478       0.0000       
3685.2500    51.6650      22.1177      8.4692       29.6525      53.4746      38.2101      82.9050      135.2578     0.0628       0.1404       0.0000       
3685.3750    51.1811      22.2144      8.0133       33.2632      52.8254      37.6382      88.9192      141.0736     0.0585       0.1662       0.0000       
3685.5000    50.8421      22.4062      8.2551       36.9689      52.3706      36.5578      93.6080      144.4133     0.0555       0.1926       0.0000       
3685.6250    51.5641      22.6296      7.9810       39.0604      53.3393      35.9858      87.2954      141.7579     0.0619       0.2076       0.0000       
3685.7500    52.4308      22.8529      7.6163       36.1196      54.5023      35.6681      78.7948      121.5595     0.0695       0.1866       0.0000       
3685.8750    53.2974      23.0131      7.0996       39.3506      55.6650      34.5877      72.4597      109.7212     0.0769       0.2096       0.0000       
3686.0000    52.9102      23.0782      6.6135       36.6944      55.1454      34.3337      66.0163      98.5762      0.0736       0.1907       0.0000       
3686.1250    51.8957      23.0483      6.0969       35.0829      53.7843      33.8253      61.8518      89.8095      0.0648       0.1792       0.0000       
3686.2500    50.9297      22.9868      5.4284       35.4654      52.4881      32.8085      66.9610      101.8672     0.0563       0.1819       0.0000       
3686.3750    49.6738      22.9254      5.0636       37.1771      50.8029      32.1731      80.3202      138.5823     0.0449       0.1941       0.0000       
3686.5000    48.7561      22.8324      4.6077       33.5717      49.5716      31.7918      113.4216     180.7844     0.0364       0.1684       0.0000       
3686.6250    49.0440      22.7394      4.5157       31.8652      49.9579      31.0928      162.4228     247.0938     0.0391       0.1562       0.0000       
3686.7500    49.2837      22.7094      4.6665       29.9686      50.2795      30.5210      203.1772     310.5418     0.0413       0.1426       0.0000       
3686.8750    49.0891      22.6793      4.5745       27.5975      50.0184      30.3945      249.4651     312.0288     0.0395       0.1257       0.0000       
3687.0000    48.9914      22.6495      4.3916       29.8789      49.8873      30.9682      248.3331     313.5265     0.0386       0.1420       0.0000       
3687.1250    49.2310      22.6518      4.2997       28.8374      50.2089      31.1594      248.3613     330.0585     0.0408       0.1346       0.0000       
3687.2500    49.3742      22.6537      4.2685       27.0357      50.4010      31.5421      268.8738     342.6405     0.0422       0.1217       0.0000       
3687.3750    48.9386      22.6552      4.0552       28.1775      49.8165      31.8609      280.4276     330.1384     0.0381       0.1298       0.0000       
3687.5000    48.8405      22.6568      3.7812       26.3764      49.6848      32.2433      275.2780     322.5651     0.0372       0.1170       0.0000       
3687.6250    48.7909      22.6903      3.5376       26.3787      49.6183      32.4982      274.0319     321.0980     0.0368       0.1170       0.0000       
3687.7500    48.2105      22.7877      3.3547       24.6723      48.8396      32.8806      277.9202     325.6581     0.0313       0.1048       0.0000       
3687.8750    47.6304      22.8526      3.1717       26.0992      48.0611      33.2630      292.5850     334.9350     0.0258       0.1150       0.0000       
3688.0000    47.6769      22.8543      2.9885       29.8999      48.1236      33.5818      309.4526     362.6033     0.0263       0.1421       0.0000       
3688.1250    47.9648      22.8878      2.8967       26.5792      48.5099      34.0281      338.1584     396.2307     0.0290       0.1184       0.0000       
3688.2500    48.3008      22.9207      2.8654       23.1636      48.9607      34.6657      362.6957     437.0432     0.0322       0.0940       0.0000       
3688.3750    48.2996      22.9227      2.9253       23.1660      48.9591      34.6657      394.4975     468.7565     0.0322       0.0940       0.0000       
3688.5000    47.6707      22.9247      3.0759       23.1686      48.1153      35.1121      411.4320     509.8529     0.0262       0.0941       0.0000       
3688.6250    47.5732      22.9264      3.1662       24.0258      47.9844      35.3671      443.3492     546.8438     0.0253       0.1002       0.0000       
3688.7500    47.9571      22.9280      3.2866       25.8323      48.4995      35.4947      471.1070     583.7979     0.0289       0.1131       0.0000       
3688.8750    48.1972      22.9301      3.1946       25.4551      48.8217      36.0047      480.0372     559.8737     0.0312       0.1104       0.0000       
3689.0000    47.9058      22.9321      3.2240       21.9451      48.4308      36.3235      429.2685     502.9958     0.0284       0.0853       0.0000       
3689.1250    47.9530      22.9020      3.3446       24.0361      48.4941      36.5147      392.9180     462.5594     0.0289       0.1003       0.0000       
3689.2500    48.3856      22.8722      3.4650       23.6592      49.0745      36.8335      361.3262     429.3637     0.0330       0.0976       0.0000       
3689.3750    48.7702      22.8740      3.5854       25.4657      49.5905      37.3435      329.1939     406.0430     0.0366       0.1105       0.0000       
3689.5000    49.0579      22.8759      3.5541       28.0321      49.9766      37.6619      302.7285     378.6596     0.0392       0.1288       0.0000       
3689.6250    48.8635      22.8777      3.4015       25.7561      49.7157      37.7897      283.6281     354.7687     0.0374       0.1125       0.0000       
3689.7500    48.5724      22.8792      3.4005       24.0491      49.3251      37.9812      269.4789     353.1635     0.0347       0.1004       0.0000       
3689.8750    48.1850      22.8809      3.4300       23.2921      48.8053      37.9185      297.2337     391.3538     0.0311       0.0949       0.0000       
3690.0000    47.8942      22.8832      3.4291       23.4847      48.4151      37.9191      334.0193     435.7062     0.0283       0.0963       0.0000       
3690.1250    47.6518      22.8534      3.4282       23.3924      48.0899      37.9198      396.9679     487.3529     0.0260       0.0957       0.0000       
3690.2500    47.5537      22.8549      3.2149       24.7241      47.9582      38.0478      437.8499     542.5864     0.0251       0.1052       0.0000       
3690.3750    47.7932      22.8568      3.0014       22.6380      48.2796      38.3029      494.3397     598.4733     0.0274       0.0903       0.0000       
3690.5000    47.9367      22.8271      2.8183       21.3110      48.4721      38.6859      540.1960     650.9553     0.0287       0.0808       0.0000       
3690.6250    47.6455      22.8286      2.7872       21.5036      48.0814      38.8136      540.2469     615.5914     0.0260       0.0822       0.0000       
3690.7500    47.5478      22.8308      2.9077       20.5567      47.9503      39.0688      476.4017     542.8423     0.0250       0.0754       0.0000       
3690.8750    47.9804      22.8326      3.0281       19.5146      48.5308      39.1328      428.0047     494.5602     0.0291       0.0680       0.0000       
3691.0000    48.3649      22.8659      3.1790       21.2264      49.0467      39.3881      391.7584     456.9247     0.0328       0.0802       0.0000       
3691.1250    48.7975      22.8994      3.1476       21.4189      49.6272      39.7069      358.5856     438.2026     0.0368       0.0816       0.0000       
3691.2500    48.2651      22.9009      3.0556       23.1308      48.9128      39.8984      332.8488     424.1702     0.0318       0.0938       0.0000       
3691.3750    47.8780      22.9344      3.0547       25.4123      48.3934      40.0898      320.6909     395.5621     0.0282       0.1101       0.0000       
3691.5000    47.6353      22.9362      3.1146       22.9464      48.0678      40.3452      325.2459     395.6082     0.0259       0.0925       0.0000       
3691.6250    47.9232      22.8752      3.2654       22.6644      48.4541      40.6001      336.0760     422.3445     0.0286       0.0905       0.0000       
3691.7500    47.7289      22.8140      3.5072       21.9069      48.1934      40.7917      284.1705     368.9686     0.0268       0.0850       0.0000       
3691.8750    48.1133      22.7522      3.7188       20.5799      48.7091      40.8558      236.9513     322.3343     0.0304       0.0756       0.0000       
3692.0000    48.7389      22.6906      4.0212       22.4817      49.5485      40.6657      232.5937     289.5867     0.0363       0.0892       0.0000       
3692.1250    49.2680      22.5977      4.2632       21.4398      50.2584      40.2214      228.3240     304.8631     0.0412       0.0817       0.0000       
3692.2500    49.1219      22.5361      4.5051       23.3415      50.0624      39.8405      217.9437     292.3670     0.0398       0.0953       0.0000       
3692.3750    49.0720      22.5376      4.7773       26.3828      49.9955      39.7138      226.2506     297.9090     0.0394       0.1170       0.0000       
3692.5000    49.2636      22.5397      4.9889       24.1062      50.2525      39.5873      247.2418     327.0597     0.0411       0.1008       0.0000       
3692.6250    49.5997      22.5412      4.6236       27.0525      50.7036      39.4608      255.4716     302.1718     0.0442       0.1218       0.0000       
3692.7500    50.0806      22.5746      4.3800       25.8210      51.3488      39.2071      223.1857     280.4825     0.0486       0.1130       0.0000       
3692.8750    50.3685      22.6083      4.6218       23.7348      51.7351      38.8264      205.2400     264.0145     0.0512       0.0981       0.0000       
3693.0000    50.5119      22.6419      4.6514       24.1168      51.9274      38.3819      192.2862     252.0086     0.0525       0.1008       0.0000       
3693.1250    50.3174      22.6438      4.4379       26.3034      51.6665      38.1917      204.3288     267.7889     0.0508       0.1165       0.0000       
3693.2500    49.7370      22.6137      4.2246       25.1666      50.8878      38.0014      225.3739     289.9119     0.0455       0.1083       0.0000       
3693.3750    49.1083      22.6159      3.9809       24.1245      50.0442      38.0657      250.9188     318.2882     0.0397       0.1009       0.0000       
3693.5000    48.7693      22.6179      3.7675       26.6912      49.5893      38.2573      281.9804     351.0756     0.0366       0.1192       0.0000       
3693.6250    48.6710      22.5874      3.6452       29.2577      49.4574      38.4488      309.5770     390.8694     0.0356       0.1376       0.0000       
3693.7500    48.6215      22.5575      3.6747       28.7853      49.3910      38.6404      347.8969     390.9149     0.0352       0.1342       0.0000       
3693.8750    48.6197      22.5277      3.7952       25.1798      49.3886      38.8319      347.9370     352.8470     0.0352       0.1084       0.0000       
3694.0000    48.7629      22.4666      3.9459       22.9979      49.5807      39.0236      325.9881     333.6707     0.0365       0.0928       0.0000       
3694.1250    48.8583      22.4367      4.0968       24.7098      49.7088      39.1514      308.2853     315.5473     0.0374       0.1051       0.0000       
3694.2500    49.0498      22.4382      4.2778       23.9528      49.9656      39.2157      299.8065     302.6157     0.0392       0.0997       0.0000       
3694.3750    49.2411      22.4090      4.4286       21.6765      50.2223      39.1530      292.9267     301.2388     0.0409       0.0834       0.0000       
