WELLNAME = well123
STDEP  =  3500.0000    
ENDEP  =  4513.9375    
LEVEL  =  0.1250       
CURNAMES  AC, CAL, CNL, GR, P_AC, R1, RT, RXO, SONPHI, VSH, VSH1

#DEPTH       AC           CAL          CNL          GR           P_AC         R1           RT           RXO          SONPHI       VSH          VSH1         
4112.2500    51.4912      16.5037      0.6244       16.3333      53.2415      42.1880      1591.4541    311.2778     0.0612       0.0452       4.5238       
4112.3750    51.6034      16.5058      0.5937       16.3391      53.3921      42.3791      1685.6248    331.3328     0.0622       0.0453       4.5279       
4112.5000    51.1025      16.5718      0.6077       15.3024      52.7200      42.5069      1789.7089    361.5831     0.0578       0.0379       3.7874       
4112.6250    50.4199      16.5111      0.6365       15.7540      51.8041      42.5714      1794.3931    376.9124     0.0517       0.0411       4.1100       
4112.7500    49.3056      16.4495      0.6355       16.3558      50.3089      42.6359      1588.4236    353.6358     0.0415       0.0454       4.5398       
4112.8750    49.0773      16.1976      0.6049       17.5541      50.0026      42.5740      1403.1289    321.7632     0.0394       0.0540       5.3958       
4113.0000    49.6664      16.0729      0.5741       18.3054      50.7931      42.5115      1282.7220    296.8445     0.0448       0.0593       5.9324       
4113.1250    50.1193      16.0115      0.5880       18.7570      51.4007      42.1966      1196.9719    274.5170     0.0490       0.0625       6.2550       
4113.2500    50.0043      16.0139      0.6615       18.0178      51.2464      41.9445      1205.3416    259.7687     0.0479       0.0573       5.7270       
4113.3750    49.4808      16.0804      0.7351       16.8310      50.5439      41.7553      1285.9685    264.0530     0.0431       0.0488       4.8793       
4113.5000    49.5929      16.1468      0.7193       16.0918      50.6944      41.5662      1365.1272    282.9351     0.0442       0.0435       4.3513       
4113.6250    49.1146      16.2116      0.6439       16.9915      50.0526      41.3141      1469.6655    301.7735     0.0398       0.0499       4.9939       
4113.7500    48.6820      16.4685      0.7026       17.2952      49.4721      41.1883      1585.6843    321.1506     0.0357       0.0521       5.2109       
4113.8750    48.2946      16.5979      0.8058       16.8540      48.9524      40.8095      1687.3982    338.6351     0.0321       0.0490       4.8957       
4114.0000    48.1116      16.7274      0.8050       17.7537      48.7069      41.5078      1750.6602    352.1814     0.0304       0.0554       5.5384       
4114.1250    48.2692      16.7301      0.7146       17.3119      48.9183      41.7617      1703.3010    357.9292     0.0319       0.0522       5.2228       
4114.2500    48.6992      16.4780      0.6392       17.3177      49.4952      42.2694      1578.8646    345.1213     0.0359       0.0523       5.2269       
4114.3750    49.0610      16.2261      0.6829       18.3664      49.9807      42.5872      1408.1583    320.6046     0.0393       0.0598       5.9760       
4114.5000    49.3776      16.1014      0.7417       18.9681      50.4055      42.2084      1257.6216    295.8651     0.0422       0.0641       6.4058       
4114.6250    49.6715      15.9764      0.6960       19.1234      50.7998      41.8932      1162.9541    270.4772     0.0449       0.0652       6.5167       
4114.7500    49.9198      15.9155      0.6204       19.1285      51.1330      41.5777      1176.6277    257.1390     0.0472       0.0652       6.5204       
4114.8750    50.1229      15.9815      0.5599       18.8363      51.4055      41.3886      1235.0259    267.4724     0.0490       0.0631       6.3117       
4115.0000    50.0762      16.1108      0.5294       18.2456      51.3429      40.8204      1332.6077    285.2561     0.0486       0.0589       5.8897       
4115.1250    49.1666      16.1768      0.5283       17.8044      50.1224      40.7574      1424.3690    304.9606     0.0402       0.0557       5.5745       
4115.2500    48.8474      16.2427      0.5572       17.3632      49.6941      40.4419      1392.1743    309.2249     0.0373       0.0526       5.2594       
4115.3750    49.7995      16.3090      0.5861       17.3689      50.9717      40.1898      1332.7389    300.1603     0.0461       0.0526       5.2635       
4115.5000    50.3885      16.3109      0.6894       18.1190      51.7620      40.2543      1281.8052    285.3683     0.0514       0.0580       5.7993       
4115.6250    50.1600      16.2500      0.7629       20.0621      51.4554      40.5720      1215.8263    273.1995     0.0493       0.0719       7.1872       
4115.7500    49.6594      16.1884      0.8216       20.2162      50.7836      40.8265      1261.6133    270.1488     0.0448       0.0730       7.2973       
4115.8750    49.9076      16.1908      0.8058       19.6261      51.1166      40.7010      1320.9938    284.8001     0.0470       0.0688       6.8758       
4116.0000    50.2923      16.2567      0.7453       16.8030      51.6329      40.6388      1345.6174    289.4511     0.0505       0.0486       4.8593       
4116.1250    50.2454      16.2594      0.6400       16.8070      51.5700      40.5769      1339.5580    284.8613     0.0501       0.0486       4.8621       
4116.2500    50.2895      16.3251      0.5347       18.7495      51.6290      40.5145      1352.0992    280.3401     0.0505       0.0625       6.2496       
4116.3750    50.3562      16.2645      0.5042       20.5423      51.7186      40.5156      1380.4839    281.6623     0.0511       0.0753       7.5302       
4116.5000    50.4457      16.3304      0.5330       21.4419      51.8386      40.7068      1422.5300    286.2665     0.0519       0.0817       8.1728       
4116.6250    50.5805      16.2686      0.6064       22.3415      52.0196      41.2778      1445.7234    292.9646     0.0531       0.0882       8.8154       
4116.7500    50.8515      16.2712      0.5609       23.8370      52.3832      41.9758      1432.6284    298.4333     0.0556       0.0988       9.8836       
4116.8750    51.2133      16.2739      0.4259       25.7800      52.8686      42.3566      1381.1953    296.4316     0.0588       0.1127       11.2714      
4117.0000    51.6662      16.2127      0.3952       28.1687      53.4763      42.9277      1309.9563    280.5439     0.0628       0.1298       12.9776      
4117.1250    52.3688      16.2147      0.4092       30.4084      54.4190      43.6254      1254.0415    267.9545     0.0689       0.1458       14.5774      
4117.2500    53.3436      16.2173      0.5273       33.0956      55.7270      43.1200      1248.4004    254.7657     0.0773       0.1650       16.4968      
4117.3750    51.8211      16.2195      0.5265       35.9317      53.6842      42.8676      1268.7925    250.1288     0.0641       0.1852       18.5226      
4117.5000    49.6630      16.1581      0.4808       37.4270      50.7884      42.6154      1313.4937    254.8200     0.0448       0.1959       19.5907      
4117.6250    48.4128      16.0972      0.4798       32.8147      49.1110      42.5535      1353.4907    265.0039     0.0332       0.1630       16.2962      
4117.7500    47.5715      16.0996      0.5087       26.8616      47.9821      42.4911      1414.0376    273.7045     0.0253       0.1204       12.0440      
4117.8750    47.4339      16.0392      0.5227       22.8446      47.7976      41.8590      1460.4017    278.8029     0.0239       0.0917       9.1747       
4118.0000    47.7276      16.0406      0.5367       20.9138      48.1915      40.9103      1501.4655    279.4813     0.0267       0.0780       7.7956       
4118.1250    47.9533      16.0438      0.5656       20.3237      48.4945      40.2782      1547.1313    282.7456     0.0289       0.0737       7.3740       
4118.2500    47.9294      16.0452      0.5943       20.6296      48.4624      41.1026      1608.9921    290.0363     0.0287       0.0759       7.5926       
4118.3750    47.6556      16.0486      0.5933       20.6325      48.0950      41.7369      1673.2549    306.5464     0.0261       0.0759       7.5946       
4118.5000    48.1763      16.0501      0.6223       18.1059      48.7937      42.4347      1824.3284    326.9730     0.0310       0.0579       5.7899       
4118.6250    48.6746      16.1160      0.6512       19.8992      49.4622      43.0057      1822.4465    341.5804     0.0357       0.0707       7.0708       
4118.7500    49.2180      16.1822      0.6353       18.7132      50.1914      43.6401      1736.4915    343.9705     0.0407       0.0622       6.2237       
4118.8750    49.6479      16.2480      0.6045       19.3148      50.7682      42.9447      1669.9780    338.5133     0.0447       0.0665       6.6534       
4119.0000    49.7828      16.3142      0.5440       19.0232      50.9492      42.4393      1658.6238    335.4502     0.0459       0.0645       6.4452       
4119.1250    49.3273      16.4442      0.4835       19.6242      50.3381      42.1868      1709.1627    335.4866     0.0417       0.0687       6.8744       
4119.2500    48.8721      16.5728      0.4230       20.6721      49.7273      41.9347      1713.9573    333.2188     0.0375       0.0762       7.6229       
4119.3750    48.9389      16.6387      0.3476       19.6351      49.8168      42.0625      1577.2493    320.4995     0.0381       0.0688       6.8822       
4119.5000    48.9375      16.7045      0.2424       18.3003      49.8150      42.1903      1534.5166    308.9310     0.0381       0.0593       5.9288       
4119.6250    48.6637      16.7711      0.1818       18.0081      49.4476      41.7482      1469.0471    300.5590     0.0356       0.0572       5.7201       
4119.7500    48.0492      16.7736      0.1361       17.7154      48.6231      41.1797      1429.1165    289.7397     0.0298       0.0551       5.5110       
4119.8750    47.6167      16.6486      0.1950       16.2321      48.0427      40.5482      1399.9612    279.2939     0.0257       0.0445       4.4515       
4120.0000    47.7914      16.6876      0.2872       15.0229      48.2771      40.4218      1460.2498    282.3819     0.0274       0.0359       3.5878       
4120.1250    48.7124      16.6920      0.4084       14.5814      49.5130      39.7903      1488.8356    301.0704     0.0360       0.0327       3.2724       
4120.2500    49.2322      16.6931      0.5262       14.5860      50.2104      39.4118      1492.6603    301.8188     0.0409       0.0328       3.2757       
4120.3750    48.5956      16.7586      0.6440       14.2915      49.3563      39.2224      1574.1293    302.5739     0.0349       0.0307       3.0654       
4120.5000    47.7775      16.8243      0.7322       13.8495      48.2586      39.2869      1633.5111    312.5562     0.0272       0.0275       2.7497       
4120.6250    47.6626      16.8255      0.8056       13.7050      48.1044      39.6677      1726.7065    324.3716     0.0261       0.0265       2.6464       
4120.7500    48.4540      16.7006      0.8639       15.0483      49.1663      40.3021      1842.4043    345.2853     0.0336       0.0361       3.6059       
4120.8750    49.2001      16.5757      0.8776       15.9446      50.1674      40.6196      1951.8411    366.6324     0.0406       0.0425       4.2461       
4121.0000    49.8784      16.4503      0.8467       17.4362      51.0775      41.2540      2077.3975    395.7113     0.0468       0.0531       5.3116       
4121.1250    50.4659      16.3885      0.7860       18.4812      51.8658      41.6984      2054.2944    424.0415     0.0521       0.0606       6.0580       
4121.2500    50.8045      16.2637      0.6660       18.4859      52.3200      42.3964      1904.0537    414.5800     0.0551       0.0606       6.0614       
4121.3750    50.3946      16.2652      0.5757       18.1923      51.7701      42.7772      1831.1108    378.9534     0.0515       0.0585       5.8516       
4121.5000    49.4403      16.2038      0.4554       18.7915      50.4897      43.1583      1781.5906    364.4591     0.0428       0.0628       6.2796       
4121.6250    48.6453      16.2693      0.3799       20.1345      49.4230      43.2861      1694.1061    338.6873     0.0354       0.0724       7.2389       
4121.7500    47.6005      16.3347      0.3788       21.4779      48.0211      42.9706      1573.9250    307.5204     0.0255       0.0820       8.1985       
4121.8750    47.8481      16.3364      0.4818       22.0763      48.3533      42.5291      1459.2021    284.3897     0.0279       0.0863       8.6260       
4122.0000    49.2065      16.4017      0.5403       22.5273      50.1759      42.2769      1358.8652    265.4581     0.0406       0.0895       8.9481       
4122.1250    50.3836      16.4036      0.5986       24.3162      51.7553      42.1511      1309.7451    257.6474     0.0514       0.1023       10.2258      
4122.2500    50.8352      16.4062      0.6271       26.9980      52.3613      41.8987      1346.8315    265.5385     0.0554       0.1214       12.1415      
4122.3750    49.9039      16.4070      0.6258       21.9447      51.1117      41.6466      1443.5571    280.0784     0.0470       0.0853       8.5319       
4122.5000    49.2899      16.3463      0.6248       19.4197      50.2879      41.5211      1602.2123    304.3543     0.0414       0.0673       6.7284       
4122.6250    48.6532      16.2841      0.5940       20.0190      49.4335      41.7755      1756.4824    331.4802     0.0355       0.0716       7.1564       
4122.7500    48.1982      16.2229      0.5927       19.4287      48.8230      42.0933      1895.3103    360.2038     0.0312       0.0673       6.7348       
4122.8750    48.9444      16.2244      0.5618       21.5155      49.8242      42.5380      1980.2947    385.1191     0.0382       0.0823       8.2254       
4123.0000    49.6906      16.2257      0.5608       24.6442      50.8254      42.7919      1976.1476    387.8521     0.0451       0.1046       10.4602      
4123.1250    50.2330      16.2278      0.5296       26.5815      51.5533      43.3632      1913.8876    378.2417     0.0500       0.1184       11.8440      
4123.2500    50.3218      16.2939      0.5140       30.0078      51.6725      43.6173      1857.7567    362.1602     0.0508       0.1429       14.2913      
4123.3750    49.7080      16.2952      0.4980       29.5654      50.8489      44.0618      1778.6067    343.5054     0.0452       0.1398       13.9753      
4123.5000    49.0940      16.3602      0.4671       28.3792      50.0249      44.3162      1687.3643    322.8900     0.0396       0.1313       13.1280      
4123.6250    48.6614      16.4257      0.4212       26.8959      49.4446      44.0641      1619.0344    302.7845     0.0356       0.1207       12.0685      
4123.7500    49.6115      16.4276      0.3903       25.2638      50.7194      43.5586      1611.8328    285.2295     0.0443       0.1090       10.9027      
4123.8750    50.4941      16.4297      0.3595       26.7558      51.9035      43.1798      1649.6805    281.3579     0.0524       0.1197       11.9684      
4124.0000    51.1272      16.4312      0.3433       27.3547      52.7531      42.9277      1672.9309    288.6315     0.0580       0.1240       12.3962      
4124.1250    50.5358      16.3711      0.3573       25.5738      51.9595      42.6756      1638.9695    293.3795     0.0527       0.1112       11.1241      
4124.2500    49.9217      16.3711      0.4008       24.2392      51.1356      42.2338      1650.6326    294.1178     0.0472       0.1017       10.1708      
4124.3750    49.5573      16.3095      0.5037       24.2439      50.6466      42.0447      1662.4202    291.4744     0.0438       0.1017       10.1742      
4124.5000    49.9409      16.2484      0.5622       25.8843      51.1614      41.6659      1613.7146    284.2565     0.0473       0.1135       11.3459      
4124.6250    49.8936      16.2501      0.6057       27.6743      51.0979      41.2874      1534.4602    279.7498     0.0469       0.1262       12.6245      
4124.7500    49.6426      16.2518      0.6344       29.1655      50.7610      41.1613      1465.5730    272.8139     0.0446       0.1369       13.6896      
4124.8750    49.5727      16.3168      0.6182       28.2776      50.6673      40.8459      1520.9852    268.4970     0.0440       0.1306       13.0554      
4125.0000    49.5255      16.2552      0.5874       26.1986      50.6039      41.6702      1626.3013    277.3956     0.0436       0.1157       11.5704      
4125.1250    49.1383      16.1942      0.5416       25.9054      50.0844      42.6215      1656.7626    289.1456     0.0400       0.1136       11.3610      
4125.2500    49.5899      16.1326      0.4958       27.2487      50.6904      43.1289      1657.0444    294.5945     0.0441       0.1232       12.3205      
4125.3750    50.2003      16.0704      0.4203       28.5920      51.5094      43.6999      1747.7195    307.8346     0.0497       0.1328       13.2800      
4125.5000    50.4930      16.0095      0.3298       30.2325      51.9021      44.0810      1728.9990    305.2897     0.0523       0.1445       14.4518      
4125.6250    50.6954      16.0109      0.2543       32.3207      52.1737      44.0188      1468.8999    270.1979     0.0542       0.1594       15.9433      
4125.7500    50.9427      15.9492      0.1341       33.3656      52.5055      43.3235      1278.9139    240.8262     0.0564       0.1669       16.6897      
4125.8750    51.0546      15.9507      0.0439       31.4358      52.6557      42.6914      1155.7584    221.6432     0.0574       0.1531       15.3113      
4126.0000    51.1436      15.9534      -0.0765      28.4644      52.7751      42.1227      1078.5486    217.6255     0.0582       0.1319       13.1889      
4126.1250    50.7337      15.9549      -0.1669      25.0462      52.2251      41.6172      1051.7227    218.1723     0.0545       0.1075       10.7473      
4126.2500    49.7115      15.9571      -0.2275      21.1825      50.8535      41.5551      1059.2078    223.3102     0.0453       0.0799       7.9875       
4126.3750    49.0520      16.0221      -0.2582      17.4670      49.9687      41.5562      1056.9807    233.3525     0.0392       0.0533       5.3336       
4126.5000    50.3653      16.0245      -0.2893      16.1318      51.7308      40.9875      977.7396     237.7395     0.0512       0.0438       4.3798       
4126.6250    51.2932      16.0888      -0.2607      15.5404      52.9758      40.7351      904.2867     219.8918     0.0595       0.0396       3.9574       
4126.7500    51.5409      16.0921      -0.2171      14.5031      53.3081      40.1033      847.9884     207.1283     0.0617       0.0322       3.2165       
4126.8750    51.7430      16.1566      -0.1587      15.1033      53.5794      39.8509      802.4610     205.2668     0.0635       0.0365       3.6452       
4127.0000    51.8094      16.1584      -0.0708      15.7023      53.6684      39.2824      846.2662     207.6847     0.0640       0.0407       4.0731       
4127.1250    51.6487      16.2236      0.0027       16.5993      53.4529      39.4099      872.1012     209.1623     0.0626       0.0471       4.7138       
4127.2500    51.3291      16.2253      0.1057       17.1979      53.0240      40.0443      796.2070     197.0967     0.0598       0.0514       5.1414       
4127.3750    50.9647      16.2914      0.1940       15.1190      52.5351      39.3492      701.2383     181.4376     0.0566       0.0366       3.6564       
4127.5000    50.4870      16.3558      0.3414       15.7184      51.8940      39.0335      636.6592     166.6461     0.0523       0.0408       4.0846       
4127.6250    49.7595      16.3575      0.4595       14.8303      50.9179      38.2120      607.9899     156.2819     0.0457       0.0345       3.4502       
4127.7500    50.3018      16.4233      0.5774       13.7933      51.6456      37.8960      625.2252     151.3214     0.0506       0.0271       2.7095       
4127.8750    51.1391      16.4248      0.6953       13.0531      52.7690      37.4539      677.9531     156.6797     0.0581       0.0218       2.1808       
4128.0000    51.2506      16.4911      0.8578       13.2053      52.9187      37.2015      725.0311     165.2502     0.0591       0.0229       2.2895       
4128.1250    49.7519      16.4289      1.0354       14.6979      50.9078      37.8992      780.4348     177.9371     0.0456       0.0336       3.3557       
4128.2500    50.5212      16.4308      1.3020       14.4041      51.9400      38.7871      842.1934     191.5674     0.0526       0.0315       3.1458       
4128.3750    51.1999      16.3694      1.4200       13.5159      52.8506      39.1046      886.0154     203.8908     0.0587       0.0251       2.5114       
4128.5000    51.9463      16.2435      1.4040       13.3709      53.8521      39.1057      872.0516     207.7129     0.0652       0.0241       2.4078       
4128.6250    52.3528      16.1184      1.3284       14.7144      54.3976      38.9803      838.7129     201.6308     0.0688       0.0337       3.3674       
4128.7500    52.3512      16.0568      1.2826       15.7599      54.3954      38.7914      808.5358     195.2678     0.0688       0.0411       4.1142       
4128.8750    51.8730      15.9952      1.2815       14.1276      53.7537      38.6026      784.8173     190.4201     0.0646       0.0295       2.9483       
4129.0000    51.5764      15.9334      1.3103       13.6850      53.3558      38.4771      808.8538     186.9844     0.0620       0.0263       2.6321       
4129.1250    51.2116      15.9352      1.3685       13.8380      52.8663      38.2883      818.3523     185.2984     0.0588       0.0274       2.7414       
4129.2500    50.8243      15.9373      1.3674       14.2882      52.3467      38.0995      805.4269     184.4884     0.0553       0.0306       3.0630       
4129.3750    50.4367      15.9399      1.3365       15.1853      51.8266      37.9113      814.9723     185.3761     0.0518       0.0370       3.7038       
4129.5000    50.1402      16.0047      1.3058       16.3810      51.4288      37.7855      849.5880     187.5638     0.0492       0.0456       4.5578       
4129.6250    49.9118      16.0060      1.2747       16.5332      51.1222      37.6600      877.5724     194.1990     0.0471       0.0467       4.6665       
4129.7500    49.9323      16.0714      1.2438       14.9008      51.1498      37.5343      867.7072     199.6786     0.0473       0.0350       3.5006       
4129.8750    50.2027      16.1370      1.2130       13.2680      51.5126      37.4721      873.9474     202.4875     0.0497       0.0233       2.3343       
4130.0000    50.4729      16.2033      1.1820       12.8249      51.8752      38.1062      884.2323     202.5352     0.0522       0.0202       2.0178       
4130.1250    50.6755      16.2673      1.1958       14.0201      52.1470      38.8038      854.3418     195.6953     0.0540       0.0287       2.8715       
4130.2500    50.8777      16.3336      1.2543       14.9169      52.4183      38.5517      812.3188     189.9641     0.0558       0.0351       3.5121       
4130.3750    50.8988      16.3350      1.3276       15.6652      52.4466      38.1732      786.6912     185.2531     0.0560       0.0405       4.0466       
4130.5000    50.6698      16.3363      1.4008       15.3718      52.1393      37.8575      767.1588     181.9032     0.0539       0.0384       3.8370       
4130.6250    50.3279      16.3381      1.3403       13.7389      51.6806      37.5426      786.9914     179.0382     0.0509       0.0267       2.6707       
4130.7500    49.9404      16.2767      1.1753       13.8920      51.1607      37.3533      783.5408     177.0144     0.0473       0.0278       2.7800       
4130.8750    49.8935      16.2155      1.0999       14.9380      51.0978      37.1011      772.9140     175.4255     0.0469       0.0353       3.5271       
4131.0000    50.0277      16.1542      1.0539       14.6441      51.2777      36.9123      774.8582     173.8563     0.0481       0.0332       3.3172       
4131.1250    50.1617      16.1550      1.0080       15.3925      51.4576      37.3567      798.5835     174.6874     0.0494       0.0385       3.8518       
4131.2500    50.2056      16.0939      0.9923       16.2897      51.5165      37.9280      802.4226     178.8065     0.0498       0.0449       4.4927       
4131.3750    50.0450      16.0326      0.9762       14.9545      51.3010      38.0556      786.1118     183.8459     0.0483       0.0354       3.5389       
4131.5000    49.7482      16.0340      0.9898       15.1071      50.9027      37.9934      802.8317     184.3048     0.0456       0.0365       3.6479       
4131.6250    49.6105      16.0353      1.0335       16.0043      50.7180      37.9315      834.9496     183.0740     0.0443       0.0429       4.2888       
4131.7500    50.1303      16.1010      1.0919       17.1993      51.4155      37.8693      840.8909     185.6532     0.0491       0.0514       5.1423       
4131.8750    50.6501      16.1662      1.1503       17.6500      52.1129      37.8072      820.0392     188.7080     0.0538       0.0546       5.4643       
4132.0000    50.7616      16.1679      1.2086       16.9105      52.2626      37.8078      845.1560     191.3762     0.0548       0.0494       4.9361       
4132.1250    50.4195      16.1065      1.1928       16.4674      51.8035      37.9358      862.9887     193.6326     0.0517       0.0462       4.6196       
4132.2500    49.9641      16.0448      0.9833       16.0251      51.1925      38.0003      859.1879     195.9121     0.0476       0.0430       4.3036       
4132.3750    49.5994      15.9828      0.7737       15.8809      50.7032      38.0012      845.6142     196.8567     0.0442       0.0420       4.2006       
4132.5000    49.4615      15.9225      0.7132       16.3317      50.5181      37.8124      832.2501     195.5360     0.0430       0.0452       4.5226       
4132.6250    49.6412      15.9234      0.7863       16.6332      50.7592      37.6236      815.3462     192.4484     0.0446       0.0474       4.7380       
4132.7500    49.8208      15.9886      0.8744       15.7439      51.0002      37.3717      806.1812     188.1119     0.0463       0.0410       4.1028       
4132.8750    49.7736      16.0538      0.9330       14.2597      50.9368      37.2463      802.6139     185.1425     0.0458       0.0304       3.0426       
4133.0000    49.4767      16.1827      0.9765       14.4132      50.5385      37.1208      813.9698     184.3220     0.0431       0.0315       3.1523       
4133.1250    49.0895      16.2481      1.0945       15.4602      50.0190      36.9950      846.6268     188.2197     0.0395       0.0390       3.9001       
4133.2500    48.5886      16.3135      1.2273       16.6548      49.3469      36.9331      890.9113     194.8870     0.0349       0.0475       4.7534       
4133.3750    48.5640      16.3790      1.3303       17.4024      49.3138      36.9340      928.7117     202.2401     0.0346       0.0529       5.2874       
4133.5000    49.7872      16.3811      1.2549       16.2163      50.9551      36.9985      977.1750     209.3849     0.0459       0.0444       4.4402       
4133.6250    50.0123      16.3824      1.1347       16.8151      51.2571      37.1266      990.9249     215.7896     0.0480       0.0487       4.8679       
4133.7500    49.8514      16.3210      1.0739       17.8613      51.0413      37.2541      970.7539     218.8292     0.0465       0.0562       5.6152       
4133.8750    49.6229      16.1960      1.0728       17.8655      50.7347      37.3818      962.0662     219.8819     0.0444       0.0562       5.6182       
4134.0000    48.9406      16.0703      1.1312       17.5721      49.8191      37.6363      977.8888     223.4998     0.0382       0.0541       5.4086       
4134.1250    48.5077      15.9453      1.2343       18.6179      49.2383      37.8907      1010.1368    228.7598     0.0341       0.0616       6.1556       
4134.2500    49.0500      15.8845      1.3374       19.3664      49.9660      38.0815      1048.3124    235.7521     0.0392       0.0669       6.6903       
4134.3750    49.6155      15.8856      1.4404       19.5199      50.7247      38.3360      1082.8293    244.6541     0.0444       0.0680       6.8000       
4134.5000    50.1810      15.8873      1.3947       20.4169      51.4835      38.5271      1105.6622    250.9777     0.0495       0.0744       7.4407       
4134.6250    50.5876      15.8891      1.2000       21.1655      52.0290      38.7182      1088.2048    251.6029     0.0532       0.0798       7.9753       
4134.7500    50.3362      15.9545      1.0053       21.9141      51.6917      38.8460      1098.5177    251.0697     0.0509       0.0851       8.5100       
4134.8750    49.7898      15.9566      0.9298       21.1736      50.9587      39.1007      1137.4308    256.4014     0.0460       0.0798       7.9811       
4135.0000    49.1301      15.9579      1.0180       20.2847      50.0734      39.2285      1172.1305    264.2343     0.0399       0.0735       7.3462       
4135.1250    48.7880      15.9598      1.0319       20.8848      49.6144      39.3560      1188.6365    273.5674     0.0367       0.0777       7.7749       
4135.2500    48.6273      15.9626      0.8819       20.5910      49.3988      39.6110      1183.4004    271.1145     0.0352       0.0756       7.5650       
4135.3750    48.4441      15.9639      1.0592       21.0422      49.1529      39.6749      1178.2346    267.4492     0.0335       0.0789       7.8873       
4135.5000    48.9638      15.9661      1.2218       22.3859      49.8503      39.8030      1178.4473    265.6535     0.0384       0.0885       8.8471       
4135.6250    49.7334      15.9676      1.3547       19.1151      50.8830      39.7405      1186.8501    265.7050     0.0455       0.0651       6.5108       
4135.7500    50.3443      15.9697      1.4431       16.8858      51.7027      39.7417      1203.6011    270.7113     0.0510       0.0492       4.9185       
4135.8750    50.4106      15.9714      1.4419       19.2720      51.7916      39.7428      1195.5344    279.6396     0.0516       0.0662       6.6229       
4136.0000    50.2272      15.9729      1.3514       21.0627      51.5455      39.8073      1193.0325    282.2723     0.0499       0.0790       7.9020       
4136.1250    50.4070      15.9116      1.1716       23.0024      51.7867      39.9348      1223.9370    284.9421     0.0516       0.0929       9.2874       
4136.2500    50.4731      15.9133      1.0514       20.9220      51.8754      40.2525      1255.4990    292.9879     0.0522       0.0780       7.8014       
4136.3750    50.1765      15.9148      0.9908       21.2244      51.4774      40.3803      1238.5345    300.5553     0.0495       0.0802       8.0174       
4136.5000    49.7208      15.9176      0.9897       22.7170      50.8661      40.4448      1230.2209    302.6993     0.0453       0.0908       9.0836       
4136.6250    49.3333      15.9819      1.0181       24.5083      50.3460      40.5726      1227.6467    303.4565     0.0418       0.1036       10.3630      
4136.7500    49.3086      15.9849      1.0468       25.8520      50.3130      40.7004      1236.4194    310.5975     0.0416       0.1132       11.3229      
4136.8750    49.6926      15.9858      1.0902       23.7720      50.8281      41.2083      1245.2100    314.9689     0.0451       0.0984       9.8372       
4137.0000    50.0763      15.9245      1.1339       23.4781      51.3430      41.3992      1211.6460    315.0362     0.0486       0.0963       9.6272       
4137.1250    50.3016      15.8631      1.1774       20.2070      51.6453      41.8444      1173.3604    311.4991     0.0506       0.0729       7.2907       
4137.2500    50.3225      15.8642      1.2060       18.8713      51.6734      41.9080      1181.8247    307.2816     0.0508       0.0634       6.3367       
4137.3750    50.2524      15.7398      1.2349       18.5787      51.5793      42.0358      1179.3007    300.3581     0.0502       0.0613       6.1276       
4137.5000    50.2507      15.6776      1.2337       18.5821      51.5770      42.2269      1113.5385    290.2220     0.0502       0.0613       6.1301       
4137.6250    50.2490      15.6159      1.2326       18.4374      51.5747      42.3550      1066.0531    274.6759     0.0501       0.0603       6.0267       
4137.7500    50.3151      15.6174      1.1868       18.4417      51.6634      42.4194      1051.5952    266.0035     0.0507       0.0603       6.0298       
4137.8750    50.5631      15.6193      1.0516       19.0411      51.9962      42.4206      1114.3414    266.0606     0.0530       0.0646       6.4579       
4138.0000    50.9468      15.6213      0.8867       20.0880      52.5110      42.4848      1213.7362    276.1126     0.0564       0.0721       7.2057       
4138.1250    51.2402      15.6863      0.7366       20.3896      52.9047      42.4859      1368.7705    302.2548     0.0590       0.0742       7.4211       
4138.2500    51.4877      15.6886      0.6314       18.1601      53.2368      42.5501      1504.6765    339.1940     0.0612       0.0583       5.8286       
4138.3750    51.4407      15.6903      0.5559       19.9519      53.1737      42.8045      1645.7861    380.6554     0.0608       0.0711       7.1085       
4138.5000    51.1439      15.7564      0.4653       20.8491      52.7755      43.1223      1918.7751    421.2571     0.0582       0.0775       7.7493       
4138.6250    50.8243      15.7572      0.4194       20.1089      52.3466      43.5033      1947.8837    468.3605     0.0553       0.0722       7.2206       
4138.7500    50.5503      15.8226      0.3887       19.3691      51.9790      44.0113      1760.3684    501.8275     0.0529       0.0669       6.6922       
4138.8750    50.4124      15.8897      0.3576       18.9253      51.7940      44.3287      1602.3824    488.2971     0.0516       0.0638       6.3752       
4139.0000    50.5694      15.8913      0.3265       20.5675      52.0046      44.7098      1468.2566    462.1458     0.0530       0.0755       7.5482       
4139.1250    50.5676      15.8923      0.3107       21.3162      52.0023      44.9012      1370.3087    440.3818     0.0530       0.0808       8.0830       
4139.2500    50.3842      15.9575      0.2947       22.5121      51.7562      44.9656      1326.9839    420.6621     0.0514       0.0894       8.9372       
4139.3750    50.2006      15.9599      0.2937       22.8142      51.5098      45.0931      1303.0400    425.8082     0.0497       0.0915       9.1530       
4139.5000    50.0629      15.9607      0.3372       22.5203      51.3250      45.6644      1282.4417    431.6071     0.0485       0.0894       8.9430       
4139.6250    50.0157      15.9631      0.3956       22.9708      51.2617      46.1085      1233.5654    445.9027     0.0480       0.0926       9.2649       
