WELLNAME = well121
STDEP  =  3000.0000    
ENDEP  =  4019.9688    
LEVEL  =  0.1250       
CURNAMES  AC, CAL, CNL, GR, P_AC, R1, RT, RXO, SONPHI, SP, VSH, VSH1

#DEPTH       AC           CAL          CNL          GR           P_AC         R1           RT           RXO          SONPHI       SP           VSH          VSH1         
3114.2500    49.8500      22.0054      -0.8996      53.8934      49.0249      26.0525      10262.1211   9984.5752    0.0000       0.0000       0.0000       0.0000       
3114.3750    49.8685      21.9669      -0.8697      51.9895      49.0296      26.2047      10299.1387   9965.9580    0.0000       0.0000       0.0000       0.0000       
3114.5000    49.5065      21.9536      -0.8159      55.0798      48.9373      26.1792      10289.1748   9928.9795    0.0000       0.0000       0.0000       0.0000       
3114.6250    49.1082      21.8960      -0.7622      52.0463      48.8357      26.1665      10270.0098   9919.5859    0.0000       0.0000       0.0000       0.0000       
3114.7500    48.6917      21.8574      -0.7441      47.5857      48.7295      26.2552      10260.2344   9891.8633    0.0000       0.0000       0.0000       0.0000       
3114.8750    48.3296      21.8315      -0.8449      45.5630      48.6372      26.5976      10250.3184   9891.5410    0.0000       0.0000       0.0000       0.0000       
3115.0000    48.0400      21.7863      -0.9100      43.5401      48.5634      26.5975      10240.4766   9891.0898    0.0000       0.0000       0.0000       0.0000       
3115.1250    47.9135      21.7731      -0.9395      41.9929      48.5311      26.6229      10240.0156   9890.6387    0.0000       0.0000       0.0000       0.0000       
3115.2500    47.8958      21.7915      -0.9571      41.1591      48.5266      27.6122      10230.1309   9890.1670    0.0000       0.0000       0.0000       0.0000       
3115.3750    47.9686      21.8165      -0.9747      42.1681      48.5452      27.2823      10201.8047   9889.6543    0.0000       0.0000       0.0000       0.0000       
3115.5000    48.0596      21.8223      -0.9804      42.7024      48.5684      27.0540      10136.2871   9889.2852    0.0000       0.0000       0.0000       0.0000       
3115.6250    48.1688      21.8217      -1.0336      43.3549      48.5962      26.8763      10071.2031   9888.7959    0.0000       0.0000       0.0000       0.0000       
3115.7500    48.2778      21.8212      -1.0513      44.0669      48.6240      26.8635      9997.3428    9888.4004    0.0000       0.0000       0.0000       0.0000       
3115.8750    48.5864      21.7826      -1.0926      44.4227      48.7027      26.9142      9960.4424    9337.6572    0.0000       0.0000       0.0000       0.0000       
3116.0000    48.8042      21.7693      -1.1102      44.5403      48.7582      27.0283      9932.6445    7887.7188    0.0000       0.0000       0.0000       0.0000       
3116.1250    48.9132      21.7877      -1.1219      43.8255      48.7860      27.0917      9923.1895    6680.6143    0.0000       0.0000       0.0000       0.0000       
3116.2500    48.3880      21.8126      -1.1394      42.0405      48.6521      27.1550      9940.9404    6465.7383    0.0000       0.0000       0.0000       0.0000       
3116.3750    47.5728      21.8565      -1.1273      39.3041      48.4442      27.2057      9995.1504    7043.8193    0.0000       0.0000       0.0000       0.0000       
3116.5000    46.9933      21.9067      -1.1093      36.7463      48.2964      27.2817      10031.1758   5857.5205    0.0000       0.0000       0.0000       0.0000       
3116.6250    47.3561      21.8236      -1.0555      32.5234      48.3890      27.2944      10095.3105   4428.2373    0.0000       0.0000       0.0000       0.0000       
3116.7500    48.3713      21.7152      -0.9899      30.3222      48.6479      27.5480      7167.3613    3789.8181    0.0000       0.0000       0.0000       0.0000       
3116.8750    49.1691      21.6132      -0.9005      32.1639      48.8513      27.4211      3155.8049    3201.3726    0.0000       0.0000       0.0000       0.0000       
3117.0000    48.7889      21.5111      -0.7516      34.5410      48.7543      25.9496      2672.2512    2646.9050    0.0000       0.0000       0.0000       0.0000       
3117.1250    48.2818      21.4281      -0.5492      36.3231      48.6250      25.8480      2500.7737    2305.8000    0.0000       0.0000       0.0000       0.0000       
3117.2500    49.4058      21.3895      -0.3765      35.6681      48.9116      25.8480      2542.1274    2440.2544    0.0000       0.0000       0.0000       0.0000       
3117.3750    50.2942      21.3445      -0.2692      32.5154      49.1382      26.1778      2521.7263    2255.8130    0.0000       0.0000       0.0000       0.0000       
3117.5000    50.4758      21.3122      -0.2214      28.8278      49.1845      26.5709      2554.7476    2284.2537    0.0000       0.0000       0.0000       0.0000       
3117.6250    49.8599      21.3054      -0.2331      26.9834      49.0275      26.5709      3317.6973    2682.0781    0.0000       0.0000       0.0000       0.0000       
3117.7500    48.6642      21.3048      -0.5301      27.6954      48.7225      26.8245      4160.8013    3441.6323    0.0000       0.0000       0.0000       0.0000       
3117.8750    48.0485      21.3233      -0.7855      29.4776      48.5655      26.9893      4960.3604    3673.6050    0.0000       0.0000       0.0000       0.0000       
3118.0000    47.9401      21.3672      -0.9755      31.2008      48.5379      27.1668      6013.4551    4255.2266    0.0000       0.0000       0.0000       0.0000       
3118.1250    47.9405      21.3983      -1.0585      33.4589      48.5380      27.2936      8099.5781    5455.0703    0.0000       0.0000       0.0000       0.0000       
3118.2500    47.9771      21.4041      -1.1355      40.0573      48.5473      27.4077      10135.4199   6622.5708    0.0000       0.0000       0.0000       0.0000       
3118.3750    48.0136      21.4226      -1.1888      37.5586      48.5566      27.4457      10172.0254   6621.8936    0.0000       0.0000       0.0000       0.0000       
3118.5000    48.0503      21.4094      -1.2302      36.2494      48.5660      27.4710      10218.1816   6969.7554    0.0000       0.0000       0.0000       0.0000       
3118.6250    47.6520      21.4024      -1.2656      40.0534      48.4644      27.4895      10292.5820   6839.8750    0.0000       0.0000       0.0000       0.0000       
3118.7500    47.5254      21.4018      -1.2773      38.9818      48.4321      27.4328      10310.9668   6022.0908    0.0000       0.0000       0.0000       0.0000       
3118.8750    47.5802      21.3822      -1.2295      36.4239      48.4461      27.3820      10216.7852   5489.8022    0.0000       0.0000       0.0000       0.0000       
3119.0000    48.0336      21.3373      -1.1639      41.2979      48.5617      27.3439      8246.7109    4964.7813    0.0000       0.0000       0.0000       0.0000       
3119.1250    48.7952      21.3049      -1.0804      44.0912      48.7559      27.3312      5251.6484    4391.1250    0.0000       0.0000       0.0000       0.0000       
3119.2500    48.3968      21.2981      -0.9909      46.5872      48.6543      27.4706      4363.8105    3839.4690    0.0000       0.0000       0.0000       0.0000       
3119.3750    47.9622      21.2976      -0.9074      49.5587      48.5435      27.5593      3548.0591    3234.1245    0.0000       0.0000       0.0000       0.0000       
3119.5000    47.7814      21.2970      -0.8001      53.6006      48.4974      27.7115      3100.7844    2659.0908    0.0000       0.0000       0.0000       0.0000       
3119.6250    48.0899      21.2964      -0.7643      53.1830      48.5761      27.7495      2824.3457    2349.9844    0.0000       0.0000       0.0000       0.0000       
3119.7500    48.8694      21.2957      -0.6866      42.8361      48.7749      27.9143      2852.9009    2592.0688    0.0000       0.0000       0.0000       0.0000       
3119.8750    49.9391      21.2953      -0.6627      44.2617      49.0476      28.1806      2939.9224    2507.5850    0.0000       0.0000       0.0000       0.0000       
3120.0000    49.1058      21.2948      -0.6089      46.3415      48.8351      28.3582      2998.0337    2987.5149    0.0000       0.0000       0.0000       0.0000       
3120.1250    48.5444      21.3322      -0.5908      47.2320      48.6920      28.1678      3624.3853    3842.8643    0.0000       0.0000       0.0000       0.0000       
3120.2500    48.2185      21.3443      -0.5608      45.3875      48.6089      28.0155      5373.7124    4734.9155    0.0000       0.0000       0.0000       0.0000       
3120.3750    48.2551      21.3436      -0.5368      43.7807      48.6182      27.9394      6876.3242    5443.1934    0.0000       0.0000       0.0000       0.0000       
3120.5000    48.2736      21.3241      -0.5188      49.3090      48.6229      27.8505      7853.0435    6277.2202    0.0000       0.0000       0.0000       0.0000       
3120.6250    47.9659      21.3172      -0.4888      52.9347      48.5445      27.9773      9666.6504    7783.6211    0.0000       0.0000       0.0000       0.0000       
3120.7500    47.2051      21.3167      -0.4766      49.3062      48.3504      27.9772      9997.5527    9870.5664    0.0000       0.0000       0.0000       0.0000       
3120.8750    48.3292      21.3162      -0.4763      47.1644      48.6371      27.9138      10134.9229   10070.2910   0.0000       0.0000       0.0000       0.0000       
3121.0000    48.6738      21.3156      -0.4643      46.1523      48.7250      27.6981      6816.2139    7922.5405    0.0000       0.0000       0.0000       0.0000       
3121.1250    48.2755      21.3149      -0.4640      47.3999      48.6234      27.3682      2898.2539    3272.3938    0.0000       0.0000       0.0000       0.0000       
3121.2500    48.0221      21.3144      -0.4756      50.8471      48.5588      27.4696      2246.2300    2116.6008    0.0000       0.0000       0.0000       0.0000       
3121.3750    48.7292      21.3328      -0.4873      45.0189      48.7391      27.6851      1962.0388    1855.6243    0.0000       0.0000       0.0000       0.0000       
3121.5000    49.4545      21.3767      -0.5524      40.7961      48.9241      27.7739      1855.0809    1786.8411    0.0000       0.0000       0.0000       0.0000       
3121.6250    49.2737      21.4267      -0.6117      36.8110      48.8779      27.9387      1934.8401    2062.0332    0.0000       0.0000       0.0000       0.0000       
3121.7500    48.4766      21.4581      -0.6768      37.5826      48.6747      28.0782      3299.9023    5292.5137    0.0000       0.0000       0.0000       0.0000       
3121.8750    47.7702      21.5207      -0.7539      39.9001      48.4946      28.1796      7273.2241    8916.5723    0.0000       0.0000       0.0000       0.0000       
3122.0000    47.5893      21.5583      -0.8250      41.7421      48.4484      28.4079      10066.7793   9547.5771    0.0000       0.0000       0.0000       0.0000       
3122.1250    47.7529      21.5833      -0.8842      43.9407      48.4901      28.5854      10204.5820   10001.7363   0.0000       0.0000       0.0000       0.0000       
3122.2500    47.8983      21.6272      -0.9434      46.0204      48.5272      28.7122      10213.5107   9230.3359    0.0000       0.0000       0.0000       0.0000       
3122.3750    47.9530      21.6583      -1.0324      47.9812      48.5412      28.9150      10240.9980   8331.9590    0.0000       0.0000       0.0000       0.0000       
3122.5000    47.9533      21.6641      -1.1213      49.5854      48.5412      28.7628      10259.2412   7680.6909    0.0000       0.0000       0.0000       0.0000       
3122.6250    48.0080      21.6633      -1.1449      49.8813      48.5552      28.6232      10240.0488   7131.6055    0.0000       0.0000       0.0000       0.0000       
3122.7500    47.9540      21.6629      -1.1862      47.6800      48.5414      28.4202      10220.9531   7578.2290    0.0000       0.0000       0.0000       0.0000       
3122.8750    47.7369      21.6624      -1.2038      45.8949      48.4861      28.2933      10164.4600   7645.0229    0.0000       0.0000       0.0000       0.0000       
3123.0000    47.5923      21.6618      -1.2332      45.5369      48.4492      28.0649      10136.2598   8312.4463    0.0000       0.0000       0.0000       0.0000       
3123.1250    47.6108      21.6803      -1.2509      47.1407      48.4539      28.1155      10135.7871   10080.3516   0.0000       0.0000       0.0000       0.0000       
3123.2500    47.6836      21.6670      -1.2506      47.9126      48.4725      28.2296      10135.3145   10126.0693   0.0000       0.0000       0.0000       0.0000       
3123.3750    47.8109      21.6601      -1.2206      46.1273      48.5049      28.3817      10107.1309   10144.1914   0.0000       0.0000       0.0000       0.0000       
3123.5000    47.8656      21.6596      -1.1907      44.9369      48.5189      28.4198      10060.5596   10171.5391   0.0000       0.0000       0.0000       0.0000       
3123.6250    47.9385      21.6588      -1.1667      43.3898      48.5375      28.5212      10060.0352   10152.4102   0.0000       0.0000       0.0000       0.0000       
3123.7500    48.0114      21.6584      -1.1426      43.9831      48.5561      28.4450      10059.6699   10161.3965   0.0000       0.0000       0.0000       0.0000       
3123.8750    48.0298      21.6386      -1.1365      45.8844      48.5607      28.2039      10086.8828   10198.0459   0.0000       0.0000       0.0000       0.0000       
3124.0000    48.0664      21.6128      -1.1124      46.8940      48.5701      28.0517      10114.1426   9323.5381    0.0000       0.0000       0.0000       0.0000       
3124.1250    48.0668      21.5870      -1.1181      43.0278      48.5702      27.8233      10244.5215   6634.1455    0.0000       0.0000       0.0000       0.0000       
3124.2500    48.0672      21.5609      -1.1238      39.6373      48.5703      27.5695      8829.3027    5197.2930    0.0000       0.0000       0.0000       0.0000       
3124.3750    48.1401      21.5351      -1.1116      36.4848      48.5889      27.3158      6266.7832    4369.2939    0.0000       0.0000       0.0000       0.0000       
3124.5000    48.2310      21.4899      -1.1115      36.4834      48.6121      27.0620      4874.6069    3818.8896    0.0000       0.0000       0.0000       0.0000       
3124.6250    48.2857      21.4577      -1.1409      37.0172      48.6260      26.7068      4592.0972    3532.2324    0.0000       0.0000       0.0000       0.0000       
3124.7500    48.3223      21.4319      -1.1823      33.9833      48.6354      26.3770      5682.2944    4218.1733    0.0000       0.0000       0.0000       0.0000       
3124.8750    48.3228      21.3870      -1.2415      31.9011      48.6355      26.7447      7130.6318    5184.2461    0.0000       0.0000       0.0000       0.0000       
3125.0000    48.2869      21.3548      -1.3186      36.0021      48.6263      27.0364      9006.1123    6155.2642    0.0000       0.0000       0.0000       0.0000       
3125.1250    48.2147      21.3096      -1.3659      39.0927      48.6079      27.1759      10258.7979   7119.2227    0.0000       0.0000       0.0000       0.0000       
3125.2500    48.1788      21.2966      -1.4310      38.9726      48.5988      27.3787      10248.9453   8084.7598    0.0000       0.0000       0.0000       0.0000       
3125.3750    48.1430      21.3150      -1.4249      35.8201      48.5896      27.6577      10183.0898   7320.8906    0.0000       0.0000       0.0000       0.0000       
3125.5000    48.0709      21.3208      -1.3949      36.8296      48.5712      27.9241      10136.2637   7953.4302    0.0000       0.0000       0.0000       0.0000       
3125.6250    48.0712      21.3393      -1.3589      40.4551      48.5713      28.2665      10089.6133   8646.7813    0.0000       0.0000       0.0000       0.0000       
3125.7500    48.0716      21.4021      -1.3230      43.6647      48.5714      28.1142      10052.2676   9503.2266    0.0000       0.0000       0.0000       0.0000       
3125.8750    48.1444      21.4709      -1.2931      46.9930      48.5900      27.7843      10051.8643   10006.0996   0.0000       0.0000       0.0000       0.0000       
3126.0000    48.3623      21.4835      -1.2631      50.6781      48.6455      27.4418      10097.3027   10069.7979   0.0000       0.0000       0.0000       0.0000       
3126.1250    48.7432      21.5337      -1.1974      53.1743      48.7427      27.6193      10096.9824   10133.9766   0.0000       0.0000       0.0000       0.0000       
3126.2500    49.1604      21.5649      -1.1317      54.5999      48.8491      27.8349      10087.2715   10170.5547   0.0000       0.0000       0.0000       0.0000       
3126.3750    49.0702      21.6085      -1.0661      52.9338      48.8260      28.1646      10049.8506   10160.8799   0.0000       0.0000       0.0000       0.0000       
3126.5000    48.6175      21.6208      -0.9826      47.9380      48.7106      28.2914      10049.5029   10178.9072   0.0000       0.0000       0.0000       0.0000       
3126.6250    48.0016      21.6012      -0.9467      44.5474      48.5536      28.4562      10058.2715   10197.1855   0.0000       0.0000       0.0000       0.0000       
3126.7500    48.4913      21.5753      -0.9048      42.5840      48.6784      28.2785      10076.3105   10196.6924   0.0000       0.0000       0.0000       0.0000       
3126.8750    48.9267      21.5494      -0.8868      40.5609      48.7895      28.2151      10158.9883   10177.4658   0.0000       0.0000       0.0000       0.0000       
3127.0000    49.1988      21.5424      -0.8628      39.1921      48.8589      28.0374      10223.7480   10149.3164   0.0000       0.0000       0.0000       0.0000       
3127.1250    48.8005      21.5419      -0.8506      38.0611      48.7573      28.0374      10298.1152   10139.4258   0.0000       0.0000       0.0000       0.0000       
3127.2500    48.5109      21.5413      -0.8444      37.4652      48.6834      28.2275      10326.0313   10120.4072   0.0000       0.0000       0.0000       0.0000       
3127.3750    48.2757      21.5596      -0.8620      40.7340      48.6235      28.4051      10335.0693   10110.8936   0.0000       0.0000       0.0000       0.0000       
3127.5000    48.3123      21.5654      -0.8677      44.4786      48.6328      28.6841      10381.8027   10082.6426   0.0000       0.0000       0.0000       0.0000       
3127.6250    48.4214      21.5839      -0.8556      45.7855      48.6606      29.0518      10400.4336   10063.8408   0.0000       0.0000       0.0000       0.0000       
3127.7500    47.8781      21.5898      -0.8732      46.0220      48.5221      29.5718      10399.8633   10063.4102   0.0000       0.0000       0.0000       0.0000       
3127.8750    48.1684      21.6082      -0.9026      45.1287      48.5961      29.2292      10399.4512   10099.7715   0.0000       0.0000       0.0000       0.0000       
3128.0000    48.6400      21.5950      -0.9024      43.6405      48.7164      29.1150      10360.9756   10117.8184   -99999.0000  0.0000       -99999.0000  0.0000       
3128.1250    49.0210      21.5501      -0.9021      42.9856      48.8135      28.9247      10332.2441   10089.5566   -99999.0000  0.0000       -99999.0000  0.0000       
3128.2500    49.2750      21.5176      -0.8900      42.3896      48.8783      28.6456      10247.0449   10052.3770   -99999.0000  0.0000       -99999.0000  0.0000       
3128.3750    49.4204      21.4918      -0.8601      44.7668      48.9154      28.7850      10246.7246   8694.1836    -99999.0000  0.0000       -99999.0000  0.0000       
3128.5000    49.4026      21.4659      -0.8301      46.1925      48.9108      28.8738      8606.8447    5160.2686    -99999.0000  0.0000       -99999.0000  0.0000       
3128.6250    49.1855      21.4400      -0.8061      42.3857      48.8555      29.0513      4006.3347    3437.2566    -99999.0000  0.0000       -99999.0000  0.0000       
3128.7500    48.7691      21.4331      -0.7226      37.9250      48.7493      29.1274      2797.2344    2794.8210    -99999.0000  0.0000       -99999.0000  0.0000       
3128.8750    48.5338      21.4135      -0.5618      33.9994      48.6893      28.6707      2341.0874    2345.6372    -99999.0000  0.0000       -99999.0000  0.0000       
3129.0000    48.5342      21.3876      -0.5021      31.6196      48.6894      28.3281      2047.7144    1966.6895    -99999.0000  0.0000       -99999.0000  0.0000       
3129.1250    48.5527      21.3616      -0.4959      30.2505      48.6941      29.3682      2020.7822    2132.2207    -99999.0000  0.0000       -99999.0000  0.0000       
3129.2500    48.5169      21.3548      -0.4897      30.1302      48.6850      29.0002      2424.2627    2483.9150    -99999.0000  0.0000       -99999.0000  0.0000       
3129.3750    48.4084      21.3542      -0.4954      30.5454      48.6573      28.6831      2822.8252    2916.0852    -99999.0000  0.0000       -99999.0000  0.0000       
3129.5000    48.1913      21.3537      -0.5189      32.8629      48.6019      28.3786      3348.9233    3718.7700    -99999.0000  0.0000       -99999.0000  0.0000       
3129.6250    48.5179      21.3531      -0.5663      35.5968      48.6852      28.0614      4702.6113    4816.4453    -99999.0000  0.0000       -99999.0000  0.0000       
3129.7500    48.8263      21.3714      -0.6135      37.2010      48.7639      27.9472      7375.4639    5940.2969    -99999.0000  0.0000       -99999.0000  0.0000       
3129.8750    48.5368      21.3962      -0.6193      39.5186      48.6900      28.2643      9953.2539    7158.0308    -99999.0000  0.0000       -99999.0000  0.0000       
3130.0000    48.1203      21.4019      -0.6845      41.7173      48.5838      28.3149      10458.2363   8395.2520    -99999.0000  0.0000       -99999.0000  0.0000       
3130.1250    47.5044      21.4205      -0.7615      42.5484      48.4268      27.8963      10573.0645   6638.1592    -99999.0000  0.0000       -99999.0000  0.0000       
3130.2500    47.8854      21.4261      -0.8147      41.4767      48.5239      27.4142      6323.6504    4985.9541    -99999.0000  0.0000       -99999.0000  0.0000       
3130.3750    48.0489      21.4257      -0.8027      41.4755      48.5656      27.6424      4955.8125    4115.3037    -99999.0000  0.0000       -99999.0000  0.0000       
3130.5000    47.7231      21.4253      -0.7191      42.9012      48.4825      27.7439      4229.5010    3607.2144    -99999.0000  0.0000       -99999.0000  0.0000       
3130.6250    47.5603      21.4247      -0.6357      41.2945      48.4410      27.8326      3707.1157    3164.7085    -99999.0000  0.0000       -99999.0000  0.0000       
3130.7500    47.4700      21.4051      -0.5522      36.3578      48.4180      27.9467      3378.6963    2844.1809    -99999.0000  0.0000       -99999.0000  0.0000       
3130.8750    47.4704      21.3982      -0.4806      34.9296      48.4181      28.0354      4196.1084    3265.2520    -99999.0000  0.0000       -99999.0000  0.0000       
3131.0000    47.7245      21.3976      -0.4446      35.9985      48.4829      28.1115      5574.3877    4405.7285    -99999.0000  0.0000       -99999.0000  0.0000       
3131.1250    48.3411      21.3781      -0.4385      37.0675      48.6401      28.1621      6920.6587    5557.8291    -99999.0000  0.0000       -99999.0000  0.0000       
3131.2500    48.7039      21.3712      -0.4738      38.2554      48.7326      28.2762      10013.8496   7006.8779    -99999.0000  0.0000       -99999.0000  0.0000       
3131.3750    48.2874      21.3516      -0.5034      39.5622      48.6264      28.4284      10040.9102   9000.6523    -99999.0000  0.0000       -99999.0000  0.0000       
3131.5000    47.8347      21.3445      -0.5566      41.9393      48.5110      28.7200      10086.3574   10310.9785   -99999.0000  0.0000       -99999.0000  0.0000       
3131.6250    47.7444      21.3441      -0.6337      44.3164      48.4880      28.9990      10122.8135   10480.6709   -99999.0000  0.0000       -99999.0000  0.0000       
3131.7500    47.9623      21.3624      -0.7108      42.0555      48.5435      28.9609      10150.1855   10489.7471   -99999.0000  0.0000       -99999.0000  0.0000       
3131.8750    48.4701      21.3682      -0.7759      40.8055      48.6730      28.8847      10177.6387   10441.4014   -99999.0000  0.0000       -99999.0000  0.0000       
3132.0000    49.0867      21.3866      -0.8114      39.7933      48.8303      29.5315      10204.9902   10440.9541   -99999.0000  0.0000       -99999.0000  0.0000       
3132.1250    49.1595      21.4115      -0.8290      40.3868      48.8488      29.3793      10241.9043   10440.4785   -99999.0000  0.0000       -99999.0000  0.0000       
3132.2500    48.7068      21.4555      -0.8227      42.6450      48.7334      29.1002      10260.3174   8720.2383    -99999.0000  0.0000       -99999.0000  0.0000       
3132.3750    48.2360      21.5437      -0.7987      39.5516      48.6133      28.8591      10241.0039   8521.8438    -99999.0000  0.0000       -99999.0000  0.0000       
3132.5000    47.6745      21.6255      -0.7569      37.2313      48.4702      28.5927      10231.2559   6996.8237    -99999.0000  0.0000       -99999.0000  0.0000       
3132.6250    48.0192      21.6631      -0.6793      34.6731      48.5580      28.4531      9559.0303    5716.3506    -99999.0000  0.0000       -99999.0000  0.0000       
3132.7500    48.9440      21.7070      -0.6374      34.9692      48.7939      28.2374      4785.8174    4872.7183    -99999.0000  0.0000       -99999.0000  0.0000       
3132.8750    49.1980      21.7191      -0.6194      40.2599      48.8586      28.0471      2888.9167    3080.2559    -99999.0000  0.0000       -99999.0000  0.0000       
3133.0000    48.9084      21.6994      -0.5834      37.7612      48.7848      27.7426      2138.2903    1882.4219    -99999.0000  0.0000       -99999.0000  0.0000       
3133.1250    48.5644      21.6924      -0.5832      35.2625      48.6971      27.4127      1709.6277    1515.0261    -99999.0000  0.0000       -99999.0000  0.0000       
3133.2500    48.1117      21.6920      -0.6186      32.7639      48.5816      27.2605      1334.6553    1294.1096    -99999.0000  0.0000       -99999.0000  0.0000       
3133.3750    47.8945      21.6722      -0.6422      29.5515      48.5263      27.3111      1248.9968    1173.5552    -99999.0000  0.0000       -99999.0000  0.0000       
3133.5000    47.8043      21.6655      -0.6657      25.9827      48.5032      27.5521      1417.3832    1298.8145    -99999.0000  0.0000       -99999.0000  0.0000       
3133.6250    48.0403      21.6838      -0.7546      27.3489      48.5634      27.6281      1634.3372    1429.7695    -99999.0000  0.0000       -99999.0000  0.0000       
3133.7500    48.3669      21.6898      -0.8377      29.4881      48.6467      27.8310      1910.8809    1611.6611    -99999.0000  0.0000       -99999.0000  0.0000       
3133.8750    48.6572      21.6891      -0.9147      31.9843      48.7208      28.0085      2234.4236    1811.5066    -99999.0000  0.0000       -99999.0000  0.0000       
3134.0000    48.8751      21.6887      -0.9680      31.2693      48.7763      28.1480      2529.6948    2070.2158    -99999.0000  0.0000       -99999.0000  0.0000       
3134.1250    48.5854      21.6881      -0.9737      31.6249      48.7024      28.0337      2424.2437    2166.9277    -99999.0000  0.0000       -99999.0000  0.0000       
3134.2500    48.1690      21.6876      -0.9615      33.8831      48.5962      27.9068      2281.0786    2014.5134    -99999.0000  0.0000       -99999.0000  0.0000       
3134.3750    47.9519      21.6869      -0.9138      31.7411      48.5409      27.6657      2982.1538    2253.2800    -99999.0000  0.0000       -99999.0000  0.0000       
3134.5000    47.7892      21.6674      -0.7886      29.1830      48.4994      27.6023      3369.3530    2530.3291    -99999.0000  0.0000       -99999.0000  0.0000       
3134.6250    47.7532      21.6604      -0.6694      33.4629      48.4902      27.5515      3653.2188    2775.3613    -99999.0000  0.0000       -99999.0000  0.0000       
3134.7500    47.7536      21.6406      -0.6276      32.7480      48.4903      27.6022      3893.1060    3029.6001    -99999.0000  0.0000       -99999.0000  0.0000       
3134.8750    47.8265      21.6149      -0.5857      31.0224      48.5089      27.9192      4267.0273    2965.4099    -99999.0000  0.0000       -99999.0000  0.0000       
3135.0000    47.9718      21.6459      -0.5498      29.1180      48.5460      28.0206      4569.3823    2968.4858    -99999.0000  0.0000       -99999.0000  0.0000       
3135.1250    48.2803      21.6582      -0.5198      27.0951      48.6246      28.5786      4674.3799    3129.6646    -99999.0000  0.0000       -99999.0000  0.0000       
3135.2500    48.9512      21.6766      -0.4958      26.2614      48.7957      28.8195      4572.8428    3087.0317    -99999.0000  0.0000       -99999.0000  0.0000       
3135.3750    49.9303      21.6825      -0.5252      28.5194      49.0454      28.8449      4204.1006    2954.3140    -99999.0000  0.0000       -99999.0000  0.0000       
3135.5000    50.5469      21.6630      -0.5369      30.2427      49.2026      28.5911      4169.9814    2948.9224    -99999.0000  0.0000       -99999.0000  0.0000       
3135.6250    50.5835      21.6560      -0.5664      32.3226      49.2120      28.3754      4651.7910    3075.0417    -99999.0000  0.0000       -99999.0000  0.0000       
3135.7500    50.1127      21.6173      -0.5662      34.7591      49.0919      28.1597      4986.7910    2928.3474    -99999.0000  0.0000       -99999.0000  0.0000       
3135.8750    49.4787      21.6041      -0.5481      35.4118      48.9302      28.0075      4370.1777    2776.7822    -99999.0000  0.0000       -99999.0000  0.0000       
3136.0000    48.6272      21.5653      -0.4765      32.9727      48.7131      27.8298      4243.6831    3231.1572    -99999.0000  0.0000       -99999.0000  0.0000       
3136.1250    47.5401      21.5332      -0.3573      34.5173      48.4359      27.9820      5055.7363    3773.0095    -99999.0000  0.0000       -99999.0000  0.0000       
3136.2500    46.7430      21.5074      -0.2441      37.0134      48.2326      28.5781      3680.9282    3196.2153    -99999.0000  0.0000       -99999.0000  0.0000       
3136.3750    47.7221      21.5003      -0.2141      37.4283      48.4823      29.1868      2809.0688    2628.5071    -99999.0000  0.0000       -99999.0000  0.0000       
3136.5000    49.0274      21.4998      -0.1960      36.1189      48.8151      29.0472      2774.8320    2305.8884    -99999.0000  0.0000       -99999.0000  0.0000       
3136.6250    48.7740      21.4993      -0.1661      34.5118      48.7505      28.9457      2784.8750    2488.8403    -99999.0000  0.0000       -99999.0000  0.0000       
3136.7500    47.7594      21.4987      -0.1064      33.2024      48.4918      28.8188      2130.5427    2199.0454    -99999.0000  0.0000       -99999.0000  0.0000       
3136.8750    47.6692      21.4982      -0.0823      32.1308      48.4688      28.6792      1774.9238    1906.2712    -99999.0000  0.0000       -99999.0000  0.0000       
3137.0000    49.1195      21.5167      -0.0583      34.7458      48.8386      28.5142      1496.0503    1611.6946    -99999.0000  0.0000       -99999.0000  0.0000       
3137.1250    49.8630      21.5414      -0.0401      39.3826      49.0282      28.3239      1185.9346    1346.2988    -99999.0000  0.0000       -99999.0000  0.0000       
3137.2500    50.4251      21.5473      -0.0400      38.4300      49.1716      28.2351      906.9402     1080.0084    -99999.0000  0.0000       -99999.0000  0.0000       
3137.3750    49.9361      21.5467      -0.0337      35.8718      49.0469      28.0448      982.2936     896.3186     -99999.0000  0.0000       -99999.0000  0.0000       
3137.5000    49.1210      21.5461      -0.0335      35.1569      48.8390      27.8037      1351.1128    1103.3904    -99999.0000  0.0000       -99999.0000  0.0000       
3137.6250    48.6682      21.5264      -0.0511      34.9177      48.7236      27.6387      1844.9475    1526.0349    -99999.0000  0.0000       -99999.0000  0.0000       
3137.7500    49.1942      21.5005      -0.0805      34.9162      48.8577      27.8797      2416.2502    2140.4236    -99999.0000  0.0000       -99999.0000  0.0000       
3137.8750    49.4120      21.4935      -0.1160      35.0339      48.9132      28.2855      3207.7620    2885.0879    -99999.0000  0.0000       -99999.0000  0.0000       
3138.0000    49.4487      21.4930      -0.1574      36.8164      48.9226      28.3615      4464.5425    3541.4395    -99999.0000  0.0000       -99999.0000  0.0000       
3138.1250    48.8509      21.5114      -0.1987      40.9774      48.7701      28.2346      4588.8867    3666.3081    -99999.0000  0.0000       -99999.0000  0.0000       
