WELLNAME = well121
STDEP  =  3000.0000    
ENDEP  =  4019.9688    
LEVEL  =  0.1250       
CURNAMES  AC, CAL, CNL, GR, P_AC, R1, RT, RXO, SONPHI, SP, VSH, VSH1

#DEPTH       AC           CAL          CNL          GR           P_AC         R1           RT           RXO          SONPHI       SP           VSH          VSH1         
3490.0000    47.6613      21.0698      -1.2928      55.1183      48.4668      26.9808      9899.7461    9981.4004    0.0000       0.0000       0.3223       32.2274      
3490.1250    47.6965      21.0481      -1.2625      52.7433      48.4757      26.7400      9882.6563    10028.0088   0.0000       0.0000       0.3053       30.5310      
3490.2500    47.6953      21.0319      -1.2394      50.1896      48.4755      26.4359      9910.8477    10065.8672   0.0000       0.0000       0.2871       28.7069      
3490.3750    47.7127      21.0534      -1.2283      48.1710      48.4799      26.1318      9911.8984    10076.0801   0.0000       0.0000       0.2727       27.2650      
3490.5000    47.7117      21.0621      -1.2230      49.0098      48.4796      25.8404      9922.1807    10095.5195   0.0000       0.0000       0.2786       27.8642      
3490.6250    47.6926      21.0643      -1.2117      51.9912      48.4748      25.2829      9932.2070    10124.4805   0.0000       0.0000       0.2999       29.9937      
3490.7500    47.6733      21.0473      -1.1947      55.5673      48.4699      25.6248      9942.1895    10134.8027   0.0000       0.0000       0.3255       32.5480      
3490.8750    47.6180      21.0241      -1.1953      59.0848      48.4557      25.8147      9952.3418    10154.5117   0.0000       0.0000       0.3506       35.0606      
3491.0000    47.5989      20.9819      -1.1961      61.3511      48.4509      25.9160      9953.5078    10155.5254   0.0000       0.0000       0.3668       36.6794      
3491.1250    47.5979      20.9334      -1.2087      63.4403      48.4506      26.1059      9954.5684    10165.9336   0.0000       0.0000       0.3817       38.1716      
3491.2500    47.6152      20.9233      -1.2213      63.3849      48.4550      26.3085      9955.6260    10176.0469   0.0000       0.0000       0.3813       38.1321      
3491.3750    47.6141      20.9444      -1.2399      60.7712      48.4548      26.2197      9956.8809    10195.7461   0.0000       0.0000       0.3627       36.2651      
3491.5000    47.6131      20.9528      -1.2525      61.0744      48.4545      26.0676      9957.8320    10187.7773   0.0000       0.0000       0.3648       36.4817      
3491.6250    47.6121      20.9365      -1.2830      63.2815      48.4542      25.9915      9958.9766    10179.3877   0.0000       0.0000       0.3806       38.0582      
3491.7500    47.6475      20.9512      -1.3015      63.7037      48.4633      25.9787      9959.8818    10161.9219   0.0000       0.0000       0.3836       38.3598      
3491.8750    47.6828      20.9594      -1.3441      61.2676      48.4723      26.2827      9961.0078    10162.9658   0.0000       0.0000       0.3662       36.6197      
3492.0000    47.7544      20.9997      -1.3745      63.2965      48.4905      26.6879      9961.8945    10154.8438   0.0000       0.0000       0.3807       38.0689      
3492.1250    47.8623      21.0526      -1.4228      64.8489      48.5180      25.5858      9963.2998    10128.1055   0.0000       0.0000       0.3918       39.1778      
3492.2500    47.9702      21.1063      -1.4889      62.9494      48.5455      25.8010      9964.1426    10110.8613   0.0000       0.0000       0.3782       37.8210      
3492.3750    48.0780      21.1398      -1.5551      60.0978      48.5730      26.1049      9965.1816    10093.2930   0.0000       0.0000       0.3578       35.7841      
3492.5000    48.0225      21.1677      -1.6214      57.3058      48.5589      26.1049      9966.2402    10094.5664   0.0000       0.0000       0.3379       33.7898      
3492.6250    47.9128      21.1762      -1.6755      53.3835      48.5309      26.3074      9967.3672    10095.6201   0.0000       0.0000       0.3099       30.9882      
3492.7500    47.7667      21.1972      -1.7419      54.9371      48.4937      26.3707      9968.3164    10087.3301   0.0000       0.0000       0.3210       32.0979      
3492.8750    47.6568      21.1870      -1.7663      56.7275      48.4656      26.5733      9969.6387    10070.1172   0.0000       0.0000       0.3338       33.3768      
3493.0000    47.6014      21.1830      -1.7849      58.2789      48.4515      26.7632      9970.5879    10061.9297   0.0000       0.0000       0.3448       34.4850      
3493.1250    47.5279      21.1281      -1.7915      61.0218      48.4328      26.6617      9971.7373    10045.0625   0.0000       0.0000       0.3644       36.4442      
3493.2500    47.4541      21.0922      -1.7863      62.4549      48.4140      26.4463      9954.5371    10036.5723   0.0000       0.0000       0.3747       37.4678      
3493.3750    47.3991      21.0877      -1.7751      56.5688      48.3999      26.2308      9937.5732    10028.5488   0.0000       0.0000       0.3326       33.2634      
3493.5000    47.3254      21.1280      -1.7520      53.8362      48.3811      26.3701      9938.3701    10029.6563   0.0000       0.0000       0.3131       31.3116      
3493.6250    47.2880      21.1818      -1.7229      58.0674      48.3716      26.5347      9921.5146    10030.7852   0.0000       0.0000       0.3433       34.3338      
3493.7500    47.2692      21.1962      -1.6881      62.4162      48.3668      26.6740      9904.4951    10031.8965   0.0000       0.0000       0.3744       37.4401      
3493.8750    47.2137      21.1985      -1.6471      62.5406      48.3527      26.5725      9905.6504    10005.6191   0.0000       0.0000       0.3753       37.5290      
3494.0000    47.1946      21.2204      -1.6121      59.3317      48.3478      26.3317      9888.2500    9988.0215    0.0000       0.0000       0.3524       35.2369      
3494.1250    47.1937      21.2284      -1.5832      57.3136      48.3476      26.3823      9853.8154    9971.3389    0.0000       0.0000       0.3380       33.7954      
3494.2500    47.1745      21.2497      -1.5718      55.6535      48.3426      26.5089      9845.5332    9953.8203    0.0000       0.0000       0.3261       32.6097      
3494.3750    47.1918      21.2967      -1.5607      56.7883      48.3470      26.6481      9837.4629    9918.6191    0.0000       0.0000       0.3342       33.4202      
3494.5000    47.2449      21.3304      -1.5733      58.8167      48.3606      26.6861      9838.6592    9910.8555    0.0000       0.0000       0.3487       34.8691      
3494.6250    47.2623      21.3575      -1.6394      61.4996      48.3650      26.5720      9839.7471    9911.7148    0.0000       0.0000       0.3679       36.7854      
3494.7500    47.3158      21.4045      -1.6938      59.5410      48.3787      26.4452      9840.9219    9913.1357    0.0000       0.0000       0.3539       35.3865      
3494.8750    47.3510      21.4766      -1.7301      54.3694      48.3876      26.4324      9841.6055    9913.8457    0.0000       0.0000       0.3169       31.6924      
3495.0000    47.4044      21.5549      -1.7606      50.3883      48.4013      26.4197      9842.7158    9915.0293    0.0000       0.0000       0.2885       28.8488      
3495.1250    47.4579      21.6331      -1.7792      46.5263      48.4149      26.4196      9843.7617    9915.9766    0.0000       0.0000       0.2609       26.0902      
3495.2500    47.5294      21.7118      -1.7679      45.5788      48.4331      26.4448      9844.7852    9935.2803    0.0000       0.0000       0.2541       25.4134      
3495.3750    47.6188      21.7717      -1.7568      48.7971      48.4559      26.4574      9845.7441    9954.6260    0.0000       0.0000       0.2771       27.7122      
3495.5000    47.6545      21.8052      -1.7576      51.7184      48.4650      26.4826      9883.0488    9955.3398    0.0000       0.0000       0.2980       29.7988      
3495.6250    47.7258      21.8136      -1.7582      52.8539      48.4832      26.4826      9901.9883    9965.6016    0.0000       0.0000       0.3061       30.6100      
3495.7500    47.7794      21.8351      -1.7591      50.8965      48.4969      26.4698      9921.1416    9975.8438    0.0000       0.0000       0.2921       29.2118      
3495.8750    47.8511      21.8433      -1.7538      48.8784      48.5152      26.4696      9922.3457    9986.1309    0.0000       0.0000       0.2777       27.7703      
3496.0000    47.8500      21.8456      -1.7425      47.2767      48.5149      26.4696      9923.3584    9995.9629    0.0000       0.0000       0.2663       26.6262      
3496.1250    47.8491      21.8482      -1.7372      48.2353      48.5147      26.4315      9924.4785    9996.9834    0.0000       0.0000       0.2731       27.3109      
3496.2500    47.8481      21.8692      -1.7203      49.9643      48.5144      26.4314      9934.6650    10017.0332   0.0000       0.0000       0.2855       28.5459      
3496.3750    47.8289      21.8780      -1.7151      52.5881      48.5095      26.3933      9935.4648    10017.6045   0.0000       0.0000       0.3042       30.4200      
3496.5000    47.8461      21.8610      -1.7156      54.8540      48.5139      26.2919      9955.0264    10019.1445   0.0000       0.0000       0.3204       32.0385      
3496.6250    47.8450      21.8193      -1.7165      58.5475      48.5136      26.1905      9964.8691    10019.9473   0.0000       0.0000       0.3468       34.6768      
3496.7500    47.8078      21.8087      -1.7111      57.0652      48.5041      26.0004      9966.2510    10039.3516   0.0000       0.0000       0.3362       33.6180      
3496.8750    47.7525      21.7924      -1.6822      56.1787      48.4900      25.9116      9967.0996    10022.3906   0.0000       0.0000       0.3298       32.9848      
3497.0000    47.6972      21.7876      -1.6590      58.3847      48.4759      26.0002      9968.4619    10022.9521   0.0000       0.0000       0.3456       34.5605      
3497.1250    47.6415      21.8095      -1.6241      54.9394      48.4617      26.2660      9978.2832    10023.7988   0.0000       0.0000       0.3210       32.0996      
3497.2500    47.6407      21.8173      -1.6069      52.6834      48.4615      26.3546      9988.5625    10043.5742   0.0000       0.0000       0.3049       30.4882      
3497.3750    47.6399      21.8193      -1.5957      51.1430      48.4613      26.4812      9989.7305    10044.4941   0.0000       0.0000       0.2939       29.3879      
3497.5000    47.6204      21.8597      -1.5904      49.4828      48.4564      26.6711      9999.7520    10045.6973   0.0000       0.0000       0.2820       28.2020      
3497.6250    47.5652      21.9322      -1.5675      48.4753      48.4423      26.7977      10010.1396   10047.2021   0.0000       0.0000       0.2748       27.4824      
3497.7500    47.5280      21.9529      -1.5502      46.8150      48.4328      26.7976      10010.9863   10056.6650   0.0000       0.0000       0.2630       26.2964      
3497.8750    47.5090      21.9175      -1.5332      44.5000      48.4279      26.6709      10012.2275   10067.0459   0.0000       0.0000       0.2464       24.6429      
3498.0000    47.5080      21.8686      -1.5278      42.3636      48.4277      26.3794      10013.0742   10068.6152   0.0000       0.0000       0.2312       23.1169      
3498.1250    47.5614      21.8391      -1.5167      40.5842      48.4413      26.0880      10014.3555   10069.5156   0.0000       0.0000       0.2185       21.8458      
3498.2500    47.7599      21.8161      -1.4997      40.2327      48.4919      25.7459      10015.2461   10060.9219   0.0000       0.0000       0.2159       21.5948      
3498.3750    48.0308      21.7931      -1.4825      40.6547      48.5610      25.3152      10007.3301   10053.1719   0.0000       0.0000       0.2190       21.8962      
3498.5000    48.2293      21.7886      -1.4654      41.2552      48.6116      25.4924      9989.8340    10072.4023   0.0000       0.0000       0.2233       22.3251      
3498.6250    48.4638      21.7910      -1.4660      41.3798      48.6714      25.7456      9954.9492    10073.7852   0.0000       0.0000       0.2241       22.4141      
3498.7500    48.5355      21.7752      -1.4669      40.8487      48.6897      26.0116      9946.9199    10074.5703   0.0000       0.0000       0.2203       22.0348      
3498.8750    48.3714      21.7515      -1.4734      39.6651      48.6479      26.1761      9938.4063    10075.6816   0.0000       0.0000       0.2119       21.1894      
3499.0000    47.9532      21.7279      -1.4860      38.4806      48.5412      25.9480      9921.6328    10076.9043   0.0000       0.0000       0.2034       20.3433      
3499.1250    47.6260      21.6863      -1.5521      37.1177      48.4578      25.6566      9904.3281    10086.8594   0.0000       0.0000       0.1937       19.3698      
3499.2500    47.3349      21.6757      -1.6005      35.8139      48.3835      25.3145      9887.3535    10106.7871   0.0000       0.0000       0.1844       18.4385      
3499.3750    47.1528      21.6592      -1.6072      35.5812      48.3371      25.0484      9879.6309    10116.9805   0.0000       0.0000       0.1827       18.2723      
3499.5000    47.0248      21.6356      -1.6138      38.9791      48.3045      24.7190      9880.5967    10117.9023   0.0000       0.0000       0.2070       20.6994      
3499.6250    46.9513      21.5936      -1.6026      41.2437      48.2857      24.8203      9881.9473    10100.6475   0.0000       0.0000       0.2232       22.3170      
3499.7500    46.9505      21.5637      -1.5796      43.7467      48.2855      25.1748      9882.6113    10120.1016   0.0000       0.0000       0.2410       24.1048      
3499.8750    46.9130      21.5212      -1.5327      47.5590      48.2760      25.2761      9874.8818    10121.6191   0.0000       0.0000       0.2683       26.8279      
3500.0000    46.9122      21.5117      -1.4917      51.5498      48.2757      25.7445      9857.7012    10122.4297   0.0000       0.0000       0.2968       29.6784      
3500.1250    46.9113      21.4947      -1.4449      54.7663      48.2755      25.8205      9841.0605    10133.1094   0.0000       0.0000       0.3198       31.9759      
3500.2500    46.9103      21.4339      -1.4039      58.1619      48.2753      25.9471      9832.9492    10142.9785   0.0000       0.0000       0.3440       34.4013      
3500.3750    46.9091      21.4162      -1.3512      61.4384      48.2750      26.1750      9815.8838    10162.5137   0.0000       0.0000       0.3674       36.7417      
3500.5000    46.9083      21.3998      -1.3222      57.1020      48.2748      26.3269      9817.3955    10154.8721   0.0000       0.0000       0.3364       33.6443      
3500.6250    46.9255      21.3954      -1.2990      52.8247      48.2791      26.4914      9818.0342    10146.2422   0.0000       0.0000       0.3059       30.5891      
3500.7500    46.9606      21.3976      -1.2997      48.1904      48.2881      26.5293      9828.0527    10137.9053   0.0000       0.0000       0.2728       27.2789      
3500.8750    46.9961      21.3807      -1.2886      44.7457      48.2972      26.5926      9838.0918    10102.1826   0.0000       0.0000       0.2482       24.8184      
3501.0000    46.9951      21.3386      -1.3012      42.4910      48.2969      26.6305      9857.0781    10094.4502   0.0000       0.0000       0.2321       23.2079      
3501.1250    46.9941      21.3280      -1.3139      44.4005      48.2966      26.6811      9876.1416    10076.6445   0.0000       0.0000       0.2457       24.5718      
3501.2500    47.0473      21.3112      -1.3324      46.5470      48.3102      26.7063      9895.5459    10078.1328   0.0000       0.0000       0.2610       26.1050      
3501.3750    47.0647      21.2888      -1.3391      48.8121      48.3147      26.7062      9896.3203    10078.8516   0.0000       0.0000       0.2772       27.7229      
3501.5000    47.1180      21.2655      -1.3399      51.4931      48.3282      26.7188      9906.5469    10079.7920   0.0000       0.0000       0.2964       29.6379      
3501.6250    47.2076      21.2424      -1.3345      56.6129      48.3511      26.7060      9916.5811    10080.9932   0.0000       0.0000       0.3329       33.2949      
3501.7500    47.2249      21.2379      -1.3115      51.0284      48.3555      26.7059      9935.6758    10091.2637   0.0000       0.0000       0.2931       29.3060      
3501.8750    47.2602      21.2218      -1.3004      47.7619      48.3645      26.6805      9945.9014    10101.7236   0.0000       0.0000       0.2697       26.9728      
3502.0000    47.2589      21.2169      -1.2773      43.4256      48.3642      26.6551      9974.3242    10102.3828   0.0000       0.0000       0.2388       23.8755      
3502.1250    47.2762      21.2384      -1.2603      41.0522      48.3686      26.6297      9975.2959    10104.0527   0.0000       0.0000       0.2218       22.1802      
3502.2500    47.2754      21.2849      -1.2609      43.7945      48.3684      26.5916      9976.6191    10104.8408   0.0000       0.0000       0.2414       24.1390      
3502.3750    47.2563      21.3378      -1.2556      42.3121      48.3635      26.5154      9977.3965    10106.2227   0.0000       0.0000       0.2308       23.0801      
3502.5000    47.2009      21.3719      -1.2267      42.0794      48.3494      26.4901      9978.5693    10107.1211   0.0000       0.0000       0.2291       22.9139      
3502.6250    47.1996      21.3997      -1.2155      43.6310      48.3491      26.3886      9997.7412    10108.0029   0.0000       0.0000       0.2402       24.0221      
3502.7500    47.1989      21.4462      -1.1925      44.9440      48.3489      26.2746      10008.0723   10099.9805   0.0000       0.0000       0.2496       24.9600      
3502.8750    47.1980      21.4609      -1.1812      46.8537      48.3486      26.0465      10018.0996   10091.6797   0.0000       0.0000       0.2632       26.3240      
3503.0000    47.2514      21.5010      -1.1642      48.1070      48.3623      26.1604      10028.4102   10092.8213   0.0000       0.0000       0.2722       27.2193      
3503.1250    47.3227      21.5732      -1.1410      49.5988      48.3804      26.4769      10047.8965   10094.2461   0.0000       0.0000       0.2828       28.2848      
3503.2500    47.3762      21.6328      -1.1298      51.2687      48.3941      25.8562      10058.2070   10085.9131   0.0000       0.0000       0.2948       29.4777      
3503.3750    47.4298      21.6860      -1.1069      53.3559      48.4077      25.6788      10059.0850   10077.5732   0.0000       0.0000       0.3097       30.9685      
3503.5000    47.5374      21.7388      -1.0955      55.1450      48.4352      26.1093      10069.4980   10078.7793   0.0000       0.0000       0.3225       32.2464      
3503.6250    47.6453      21.7917      -1.0844      56.9932      48.4627      26.5019      10079.6318   10079.6758   0.0000       0.0000       0.3357       33.5666      
3503.7500    47.7531      21.8444      -1.0910      58.9606      48.4902      26.1471      10080.9883   10071.7266   0.0000       0.0000       0.3497       34.9718      
3503.8750    47.8607      21.8595      -1.0918      54.6254      48.5176      25.8558      10090.9473   10064.1719   0.0000       0.0000       0.3188       31.8753      
3504.0000    47.8778      21.8810      -1.0924      50.4085      48.5220      25.4377      10101.2803   10064.4766   0.0000       0.0000       0.2886       28.8632      
3504.1250    47.8949      21.9082      -1.1288      46.7276      48.5264      25.0576      10102.2891   10065.7412   0.0000       0.0000       0.2623       26.2340      
3504.2500    47.8942      21.9169      -1.1831      43.8782      48.5262      24.4876      10122.3193   10067.2227   0.0000       0.0000       0.2420       24.1987      
3504.3750    47.7300      21.8808      -1.2552      41.0889      48.4843      24.3608      10123.0645   10067.5098   0.0000       0.0000       0.2221       22.2063      
3504.5000    47.6565      21.8134      -1.3094      39.0132      48.4656      24.7534      10133.5488   10087.4219   0.0000       0.0000       0.2072       20.7237      
3504.6250    47.6737      21.7399      -1.3042      36.9961      48.4699      25.2219      10152.7988   10106.7217   0.0000       0.0000       0.1928       19.2829      
3504.7500    47.7269      21.6849      -1.2395      34.5637      48.4835      25.6018      10163.5742   10107.7705   0.0000       0.0000       0.1755       17.5455      
3504.8750    47.7805      21.6366      -1.1451      38.6126      48.4972      26.1083      10173.5879   10108.6973   0.0000       0.0000       0.2044       20.4376      
3505.0000    47.9064      21.6258      -1.0626      43.7907      48.5293      25.8169      10202.8242   10109.9453   0.0000       0.0000       0.2414       24.1362      
3505.1250    48.0323      21.6278      -1.0097      45.1048      48.5614      25.6015      10203.7090   10129.3281   0.0000       0.0000       0.2507       25.0749      
3505.2500    48.2123      21.6682      -1.0938      42.4934      48.6073      25.4874      10204.8408   10158.2676   0.0000       0.0000       0.2321       23.2096      
3505.3750    48.1571      21.7022      -1.2253      39.5262      48.5932      25.8926      10224.6699   9580.8525    0.0000       0.0000       0.2109       21.0902      
3505.5000    47.7212      21.7296      -1.3330      37.0935      48.4821      25.5759      10253.7070   8307.4893    0.0000       0.0000       0.1935       19.3525      
3505.6250    47.2672      21.7383      -1.4170      35.7315      48.3663      25.1579      10273.5410   8435.1445    0.0000       0.0000       0.1838       18.3796      
3505.7500    46.9581      21.7024      -1.4772      37.6397      48.2875      25.4744      10293.3555   9166.6914    0.0000       0.0000       0.1974       19.7427      
3505.8750    46.9751      21.6159      -1.5018      38.2987      48.2918      25.7656      10313.2891   8763.8682    0.0000       0.0000       0.2021       20.2134      
3506.0000    47.1735      21.5167      -1.5082      38.3037      48.3424      26.0442      10342.6592   7312.4863    0.0000       0.0000       0.2022       20.2170      
3506.1250    47.4444      21.3799      -1.4853      41.3419      48.4115      26.4367      7472.5400    5102.1875    0.0000       0.0000       0.2239       22.3871      
3506.2500    47.7154      21.2865      -1.4562      43.4870      48.4806      26.9559      3658.6885    3582.1636    0.0000       0.0000       0.2392       23.9193      
3506.3750    48.0586      21.1749      -1.4213      47.6541      48.5681      27.0571      3049.4402    2888.4634    0.0000       0.0000       0.2690       26.8958      
3506.5000    47.9308      21.1081      -1.4101      52.7128      48.5355      26.6517      2514.1743    2527.4924    0.0000       0.0000       0.3051       30.5092      
3506.6250    47.4950      21.0781      -1.3811      56.1068      48.4244      26.4489      2140.2136    2357.1685    0.0000       0.0000       0.3293       32.9335      
3506.7500    47.3308      21.0929      -1.3818      47.4920      48.3825      26.3096      1900.7178    2233.7217    0.0000       0.0000       0.2678       26.7800      
3506.8750    47.2936      21.1587      -1.4064      42.5031      48.3730      26.2461      1792.5140    2143.9058    0.0000       0.0000       0.2322       23.2165      
3507.0000    47.3650      21.2178      -1.4605      38.6441      48.3912      26.3220      1755.4319    2105.2524    0.0000       0.0000       0.2046       20.4601      
3507.1250    47.4184      21.2326      -1.5742      36.4495      48.4049      26.3726      1768.4819    2180.0886    0.0000       0.0000       0.1889       18.8925      
3507.2500    47.4899      21.2347      -1.6048      39.0715      48.4231      26.3852      1836.5519    2280.3350    0.0000       0.0000       0.2077       20.7654      
3507.3750    47.5432      21.2185      -1.6114      41.4542      48.4367      26.4357      2032.7548    2391.1387    0.0000       0.0000       0.2247       22.4673      
3507.5000    47.5604      21.2139      -1.6122      43.9562      48.4411      26.4483      2310.1245    2582.2322    0.0000       0.0000       0.2425       24.2544      
3507.6250    47.5596      21.2162      -1.6068      46.8148      48.4409      26.3976      2602.8242    2773.4478    0.0000       0.0000       0.2630       26.2963      
3507.7500    47.5404      21.2373      -1.5957      50.4466      48.4360      26.1441      3099.7473    2986.4902    0.0000       0.0000       0.2889       28.8905      
3507.8750    47.5032      21.2650      -1.5904      54.4350      48.4265      26.0934      3665.0244    3239.5400    0.0000       0.0000       0.3174       31.7393      
3508.0000    47.5022      21.2927      -1.5913      52.2404      48.4262      26.2960      4493.9629    3527.3855    0.0000       0.0000       0.3017       30.1717      
3508.1250    47.4829      21.3394      -1.5919      54.9216      48.4213      26.5492      5769.6006    3890.3296    0.0000       0.0000       0.3209       32.0869      
3508.2500    47.4641      21.3733      -1.5866      56.6499      48.4165      26.7391      7672.6338    4344.8730    0.0000       0.0000       0.3332       33.3214      
3508.3750    47.4631      21.4197      -1.6527      53.0884      48.4162      26.2577      9846.9297    4945.8545    0.0000       0.0000       0.3078       30.7774      
3508.5000    47.4440      21.4537      -1.7307      54.2248      48.4114      25.8523      9893.0352    6013.2935    0.0000       0.0000       0.3159       31.5891      
3508.6250    47.4067      21.5192      -1.7730      57.7363      48.4019      25.6116      9939.3613    7511.2051    0.0000       0.0000       0.3410       34.0974      
3508.7500    47.2790      21.5785      -1.7856      61.7234      48.3693      25.5861      9995.1055    9754.0947    0.0000       0.0000       0.3695       36.9453      
3508.8750    47.0243      21.6315      -1.7923      65.8895      48.3044      25.6240      10041.9512   10032.7344   0.0000       0.0000       0.3992       39.9211      
3509.0000    46.8421      21.6466      -1.7990      67.9159      48.2579      25.6493      10107.5996   10070.5449   0.0000       0.0000       0.4137       41.3685      
3509.1250    46.7142      21.6488      -1.8175      64.9484      48.2253      25.6619      10154.7725   10099.3164   0.0000       0.0000       0.3925       39.2489      
3509.2500    46.6589      21.6699      -1.8364      63.6459      48.2112      25.6744      10193.1768   10118.8623   0.0000       0.0000       0.3832       38.3185      
3509.3750    46.6218      21.6975      -1.8369      66.6830      48.2017      25.4591      10222.0664   10138.5469   0.0000       0.0000       0.4049       40.4878      
3509.5000    46.6389      21.7440      -1.8257      68.3518      48.2061      24.8637      10242.0508   10139.4307   0.0000       0.0000       0.4168       41.6799      
3509.6250    46.6743      21.7972      -1.8027      63.4234      48.2151      24.3570      10261.9355   10149.9912   0.0000       0.0000       0.3816       38.1596      
3509.7500    46.7096      21.8501      -1.8033      62.5965      48.2241      24.7242      10262.7578   10160.4160   0.0000       0.0000       0.3757       37.5689      
3509.8750    46.7447      21.9036      -1.8218      61.4724      48.2330      24.9774      10282.9307   10170.4902   0.0000       0.0000       0.3677       36.7660      
3510.0000    46.7982      21.9181      -1.8225      57.1984      48.2467      25.2939      10283.7148   10153.0957   0.0000       0.0000       0.3371       33.7131      
3510.1250    46.8697      21.9204      -1.8590      53.9937      48.2649      25.3825      10313.2090   10135.7314   0.0000       0.0000       0.3142       31.4241      
3510.2500    46.8868      21.9415      -1.8656      50.4923      48.2693      25.7750      10323.7012   10136.5938   0.0000       0.0000       0.2892       28.9231      
3510.3750    46.9041      21.9503      -1.8485      46.2179      48.2737      25.8636      10324.8516   10137.8682   0.0000       0.0000       0.2587       25.8699      
3510.5000    46.9391      21.9524      -1.8432      46.4013      48.2826      26.0408      10363.8262   10139.1426   0.0000       0.0000       0.2600       26.0009      
3510.6250    47.0103      21.9354      -1.8202      49.9738      48.3008      26.1420      10383.7295   10149.3164   0.0000       0.0000       0.2855       28.5527      
3510.7500    47.0459      21.8935      -1.7793      50.2156      48.3098      26.2306      10384.9209   10140.9521   0.0000       0.0000       0.2873       28.7254      
3510.8750    47.0627      21.8640      -1.7206      49.5079      48.3141      26.3192      10386.1641   10142.2051   0.0000       0.0000       0.2822       28.2199      
3511.0000    47.0621      21.8408      -1.6678      51.7125      48.3140      26.4203      10406.4023   10143.4570   0.0000       0.0000       0.2979       29.7946      
3511.1250    47.0793      21.8176      -1.6210      54.0951      48.3184      26.4583      10407.1680   10144.8672   0.0000       0.0000       0.3150       31.4965      
3511.2500    47.1140      21.7951      -1.5859      56.8335      48.3272      26.5468      10417.7012   10136.4697   0.0000       0.0000       0.3345       33.4525      
3511.3750    47.1315      21.7904      -1.5155      56.2454      48.3317      26.6354      10447.5703   10137.0654   0.0000       0.0000       0.3303       33.0324      
3511.5000    47.1846      21.7927      -1.4626      54.7638      48.3452      26.2300      10467.6816   10147.6406   0.0000       0.0000       0.3197       31.9742      
3511.6250    47.2202      21.7948      -1.4455      57.2064      48.3543      26.3692      10488.3721   10148.4375   0.0000       0.0000       0.3372       33.7188      
3511.7500    47.2556      21.7970      -1.4462      56.6167      48.3633      26.5084      10498.7109   10168.4688   0.0000       0.0000       0.3330       33.2976      
3511.8750    47.3087      21.7994      -1.4647      53.3534      48.3769      26.5843      10509.5762   10169.6406   0.0000       0.0000       0.3097       30.9667      
3512.0000    47.3079      21.8014      -1.4892      49.7336      48.3767      26.7295      10519.9883   10170.3281   0.0000       0.0000       0.2838       28.3811      
3512.1250    47.2889      21.8036      -1.5256      46.4706      48.3718      26.6855      10530.6504   10180.8184   0.0000       0.0000       0.2605       26.0505      
3512.2500    47.3059      21.7870      -1.5799      44.2764      48.3762      26.5461      10532.0439   10191.3086   0.0000       0.0000       0.2448       24.4831      
3512.3750    47.3051      21.7257      -1.6341      43.6285      48.3759      26.3687      10532.8945   10192.4609   0.0000       0.0000       0.2402       24.0203      
3512.5000    47.3039      21.6327      -1.6704      44.9406      48.3757      26.2039      10533.9922   10193.1895   0.0000       0.0000       0.2496       24.9576      
3512.6250    47.3031      21.4201      -1.7247      45.4810      48.3754      26.0899      10535.5957   10194.7676   0.0000       0.0000       0.2534       25.3436      
3512.7500    47.2657      21.2635      -1.7610      46.8534      48.3659      26.0138      10536.6709   10195.6289   0.0000       0.0000       0.2632       26.3238      
3512.8750    47.2648      21.1198      -1.7975      48.2249      48.3657      25.8491      10518.7949   10178.0742   0.0000       0.0000       0.2730       27.3035      
3513.0000    47.2454      21.0459      -1.8159      50.0728      48.3607      25.5957      10519.5449   10160.6455   0.0000       0.0000       0.2862       28.6234      
3513.1250    47.2447      21.1685      -1.8463      50.7910      48.3606      25.5449      10501.5771   10152.4531   0.0000       0.0000       0.2914       29.1364      
3513.2500    47.2257      21.3296      -1.8589      51.1531      48.3557      25.9627      10502.3096   10144.3926   0.0000       0.0000       0.2940       29.3950      
3513.3750    47.2428      21.3699      -1.8716      50.4449      48.3601      26.2793      10484.6416   10145.2500   0.0000       0.0000       0.2889       28.8892      
3513.5000    47.2419      21.3720      -1.8722      49.1434      48.3598      26.4692      10466.7100   10146.6367   0.0000       0.0000       0.2796       27.9596      
3513.6250    47.2406      21.3741      -1.8849      48.3162      48.3595      26.9630      10467.4395   10147.4951   0.0000       0.0000       0.2737       27.3687      
3513.7500    47.2400      21.3580      -1.8856      49.0940      48.3593      26.9376      10468.6465   10167.1563   0.0000       0.0000       0.2792       27.9243      
3513.8750    47.2569      21.3725      -1.9040      50.9416      48.3637      26.6461      10469.8711   10196.4063   0.0000       0.0000       0.2924       29.2440      
3514.0000    47.2561      21.3807      -1.9582      51.4218      48.3634      26.4688      10451.9941   10197.1387   0.0000       0.0000       0.2959       29.5870      
3514.1250    47.2551      21.4405      -2.0006      48.9916      48.3632      26.3421      10452.9238   10179.6992   0.0000       0.0000       0.2785       27.8512      
3514.2500    47.2540      21.4805      -2.0013      46.1462      48.3629      26.2280      10425.6992   10162.0215   0.0000       0.0000       0.2582       25.8187      
3514.3750    47.2708      21.5459      -1.9961      45.0202      48.3672      26.0506      10417.0166   10154.0879   0.0000       0.0000       0.2501       25.0145      
3514.5000    47.2701      21.6434      -1.9730      43.7180      48.3670      25.8099      10408.6855   10136.4199   0.0000       0.0000       0.2408       24.0843      
