WELLNAME = well92
STDEP  =  3000.0000    
ENDEP  =  4553.7051    
LEVEL  =  0.1250       
CURNAMES  AC, CAL, CGR_DM, GR, K, MSFL, PE, R1, RT, RXO, SGR, SONPHI, SP, TH, U, VSH1

#DEPTH       AC           CAL          CGR_DM       GR           K            MSFL         PE           R1           RT           RXO          SGR          SONPHI       SP           TH           U            VSH1         
3665.3750    -99999.0000  24.1671      0.0000       26.7760      0.0000       0.0000       0.0000       16.2822      -99999.0000  -99999.0000  0.0000       0.0000       73.0047      0.0000       0.0000       0.0000       
3665.5000    -99999.0000  24.1537      0.0000       25.7872      0.0000       0.0000       0.0000       16.1615      -99999.0000  -99999.0000  0.0000       0.0000       73.0196      0.0000       0.0000       0.0000       
3665.6250    -99999.0000  24.1148      0.0000       26.3184      0.0000       0.0000       0.0000       16.0408      -99999.0000  -99999.0000  0.0000       0.0000       73.0658      0.0000       0.0000       0.0000       
3665.7500    -99999.0000  24.1142      0.0000       26.8749      0.0000       0.0000       0.0000       15.9200      -99999.0000  -99999.0000  0.0000       0.0000       73.0809      0.0000       0.0000       0.0000       
3665.8750    -99999.0000  24.1136      0.0000       27.3809      0.0000       0.0000       0.0000       15.8436      -99999.0000  -99999.0000  0.0000       0.0000       73.1038      0.0000       0.0000       0.0000       
3666.0000    -99999.0000  24.1000      0.0000       28.0894      0.0000       0.0000       0.0000       15.8052      -99999.0000  -99999.0000  0.0000       0.0000       73.1344      0.0000       0.0000       0.0000       
3666.1250    -99999.0000  24.0867      0.0000       28.7726      0.0000       0.0000       0.0000       15.8618      -99999.0000  -99999.0000  0.0000       0.0000       73.1649      0.0000       0.0000       0.0000       
3666.2500    -99999.0000  24.0858      0.0000       28.6958      0.0000       0.0000       0.0000       15.9500      -99999.0000  -99999.0000  0.0000       0.0000       73.1713      0.0000       0.0000       0.0000       
3666.3750    -99999.0000  24.0852      0.0000       27.7577      0.0000       0.0000       0.0000       16.0509      -99999.0000  -99999.0000  0.0000       0.0000       73.1705      0.0000       0.0000       0.0000       
3666.5000    -99999.0000  24.0590      0.0000       26.8703      0.0000       0.0000       0.0000       16.1582      -99999.0000  -99999.0000  0.0000       0.0000       73.1697      0.0000       0.0000       0.0000       
3666.6250    -99999.0000  24.0585      0.0000       27.0215      0.0000       0.0000       0.0000       16.2780      -99999.0000  -99999.0000  0.0000       0.0000       73.1687      0.0000       0.0000       0.0000       
3666.7500    -99999.0000  24.0576      0.0000       27.5781      0.0000       0.0000       0.0000       16.4170      -99999.0000  -99999.0000  0.0000       0.0000       73.1678      0.0000       0.0000       0.0000       
3666.8750    -99999.0000  24.0318      0.0000       27.5266      0.0000       0.0000       0.0000       16.5623      -99999.0000  -99999.0000  0.0000       0.0000       73.1666      0.0000       0.0000       0.0000       
3667.0000    -99999.0000  24.0055      0.0000       26.6139      0.0000       0.0000       0.0000       16.7202      -99999.0000  -99999.0000  0.0000       0.0000       73.1895      0.0000       0.0000       0.0000       
3667.1250    -99999.0000  23.9923      0.0000       25.4224      0.0000       0.0000       0.0000       16.8781      -99999.0000  -99999.0000  0.0000       0.0000       73.2198      0.0000       0.0000       0.0000       
3667.2500    -99999.0000  23.9788      0.0000       24.4337      0.0000       0.0000       0.0000       16.9980      -99999.0000  -99999.0000  0.0000       0.0000       73.2506      0.0000       0.0000       0.0000       
3667.3750    -99999.0000  23.9781      0.0000       24.0782      0.0000       0.0000       0.0000       16.9532      -99999.0000  -99999.0000  0.0000       0.0000       73.2577      0.0000       0.0000       0.0000       
3667.5000    -99999.0000  23.9773      0.0000       25.0653      0.0000       0.0000       0.0000       16.8515      -99999.0000  -99999.0000  0.0000       0.0000       73.2567      0.0000       0.0000       0.0000       
3667.6250    -99999.0000  23.9768      0.0000       25.8753      0.0000       0.0000       0.0000       16.7561      -99999.0000  -99999.0000  0.0000       0.0000       73.2557      0.0000       0.0000       0.0000       
3667.7500    -99999.0000  23.9505      0.0000       26.6599      0.0000       0.0000       0.0000       16.6290      -99999.0000  -99999.0000  0.0000       0.0000       73.2545      0.0000       0.0000       0.0000       
3667.8750    -99999.0000  23.9500      0.0000       27.7990      0.0000       0.0000       0.0000       16.4449      -99999.0000  -99999.0000  0.0000       0.0000       73.2537      0.0000       0.0000       0.0000       
3668.0000    -99999.0000  23.9491      0.0000       28.6089      0.0000       0.0000       0.0000       16.2925      -99999.0000  -99999.0000  0.0000       0.0000       73.2526      0.0000       0.0000       0.0000       
3668.1250    -99999.0000  23.9359      0.0000       29.4948      0.0000       0.0000       0.0000       16.1274      -99999.0000  -99999.0000  0.0000       0.0000       73.2277      0.0000       0.0000       0.0000       
3668.2500    -99999.0000  23.9225      0.0000       31.5460      0.0000       0.0000       0.0000       15.8420      -99999.0000  -99999.0000  0.0000       0.0000       73.2189      0.0000       0.0000       0.0000       
3668.3750    -99999.0000  23.9215      0.0000       30.8866      0.0000       0.0000       0.0000       15.5629      -99999.0000  -99999.0000  0.0000       0.0000       73.1941      0.0000       0.0000       0.0000       
3668.5000    -99999.0000  23.8956      0.0000       30.1005      0.0000       0.0000       0.0000       15.3028      -99999.0000  -99999.0000  0.0000       0.0000       73.1612      0.0000       0.0000       0.0000       
3668.6250    -99999.0000  23.8948      0.0000       28.7316      0.0000       0.0000       0.0000       15.0681      -99999.0000  -99999.0000  0.0000       0.0000       73.1523      0.0000       0.0000       0.0000       
3668.7500    -99999.0000  23.9194      0.0000       27.7428      0.0000       0.0000       0.0000       14.8397      -99999.0000  -99999.0000  0.0000       0.0000       73.1272      0.0000       0.0000       0.0000       
3668.8750    -99999.0000  23.9061      0.0000       26.3995      0.0000       0.0000       0.0000       14.5923      -99999.0000  -99999.0000  0.0000       0.0000       73.1421      0.0000       0.0000       0.0000       
3669.0000    -99999.0000  23.9052      0.0000       27.8679      0.0000       0.0000       0.0000       14.3258      -99999.0000  -99999.0000  0.0000       0.0000       73.1491      0.0000       0.0000       0.0000       
3669.1250    -99999.0000  23.8920      0.0000       28.9313      0.0000       0.0000       0.0000       14.0404      -99999.0000  -99999.0000  0.0000       0.0000       73.1482      0.0000       0.0000       0.0000       
3669.2500    -99999.0000  23.8912      0.0000       28.7278      0.0000       0.0000       0.0000       13.7613      -99999.0000  -99999.0000  0.0000       0.0000       73.1473      0.0000       0.0000       0.0000       
3669.3750    -99999.0000  23.8905      0.0000       27.4350      0.0000       0.0000       0.0000       13.5393      -99999.0000  -99999.0000  0.0000       0.0000       73.1461      0.0000       0.0000       0.0000       
3669.5000    -99999.0000  23.8899      0.0000       26.3449      0.0000       0.0000       0.0000       13.3868      -99999.0000  -99999.0000  0.0000       0.0000       73.1451      0.0000       0.0000       0.0000       
3669.6250    -99999.0000  23.8891      0.0000       25.6602      0.0000       0.0000       0.0000       13.4687      -99999.0000  -99999.0000  0.0000       0.0000       73.1204      0.0000       0.0000       0.0000       
3669.7500    -99999.0000  23.8884      0.0000       26.1913      0.0000       0.0000       0.0000       13.5950      -99999.0000  -99999.0000  0.0000       0.0000       73.1115      0.0000       0.0000       0.0000       
3669.8750    -99999.0000  23.8877      0.0000       26.8238      0.0000       0.0000       0.0000       13.6769      -99999.0000  -99999.0000  0.0000       0.0000       73.1104      0.0000       0.0000       0.0000       
3670.0000    -99999.0000  23.8869      0.0000       25.5311      0.0000       0.0000       0.0000       13.7272      -99999.0000  -99999.0000  0.0000       0.0000       73.0615      0.0000       0.0000       0.0000       
3670.1250    -99999.0000  23.8989      0.0000       24.6944      0.0000       0.0000       0.0000       13.6697      -99999.0000  -99999.0000  0.0000       0.0000       73.0449      0.0000       0.0000       0.0000       
3670.2500    -99999.0000  23.9110      0.0000       23.7310      0.0000       0.0000       0.0000       13.6060      -99999.0000  -99999.0000  0.0000       0.0000       73.0443      0.0000       0.0000       0.0000       
3670.3750    -99999.0000  23.9102      0.0000       24.5155      0.0000       0.0000       0.0000       13.5232      -99999.0000  -99999.0000  0.0000       0.0000       73.0430      0.0000       0.0000       0.0000       
3670.5000    -99999.0000  23.9347      0.0000       25.5787      0.0000       0.0000       0.0000       13.4405      -99999.0000  -99999.0000  0.0000       0.0000       73.0184      0.0000       0.0000       0.0000       
3670.6250    -99999.0000  23.9340      0.0000       26.2112      0.0000       0.0000       0.0000       13.3324      -99999.0000  -99999.0000  0.0000       0.0000       72.9857      0.0000       0.0000       0.0000       
3670.7500    -99999.0000  23.9334      0.0000       24.9944      0.0000       0.0000       0.0000       13.2243      -99999.0000  -99999.0000  0.0000       0.0000       72.9530      0.0000       0.0000       0.0000       
3670.8750    -99999.0000  23.9577      0.0000       24.0563      0.0000       0.0000       0.0000       13.1162      -99999.0000  -99999.0000  0.0000       0.0000       72.9441      0.0000       0.0000       0.0000       
3671.0000    -99999.0000  23.9573      0.0000       22.9662      0.0000       0.0000       0.0000       13.0208      -99999.0000  -99999.0000  0.0000       0.0000       72.9193      0.0000       0.0000       0.0000       
3671.1250    -99999.0000  23.9567      0.0000       22.1294      0.0000       0.0000       0.0000       13.0711      -99999.0000  -99999.0000  0.0000       0.0000       72.9104      0.0000       0.0000       0.0000       
3671.2500    -99999.0000  23.9559      0.0000       22.0527      0.0000       0.0000       0.0000       13.2289      -99999.0000  -99999.0000  0.0000       0.0000       72.8858      0.0000       0.0000       0.0000       
3671.3750    -99999.0000  23.9931      0.0000       22.0519      0.0000       0.0000       0.0000       13.3742      -99999.0000  -99999.0000  0.0000       0.0000       72.8767      0.0000       0.0000       0.0000       
3671.5000    -99999.0000  24.0432      0.0000       21.6711      0.0000       0.0000       0.0000       13.5385      -99999.0000  -99999.0000  0.0000       0.0000       72.8520      0.0000       0.0000       0.0000       
3671.6250    -99999.0000  24.0551      0.0000       21.1890      0.0000       0.0000       0.0000       13.7154      -99999.0000  -99999.0000  0.0000       0.0000       72.8193      0.0000       0.0000       0.0000       
3671.7500    -99999.0000  24.0037      0.0000       20.6308      0.0000       0.0000       0.0000       13.8923      -99999.0000  -99999.0000  0.0000       0.0000       72.8342      0.0000       0.0000       0.0000       
3671.8750    -99999.0000  23.9650      0.0000       20.9847      0.0000       0.0000       0.0000       14.0819      -99999.0000  -99999.0000  0.0000       0.0000       72.8409      0.0000       0.0000       0.0000       
3672.0000    -99999.0000  23.8503      0.0000       22.0734      0.0000       0.0000       0.0000       14.2778      -99999.0000  -99999.0000  0.0000       0.0000       72.8401      0.0000       0.0000       0.0000       
3672.1250    -99999.0000  23.7355      0.0000       23.0606      0.0000       0.0000       0.0000       14.4357      -99999.0000  -99999.0000  0.0000       0.0000       72.6966      0.0000       0.0000       0.0000       
3672.2500    -99999.0000  23.5448      0.0000       23.9211      0.0000       0.0000       0.0000       14.6190      -99999.0000  -99999.0000  0.0000       0.0000       72.6243      0.0000       0.0000       0.0000       
3672.3750    -99999.0000  23.3921      0.0000       24.6043      0.0000       0.0000       0.0000       14.8275      -99999.0000  -99999.0000  0.0000       0.0000       72.5678      0.0000       0.0000       0.0000       
3672.5000    -99999.0000  23.1887      0.0000       25.3382      0.0000       0.0000       0.0000       15.0424      -99999.0000  -99999.0000  0.0000       0.0000       72.5035      0.0000       0.0000       0.0000       
3672.6250    -99999.0000  23.0866      0.0000       25.9708      0.0000       0.0000       0.0000       15.2003      -99999.0000  -99999.0000  0.0000       0.0000       72.4154      0.0000       0.0000       0.0000       
3672.7500    -99999.0000  23.0860      0.0000       24.7287      0.0000       0.0000       0.0000       15.3456      -99999.0000  -99999.0000  0.0000       0.0000       72.3432      0.0000       0.0000       0.0000       
3672.8750    -99999.0000  23.0852      0.0000       24.1706      0.0000       0.0000       0.0000       15.4782      -99999.0000  -99999.0000  0.0000       0.0000       72.3026      0.0000       0.0000       0.0000       
3673.0000    -99999.0000  23.1099      0.0000       24.9297      0.0000       0.0000       0.0000       15.4335      -99999.0000  -99999.0000  0.0000       0.0000       72.2457      0.0000       0.0000       0.0000       
3673.1250    -99999.0000  23.1217      0.0000       25.5117      0.0000       0.0000       0.0000       15.2557      -99999.0000  -99999.0000  0.0000       0.0000       72.2054      0.0000       0.0000       0.0000       
3673.2500    -99999.0000  23.1463      0.0000       26.1189      0.0000       0.0000       0.0000       15.0842      -99999.0000  -99999.0000  0.0000       0.0000       72.1488      0.0000       0.0000       0.0000       
3673.3750    -99999.0000  23.1708      0.0000       27.0300      0.0000       0.0000       0.0000       14.9572      -99999.0000  -99999.0000  0.0000       0.0000       72.1321      0.0000       0.0000       0.0000       
3673.5000    -99999.0000  23.1829      0.0000       27.7641      0.0000       0.0000       0.0000       14.8111      -99999.0000  -99999.0000  0.0000       0.0000       72.0837      0.0000       0.0000       0.0000       
3673.6250    -99999.0000  23.1947      0.0000       28.7006      0.0000       0.0000       0.0000       14.6714      -99999.0000  -99999.0000  0.0000       0.0000       72.0431      0.0000       0.0000       0.0000       
3673.7500    -99999.0000  23.2448      0.0000       28.0665      0.0000       0.0000       0.0000       14.5569      -99999.0000  -99999.0000  0.0000       0.0000       72.0104      0.0000       0.0000       0.0000       
3673.8750    -99999.0000  23.2820      0.0000       27.0524      0.0000       0.0000       0.0000       14.6389      -99999.0000  -99999.0000  0.0000       0.0000       71.9538      0.0000       0.0000       0.0000       
3674.0000    -99999.0000  23.3067      0.0000       26.0382      0.0000       0.0000       0.0000       14.7271      -99999.0000  -99999.0000  0.0000       0.0000       71.9368      0.0000       0.0000       0.0000       
3674.1250    -99999.0000  23.3438      0.0000       25.3281      0.0000       0.0000       0.0000       14.7964      -99999.0000  -99999.0000  0.0000       0.0000       71.9121      0.0000       0.0000       0.0000       
3674.2500    -99999.0000  23.3686      0.0000       26.2899      0.0000       0.0000       0.0000       14.8655      -99999.0000  -99999.0000  0.0000       0.0000       71.8554      0.0000       0.0000       0.0000       
3674.3750    -99999.0000  23.3805      0.0000       27.0239      0.0000       0.0000       0.0000       14.9221      -99999.0000  -99999.0000  0.0000       0.0000       71.8389      0.0000       0.0000       0.0000       
3674.5000    -99999.0000  23.4304      0.0000       27.8338      0.0000       0.0000       0.0000       14.9788      -99999.0000  -99999.0000  0.0000       0.0000       71.7667      0.0000       0.0000       0.0000       
3674.6250    -99999.0000  23.4550      0.0000       28.5170      0.0000       0.0000       0.0000       15.0290      -99999.0000  -99999.0000  0.0000       0.0000       71.7180      0.0000       0.0000       0.0000       
3674.7500    -99999.0000  23.4797      0.0000       28.9976      0.0000       0.0000       0.0000       15.0792      -99999.0000  -99999.0000  0.0000       0.0000       71.6376      0.0000       0.0000       0.0000       
3674.8750    -99999.0000  23.4789      0.0000       29.5541      0.0000       0.0000       0.0000       15.0978      -99999.0000  -99999.0000  0.0000       0.0000       71.5656      0.0000       0.0000       0.0000       
3675.0000    -99999.0000  23.4783      0.0000       29.9588      0.0000       0.0000       0.0000       15.1164      -99999.0000  -99999.0000  0.0000       0.0000       71.5009      0.0000       0.0000       0.0000       
3675.1250    -99999.0000  23.4774      0.0000       30.7433      0.0000       0.0000       0.0000       15.1287      -99999.0000  -99999.0000  0.0000       0.0000       71.4606      0.0000       0.0000       0.0000       
3675.2500    -99999.0000  23.4767      0.0000       31.9079      0.0000       0.0000       0.0000       15.1029      -99999.0000  -99999.0000  0.0000       0.0000       71.4278      0.0000       0.0000       0.0000       
3675.3750    -99999.0000  23.4762      0.0000       31.4256      0.0000       0.0000       0.0000       15.0582      -99999.0000  -99999.0000  0.0000       0.0000       71.3952      0.0000       0.0000       0.0000       
3675.5000    -99999.0000  23.4628      0.0000       31.0449      0.0000       0.0000       0.0000       15.0071      -99999.0000  -99999.0000  0.0000       0.0000       71.3627      0.0000       0.0000       0.0000       
3675.6250    -99999.0000  23.4239      0.0000       30.4614      0.0000       0.0000       0.0000       14.9813      -99999.0000  -99999.0000  0.0000       0.0000       71.3301      0.0000       0.0000       0.0000       
3675.7500    -99999.0000  23.3853      0.0000       30.1568      0.0000       0.0000       0.0000       15.1266      -99999.0000  -99999.0000  0.0000       0.0000       71.2498      0.0000       0.0000       0.0000       
3675.8750    -99999.0000  23.3718      0.0000       29.3452      0.0000       0.0000       0.0000       15.2909      -99999.0000  -99999.0000  0.0000       0.0000       71.2248      0.0000       0.0000       0.0000       
3676.0000    -99999.0000  23.3458      0.0000       28.4830      0.0000       0.0000       0.0000       15.5818      -99999.0000  -99999.0000  0.0000       0.0000       71.2001      0.0000       0.0000       0.0000       
3676.1250    -99999.0000  23.3070      0.0000       27.6463      0.0000       0.0000       0.0000       15.8094      -99999.0000  -99999.0000  0.0000       0.0000       71.1435      0.0000       0.0000       0.0000       
3676.2500    -99999.0000  23.2684      0.0000       26.7589      0.0000       0.0000       0.0000       15.7583      -99999.0000  -99999.0000  0.0000       0.0000       71.1030      0.0000       0.0000       0.0000       
3676.3750    -99999.0000  23.2673      0.0000       25.3901      0.0000       0.0000       0.0000       15.6185      -99999.0000  -99999.0000  0.0000       0.0000       71.0704      0.0000       0.0000       0.0000       
3676.5000    -99999.0000  23.2416      0.0000       24.1733      0.0000       0.0000       0.0000       15.4724      -99999.0000  -99999.0000  0.0000       0.0000       71.0379      0.0000       0.0000       0.0000       
3676.6250    -99999.0000  23.2154      0.0000       23.5138      0.0000       0.0000       0.0000       15.3074      -99999.0000  -99999.0000  0.0000       0.0000       70.9815      0.0000       0.0000       0.0000       
3676.7500    -99999.0000  23.1893      0.0000       23.8929      0.0000       0.0000       0.0000       15.1169      -99999.0000  -99999.0000  0.0000       0.0000       70.9171      0.0000       0.0000       0.0000       
3676.8750    -99999.0000  23.1759      0.0000       24.1202      0.0000       0.0000       0.0000       15.2305      -99999.0000  -99999.0000  0.0000       0.0000       70.8527      0.0000       0.0000       0.0000       
3677.0000    -99999.0000  23.1626      0.0000       23.7901      0.0000       0.0000       0.0000       15.3631      -99999.0000  -99999.0000  0.0000       0.0000       70.7884      0.0000       0.0000       0.0000       
3677.1250    -99999.0000  23.1492      0.0000       23.3333      0.0000       0.0000       0.0000       15.5273      -99999.0000  -99999.0000  0.0000       0.0000       70.7477      0.0000       0.0000       0.0000       
3677.2500    -99999.0000  23.1234      0.0000       22.6232      0.0000       0.0000       0.0000       15.6662      -99999.0000  -99999.0000  0.0000       0.0000       70.6914      0.0000       0.0000       0.0000       
3677.3750    -99999.0000  23.1099      0.0000       22.0397      0.0000       0.0000       0.0000       15.8052      -99999.0000  -99999.0000  0.0000       0.0000       70.6270      0.0000       0.0000       0.0000       
3677.5000    -99999.0000  23.1090      0.0000       22.0135      0.0000       0.0000       0.0000       15.9883      -99999.0000  -99999.0000  0.0000       0.0000       70.5625      0.0000       0.0000       0.0000       
3677.6250    -99999.0000  23.0957      0.0000       22.0886      0.0000       0.0000       0.0000       16.1273      -99999.0000  -99999.0000  0.0000       0.0000       70.4742      0.0000       0.0000       0.0000       
3677.7500    -99999.0000  23.0822      0.0000       21.9613      0.0000       0.0000       0.0000       16.3043      -99999.0000  -99999.0000  0.0000       0.0000       70.4020      0.0000       0.0000       0.0000       
3677.8750    -99999.0000  23.0811      0.0000       21.5299      0.0000       0.0000       0.0000       16.4749      -99999.0000  -99999.0000  0.0000       0.0000       70.3139      0.0000       0.0000       0.0000       
3678.0000    -99999.0000  23.0809      0.0000       21.1745      0.0000       0.0000       0.0000       16.6708      -99999.0000  -99999.0000  0.0000       0.0000       70.2656      0.0000       0.0000       0.0000       
3678.1250    -99999.0000  23.0548      0.0000       21.1482      0.0000       0.0000       0.0000       16.8287      -99999.0000  -99999.0000  0.0000       0.0000       70.2092      0.0000       0.0000       0.0000       
3678.2500    -99999.0000  23.0537      0.0000       21.7301      0.0000       0.0000       0.0000       16.7587      -99999.0000  -99999.0000  0.0000       0.0000       70.1448      0.0000       0.0000       0.0000       
3678.3750    -99999.0000  23.0408      0.0000       22.3121      0.0000       0.0000       0.0000       16.5682      -99999.0000  -99999.0000  0.0000       0.0000       70.1043      0.0000       0.0000       0.0000       
3678.5000    -99999.0000  23.0274      0.0000       23.0207      0.0000       0.0000       0.0000       16.3715      -99999.0000  -99999.0000  0.0000       0.0000       70.0479      0.0000       0.0000       0.0000       
3678.6250    -99999.0000  23.0265      0.0000       23.6027      0.0000       0.0000       0.0000       16.1747      -99999.0000  -99999.0000  0.0000       0.0000       69.9835      0.0000       0.0000       0.0000       
3678.7500    -99999.0000  23.0260      0.0000       24.7673      0.0000       0.0000       0.0000       15.9843      -99999.0000  -99999.0000  0.0000       0.0000       69.9188      0.0000       0.0000       0.0000       
3678.8750    -99999.0000  22.9998      0.0000       23.9051      0.0000       0.0000       0.0000       15.7938      -99999.0000  -99999.0000  0.0000       0.0000       69.8784      0.0000       0.0000       0.0000       
3679.0000    -99999.0000  23.0245      0.0000       23.2203      0.0000       0.0000       0.0000       15.5844      -99999.0000  -99999.0000  0.0000       0.0000       69.8457      0.0000       0.0000       0.0000       
3679.1250    -99999.0000  23.0363      0.0000       24.0048      0.0000       0.0000       0.0000       15.4003      -99999.0000  -99999.0000  0.0000       0.0000       69.8129      0.0000       0.0000       0.0000       
3679.2500    -99999.0000  23.0609      0.0000       24.7133      0.0000       0.0000       0.0000       15.0832      -99999.0000  -99999.0000  0.0000       0.0000       69.7566      0.0000       0.0000       0.0000       
3679.3750    -99999.0000  23.0726      0.0000       25.4727      0.0000       0.0000       0.0000       14.9878      -99999.0000  -99999.0000  0.0000       0.0000       69.7160      0.0000       0.0000       0.0000       
3679.5000    -99999.0000  23.0847      0.0000       26.3080      0.0000       0.0000       0.0000       15.0634      -99999.0000  -99999.0000  0.0000       0.0000       69.6832      0.0000       0.0000       0.0000       
3679.6250    -99999.0000  23.0968      0.0000       27.4726      0.0000       0.0000       0.0000       15.1136      -99999.0000  -99999.0000  0.0000       0.0000       69.6505      0.0000       0.0000       0.0000       
3679.7500    -99999.0000  23.1213      0.0000       26.1037      0.0000       0.0000       0.0000       15.1449      -99999.0000  -99999.0000  0.0000       0.0000       69.6414      0.0000       0.0000       0.0000       
3679.8750    -99999.0000  23.1334      0.0000       25.4189      0.0000       0.0000       0.0000       15.1888      -99999.0000  -99999.0000  0.0000       0.0000       69.6404      0.0000       0.0000       0.0000       
3680.0000    -99999.0000  23.1028      0.0000       26.0382      0.0000       0.0000       0.0000       15.1838      -99999.0000  -99999.0000  0.0000       0.0000       69.7743      0.0000       0.0000       0.0000       
3680.1250    -99999.0000  23.0597      0.0000       27.4809      0.0000       0.0000       0.0000       15.1789      -99999.0000  -99999.0000  0.0000       0.0000       69.8421      0.0000       0.0000       0.0000       
3680.2500    -99999.0000  23.0593      0.0000       25.9614      0.0000       0.0000       0.0000       15.2294      -99999.0000  -99999.0000  0.0000       0.0000       69.8495      0.0000       0.0000       0.0000       
3680.3750    -99999.0000  23.0968      0.0000       24.7963      0.0000       0.0000       0.0000       15.2989      -99999.0000  -99999.0000  0.0000       0.0000       69.8728      0.0000       0.0000       0.0000       
3680.5000    -99999.0000  23.1091      0.0000       25.0491      0.0000       0.0000       0.0000       15.4127      -99999.0000  -99999.0000  0.0000       0.0000       69.9041      0.0000       0.0000       0.0000       
3680.6250    -99999.0000  23.1339      0.0000       25.6817      0.0000       0.0000       0.0000       15.6024      -99999.0000  -99999.0000  0.0000       0.0000       69.9591      0.0000       0.0000       0.0000       
3680.7500    -99999.0000  23.1335      0.0000       26.2384      0.0000       0.0000       0.0000       15.8428      -99999.0000  -99999.0000  0.0000       0.0000       70.0220      0.0000       0.0000       0.0000       
3680.8750    -99999.0000  23.1331      0.0000       24.8455      0.0000       0.0000       0.0000       16.0199      -99999.0000  -99999.0000  0.0000       0.0000       70.0612      0.0000       0.0000       0.0000       
3681.0000    -99999.0000  23.1073      0.0000       22.8955      0.0000       0.0000       0.0000       16.1906      -99999.0000  -99999.0000  0.0000       0.0000       70.0923      0.0000       0.0000       0.0000       
3681.1250    -99999.0000  23.0943      0.0000       23.2496      0.0000       0.0000       0.0000       16.3867      -99999.0000  -99999.0000  0.0000       0.0000       70.1472      0.0000       0.0000       0.0000       
3681.2500    -99999.0000  23.0686      0.0000       23.9075      0.0000       0.0000       0.0000       16.5511      -99999.0000  -99999.0000  0.0000       0.0000       70.2101      0.0000       0.0000       0.0000       
3681.3750    -99999.0000  23.0555      0.0000       24.4389      0.0000       0.0000       0.0000       16.7852      -99999.0000  -99999.0000  0.0000       0.0000       70.2493      0.0000       0.0000       0.0000       
3681.5000    -99999.0000  23.0170      0.0000       24.1600      0.0000       0.0000       0.0000       17.1268      -99999.0000  -99999.0000  0.0000       0.0000       70.3042      0.0000       0.0000       0.0000       
3681.6250    -99999.0000  22.9787      0.0000       23.9824      0.0000       0.0000       0.0000       17.0064      -99999.0000  -99999.0000  0.0000       0.0000       70.3197      0.0000       0.0000       0.0000       
3681.7500    -99999.0000  22.9529      0.0000       24.8428      0.0000       0.0000       0.0000       16.7404      -99999.0000  -99999.0000  0.0000       0.0000       70.3430      0.0000       0.0000       0.0000       
3681.8750    -99999.0000  22.9144      0.0000       25.4501      0.0000       0.0000       0.0000       16.5313      -99999.0000  -99999.0000  0.0000       0.0000       70.3743      0.0000       0.0000       0.0000       
3682.0000    -99999.0000  22.9014      0.0000       26.3360      0.0000       0.0000       0.0000       16.6704      -99999.0000  -99999.0000  0.0000       0.0000       70.4055      0.0000       0.0000       0.0000       
3682.1250    -99999.0000  22.8883      0.0000       27.6016      0.0000       0.0000       0.0000       16.8602      -99999.0000  -99999.0000  0.0000       0.0000       70.4129      0.0000       0.0000       0.0000       
3682.2500    -99999.0000  22.8752      0.0000       26.8669      0.0000       0.0000       0.0000       17.0372      -99999.0000  -99999.0000  0.0000       0.0000       70.4363      0.0000       0.0000       0.0000       
3682.3750    -99999.0000  22.8495      0.0000       26.3349      0.0000       0.0000       0.0000       17.2396      -99999.0000  -99999.0000  0.0000       0.0000       70.4438      0.0000       0.0000       0.0000       
3682.5000    -99999.0000  22.8490      0.0000       25.5749      0.0000       0.0000       0.0000       17.4547      -99999.0000  -99999.0000  0.0000       0.0000       70.4671      0.0000       0.0000       0.0000       
3682.6250    -99999.0000  22.8487      0.0000       26.1822      0.0000       0.0000       0.0000       17.6634      -99999.0000  -99999.0000  0.0000       0.0000       70.5221      0.0000       0.0000       0.0000       
3682.7500    -99999.0000  22.8481      0.0000       27.1693      0.0000       0.0000       0.0000       17.8848      -99999.0000  -99999.0000  0.0000       0.0000       70.6086      0.0000       0.0000       0.0000       
3682.8750    -99999.0000  22.8477      0.0000       28.1816      0.0000       0.0000       0.0000       18.0112      -99999.0000  -99999.0000  0.0000       0.0000       70.6558      0.0000       0.0000       0.0000       
3683.0000    -99999.0000  22.8473      0.0000       28.9156      0.0000       0.0000       0.0000       17.8275      -99999.0000  -99999.0000  0.0000       0.0000       70.6870      0.0000       0.0000       0.0000       
3683.1250    -99999.0000  22.8469      0.0000       29.7507      0.0000       0.0000       0.0000       17.5425      -99999.0000  -99999.0000  0.0000       0.0000       70.7419      0.0000       0.0000       0.0000       
3683.2500    -99999.0000  22.8464      0.0000       30.4086      0.0000       0.0000       0.0000       17.2892      -99999.0000  -99999.0000  0.0000       0.0000       70.7811      0.0000       0.0000       0.0000       
3683.3750    -99999.0000  22.8460      0.0000       31.0159      0.0000       0.0000       0.0000       17.1055      -99999.0000  -99999.0000  0.0000       0.0000       70.8123      0.0000       0.0000       0.0000       
3683.5000    -99999.0000  22.8456      0.0000       31.7751      0.0000       0.0000       0.0000       17.0547      -99999.0000  -99999.0000  0.0000       0.0000       70.8436      0.0000       0.0000       0.0000       
3683.6250    -99999.0000  22.8452      0.0000       33.1673      0.0000       0.0000       0.0000       16.9216      -99999.0000  -99999.0000  0.0000       0.0000       70.8986      0.0000       0.0000       0.0000       
3683.7500    -99999.0000  22.8447      0.0000       32.8378      0.0000       0.0000       0.0000       16.7505      -99999.0000  -99999.0000  0.0000       0.0000       70.9377      0.0000       0.0000       0.0000       
