WELLNAME = well92
STDEP  =  3000.0000    
ENDEP  =  4553.7051    
LEVEL  =  0.1250       
CURNAMES  AC, CAL, CGR_DM, GR, K, MSFL, PE, R1, RT, RXO, SGR, SONPHI, SP, TH, U, VSH1

#DEPTH       AC           CAL          CGR_DM       GR           K            MSFL         PE           R1           RT           RXO          SGR          SONPHI       SP           TH           U            VSH1         
3440.1250    -99999.0000  23.7906      0.0000       19.0882      0.0000       0.0000       0.0000       18.5405      -99999.0000  -99999.0000  0.0000       0.0000       75.0753      0.0000       0.0000       0.0000       
3440.2500    -99999.0000  23.9037      0.0000       17.9738      0.0000       0.0000       0.0000       18.7110      -99999.0000  -99999.0000  0.0000       0.0000       75.0429      0.0000       0.0000       0.0000       
3440.3750    -99999.0000  24.0043      0.0000       17.9731      0.0000       0.0000       0.0000       18.8753      -99999.0000  -99999.0000  0.0000       0.0000       75.0103      0.0000       0.0000       0.0000       
3440.5000    -99999.0000  24.1299      0.0000       18.4027      0.0000       0.0000       0.0000       19.0205      -99999.0000  -99999.0000  0.0000       0.0000       74.9778      0.0000       0.0000       0.0000       
3440.6250    -99999.0000  24.2178      0.0000       18.9083      0.0000       0.0000       0.0000       19.1468      -99999.0000  -99999.0000  0.0000       0.0000       74.9691      0.0000       0.0000       0.0000       
3440.7500    -99999.0000  24.3435      0.0000       19.4897      0.0000       0.0000       0.0000       19.2920      -99999.0000  -99999.0000  0.0000       0.0000       74.9684      0.0000       0.0000       0.0000       
3440.8750    -99999.0000  24.4566      0.0000       20.0206      0.0000       0.0000       0.0000       19.4309      -99999.0000  -99999.0000  0.0000       0.0000       74.9911      0.0000       0.0000       0.0000       
3441.0000    -99999.0000  24.5317      0.0000       20.5514      0.0000       0.0000       0.0000       19.5699      -99999.0000  -99999.0000  0.0000       0.0000       74.9983      0.0000       0.0000       0.0000       
3441.1250    -99999.0000  24.5437      0.0000       20.8800      0.0000       0.0000       0.0000       19.7657      -99999.0000  -99999.0000  0.0000       0.0000       74.9739      0.0000       0.0000       0.0000       
3441.2500    -99999.0000  24.4290      0.0000       21.5121      0.0000       0.0000       0.0000       19.9742      -99999.0000  -99999.0000  0.0000       0.0000       74.9177      0.0000       0.0000       0.0000       
3441.3750    -99999.0000  24.2636      0.0000       22.0683      0.0000       0.0000       0.0000       20.1195      -99999.0000  -99999.0000  0.0000       0.0000       74.8773      0.0000       0.0000       0.0000       
3441.5000    -99999.0000  24.0982      0.0000       22.6245      0.0000       0.0000       0.0000       20.2584      -99999.0000  -99999.0000  0.0000       0.0000       74.8448      0.0000       0.0000       0.0000       
3441.6250    -99999.0000  23.9708      0.0000       23.0289      0.0000       0.0000       0.0000       20.5555      -99999.0000  -99999.0000  0.0000       0.0000       74.8359      0.0000       0.0000       0.0000       
3441.7500    -99999.0000  23.9066      0.0000       22.3700      0.0000       0.0000       0.0000       20.7831      -99999.0000  -99999.0000  0.0000       0.0000       74.8350      0.0000       0.0000       0.0000       
3441.8750    -99999.0000  23.8679      0.0000       21.7364      0.0000       0.0000       0.0000       21.0295      -99999.0000  -99999.0000  0.0000       0.0000       74.8344      0.0000       0.0000       0.0000       
3442.0000    -99999.0000  23.8418      0.0000       22.1912      0.0000       0.0000       0.0000       20.8014      -99999.0000  -99999.0000  0.0000       0.0000       74.8100      0.0000       0.0000       0.0000       
3442.1250    -99999.0000  23.8031      0.0000       22.5704      0.0000       0.0000       0.0000       20.5859      -99999.0000  -99999.0000  0.0000       0.0000       74.7775      0.0000       0.0000       0.0000       
3442.2500    -99999.0000  23.8022      0.0000       23.1265      0.0000       0.0000       0.0000       20.3198      -99999.0000  -99999.0000  0.0000       0.0000       74.7684      0.0000       0.0000       0.0000       
3442.3750    -99999.0000  23.8393      0.0000       23.7587      0.0000       0.0000       0.0000       20.0347      -99999.0000  -99999.0000  0.0000       0.0000       74.7676      0.0000       0.0000       0.0000       
3442.5000    -99999.0000  23.8511      0.0000       23.9098      0.0000       0.0000       0.0000       19.7117      -99999.0000  -99999.0000  0.0000       0.0000       74.7432      0.0000       0.0000       0.0000       
3442.6250    -99999.0000  23.8504      0.0000       23.3270      0.0000       0.0000       0.0000       19.2937      -99999.0000  -99999.0000  0.0000       0.0000       74.7108      0.0000       0.0000       0.0000       
3442.7500    -99999.0000  23.8496      0.0000       23.0225      0.0000       0.0000       0.0000       18.8947      -99999.0000  -99999.0000  0.0000       0.0000       74.6547      0.0000       0.0000       0.0000       
3442.8750    -99999.0000  23.8487      0.0000       23.4774      0.0000       0.0000       0.0000       18.3121      -99999.0000  -99999.0000  0.0000       0.0000       74.6379      0.0000       0.0000       0.0000       
3443.0000    -99999.0000  23.8352      0.0000       23.7804      0.0000       0.0000       0.0000       17.3372      -99999.0000  -99999.0000  0.0000       0.0000       74.6135      0.0000       0.0000       0.0000       
3443.1250    -99999.0000  23.8217      0.0000       22.9950      0.0000       0.0000       0.0000       16.8180      -99999.0000  -99999.0000  0.0000       0.0000       74.5572      0.0000       0.0000       0.0000       
3443.2500    -99999.0000  23.8084      0.0000       22.7411      0.0000       0.0000       0.0000       16.9189      -99999.0000  -99999.0000  0.0000       0.0000       74.5169      0.0000       0.0000       0.0000       
3443.3750    -99999.0000  23.7948      0.0000       22.9936      0.0000       0.0000       0.0000       16.9629      -99999.0000  -99999.0000  0.0000       0.0000       74.4843      0.0000       0.0000       0.0000       
3443.5000    -99999.0000  23.7686      0.0000       23.4739      0.0000       0.0000       0.0000       16.7032      -99999.0000  -99999.0000  0.0000       0.0000       74.4757      0.0000       0.0000       0.0000       
3443.6250    -99999.0000  23.7678      0.0000       23.9794      0.0000       0.0000       0.0000       16.3927      -99999.0000  -99999.0000  0.0000       0.0000       74.4510      0.0000       0.0000       0.0000       
3443.7500    -99999.0000  23.7797      0.0000       24.5609      0.0000       0.0000       0.0000       16.0697      -99999.0000  -99999.0000  0.0000       0.0000       74.4185      0.0000       0.0000       0.0000       
3443.8750    -99999.0000  23.7790      0.0000       25.0665      0.0000       0.0000       0.0000       15.6897      -99999.0000  -99999.0000  0.0000       0.0000       74.4100      0.0000       0.0000       0.0000       
3444.0000    -99999.0000  23.7654      0.0000       25.7492      0.0000       0.0000       0.0000       15.2274      -99999.0000  -99999.0000  0.0000       0.0000       74.4088      0.0000       0.0000       0.0000       
3444.1250    -99999.0000  23.7645      0.0000       26.5584      0.0000       0.0000       0.0000       14.9487      -99999.0000  -99999.0000  0.0000       0.0000       74.3843      0.0000       0.0000       0.0000       
3444.2500    -99999.0000  23.7639      0.0000       27.0894      0.0000       0.0000       0.0000       14.6636      -99999.0000  -99999.0000  0.0000       0.0000       74.3755      0.0000       0.0000       0.0000       
3444.3750    -99999.0000  23.7630      0.0000       27.8988      0.0000       0.0000       0.0000       14.4924      -99999.0000  -99999.0000  0.0000       0.0000       74.3508      0.0000       0.0000       0.0000       
3444.5000    -99999.0000  23.7622      0.0000       28.2777      0.0000       0.0000       0.0000       14.6440      -99999.0000  -99999.0000  0.0000       0.0000       74.3184      0.0000       0.0000       0.0000       
3444.6250    -99999.0000  23.7612      0.0000       28.8592      0.0000       0.0000       0.0000       14.7639      -99999.0000  -99999.0000  0.0000       0.0000       74.2863      0.0000       0.0000       0.0000       
3444.7500    -99999.0000  23.7860      0.0000       29.2128      0.0000       0.0000       0.0000       14.8902      -99999.0000  -99999.0000  0.0000       0.0000       74.2533      0.0000       0.0000       0.0000       
3444.8750    -99999.0000  23.7722      0.0000       28.0730      0.0000       0.0000       0.0000       15.0101      -99999.0000  -99999.0000  0.0000       0.0000       74.2450      0.0000       0.0000       0.0000       
3445.0000    -99999.0000  23.7591      0.0000       24.4779      0.0000       0.0000       0.0000       15.1680      -99999.0000  -99999.0000  0.0000       0.0000       74.1968      0.0000       0.0000       0.0000       
3445.1250    -99999.0000  23.7454      0.0000       23.5406      0.0000       0.0000       0.0000       15.3322      -99999.0000  -99999.0000  0.0000       0.0000       74.1559      0.0000       0.0000       0.0000       
3445.2500    -99999.0000  23.7321      0.0000       24.3246      0.0000       0.0000       0.0000       15.1104      -99999.0000  -99999.0000  0.0000       0.0000       74.1476      0.0000       0.0000       0.0000       
3445.3750    -99999.0000  23.7313      0.0000       25.2603      0.0000       0.0000       0.0000       14.8760      -99999.0000  -99999.0000  0.0000       0.0000       74.1231      0.0000       0.0000       0.0000       
3445.5000    -99999.0000  23.7305      0.0000       25.8167      0.0000       0.0000       0.0000       14.9516      -99999.0000  -99999.0000  0.0000       0.0000       74.0909      0.0000       0.0000       0.0000       
3445.6250    -99999.0000  23.6535      0.0000       26.7270      0.0000       0.0000       0.0000       15.1032      -99999.0000  -99999.0000  0.0000       0.0000       74.0583      0.0000       0.0000       0.0000       
3445.7500    -99999.0000  23.6403      0.0000       27.3593      0.0000       0.0000       0.0000       15.0902      -99999.0000  -99999.0000  0.0000       0.0000       74.0258      0.0000       0.0000       0.0000       
3445.8750    -99999.0000  23.6268      0.0000       27.9407      0.0000       0.0000       0.0000       14.7861      -99999.0000  -99999.0000  0.0000       0.0000       73.9453      0.0000       0.0000       0.0000       
3446.0000    -99999.0000  23.6006      0.0000       28.3451      0.0000       0.0000       0.0000       14.5263      -99999.0000  -99999.0000  0.0000       0.0000       73.9211      0.0000       0.0000       0.0000       
3446.1250    -99999.0000  23.5743      0.0000       27.5597      0.0000       0.0000       0.0000       14.2729      -99999.0000  -99999.0000  0.0000       0.0000       73.8967      0.0000       0.0000       0.0000       
3446.2500    -99999.0000  23.5484      0.0000       27.5589      0.0000       0.0000       0.0000       14.0258      -99999.0000  -99999.0000  0.0000       0.0000       73.8882      0.0000       0.0000       0.0000       
3446.3750    -99999.0000  23.5220      0.0000       27.9885      0.0000       0.0000       0.0000       13.8103      -99999.0000  -99999.0000  0.0000       0.0000       73.8159      0.0000       0.0000       0.0000       
3446.5000    -99999.0000  23.5213      0.0000       27.2284      0.0000       0.0000       0.0000       13.5696      -99999.0000  -99999.0000  0.0000       0.0000       73.7678      0.0000       0.0000       0.0000       
3446.6250    -99999.0000  23.4826      0.0000       22.6208      0.0000       0.0000       0.0000       13.2528      -99999.0000  -99999.0000  0.0000       0.0000       73.7117      0.0000       0.0000       0.0000       
3446.7500    -99999.0000  23.4439      0.0000       20.5444      0.0000       0.0000       0.0000       13.0880      -99999.0000  -99999.0000  0.0000       0.0000       73.6475      0.0000       0.0000       0.0000       
3446.8750    -99999.0000  23.4305      0.0000       20.9740      0.0000       0.0000       0.0000       13.2016      -99999.0000  -99999.0000  0.0000       0.0000       73.5834      0.0000       0.0000       0.0000       
3447.0000    -99999.0000  23.3917      0.0000       21.3278      0.0000       0.0000       0.0000       13.3785      -99999.0000  -99999.0000  0.0000       0.0000       73.4716      0.0000       0.0000       0.0000       
3447.1250    -99999.0000  23.3656      0.0000       21.8333      0.0000       0.0000       0.0000       13.4288      -99999.0000  -99999.0000  0.0000       0.0000       73.4394      0.0000       0.0000       0.0000       
3447.2500    -99999.0000  23.3520      0.0000       22.2629      0.0000       0.0000       0.0000       13.2070      -99999.0000  -99999.0000  0.0000       0.0000       73.3676      0.0000       0.0000       0.0000       
3447.3750    -99999.0000  23.3385      0.0000       22.8950      0.0000       0.0000       0.0000       13.2067      -99999.0000  -99999.0000  0.0000       0.0000       73.3191      0.0000       0.0000       0.0000       
3447.5000    -99999.0000  23.3125      0.0000       20.2365      0.0000       0.0000       0.0000       13.3330      -99999.0000  -99999.0000  0.0000       0.0000       73.2867      0.0000       0.0000       0.0000       
3447.6250    -99999.0000  23.3116      0.0000       18.9953      0.0000       0.0000       0.0000       13.4529      -99999.0000  -99999.0000  0.0000       0.0000       73.2543      0.0000       0.0000       0.0000       
3447.7500    -99999.0000  23.3108      0.0000       19.5010      0.0000       0.0000       0.0000       13.6234      -99999.0000  -99999.0000  0.0000       0.0000       73.2456      0.0000       0.0000       0.0000       
3447.8750    -99999.0000  23.2846      0.0000       20.1077      0.0000       0.0000       0.0000       13.7561      -99999.0000  -99999.0000  0.0000       0.0000       73.2209      0.0000       0.0000       0.0000       
3448.0000    -99999.0000  23.2712      0.0000       20.6133      0.0000       0.0000       0.0000       13.9266      -99999.0000  -99999.0000  0.0000       0.0000       73.2121      0.0000       0.0000       0.0000       
3448.1250    -99999.0000  23.2578      0.0000       21.1189      0.0000       0.0000       0.0000       14.0718      -99999.0000  -99999.0000  0.0000       0.0000       73.2111      0.0000       0.0000       0.0000       
3448.2500    -99999.0000  23.2441      0.0000       21.8774      0.0000       0.0000       0.0000       14.2044      -99999.0000  -99999.0000  0.0000       0.0000       73.2105      0.0000       0.0000       0.0000       
3448.3750    -99999.0000  23.2310      0.0000       23.3955      0.0000       0.0000       0.0000       14.4255      -99999.0000  -99999.0000  0.0000       0.0000       73.1861      0.0000       0.0000       0.0000       
3448.5000    -99999.0000  23.2173      0.0000       22.1546      0.0000       0.0000       0.0000       14.5582      -99999.0000  -99999.0000  0.0000       0.0000       73.1774      0.0000       0.0000       0.0000       
3448.6250    -99999.0000  23.2040      0.0000       21.8754      0.0000       0.0000       0.0000       14.7540      -99999.0000  -99999.0000  0.0000       0.0000       73.1290      0.0000       0.0000       0.0000       
3448.7500    -99999.0000  23.2030      0.0000       22.4316      0.0000       0.0000       0.0000       14.8929      -99999.0000  -99999.0000  0.0000       0.0000       73.1124      0.0000       0.0000       0.0000       
3448.8750    -99999.0000  23.2024      0.0000       23.3168      0.0000       0.0000       0.0000       15.0508      -99999.0000  -99999.0000  0.0000       0.0000       73.0880      0.0000       0.0000       0.0000       
3449.0000    -99999.0000  23.2014      0.0000       22.8098      0.0000       0.0000       0.0000       15.2150      -99999.0000  -99999.0000  0.0000       0.0000       73.0555      0.0000       0.0000       0.0000       
3449.1250    -99999.0000  23.1754      0.0000       21.6195      0.0000       0.0000       0.0000       15.3413      -99999.0000  -99999.0000  0.0000       0.0000       73.0468      0.0000       0.0000       0.0000       
3449.2500    -99999.0000  23.2124      0.0000       21.0619      0.0000       0.0000       0.0000       15.5244      -99999.0000  -99999.0000  0.0000       0.0000       72.9983      0.0000       0.0000       0.0000       
3449.3750    -99999.0000  23.2245      0.0000       21.4155      0.0000       0.0000       0.0000       15.6570      -99999.0000  -99999.0000  0.0000       0.0000       72.9580      0.0000       0.0000       0.0000       
3449.5000    -99999.0000  23.2235      0.0000       21.7439      0.0000       0.0000       0.0000       15.7960      -99999.0000  -99999.0000  0.0000       0.0000       72.9493      0.0000       0.0000       0.0000       
3449.6250    -99999.0000  23.2480      0.0000       21.9709      0.0000       0.0000       0.0000       15.9539      -99999.0000  -99999.0000  0.0000       0.0000       72.9249      0.0000       0.0000       0.0000       
3449.7500    -99999.0000  23.2471      0.0000       22.2487      0.0000       0.0000       0.0000       16.1814      -99999.0000  -99999.0000  0.0000       0.0000       72.8684      0.0000       0.0000       0.0000       
3449.8750    -99999.0000  23.2844      0.0000       22.5264      0.0000       0.0000       0.0000       16.4342      -99999.0000  -99999.0000  0.0000       0.0000       72.8518      0.0000       0.0000       0.0000       
3450.0000    -99999.0000  23.2960      0.0000       22.8295      0.0000       0.0000       0.0000       16.5984      -99999.0000  -99999.0000  0.0000       0.0000       72.7797      0.0000       0.0000       0.0000       
3450.1250    -99999.0000  23.3209      0.0000       23.1578      0.0000       0.0000       0.0000       16.5601      -99999.0000  -99999.0000  0.0000       0.0000       72.7317      0.0000       0.0000       0.0000       
3450.2500    -99999.0000  23.3325      0.0000       23.4356      0.0000       0.0000       0.0000       16.5028      -99999.0000  -99999.0000  0.0000       0.0000       72.6516      0.0000       0.0000       0.0000       
3450.3750    -99999.0000  23.3571      0.0000       23.7639      0.0000       0.0000       0.0000       16.4646      -99999.0000  -99999.0000  0.0000       0.0000       72.5796      0.0000       0.0000       0.0000       
3450.5000    -99999.0000  23.4068      0.0000       24.1935      0.0000       0.0000       0.0000       16.5719      -99999.0000  -99999.0000  0.0000       0.0000       72.5395      0.0000       0.0000       0.0000       
3450.6250    -99999.0000  23.4187      0.0000       23.4081      0.0000       0.0000       0.0000       16.7803      -99999.0000  -99999.0000  0.0000       0.0000       72.4834      0.0000       0.0000       0.0000       
3450.7500    -99999.0000  23.4558      0.0000       22.4202      0.0000       0.0000       0.0000       16.9383      -99999.0000  -99999.0000  0.0000       0.0000       72.3953      0.0000       0.0000       0.0000       
3450.8750    -99999.0000  23.4677      0.0000       21.7614      0.0000       0.0000       0.0000       17.1215      -99999.0000  -99999.0000  0.0000       0.0000       72.3470      0.0000       0.0000       0.0000       
3451.0000    -99999.0000  23.4797      0.0000       21.1279      0.0000       0.0000       0.0000       17.3300      -99999.0000  -99999.0000  0.0000       0.0000       72.2671      0.0000       0.0000       0.0000       
3451.1250    -99999.0000  23.4915      0.0000       20.3426      0.0000       0.0000       0.0000       17.2157      -99999.0000  -99999.0000  0.0000       0.0000       72.2189      0.0000       0.0000       0.0000       
3451.2500    -99999.0000  23.4908      0.0000       20.6962      0.0000       0.0000       0.0000       16.7851      -99999.0000  -99999.0000  0.0000       0.0000       72.1627      0.0000       0.0000       0.0000       
3451.3750    -99999.0000  23.4898      0.0000       21.2018      0.0000       0.0000       0.0000       16.4811      -99999.0000  -99999.0000  0.0000       0.0000       72.0985      0.0000       0.0000       0.0000       
3451.5000    -99999.0000  23.5018      0.0000       21.9351      0.0000       0.0000       0.0000       16.1074      -99999.0000  -99999.0000  0.0000       0.0000       72.0578      0.0000       0.0000       0.0000       
3451.6250    -99999.0000  23.5134      0.0000       22.6936      0.0000       0.0000       0.0000       15.7844      -99999.0000  -99999.0000  0.0000       0.0000       72.0258      0.0000       0.0000       0.0000       
3451.7500    -99999.0000  23.5252      0.0000       23.3258      0.0000       0.0000       0.0000       15.5183      -99999.0000  -99999.0000  0.0000       0.0000       71.9934      0.0000       0.0000       0.0000       
3451.8750    -99999.0000  23.5370      0.0000       24.7678      0.0000       0.0000       0.0000       15.4674      -99999.0000  -99999.0000  0.0000       0.0000       71.9134      0.0000       0.0000       0.0000       
3452.0000    -99999.0000  23.5238      0.0000       23.5522      0.0000       0.0000       0.0000       15.5304      -99999.0000  -99999.0000  0.0000       0.0000       71.8889      0.0000       0.0000       0.0000       
3452.1250    -99999.0000  23.5104      0.0000       21.8556      0.0000       0.0000       0.0000       15.5933      -99999.0000  -99999.0000  0.0000       0.0000       71.8643      0.0000       0.0000       0.0000       
3452.2500    -99999.0000  23.5093      0.0000       20.6653      0.0000       0.0000       0.0000       15.6499      -99999.0000  -99999.0000  0.0000       0.0000       71.8557      0.0000       0.0000       0.0000       
3452.3750    -99999.0000  23.5084      0.0000       20.6644      0.0000       0.0000       0.0000       15.7003      -99999.0000  -99999.0000  0.0000       0.0000       71.8312      0.0000       0.0000       0.0000       
3452.5000    -99999.0000  23.5078      0.0000       20.6132      0.0000       0.0000       0.0000       15.7569      -99999.0000  -99999.0000  0.0000       0.0000       71.7750      0.0000       0.0000       0.0000       
3452.6250    -99999.0000  23.5070      0.0000       20.3594      0.0000       0.0000       0.0000       15.8135      -99999.0000  -99999.0000  0.0000       0.0000       71.7345      0.0000       0.0000       0.0000       
3452.7500    -99999.0000  23.5059      0.0000       20.6369      0.0000       0.0000       0.0000       15.8828      -99999.0000  -99999.0000  0.0000       0.0000       71.7259      0.0000       0.0000       0.0000       
3452.8750    -99999.0000  23.5054      0.0000       20.8389      0.0000       0.0000       0.0000       15.9205      -99999.0000  -99999.0000  0.0000       0.0000       71.7251      0.0000       0.0000       0.0000       
3453.0000    -99999.0000  23.5044      0.0000       21.2179      0.0000       0.0000       0.0000       15.9961      -99999.0000  -99999.0000  0.0000       0.0000       71.7242      0.0000       0.0000       0.0000       
3453.1250    -99999.0000  23.5036      0.0000       21.7487      0.0000       0.0000       0.0000       16.0654      -99999.0000  -99999.0000  0.0000       0.0000       71.6759      0.0000       0.0000       0.0000       
3453.2500    -99999.0000  23.5028      0.0000       22.3048      0.0000       0.0000       0.0000       16.3055      -99999.0000  -99999.0000  0.0000       0.0000       71.6592      0.0000       0.0000       0.0000       
3453.3750    -99999.0000  23.5022      0.0000       22.8862      0.0000       0.0000       0.0000       16.1028      -99999.0000  -99999.0000  0.0000       0.0000       71.6584      0.0000       0.0000       0.0000       
3453.5000    -99999.0000  23.5013      0.0000       23.5182      0.0000       0.0000       0.0000       15.9000      -99999.0000  -99999.0000  0.0000       0.0000       71.6573      0.0000       0.0000       0.0000       
3453.6250    -99999.0000  23.5006      0.0000       24.0744      0.0000       0.0000       0.0000       15.5580      -99999.0000  -99999.0000  0.0000       0.0000       71.6568      0.0000       0.0000       0.0000       
3453.7500    -99999.0000  23.4996      0.0000       24.5546      0.0000       0.0000       0.0000       15.4058      -99999.0000  -99999.0000  0.0000       0.0000       71.6795      0.0000       0.0000       0.0000       
3453.8750    -99999.0000  23.4990      0.0000       25.2120      0.0000       0.0000       0.0000       15.5384      -99999.0000  -99999.0000  0.0000       0.0000       71.6868      0.0000       0.0000       0.0000       
3454.0000    -99999.0000  23.4979      0.0000       25.6923      0.0000       0.0000       0.0000       15.6646      -99999.0000  -99999.0000  0.0000       0.0000       71.6859      0.0000       0.0000       0.0000       
3454.1250    -99999.0000  23.5100      0.0000       26.2484      0.0000       0.0000       0.0000       15.7908      -99999.0000  -99999.0000  0.0000       0.0000       71.6852      0.0000       0.0000       0.0000       
3454.2500    -99999.0000  23.4963      0.0000       26.2224      0.0000       0.0000       0.0000       15.9297      -99999.0000  -99999.0000  0.0000       0.0000       71.6607      0.0000       0.0000       0.0000       
3454.3750    -99999.0000  23.5083      0.0000       26.0192      0.0000       0.0000       0.0000       16.1193      -99999.0000  -99999.0000  0.0000       0.0000       71.6758      0.0000       0.0000       0.0000       
3454.5000    -99999.0000  23.4948      0.0000       26.2715      0.0000       0.0000       0.0000       16.1443      -99999.0000  -99999.0000  0.0000       0.0000       71.6591      0.0000       0.0000       0.0000       
3454.6250    -99999.0000  23.4941      0.0000       26.9035      0.0000       0.0000       0.0000       15.8782      -99999.0000  -99999.0000  0.0000       0.0000       71.6741      0.0000       0.0000       0.0000       
3454.7500    -99999.0000  23.5059      0.0000       27.3584      0.0000       0.0000       0.0000       15.6058      -99999.0000  -99999.0000  0.0000       0.0000       71.7049      0.0000       0.0000       0.0000       
3454.8750    -99999.0000  23.5178      0.0000       27.9399      0.0000       0.0000       0.0000       15.2891      -99999.0000  -99999.0000  0.0000       0.0000       71.7358      0.0000       0.0000       0.0000       
3455.0000    -99999.0000  23.5422      0.0000       28.3442      0.0000       0.0000       0.0000       15.2825      -99999.0000  -99999.0000  0.0000       0.0000       71.7430      0.0000       0.0000       0.0000       
3455.1250    -99999.0000  23.5416      0.0000       27.5587      0.0000       0.0000       0.0000       15.4151      -99999.0000  -99999.0000  0.0000       0.0000       71.7421      0.0000       0.0000       0.0000       
3455.2500    -99999.0000  23.5658      0.0000       27.0772      0.0000       0.0000       0.0000       15.5792      -99999.0000  -99999.0000  0.0000       0.0000       71.7412      0.0000       0.0000       0.0000       
3455.3750    -99999.0000  23.5652      0.0000       26.3931      0.0000       0.0000       0.0000       15.7055      -99999.0000  -99999.0000  0.0000       0.0000       71.7876      0.0000       0.0000       0.0000       
3455.5000    -99999.0000  23.5644      0.0000       25.7596      0.0000       0.0000       0.0000       15.8824      -99999.0000  -99999.0000  0.0000       0.0000       71.8028      0.0000       0.0000       0.0000       
3455.6250    -99999.0000  23.5762      0.0000       24.9995      0.0000       0.0000       0.0000       16.0972      -99999.0000  -99999.0000  0.0000       0.0000       71.8257      0.0000       0.0000       0.0000       
3455.7500    -99999.0000  23.6132      0.0000       24.3661      0.0000       0.0000       0.0000       15.8438      -99999.0000  -99999.0000  0.0000       0.0000       71.8567      0.0000       0.0000       0.0000       
3455.8750    -99999.0000  23.6379      0.0000       23.6820      0.0000       0.0000       0.0000       15.5524      -99999.0000  -99999.0000  0.0000       0.0000       71.8873      0.0000       0.0000       0.0000       
3456.0000    -99999.0000  23.6624      0.0000       22.8967      0.0000       0.0000       0.0000       15.4508      -99999.0000  -99999.0000  0.0000       0.0000       71.8943      0.0000       0.0000       0.0000       
3456.1250    -99999.0000  23.7120      0.0000       22.5670      0.0000       0.0000       0.0000       15.5708      -99999.0000  -99999.0000  0.0000       0.0000       71.9173      0.0000       0.0000       0.0000       
3456.2500    -99999.0000  23.7494      0.0000       23.1483      0.0000       0.0000       0.0000       15.6401      -99999.0000  -99999.0000  0.0000       0.0000       71.9243      0.0000       0.0000       0.0000       
3456.3750    -99999.0000  23.7864      0.0000       23.7551      0.0000       0.0000       0.0000       15.4310      -99999.0000  -99999.0000  0.0000       0.0000       71.9472      0.0000       0.0000       0.0000       
3456.5000    -99999.0000  23.8364      0.0000       24.3618      0.0000       0.0000       0.0000       15.2218      -99999.0000  -99999.0000  0.0000       0.0000       71.9544      0.0000       0.0000       0.0000       
3456.6250    -99999.0000  23.8735      0.0000       24.9180      0.0000       0.0000       0.0000       14.9937      -99999.0000  -99999.0000  0.0000       0.0000       71.9774      0.0000       0.0000       0.0000       
3456.7500    -99999.0000  23.8727      0.0000       25.4741      0.0000       0.0000       0.0000       14.8226      -99999.0000  -99999.0000  0.0000       0.0000       71.9842      0.0000       0.0000       0.0000       
3456.8750    -99999.0000  23.8592      0.0000       26.1821      0.0000       0.0000       0.0000       14.6198      -99999.0000  -99999.0000  0.0000       0.0000       71.9836      0.0000       0.0000       0.0000       
3457.0000    -99999.0000  23.8583      0.0000       25.3967      0.0000       0.0000       0.0000       14.4297      -99999.0000  -99999.0000  0.0000       0.0000       71.9830      0.0000       0.0000       0.0000       
3457.1250    -99999.0000  23.8323      0.0000       24.4089      0.0000       0.0000       0.0000       14.3597      -99999.0000  -99999.0000  0.0000       0.0000       72.0056      0.0000       0.0000       0.0000       
3457.2500    -99999.0000  23.8314      0.0000       23.3198      0.0000       0.0000       0.0000       14.5113      -99999.0000  -99999.0000  0.0000       0.0000       72.0365      0.0000       0.0000       0.0000       
3457.3750    -99999.0000  23.8307      0.0000       22.3321      0.0000       0.0000       0.0000       14.6818      -99999.0000  -99999.0000  0.0000       0.0000       72.0905      0.0000       0.0000       0.0000       
3457.5000    -99999.0000  23.8045      0.0000       22.6856      0.0000       0.0000       0.0000       14.8460      -99999.0000  -99999.0000  0.0000       0.0000       72.1059      0.0000       0.0000       0.0000       
3457.6250    -99999.0000  23.8036      0.0000       23.4948      0.0000       0.0000       0.0000       15.0039      -99999.0000  -99999.0000  0.0000       0.0000       72.1288      0.0000       0.0000       0.0000       
3457.7500    -99999.0000  23.8029      0.0000       24.1776      0.0000       0.0000       0.0000       15.1491      -99999.0000  -99999.0000  0.0000       0.0000       72.1598      0.0000       0.0000       0.0000       
3457.8750    -99999.0000  23.8021      0.0000       25.0374      0.0000       0.0000       0.0000       15.2943      -99999.0000  -99999.0000  0.0000       0.0000       72.1905      0.0000       0.0000       0.0000       
3458.0000    -99999.0000  23.8012      0.0000       25.8465      0.0000       0.0000       0.0000       15.4459      -99999.0000  -99999.0000  0.0000       0.0000       72.1976      0.0000       0.0000       0.0000       
3458.1250    -99999.0000  23.8130      0.0000       26.9849      0.0000       0.0000       0.0000       15.5974      -99999.0000  -99999.0000  0.0000       0.0000       72.1969      0.0000       0.0000       0.0000       
3458.2500    -99999.0000  23.7996      0.0000       26.5539      0.0000       0.0000       0.0000       15.7237      -99999.0000  -99999.0000  0.0000       0.0000       72.1962      0.0000       0.0000       0.0000       
3458.3750    -99999.0000  23.8115      0.0000       24.5284      0.0000       0.0000       0.0000       15.8815      -99999.0000  -99999.0000  0.0000       0.0000       72.2429      0.0000       0.0000       0.0000       
3458.5000    -99999.0000  23.8359      0.0000       24.3758      0.0000       0.0000       0.0000       16.0331      -99999.0000  -99999.0000  0.0000       0.0000       72.3054      0.0000       0.0000       0.0000       
