WELLNAME = well131
STDEP  =  2500.0000    
ENDEP  =  3961.9688    
LEVEL  =  0.1250       
CURNAMES  AC, CAL, GR, P_AC, R1, RT, RXO, SONPHI, SP, VSH, VSH1

#DEPTH       AC           CAL          GR           P_AC         R1           RT           RXO          SONPHI       SP           VSH          VSH1         
2506.0000    52.0078      23.8876      38.9507      50.7516      18.4378      293.0440     230.5395     0.0000       25.8092      0.0000       0.0000       
2506.1250    51.5790      23.9170      39.3245      50.4246      18.5765      306.9521     233.7361     0.0000       25.5308      0.0000       0.0000       
2506.2500    51.1976      23.8518      35.2876      50.1337      18.7022      318.5257     235.3234     0.0000       25.1736      0.0000       0.0000       
2506.3750    50.8643      23.7553      33.5190      49.8794      18.7272      323.6870     238.5888     0.0000       24.7771      0.0000       0.0000       
2506.5000    50.6276      23.6274      34.5221      49.6989      18.8026      321.3734     241.9020     0.0000       24.4202      0.0000       0.0000       
2506.6250    50.5342      23.4360      35.0228      49.6277      18.9031      313.9237     244.6902     0.0000       24.0631      0.0000       0.0000       
2506.7500    50.5378      23.3079      35.5222      49.6304      19.0291      303.7913     250.4044     0.0000       23.7060      0.0000       0.0000       
2506.8750    50.5401      23.2744      36.0225      49.6322      19.1424      292.6388     252.1072     0.0000       23.4280      0.0000       0.0000       
2507.0000    50.5434      23.2723      36.5228      49.6346      19.3189      277.3140     246.8374     0.0000       23.1101      0.0000       0.0000       
2507.1250    50.6423      23.3017      37.5267      49.7101      19.4575      264.0366     236.1317     0.0000       22.7920      0.0000       0.0000       
2507.2500    50.7409      23.2996      38.7827      49.7853      19.6213      249.0609     220.1564     0.0000       22.5138      0.0000       0.0000       
2507.3750    50.9361      23.2345      39.9126      49.9342      19.6969      254.2955     224.8020     0.0000       22.1965      0.0000       0.0000       
2507.5000    51.1790      23.1377      40.4125      50.1195      19.8607      268.8564     242.6740     0.0000       21.8788      0.0000       0.0000       
2507.6250    51.4696      23.0096      41.2904      50.3411      20.0372      284.9066     257.1612     0.0000       21.6005      0.0000       0.0000       
2507.7500    51.8085      22.9132      43.0496      50.5996      20.1380      298.4048     267.4682     0.0000       21.3615      0.0000       0.0000       
2507.8750    52.1953      22.8795      44.6845      50.8946      20.3272      280.9268     261.8969     0.0000       21.1620      0.0000       0.0000       
2508.0000    52.4861      22.8774      46.3190      51.1165      20.5164      245.9471     244.7779     0.0000       21.0413      0.0000       0.0000       
2508.1250    52.1052      22.8439      47.5750      50.8259      20.7056      221.9299     223.4582     0.0000       20.9993      0.0000       0.0000       
2508.2500    51.8202      22.8102      44.7983      50.6085      20.8822      226.6543     222.9739     0.0000       20.9968      0.0000       0.0000       
2508.3750    51.4875      22.8080      41.5174      50.3548      21.0589      267.4632     252.1912     0.0000       21.0730      0.0000       0.0000       
2508.5000    51.2499      22.8059      41.0091      50.1736      21.2355      316.2138     281.3603     0.0000       21.3854      0.0000       0.0000       
2508.6250    51.0130      22.8038      41.0044      49.9928      21.4752      371.1422     323.4752     0.0000       21.8947      0.0000       0.0000       
2508.7500    50.6332      22.8330      39.1103      49.7032      21.6139      419.6526     354.8151     0.0000       22.3253      0.0000       0.0000       
2508.8750    50.4911      22.8938      36.8376      49.5947      21.8283      474.7726     389.4059     0.0000       22.5196      0.0000       0.0000       
2509.0000    50.3030      22.9547      34.4390      49.4513      21.9419      530.8021     421.3995     0.0000       22.5563      0.0000       0.0000       
2509.1250    50.2571      22.9838      34.5607      49.4163      22.1310      601.7917     461.3845     0.0000       22.4749      0.0000       0.0000       
2509.2500    50.3083      22.9821      35.6907      49.4553      22.3076      669.5715     505.0685     0.0000       22.2359      0.0000       0.0000       
2509.3750    50.3106      22.9803      36.8207      49.4571      22.4336      593.4095     468.7478     0.0000       21.9182      0.0000       0.0000       
2509.5000    50.4096      23.0097      37.8250      49.5326      22.4330      499.2955     426.0072     0.0000       21.7579      0.0000       0.0000       
2509.6250    50.5085      23.0391      38.9550      49.6080      22.4073      430.9372     388.9352     0.0000       21.8340      0.0000       0.0000       
2509.7500    50.6074      23.0368      40.2110      49.6835      22.3054      383.5502     355.9705     0.0000       22.0679      0.0000       0.0000       
2509.8750    50.7066      23.0348      41.8446      49.7591      22.1276      346.0932     320.5186     0.0000       22.5773      0.0000       0.0000       
2510.0000    50.7293      23.0402      40.8835      49.7765      22.0260      315.9442     282.8098     0.0000       22.6415      0.0000       0.0000       
2510.1250    50.8094      23.0596      42.6884      49.8376      21.8736      262.1486     239.3417     0.0000       22.8432      0.0000       0.0000       
2510.2500    50.9894      23.0803      44.1044      49.9749      21.6959      231.9312     215.1866     0.0000       23.5780      0.0000       0.0000       
2510.3750    51.1706      23.0949      42.1181      50.1131      21.4928      210.5080     193.6161     0.0000       24.0675      0.0000       0.0000       
2510.5000    51.4949      23.1409      40.8895      50.3604      21.3785      187.9630     174.9050     0.0000       24.5590      0.0000       0.0000       
2510.6250    51.8204      23.2199      40.0353      50.6087      21.3274      169.4793     158.7518     0.0000       25.0495      0.0000       0.0000       
2510.7500    51.8561      23.2667      42.0803      50.6360      21.4658      152.4090     147.8340     0.0000       25.5400      0.0000       0.0000       
2510.8750    51.8437      23.2829      41.8580      50.6265      21.6426      139.6605     144.2425     0.0000       26.0306      0.0000       0.0000       
2511.0000    52.4566      23.2982      41.1295      51.0940      21.9583      128.5476     142.3972     0.0000       26.5998      0.0000       0.0000       
2511.1250    53.0226      23.3442      43.0488      51.5257      22.0210      140.3930     139.9275     0.0000       27.1690      0.0000       0.0000       
2511.2500    53.0583      23.3941      44.4649      51.5529      21.8813      164.2133     154.6316     0.0000       27.6605      0.0000       0.0000       
2511.3750    52.6612      23.4401      43.8593      51.2500      21.7163      183.0055     184.4386     0.0000       28.0734      0.0000       0.0000       
2511.5000    52.0716      23.4854      42.0045      50.8003      21.5259      200.1349     211.1632     0.0000       28.3656      0.0000       0.0000       
2511.6250    51.3366      23.5008      40.2783      50.2397      21.3609      211.3738     216.8529     0.0000       28.6194      0.0000       0.0000       
2511.7500    50.9875      23.5146      41.6827      49.9734      21.1072      201.6275     202.4877     0.0000       28.9144      0.0000       0.0000       
2511.8750    51.5535      23.5299      43.7280      50.4051      20.9422      173.4378     184.3041     0.0000       29.2478      0.0000       0.0000       
2512.0000    52.7423      23.5760      44.5093      51.3119      20.6885      151.7171     157.1851     0.0000       29.6598      0.0000       0.0000       
2512.1250    53.4526      23.6220      44.6644      51.8536      20.4223      131.1987     140.9171     0.0000       30.1514      0.0000       0.0000       
2512.2500    54.2122      23.6074      45.0712      52.4330      20.0042      108.7339     122.1480     0.0000       30.6421      0.0000       0.0000       
2512.3750    54.7288      23.5913      46.8620      52.8271      19.6367      95.9237      108.5100     0.0000       31.1318      0.0000       0.0000       
2512.5000    54.2836      23.5737      46.8914      52.4875      19.2059      88.4906      99.4425      0.0000       31.6216      0.0000       0.0000       
2512.6250    53.7902      23.4962      46.1658      52.1112      18.8637      83.7683      94.9936      0.0000       32.0337      0.0000       0.0000       
2512.7500    53.5374      23.4180      45.6889      51.9183      18.5214      80.4066      96.2111      0.0000       32.2894      0.0000       0.0000       
2512.8750    53.8136      23.3681      43.7051      52.1290      18.3059      77.0148      96.3263      0.0000       32.4291      0.0000       0.0000       
2513.0000    54.1379      23.3205      44.2377      52.3764      18.0902      73.7583      94.4391      0.0000       32.5257      0.0000       0.0000       
2513.1250    54.4634      23.2737      46.0286      52.6246      18.3933      70.4805      88.9915      0.0000       32.6214      0.0000       0.0000       
2513.2500    54.9319      23.2262      44.6768      52.9821      18.7345      67.3488      80.6486      0.0000       32.7198      0.0000       0.0000       
2513.3750    55.5436      23.1786      45.4611      53.4486      19.1008      64.6490      82.2735      0.0000       32.7771      0.0000       0.0000       
2513.5000    54.5224      23.1617      47.3750      52.6697      19.3533      95.1064      100.2569     0.0000       32.7548      0.0000       0.0000       
2513.6250    53.3076      23.1771      49.4178      51.7431      19.6058      150.3470     147.0101     0.0000       32.6548      0.0000       0.0000       
2513.7500    52.2359      23.1916      45.4175      50.9256      19.8076      214.5253     227.4312     0.0000       32.5173      0.0000       0.0000       
2513.8750    51.4540      23.2062      46.0760      50.3292      19.9211      316.3681     307.5407     0.0000       32.2628      0.0000       0.0000       
2514.0000    50.8644      23.2553      47.6184      49.8795      20.0091      449.0519     420.9968     0.0000       31.9278      0.0000       0.0000       
2514.1250    50.9482      23.3014      46.7639      49.9435      20.0085      525.7355     418.3294     0.0000       31.7079      0.0000       0.0000       
2514.2500    51.6092      23.3459      45.1573      50.4476      19.8815      466.4096     383.4488     0.0000       31.5282      0.0000       0.0000       
2514.3750    51.5006      23.4249      44.8091      50.3648      19.9568      363.8486     330.7883     0.0000       31.3505      0.0000       0.0000       
2514.5000    51.3439      23.5032      46.7261      50.2453      20.2086      301.6847     273.3625     0.0000       31.3694      0.0000       0.0000       
2514.6250    51.8137      23.5500      48.7691      50.6036      20.2086      246.5636     221.4069     0.0000       31.6242      0.0000       0.0000       
2514.7500    52.4266      23.5953      48.7985      51.0711      20.3600      206.4857     195.9459     0.0000       31.9980      0.0000       0.0000       
2514.8750    52.6066      23.6728      43.6650      51.2084      20.5239      177.3845     171.7691     0.0000       32.4897      0.0000       0.0000       
2515.0000    52.4993      23.7211      43.5714      51.1265      20.6627      175.5452     176.7654     0.0000       33.0976      0.0000       0.0000       
2515.1250    52.2945      23.7380      44.4788      50.9703      20.8518      202.2296     198.9039     0.0000       33.5875      0.0000       0.0000       
2515.2500    52.0404      23.7518      45.7667      50.7765      20.9904      233.2958     225.8118     0.0000       33.8050      0.0000       0.0000       
2515.3750    51.8369      23.7334      44.4116      50.6213      21.0659      258.1652     253.3971     0.0000       33.8632      0.0000       0.0000       
2515.5000    51.6789      23.7173      45.4507      50.5008      21.2045      279.7563     268.8395     0.0000       33.9205      0.0000       0.0000       
2515.6250    51.5704      23.7004      44.9707      50.4180      21.3053      294.7618     271.0311     0.0000       33.9797      0.0000       0.0000       
2515.7500    51.4618      23.6843      43.6156      50.3352      21.3933      305.5941     272.6151     0.0000       34.0370      0.0000       0.0000       
2515.8750    51.4025      23.6689      44.1483      50.2900      21.4686      318.3541     281.3412     0.0000       34.1739      0.0000       0.0000       
2516.0000    51.3421      23.6528      45.6880      50.2438      21.4046      338.6686     294.4266     0.0000       34.3492      0.0000       0.0000       
2516.1250    51.3297      23.6674      45.7203      50.2344      21.3788      361.0722     313.9486     0.0000       34.5629      0.0000       0.0000       
2516.2500    51.4110      23.6820      43.6040      50.2964      21.3404      376.9260     321.7531     0.0000       34.8581      0.0000       0.0000       
2516.3750    51.4492      23.6981      43.2557      50.3256      21.2762      367.0021     287.8320     0.0000       35.1917      0.0000       0.0000       
2516.5000    51.3899      23.6819      45.3049      50.2804      21.2507      341.8135     262.6431     0.0000       35.5637      0.0000       0.0000       
2516.6250    51.3295      23.6651      46.7188      50.2342      21.1742      301.8646     242.8810     0.0000       35.9367      0.0000       0.0000       
2516.7500    51.2690      23.6812      48.0040      50.1881      21.1101      258.4731     223.5929     0.0000       36.2712      0.0000       0.0000       
2516.8750    51.3528      23.6965      49.4180      50.2520      21.0846      229.1595     207.7455     0.0000       36.5262      0.0000       0.0000       
2517.0000    51.7252      23.6789      51.2097      50.5361      21.0078      205.1760     193.9122     0.0000       36.7015      0.0000       0.0000       
2517.1250    52.1469      23.6320      53.6339      50.8577      20.9948      177.7552     181.4446     0.0000       36.8394      0.0000       0.0000       
2517.2500    52.3737      23.6190      55.3027      51.0308      20.9564      157.2506     171.3537     0.0000       36.8593      0.0000       0.0000       
2517.3750    52.2183      23.6328      53.9416      50.9122      20.8924      142.0180     168.3808     0.0000       36.7996      0.0000       0.0000       
2517.5000    52.0616      23.6765      51.7051      50.7927      20.8413      148.6465     169.3523     0.0000       36.7792      0.0000       0.0000       
2517.6250    51.7594      23.7241      49.0908      50.5622      20.8154      161.8265     172.7220     0.0000       36.7991      0.0000       0.0000       
2517.7500    51.5053      23.7402      49.9985      50.3684      20.8022      173.7835     179.0863     0.0000       36.8171      0.0000       0.0000       
2517.8750    51.3992      23.7548      48.7056      50.2874      20.8144      183.5204     190.9666     0.0000       36.8332      0.0000       0.0000       
2518.0000    51.2400      23.7379      48.4207      50.1660      20.8392      193.4207     207.4659     0.0000       36.8128      0.0000       0.0000       
2518.1250    51.1808      23.7233      47.0622      50.1208      20.9144      201.4548     224.2550     0.0000       36.7924      0.0000       0.0000       
2518.2500    51.1216      23.7072      49.7384      50.0757      20.9646      203.5709     223.9869     0.0000       36.8103      0.0000       0.0000       
2518.3750    51.1079      23.6887      47.3727      50.0653      21.0904      200.4969     220.1148     0.0000       36.8686      0.0000       0.0000       
2518.5000    51.1942      23.7056      44.7553      50.1311      21.1406      194.7277     217.8009     0.0000       36.9279      0.0000       0.0000       
2518.6250    51.3261      23.7210      41.8888      50.2317      21.2033      187.8548     215.0358     0.0000       36.9075      0.0000       0.0000       
2518.7500    51.5542      23.7340      39.5230      50.4057      21.3040      182.8726     212.2935     0.0000       36.8880      0.0000       0.0000       
2518.8750    51.7811      23.7494      37.9155      50.5787      21.4173      178.4236     208.5913     0.0000       36.8666      0.0000       0.0000       
2519.0000    51.9142      23.7985      36.9346      50.6803      21.5181      174.0834     204.4817     0.0000       36.7666      0.0000       0.0000       
2519.1250    52.0474      23.8453      36.9638      50.7818      21.6694      173.5014     201.8950     0.0000       36.6675      0.0000       0.0000       
2519.2500    52.0325      23.8890      39.0222      50.7705      21.8081      182.4102     205.9181     0.0000       36.5281      0.0000       0.0000       
2519.3750    51.8302      23.9044      39.7952      50.6162      21.9593      196.3520     216.0063     0.0000       36.3896      0.0000       0.0000       
2519.5000    51.2887      23.9213      40.7058      50.2032      22.0347      220.9680     233.0621     0.0000       36.2502      0.0000       0.0000       
2519.6250    50.8916      23.9681      40.2285      49.9002      22.1099      250.9440     257.9739     0.0000       36.0331      0.0000       0.0000       
2519.7500    50.5894      23.9819      39.8800      49.6697      22.1221      285.5049     285.4703     0.0000       35.8543      0.0000       0.0000       
2519.8750    50.4339      23.9673      39.0279      49.5512      22.1088      319.6765     322.6714     0.0000       35.6755      0.0000       0.0000       
2520.0000    50.3734      23.9205      38.9312      49.5050      22.0008      343.9612     344.7554     0.0000       35.5764      0.0000       0.0000       
2520.1250    50.4091      23.8705      41.1011      49.5323      22.0632      345.1527     341.1464     0.0000       35.6759      0.0000       0.0000       
2520.2500    50.5386      23.7607      39.1156      49.6310      22.0879      328.2932     329.0361     0.0000       35.8138      0.0000       0.0000       
2520.3750    50.6249      23.6494      39.2707      49.6968      22.1001      314.3913     321.0350     0.0000       35.9489      0.0000       0.0000       
2520.5000    50.3227      23.6025      39.8008      49.4663      22.0995      303.9431     320.6633     0.0000       36.0456      0.0000       0.0000       
2520.6250    50.0710      23.5871      39.0745      49.2744      22.1117      295.8729     327.8371     0.0000       36.0655      0.0000       0.0000       
2520.7500    50.0105      23.6002      38.0963      49.2282      22.1111      288.7125     316.9731     0.0000       36.0844      0.0000       0.0000       
2520.8750    49.9981      23.5833      38.7551      49.2188      22.1232      277.8435     298.6382     0.0000       36.1014      0.0000       0.0000       
2521.0000    50.0819      23.5663      40.9252      49.2827      22.1227      259.3732     286.0118     0.0000       36.0407      0.0000       0.0000       
2521.1250    50.2151      23.5817      40.9545      49.3842      22.1223      237.0969     275.2137     0.0000       35.8628      0.0000       0.0000       
2521.2500    50.4420      23.5978      39.7244      49.5573      22.1216      215.2421     259.3112     0.0000       35.6850      0.0000       0.0000       
2521.3750    50.5751      23.6170      39.6306      49.6588      22.1085      196.7117     243.7805     0.0000       35.5062      0.0000       0.0000       
2521.5000    50.5134      23.6331      39.2762      49.6118      22.0953      186.1512     233.9938     0.0000       35.2880      0.0000       0.0000       
2521.6250    50.3567      23.6430      36.5347      49.4923      22.0949      192.1254     244.9059     0.0000       35.0717      0.0000       0.0000       
2521.7500    50.2987      23.6576      34.7344      49.4480      22.0943      206.8058     264.2219     0.0000       34.8554      0.0000       0.0000       
2521.8750    50.2863      23.6745      32.5600      49.4386      22.0813      226.2169     279.7089     0.0000       34.7553      0.0000       0.0000       
2522.0000    50.3220      23.6883      33.9745      49.4658      22.0807      244.6042     287.9584     0.0000       35.0142      0.0000       0.0000       
2522.1250    50.4058      23.7029      35.5151      49.5297      22.0928      266.9810     296.4751     0.0000       35.3086      0.0000       0.0000       
2522.2500    50.3453      23.7190      37.0557      49.4836      22.0922      280.6628     307.3936     0.0000       35.5589      0.0000       0.0000       
2522.3750    49.9963      23.7343      39.1001      49.2173      22.0918      293.7259     321.7392     0.0000       35.9321      0.0000       0.0000       
2522.5000    49.9839      23.6851      37.7438      49.2079      22.0912      300.2717     335.8965     0.0000       36.2659      0.0000       0.0000       
2522.6250    50.0664      23.6045      36.8914      49.2709      22.1161      291.0242     331.7701     0.0000       36.6391      0.0000       0.0000       
2522.7500    50.2958      23.5276      37.5504      49.4458      22.1658      267.8969     288.0317     0.0000       37.0516      0.0000       0.0000       
2522.8750    50.5251      23.4485      35.6873      49.6207      22.1908      239.7899     266.2955     0.0000       37.4248      0.0000       0.0000       
2523.0000    50.8975      23.3978      35.7165      49.9048      22.2408      219.1707     252.0591     0.0000       37.6799      0.0000       0.0000       
2523.1250    51.1256      23.3509      34.7380      50.0788      22.2781      203.6014     253.6100     0.0000       37.8160      0.0000       0.0000       
2523.2500    50.8222      23.2725      32.7488      49.8473      22.3785      216.2645     266.0201     0.0000       37.9521      0.0000       0.0000       
2523.3750    50.7161      23.1926      33.0299      49.7664      22.4035      252.4606     286.2627     0.0000       38.1285      0.0000       0.0000       
2523.5000    50.5606      23.1442      34.5706      49.6478      22.5037      302.4984     309.5554     0.0000       38.2674      0.0000       0.0000       
2523.6250    50.4039      23.1288      34.4738      49.5283      22.5287      384.8459     351.8163     0.0000       38.3651      0.0000       0.0000       
2523.7500    50.1511      23.1433      34.5030      49.3354      22.6040      487.2291     436.5690     0.0000       38.4215      0.0000       0.0000       
2523.8750    49.8982      23.1579      34.6582      49.1425      22.7044      560.5726     501.1240     0.0000       38.4011      0.0000       0.0000       
2524.0000    49.7415      23.1732      34.9393      49.0230      22.8678      589.3723     526.8767     0.0000       38.3807      0.0000       0.0000       
2524.1250    49.5848      23.2193      35.3464      48.9035      22.9181      625.4933     561.7579     0.0000       38.2815      0.0000       0.0000       
2524.2500    49.4762      23.2984      35.8794      48.8207      23.0690      676.4196     582.4282     0.0000       38.0633      0.0000       0.0000       
2524.3750    49.5119      23.3452      36.5385      48.8479      23.1697      740.1043     583.0725     0.0000       37.7664      0.0000       0.0000       
2524.5000    49.5464      23.3621      35.9437      48.8742      23.3334      811.4359     616.0073     0.0000       37.4310      0.0000       0.0000       
2524.6250    49.5821      23.3467      34.9562      48.9014      23.4970      854.9881     659.8993     0.0000       37.0562      0.0000       0.0000       
2524.7500    49.5697      23.3274      34.4815      48.8920      23.6103      882.3282     684.2040     0.0000       36.6027      0.0000       0.0000       
2524.8750    49.5573      23.3097      34.7626      48.8825      23.7739      897.8940     678.5352     0.0000       36.1876      0.0000       0.0000       
2525.0000    49.4981      23.2966      34.7918      48.8374      23.9249      903.1467     660.5754     0.0000       35.7725      0.0000       0.0000       
2525.1250    49.4857      23.3127      33.4351      48.8279      24.0508      900.1006     635.6459     0.0000       35.3583      0.0000       0.0000       
2525.2500    49.4746      23.3257      32.7054      48.8194      24.1513      886.4894     611.6244     0.0000       35.0220      0.0000       0.0000       
2525.3750    49.4622      23.3403      34.2464      48.8100      24.1128      835.3888     578.9983     0.0000       34.8824      0.0000       0.0000       
2525.5000    49.4004      23.3871      33.7716      48.7629      24.0364      706.5280     549.3756     0.0000       35.0588      0.0000       0.0000       
2525.6250    49.3893      23.4340      35.6936      48.7544      23.9982      602.7388     524.8829     0.0000       35.5905      0.0000       0.0000       
2525.7500    49.3744      23.4485      37.1087      48.7430      23.9598      553.2394     496.8553     0.0000       36.1607      0.0000       0.0000       
2525.8750    49.4114      23.4946      36.7570      48.7712      23.9087      510.4796     472.5463     0.0000       36.6521      0.0000       0.0000       
2526.0000    49.4977      23.5414      35.7782      48.8370      23.8955      479.7634     448.3931     0.0000       37.1445      0.0000       0.0000       
2526.1250    49.6283      23.5882      34.4214      48.9367      23.8950      445.8206     427.4391     0.0000       37.5562      0.0000       0.0000       
2526.2500    49.9045      23.6043      35.5846      49.1474      23.9197      414.1439     411.2127     0.0000       37.9679      0.0000       0.0000       
2526.3750    50.1339      23.5574      36.7478      49.3223      23.9572      394.7434     395.6725     0.0000       38.4200      0.0000       0.0000       
2526.5000    50.3632      23.5390      35.7689      49.4972      24.0324      402.6924     393.3806     0.0000       38.8721      0.0000       0.0000       
2526.6250    50.1103      23.5220      34.4091      49.3044      24.1077      431.3965     415.5829     0.0000       39.2464      0.0000       0.0000       
2526.7500    49.9043      23.5058      33.1782      49.1472      24.1830      472.1623     434.9089     0.0000       39.5026      0.0000       0.0000       
2526.8750    49.7489      23.4897      32.1992      49.0286      24.3087      513.9386     455.1353     0.0000       39.6781      0.0000       0.0000       
2527.0000    49.5922      23.4758      33.9925      48.9091      24.4092      546.6403     478.5293     0.0000       39.7749      0.0000       0.0000       
2527.1250    49.5317      23.4903      35.0327      48.8630      24.4846      553.6730     485.8332     0.0000       39.7938      0.0000       0.0000       
2527.2500    49.5674      23.5041      33.7988      48.8902      24.6102      547.8925     481.8514     0.0000       39.7341      0.0000       0.0000       
2527.3750    49.6981      23.5517      35.3401      48.9899      24.6981      543.1640     477.9854     0.0000       39.5955      0.0000       0.0000       
